Batting_average On-base_percentage Runs Hits Doubles Triples HomeRuns Runs_batted_in Walks Strike-Outs Stolen_bases Errors Free_agency_eligibility Free_agent Arbitration_eligibility Arbitration Y outlier number
-0.17284 -0.59439 -0.50721 -0.47924 -0.06454 -0.52697 0.31285 0.20258 -0.72636 -0.25774 -0.70799 0.20756 -0.81246 -0.36176 -0.48885 -0.17487 -0.89045 1.00000 51
-0.19816 -0.93437 -1.54251 -1.67571 -1.59763 -0.13320 -0.98079 -1.45756 -1.37138 -1.44193 -0.70799 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.91710 1.00000 82
-1.13516 -2.16678 -1.47349 -1.54062 -1.21435 -0.52697 -0.87298 -1.22040 -1.37138 -1.14588 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.91872 1.00000 286
-0.19816 0.06431 -0.23113 -0.61432 -0.54363 -0.92074 -0.87298 -0.88160 -0.44417 -0.90905 0.49399 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.81453 1.00000 67
-0.45141 0.70177 -0.33466 -0.09328 -0.54363 0.65433 -0.87298 -0.61055 1.28931 -0.25774 -0.62213 0.37652 1.23082 -0.36176 -0.48885 -0.17487 0.64730 1.00000 237
0.23235 -0.29691 0.90771 1.08389 0.60618 2.62318 -0.33397 -0.17011 -0.04103 0.95604 5.81704 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.76607 1.00000 269
0.02976 0.72302 0.07947 -0.03539 -0.25618 0.26057 0.20505 0.33810 0.76524 0.06791 -0.27871 1.72817 -0.81246 -0.36176 2.04563 -0.17487 -0.24918 1.00000 189
-0.27413 -0.80688 -1.05937 -0.94239 -0.35200 -0.92074 -0.76518 -0.74607 -1.04887 -0.55379 -0.70799 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.87753 1.00000 141
-0.90724 -0.59439 -0.88682 -1.05817 -0.83108 1.04810 -0.76518 -0.84772 -0.68605 -0.13933 -0.70799 -0.80618 1.23082 -0.36176 -0.48885 -0.17487 -0.68531 1.00000 71
0.61222 -0.02068 0.45908 0.71723 1.37272 -0.13320 1.82210 1.72720 -0.40385 1.25209 -0.45042 0.37652 -0.81246 -0.36176 -0.48885 -0.17487 -0.86703 1.00000 81
-1.13516 -0.25441 -0.36917 -0.69152 -0.83108 0.26057 -0.76518 -0.61055 0.16054 -0.73142 -0.02115 1.39025 -0.81246 -0.36176 -0.48885 -0.17487 -0.86057 1.00000 13
0.18170 -0.04193 -0.09308 0.17689 0.03128 -0.52697 -0.33397 0.23646 -0.08134 -0.02091 -0.45042 1.89712 1.23082 2.76424 -0.48885 -0.17487 0.40501 1.00000 265
0.48560 0.12806 -0.43819 -0.36345 0.12709 -0.13320 0.42066 -0.10235 -0.72636 -0.13933 -0.62213 -0.63722 -0.81246 -0.36176 2.04563 -0.17487 -0.41071 1.00000 317
0.20703 0.74427 2.35713 1.14178 1.46854 -0.52697 3.76256 2.64197 1.73276 2.82113 1.52426 0.37652 1.23082 -0.36176 -0.48885 -0.17487 2.46450 1.00000 10
-0.35011 0.27680 0.59712 0.11899 -0.25618 0.65433 1.92991 1.11735 0.72493 1.78497 -0.70799 -0.29931 -0.81246 -0.36176 2.04563 -0.17487 0.15868 1.00000 270
-1.31243 -1.31684 -1.12839 -0.80730 0.12709 -0.52697 -0.87298 -0.54279 -0.72636 -0.90905 -0.70799 -0.63722 1.23082 2.76424 -0.48885 -0.17487 -0.76607 1.00000 5
1.75182 2.12542 0.45908 0.92950 -0.25618 0.26057 -0.98079 0.33810 1.61182 -0.55379 -0.36457 2.23504 1.23082 2.76424 -0.48885 -0.17487 -0.32187 1.00000 193
0.91611 0.29805 -0.61074 -0.13188 -0.16036 0.26057 -0.76518 -0.13623 -0.72636 -0.31695 -0.53628 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 -0.07958 1.00000 79
0.25768 -0.65814 -1.50800 -1.50202 -1.21435 -0.92074 -0.87298 -1.32204 -1.33106 -1.32351 -0.62213 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.89933 1.00000 92
0.02976 0.72302 0.83869 0.25408 0.51036 1.04810 0.95967 0.74467 1.08775 0.86723 -0.70799 -0.13035 1.23082 2.76424 -0.48885 -0.17487 1.01074 1.00000 33
0.38430 0.46804 1.39085 1.46984 1.08527 1.04810 -0.11836 0.47362 1.41025 -0.10972 -0.45042 0.20756 -0.81246 -0.36176 2.04563 -0.17487 0.85971 1.00000 93
0.43495 1.12674 0.39006 0.08040 0.22291 -0.52697 -0.22616 -0.00070 0.60398 0.21593 0.06471 -0.29931 1.23082 -0.36176 -0.48885 -0.17487 0.40501 1.00000 58
-0.14751 -0.87062 -0.09308 0.83301 0.12709 0.65433 -0.01056 -0.00070 -0.40385 0.80802 0.23642 2.40399 1.23082 2.76424 -0.48885 -0.17487 -0.52378 1.00000 323
-0.70465 0.25555 -0.23113 -0.65292 -0.44781 0.26057 -0.76518 -0.57667 0.03960 -0.37616 0.32228 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.71357 1.00000 293
-0.29946 0.72302 -0.19662 -0.73011 -1.11854 0.26057 -0.87298 -0.98324 0.03960 -0.79063 0.40813 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.89126 1.00000 294
0.78949 0.57428 -0.74878 0.08040 -0.54363 -0.13320 -0.65738 -0.10235 -0.08134 -0.87944 -0.53628 -0.97513 1.23082 2.76424 -0.48885 -0.17487 0.48577 1.00000 223
-0.17284 -0.21192 0.32104 0.50495 1.56436 0.26057 0.52846 0.40586 0.16054 0.71921 -0.19286 -0.80618 1.23082 -0.36176 -0.48885 -0.17487 0.84921 1.00000 28
0.51092 -0.16942 -1.09388 -0.65292 -0.92690 -0.92074 -0.76518 -0.74607 -0.92793 -1.11628 -0.62213 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.88722 1.00000 63
-0.22349 1.06299 0.97673 0.52425 0.12709 -0.52697 1.82210 1.45616 2.45841 2.25865 -0.70799 -1.14409 1.23082 -0.36176 -0.48885 -0.17487 1.33380 1.00000 57
-1.99619 -0.21192 0.59712 -0.63362 -0.25618 -0.13320 1.71430 0.67691 2.17621 3.50204 -0.62213 0.03860 1.23082 -0.36176 -0.48885 -0.17487 0.62065 1.00000 302
0.28300 0.23430 0.39006 0.35057 0.03128 -0.13320 0.95967 0.74467 0.16054 0.36395 -0.70799 -0.63722 1.23082 2.76424 -0.48885 -0.17487 1.09151 1.00000 48
0.73884 0.53178 0.42457 0.58214 -0.06454 -0.52697 -0.65738 -0.20399 0.07991 -0.73142 0.32228 2.23504 1.23082 -0.36176 -0.48885 -0.17487 -0.32994 1.00000 232
-1.05919 0.36179 -0.33466 -0.61432 -0.92690 1.04810 -0.98079 -0.84772 0.76524 1.01525 1.78182 -0.13035 1.23082 -0.36176 -0.48885 -0.17487 -0.92033 1.00000 284
0.53625 1.42422 1.63242 0.73652 0.89364 -0.13320 1.49869 1.15123 2.21652 -0.34656 -0.36457 -0.46826 1.23082 -0.36176 -0.48885 -0.17487 0.76845 1.00000 217
-1.79360 -0.91312 -0.30015 -0.82660 -0.73527 -0.13320 0.63626 -0.23787 -0.12166 1.22248 -0.70799 0.37652 -0.81246 -0.36176 -0.48885 -0.17487 -0.89368 1.00000 9
0.91611 1.33922 1.11477 1.35406 0.89364 0.65433 0.63626 1.28675 1.61182 1.75537 -0.10700 0.88339 -0.81246 -0.36176 -0.48885 -0.17487 -0.72569 1.00000 138
0.33365 0.08556 0.94222 1.31546 0.51036 1.44187 0.31285 0.47362 0.56367 2.25865 1.26669 1.72817 1.23082 2.76424 -0.48885 -0.17487 -0.92033 1.00000 1
0.66287 -0.29691 -0.85231 -0.38275 -0.25618 -0.92074 -0.44177 -0.47503 -1.00856 -0.40577 -0.45042 0.20756 -0.81246 -0.36176 -0.48885 -0.17487 -0.84684 1.00000 315
-0.85660 -1.06186 -0.64525 0.02250 0.41455 -0.52697 -0.87298 -0.00070 -0.32323 -0.08012 -0.53628 0.03860 1.23082 2.76424 -0.48885 -0.17487 -0.56416 1.00000 4
-0.35011 -0.10568 1.18379 0.75582 0.70200 1.04810 1.92991 1.82884 1.08775 2.02181 -0.53628 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.60454 1.00000 74
-1.56568 -0.57314 -0.36917 -0.71081 -0.44781 -0.92074 0.31285 -0.06846 0.24116 0.27514 -0.27871 0.20756 -0.81246 -0.36176 2.04563 -0.17487 1.06485 1.00000 70
0.28300 0.17056 -0.02406 0.25408 0.51036 -0.92074 1.17528 0.84631 -0.08134 1.07446 -0.70799 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.82261 1.00000 257
-0.37543 -1.14685 -0.67976 -0.61432 -0.35200 -0.13320 -0.01056 -0.27175 -1.04887 0.51197 -0.36457 1.89712 -0.81246 -0.36176 -0.48885 -0.17487 -0.89610 1.00000 47
1.54922 0.82926 1.63242 1.81720 1.66018 2.22941 1.39089 1.42228 0.32179 0.39356 0.15057 2.91086 1.23082 -0.36176 -0.48885 -0.17487 1.53571 1.00000 42
-0.04622 0.46804 0.83869 0.83301 1.85181 -0.92074 2.03771 1.59168 1.53120 1.48893 0.32228 -0.80618 -0.81246 -0.36176 2.04563 -0.17487 1.27969 1.00000 278
0.68819 -0.06318 0.70065 0.91021 0.60618 -0.13320 1.06748 1.21899 -0.36354 -0.49458 -0.70799 -0.63722 -0.81246 -0.36176 2.04563 -0.17487 0.04157 1.00000 137
-0.57803 0.61677 -0.26564 -0.49854 -0.63945 -0.92074 0.20505 -0.37339 0.52336 1.04486 0.49399 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 1.89915 1.00000 11
0.91611 0.91425 1.28732 1.25757 0.98945 1.44187 1.28308 1.62556 1.28931 1.28169 -0.10700 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 0.88960 1.00000 292
0.94144 0.63802 1.42536 1.83650 2.33090 3.41072 -0.01056 0.84631 0.88618 0.86723 3.84236 1.39025 -0.81246 -0.36176 2.04563 -0.17487 1.40083 1.00000 135
-0.22349 1.29673 -0.50721 -0.80730 -0.63945 -0.52697 -0.87298 -0.81384 0.48304 -0.93865 -0.53628 -0.63722 1.23082 2.76424 -0.48885 -0.17487 -0.60454 1.00000 169
0.76417 0.46804 1.14928 1.50844 1.08527 -0.13320 0.20505 0.84631 0.52336 0.51197 -0.45042 3.41773 -0.81246 -0.36176 -0.48885 -0.17487 -0.58435 1.00000 129
0.25768 -0.33941 0.18300 0.56284 0.31873 -0.92074 1.60650 1.11735 -0.40385 -0.22814 -0.45042 -0.13035 1.23082 -0.36176 -0.48885 -0.17487 1.01074 1.00000 191
-2.09749 -2.29427 -1.12839 -1.23186 -1.21435 -0.52697 -0.65738 -0.91548 -1.04887 0.09751 -0.70799 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 -0.24918 1.00000 240
0.25768 -0.29691 0.87320 1.25757 0.70200 1.04810 2.68453 1.82884 -0.08134 2.11062 -0.27871 1.55921 -0.81246 -0.36176 2.04563 -0.17487 0.60692 1.00000 200
-0.50205 -0.04193 0.04496 -0.15118 -0.54363 -0.52697 0.74407 0.20258 0.36210 0.15672 -0.45042 -0.29931 1.23082 -0.36176 -0.48885 -0.17487 0.86294 1.00000 208
-0.29946 -1.21060 -1.43898 -1.52132 -1.40599 -0.92074 -0.98079 -1.18652 -1.37138 -1.41232 -0.53628 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.91145 1.00000 62
0.38430 -0.84937 0.18300 0.96810 0.31873 0.26057 -0.65738 0.16870 -0.96824 -0.55379 1.09498 2.40399 -0.81246 -0.36176 2.04563 -0.17487 0.52616 1.00000 95
-0.19816 -0.95562 -1.23192 -0.69152 -0.63945 -0.92074 -0.87298 -0.71219 -0.96824 -0.31695 -0.70799 -0.97513 1.23082 -0.36176 -0.48885 -0.17487 -0.28149 1.00000 133
0.71352 -0.44565 -1.23192 -1.44413 -1.50181 -0.92074 -0.98079 -1.38980 -1.37138 -1.23470 -0.62213 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.91145 1.00000 176
-1.43906 0.12806 0.52810 0.08040 0.51036 -0.92074 1.39089 1.04959 2.33747 1.75537 -0.53628 -0.46826 1.23082 -0.36176 -0.48885 -0.17487 1.27323 1.00000 115
-1.26179 -1.25310 -1.19741 -1.11607 -0.54363 -0.52697 -0.98079 -0.98324 -0.84730 -0.79063 -0.53628 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.71357 1.00000 335
0.68819 -0.02068 0.56261 1.27686 0.98945 -0.92074 1.71430 1.42228 -0.12166 0.15672 -0.53628 0.54547 1.23082 -0.36176 -0.48885 -0.17487 1.93953 1.00000 128
-0.60335 -0.48815 -1.16290 -1.09677 -1.11854 -0.92074 -0.33397 -0.84772 -0.76667 -0.52419 -0.70799 -0.13035 -0.81246 -0.36176 2.04563 -0.17487 0.04157 1.00000 215
-0.90724 -0.36066 -0.88682 -0.92309 -0.73527 -0.92074 -0.33397 -0.74607 -0.64573 -0.02091 -0.45042 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.89529 1.00000 146
0.15638 -0.06318 1.08026 0.98740 1.66018 -0.52697 1.92991 1.96436 0.28148 1.81458 -0.36457 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.77657 1.00000 172
-0.37543 -0.04193 -0.30015 -0.92309 -0.83108 0.26057 -0.44177 -0.91548 -0.68605 -0.34656 0.57984 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.90337 1.00000 131
0.00443 0.00057 -0.61074 -0.69152 -0.83108 -0.13320 -0.11836 -0.64443 -0.48448 -0.08012 -0.19286 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.74588 1.00000 256
2.68882 0.85051 -1.54251 -1.71430 -1.50181 -0.92074 -0.87298 -1.45756 -1.41169 -1.56035 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.92033 1.00000 183
0.35898 0.27680 1.18379 1.33476 0.98945 1.04810 -0.54957 -0.20399 0.80555 0.51197 1.26669 2.23504 -0.81246 -0.36176 2.04563 -0.17487 0.68768 1.00000 171
0.18170 0.65927 1.39085 0.71723 0.70200 1.83564 0.85187 1.32064 1.45057 0.83763 0.15057 -0.97513 1.23082 -0.36176 -0.48885 -0.17487 2.58564 1.00000 59
-0.37543 -0.42440 -0.36917 -0.18977 -0.16036 -0.92074 0.20505 -0.44115 -0.24260 0.12712 -0.70799 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.86703 1.00000 283
0.66287 0.91425 1.56340 1.52774 0.79782 -0.52697 1.49869 1.89660 1.81339 0.30474 -0.53628 1.89712 -0.81246 -0.36176 2.04563 -0.17487 -0.41071 1.00000 222
-0.42608 -0.23317 -0.33466 -0.73011 -1.40599 0.26057 -0.98079 -0.88160 -0.60542 -1.05707 0.23642 0.54547 -0.81246 -0.36176 -0.48885 -0.17487 -0.81857 1.00000 34
0.15638 -0.10568 -0.30015 0.54355 0.70200 1.04810 -0.76518 0.43974 0.03960 0.18632 0.06471 0.03860 -0.81246 -0.36176 2.04563 -0.17487 -0.20718 1.00000 248
0.15638 -0.12692 -0.78329 -0.86520 -0.92690 -0.92074 -0.87298 -0.74607 -0.80699 -1.14588 -0.70799 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.87914 1.00000 2
-0.83127 -1.10436 -1.02486 -1.05817 -1.02272 -0.52697 -0.87298 -1.35592 -0.96824 -0.49458 -0.36457 -0.29931 1.23082 2.76424 -0.48885 -0.17487 -0.56416 1.00000 76
1.06806 0.93550 0.76967 0.92950 0.51036 0.26057 1.06748 1.04959 0.72493 0.21593 1.95353 0.03860 1.23082 -0.36176 -0.48885 -0.17487 1.09151 1.00000 112
1.01741 1.14799 -0.99035 -0.92309 -0.63945 -0.13320 -0.33397 -0.77995 -0.72636 -0.90905 -0.62213 0.20756 -0.81246 -0.36176 -0.48885 -0.17487 -0.86299 1.00000 154
-0.50205 -0.72188 -0.30015 -0.44064 -0.25618 0.65433 -0.98079 -0.54279 -0.68605 -0.40577 1.00912 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 -0.11996 1.00000 119
-0.78062 -0.93437 -1.47349 -1.69500 -1.40599 -0.92074 -0.87298 -1.38980 -1.33106 -1.64916 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.91387 1.00000 65
0.51092 -0.06318 0.35555 0.81372 0.51036 -0.52697 -0.44177 -0.03458 -0.28291 -0.34656 -0.19286 -0.97513 1.23082 -0.36176 -0.48885 -0.17487 0.04157 1.00000 304
-0.50205 -1.10436 0.21751 0.25408 0.12709 0.26057 0.63626 0.50750 -0.52479 1.48893 0.49399 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.82261 1.00000 6
-0.37543 -0.33941 -1.16290 -1.28975 -0.92690 -0.13320 -0.76518 -1.22040 -1.04887 -0.87944 -0.62213 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.91629 1.00000 52
0.43495 -0.55189 -1.40447 -1.30905 -1.31017 -0.92074 -0.87298 -1.28816 -1.33106 -1.26430 -0.70799 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.91387 1.00000 126
0.28300 -0.44565 -0.50721 -0.67222 -0.44781 -0.52697 0.42066 -0.37339 -0.96824 -0.16893 -0.62213 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.89529 1.00000 333
1.87844 2.06167 1.59791 1.70142 2.42672 -0.13320 -0.11836 0.23646 2.17621 -0.73142 -0.62213 0.88339 1.23082 -0.36176 -0.48885 -0.17487 1.17227 1.00000 181
0.94144 1.25423 1.01124 0.98740 0.79782 -0.52697 1.17528 1.55780 1.49088 0.30474 -0.70799 -0.97513 1.23082 -0.36176 -0.48885 -0.17487 0.27013 1.00000 39
-0.22349 -0.31816 -0.57623 -0.44064 -0.44781 0.26057 -0.54957 -0.74607 -0.44417 0.00870 0.15057 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.88076 1.00000 242
-0.29946 -0.65814 0.39006 0.98740 0.51036 -0.52697 0.95967 0.74467 -0.08134 1.40011 -0.27871 1.72817 1.23082 -0.36176 -0.48885 -0.17487 1.17227 1.00000 174
0.28300 0.44679 -1.47349 -1.65641 -1.40599 -0.52697 -0.98079 -1.32204 -1.29075 -1.56035 -0.70799 -1.14409 -0.81246 -0.36176 2.04563 5.71839 -0.90741 1.00000 220
-0.70465 -0.46690 -0.16211 0.09970 -0.06454 0.65433 -0.87298 -0.10235 0.40242 -0.58339 -0.10700 1.05234 -0.81246 -0.36176 -0.48885 -0.17487 -0.71761 1.00000 312
0.76417 0.89301 -0.78329 -0.88449 -0.92690 -0.92074 -0.22616 -0.67831 -0.68605 -0.99786 -0.53628 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.58435 1.00000 334
-0.19816 0.38304 -0.33466 -0.40205 -0.16036 -0.92074 0.31285 0.13482 0.03960 0.57118 -0.36457 -0.80618 1.23082 -0.36176 -0.48885 -0.17487 0.10214 1.00000 325
-0.80595 -0.80688 -1.09388 -1.21256 -0.83108 -0.52697 -0.98079 -1.05100 -0.92793 -1.26430 -0.70799 -0.29931 -0.81246 -0.36176 2.04563 -0.17487 -0.39456 1.00000 332
0.02976 -0.31816 0.63163 0.98740 1.85181 0.26057 1.28308 1.59168 0.20085 2.73232 0.32228 2.74191 -0.81246 -0.36176 -0.48885 -0.17487 -0.76607 1.00000 195
-1.05919 -1.21060 -0.92133 -0.80730 -0.92690 -0.92074 -0.87298 -0.91548 -0.76667 -0.34656 -0.45042 0.88339 -0.81246 -0.36176 -0.48885 -0.17487 -0.88479 1.00000 91
-0.07154 0.06431 1.04575 0.69793 2.23508 -0.13320 0.09725 0.57526 0.92649 0.54158 -0.53628 -0.97513 1.23082 -0.36176 -0.48885 -0.17487 1.49533 1.00000 123
0.25768 0.74427 1.90850 1.35406 0.31873 1.44187 -0.44177 0.20258 1.93433 0.33435 3.67065 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 1.81838 1.00000 105
1.32130 0.82926 1.11477 0.85231 0.98945 2.22941 0.95967 1.01571 -0.04103 0.66000 0.40813 0.03860 -0.81246 -0.36176 2.04563 -0.17487 -0.14015 1.00000 53
-1.59100 0.44679 -1.26643 -1.36694 -1.40599 -0.92074 -0.98079 -1.38980 -0.40385 -0.73142 -0.45042 0.54547 -0.81246 -0.36176 -0.48885 -0.17487 -0.89933 1.00000 324
-1.05919 -0.82813 -0.30015 -0.11258 -0.44781 -0.92074 1.06748 0.23646 -0.00072 1.78497 -0.70799 -0.80618 1.23082 -0.36176 -0.48885 -0.17487 -0.92033 1.00000 300
0.13106 -0.06318 -0.50721 -0.53713 -0.63945 -0.13320 -0.76518 -0.61055 -0.96824 -0.05051 -0.10700 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.49147 1.00000 182
-0.22349 0.25555 -0.47270 -0.90379 -0.83108 -0.92074 -0.65738 -0.77995 -0.48448 -0.43537 0.32228 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.84280 1.00000 184
2.41025 2.35915 -1.05937 -0.86520 -0.44781 -0.13320 -0.76518 -0.88160 -0.60542 -1.02746 -0.70799 -0.29931 -0.81246 -0.36176 -0.48885 -0.17487 -0.90418 1.00000 321
0.43495 0.57428 -0.23113 -0.44064 -0.06454 0.65433 -0.54957 -0.77995 -0.20229 -0.43537 0.57984 -0.63722 1.23082 2.76424 -0.48885 -0.17487 -0.25322 1.00000 326
0.94144 0.72302 1.11477 1.31546 0.60618 0.65433 -0.54957 0.06706 0.72493 0.42316 0.92327 0.71443 -0.81246 -0.36176 2.04563 -0.17487 0.16918 1.00000 26
0.76417 0.31930 0.59712 1.46984 1.75599 -0.92074 -0.01056 0.81243 0.44273 -0.43537 -0.53628 -0.29931 1.23082 -0.36176 -0.48885 -0.17487 1.91530 1.00000 262
0.99209 1.42422 0.04496 -0.38275 -0.35200 1.04810 -0.65738 -1.08488 0.07991 -1.08667 1.35254 -0.46826 1.23082 -0.36176 -0.48885 -0.17487 0.86294 1.00000 190
-0.04622 0.29805 0.18300 0.04180 -0.35200 -0.52697 1.92991 0.84631 0.32179 0.00870 -0.53628 -0.13035 1.23082 -0.36176 -0.48885 -0.17487 2.02029 1.00000 86
0.00443 -0.61564 -0.30015 0.02250 -0.25618 -0.52697 -0.65738 -0.81384 -0.84730 -0.90905 -0.36457 0.71443 -0.81246 -0.36176 -0.48885 -0.17487 -0.85491 1.00000 288
0.71352 1.14799 -0.40368 -0.69152 -0.92690 -0.13320 -0.44177 -0.81384 -0.20229 -0.64260 -0.27871 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.86703 1.00000 329
-1.00854 0.06431 -0.71427 -1.19326 -1.31017 -0.52697 -0.87298 -1.11876 -0.44417 -1.17549 0.66570 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.68935 1.00000 224
0.89079 0.65927 -0.50721 -0.26696 0.03128 -0.92074 -0.87298 -0.47503 -0.44417 -0.40577 -0.53628 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.50036 1.00000 107
0.81481 0.53178 0.42457 0.92950 1.27691 -0.13320 0.74407 0.67691 0.28148 1.34090 0.49399 -0.13035 1.23082 -0.36176 -0.48885 -0.17487 -0.20880 1.00000 336
1.34663 0.25555 0.25202 0.85231 1.08527 -0.52697 0.09725 0.84631 -0.84730 -1.02746 -0.62213 0.20756 1.23082 2.76424 -0.48885 -0.17487 1.01074 1.00000 72
-0.62868 -0.46690 -0.23113 -0.03539 0.03128 -0.13320 0.74407 0.03318 0.20085 0.74881 -0.62213 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.88722 1.00000 116
0.63754 0.27680 0.83869 0.46635 -0.35200 1.44187 -0.11836 0.33810 -0.04103 -0.05051 0.49399 1.72817 -0.81246 -0.36176 -0.48885 -0.17487 -0.40263 1.00000 236
1.09338 0.76551 1.11477 1.41195 1.66018 0.26057 1.28308 1.76108 0.68461 0.27514 -0.53628 0.20756 1.23082 2.76424 -0.48885 -0.17487 2.38373 1.00000 122
0.71352 -0.08443 0.56261 1.08389 0.98945 0.65433 -0.76518 0.10094 -0.32323 -0.67221 -0.36457 0.88339 1.23082 2.76424 -0.48885 -0.17487 -0.07958 1.00000 121
-0.83127 0.19180 0.83869 -1.63711 -0.06454 0.65433 -0.98079 -1.38980 -0.84730 -1.32351 1.43840 -1.14409 -0.81246 -0.36176 2.04563 -0.17487 -0.92033 1.00000 16
-0.02089 -0.19067 0.14849 0.06110 -0.63945 -0.52697 -0.33397 -0.33951 -0.08134 0.00870 0.40813 0.20756 -0.81246 -0.36176 -0.48885 -0.17487 -0.78626 1.00000 201
0.05508 -0.06318 0.76967 1.10318 0.60618 -0.52697 1.06748 1.76108 0.80555 0.51197 0.15057 0.03860 1.23082 2.76424 -0.48885 -0.17487 2.32316 1.00000 45
0.15638 -0.65814 -0.61074 -0.18977 -0.16036 -0.52697 -0.98079 -0.47503 -0.80699 -0.34656 -0.53628 0.37652 -0.81246 -0.36176 -0.48885 -0.17487 -0.89126 1.00000 249
-0.27413 0.40429 0.70065 0.50495 -0.16036 0.65433 0.31285 0.16870 1.28931 0.80802 -0.19286 0.88339 1.23082 2.76424 -0.48885 -0.17487 0.56654 1.00000 295
0.51092 1.12674 1.01124 0.38916 0.03128 -0.13320 0.85187 0.16870 0.92649 0.39356 -0.62213 -1.14409 1.23082 2.76424 -0.48885 -0.17487 -0.24110 1.00000 303
-0.83127 -1.12560 -1.05937 -1.01958 -0.73527 -0.92074 -0.98079 -0.84772 -1.04887 -1.02746 -0.62213 -0.46826 -0.81246 -0.36176 -0.48885 -0.17487 -0.71761 1.00000 274
-0.09686 0.17056 1.66693 1.29616 1.66018 1.44187 -0.65738 0.43974 1.49088 0.18632 1.69597 1.89712 -0.81246 -0.36176 2.04563 -0.17487 0.74180 1.00000 230
0.25768 1.61546 2.01203 0.64004 0.03128 -0.52697 0.95967 0.43974 2.45841 0.48237 4.27164 0.20756 1.23082 -0.36176 -0.48885 -0.17487 1.61647 1.00000 205
0.18170 -0.38191 0.21751 0.77512 -0.06454 1.44187 -0.65738 0.33810 -0.20229 -0.02091 -0.10700 0.37652 -0.81246 -0.36176 2.04563 5.71839 0.60692 1.00000 263
-0.67932 -0.70063 -0.05857 0.27338 0.60618 -0.13320 -0.44177 0.13482 0.07991 -0.10972 -0.02115 -0.29931 1.23082 -0.36176 -0.48885 -0.17487 0.92998 1.00000 20
0.96676 0.59553 1.56340 1.66282 1.08527 2.22941 -0.76518 0.20258 0.68461 0.51197 3.41308 -0.29931 -0.81246 -0.36176 2.04563 5.71839 0.32425 1.00000 275
-0.07154 0.48928 -0.05857 -0.42135 -0.92690 1.04810 -0.87298 -0.91548 0.16054 -0.28735 2.46867 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 1.58659 1.00000 120
-0.57803 -1.18935 -1.30094 -1.48273 -1.11854 -0.92074 -0.76518 -1.35592 -1.29075 -1.35311 -0.45042 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.91549 1.00000 213
0.10573 -0.25441 -0.05857 0.44706 0.79782 0.26057 -0.54957 -0.10235 -0.36354 -0.05051 0.23642 -0.29931 -0.81246 -0.36176 2.04563 -0.17487 0.32425 1.00000 12
1.62519 1.38172 2.35713 2.12597 3.09744 0.26057 1.82210 1.49004 1.32963 0.45277 -0.36457 0.88339 -0.81246 -0.36176 2.04563 5.71839 2.10106 1.00000 118
