X Y Month Day FFMC DMC DC ISI Temp RH Wind Rain Y outlier number
-0.28952 -0.24400 0.67033 0.35772 0.26389 -0.18555 0.79636 0.12697 0.32940 -0.56977 0.49298 -0.07327 0.00334 1.00000 199
1.44092 1.38372 0.23053 -1.57379 0.08256 -0.11991 0.36663 -0.70727 0.77759 -1.36723 -0.73612 -0.07327 -0.20202 1.00000 375
1.00831 -0.24400 0.23053 -1.57379 0.15510 1.98998 0.73705 -0.33406 -0.20499 1.27053 -0.00983 -0.07327 -0.20202 1.00000 353
-1.15475 -0.24400 0.23053 -0.60803 0.69909 0.44585 0.56959 2.41014 1.77742 -0.87649 0.49298 -0.07327 -0.17136 1.00000 299
1.00831 -0.24400 -0.20926 0.84060 0.17323 -0.10428 -0.29472 -0.00476 0.93274 -0.87649 -1.23894 -0.07327 -0.20202 1.00000 119
-0.28952 0.56986 0.23053 1.32347 0.24576 1.44297 0.47033 -0.20234 -1.46340 1.88397 -1.74176 -0.07327 -0.20202 1.00000 501
-0.28952 -0.24400 0.23053 -1.09091 0.80789 0.47555 0.23347 1.90521 0.08806 1.63859 2.00143 -0.07327 0.53232 1.00000 217
0.57570 0.56986 0.23053 0.35772 -4.92218 -0.62628 0.47356 -1.80495 -0.32566 1.69994 1.49861 -0.07327 -0.20202 1.00000 371
1.44092 0.56986 0.23053 -0.60803 0.44523 0.72561 0.47921 0.98316 1.36370 -1.18320 -0.51265 -0.07327 -0.19133 1.00000 236
1.00831 -0.24400 -0.20926 -1.57379 -0.26197 -0.10897 -0.46944 -0.57555 0.63969 0.77978 0.49298 -0.07327 4.17778 1.00000 27
1.00831 -0.24400 0.23053 1.32347 0.13696 0.49274 0.21572 0.34650 -0.44633 0.96381 0.77232 -0.07327 -0.20202 1.00000 145
0.57570 0.56986 -0.64906 0.84060 -6.75362 -0.62316 -1.26758 -1.89276 -1.42892 2.80412 -0.73612 -0.07327 -0.20202 1.00000 72
-1.58736 -1.05786 0.67033 -1.57379 -0.37076 -0.29808 0.65352 -0.42187 -1.11863 1.76128 1.27514 -0.07327 0.27475 1.00000 210
-1.15475 0.56986 0.23053 0.84060 0.55402 1.87901 0.67450 -0.13648 0.00187 1.20919 0.49298 -0.07327 -0.20202 1.00000 396
0.57570 -1.05786 0.67033 -1.57379 -0.37076 -0.29808 0.65352 -0.42187 -1.32549 2.06800 2.00143 -0.07327 -0.20202 1.00000 246
1.44092 1.38372 0.23053 0.84060 0.28203 -0.45437 -0.27092 0.63190 -0.42909 -0.07902 -0.00983 -0.07327 0.91915 1.00000 197
-1.58736 -1.87172 0.23053 0.35772 0.06443 0.87564 0.82582 -0.42187 -0.06709 1.76128 2.50425 -0.07327 -0.20202 1.00000 208
-1.15475 -0.24400 0.67033 -1.57379 -4.92218 -0.62628 0.47356 -1.80495 0.63969 -0.38574 -0.23331 -0.07327 -0.02402 1.00000 68
1.00831 -0.24400 0.23053 1.32347 0.20950 1.00380 0.61640 1.04902 0.51902 1.76128 2.00143 3.30885 -0.20202 1.00000 264
1.44092 1.38372 0.67033 -0.12516 0.55402 -0.46843 0.55386 1.94911 0.82931 -1.18320 0.26951 -0.07327 -0.18441 1.00000 419
1.00831 -0.24400 0.67033 1.32347 0.06443 2.58543 1.11836 -0.42187 -0.87729 2.00665 2.00143 -0.07327 -0.02810 1.00000 263
-0.28952 0.56986 0.23053 -0.12516 -0.22570 2.42758 1.03040 -0.75118 -0.25671 0.59575 -0.51265 -0.07327 -0.20202 1.00000 200
-0.72214 1.38372 -0.64906 0.35772 0.08256 -0.26213 -1.27444 -0.42187 0.05358 -0.38574 0.26951 -0.07327 -0.20202 1.00000 174
-0.28952 0.56986 0.23053 -0.60803 0.82602 1.66959 0.57322 1.97107 0.77759 0.28904 0.77232 -0.07327 -0.10091 1.00000 243
-1.15475 -1.87172 -0.20926 0.35772 -0.42516 0.61621 -0.96051 -0.48773 -0.94624 2.12934 -0.23331 -0.07327 0.38011 1.00000 491
-0.28952 -0.24400 -1.96844 0.84060 0.19136 -1.17329 -1.88495 -0.26820 -0.32566 -1.06052 0.49298 -0.07327 0.24865 1.00000 455
0.57570 -1.05786 0.67033 -0.12516 0.39083 0.12703 0.95050 -0.33406 0.00187 -0.63111 1.77796 -0.07327 0.33828 1.00000 5
1.00831 0.56986 -1.96844 0.35772 -0.80596 -1.32333 -1.83048 -0.86095 -1.84264 0.41172 1.49861 -0.07327 -0.20202 1.00000 383
-0.72214 -0.24400 0.23053 1.32347 0.13696 0.49274 0.21572 0.34650 0.15701 -0.32440 0.77232 -0.07327 -0.20202 1.00000 186
1.44092 1.38372 0.23053 1.32347 0.30016 -0.39966 -0.24186 1.24660 0.57073 -0.93783 0.77232 -0.07327 -0.20202 1.00000 147
1.00831 0.56986 0.67033 0.84060 0.33643 -0.35747 0.60793 -0.42187 -0.18776 0.41172 1.77796 -0.07327 -0.20202 1.00000 161
-1.15475 -1.87172 0.23053 -1.09091 0.26389 0.65215 0.44491 1.15878 0.82931 -1.24455 -0.51265 -0.07327 -0.20202 1.00000 215
-0.28952 -0.24400 0.67033 0.35772 0.26389 -0.18555 0.79636 0.12697 0.32940 -0.56977 0.49298 -0.07327 -0.18221 1.00000 401
1.44092 1.38372 0.23053 0.84060 0.64469 0.09889 0.13380 0.43432 0.86379 -0.20171 -1.01547 -0.07327 -0.07591 1.00000 437
0.57570 0.56986 0.23053 -1.09091 0.66282 0.32551 0.23872 3.00288 0.08806 0.65710 -0.00983 -0.07327 -0.19935 1.00000 113
1.44092 1.38372 0.23053 -0.60803 -0.91476 -0.31996 0.24880 -0.53164 -0.25671 0.35038 -0.00983 -0.07327 -0.15972 1.00000 344
-1.15475 -1.87172 0.23053 0.84060 0.55402 1.87901 0.67450 -0.13648 0.51902 -0.14037 -1.01547 -0.07327 2.54398 1.00000 189
0.14309 -0.24400 0.67033 -0.12516 0.39083 0.12703 0.95050 -0.33406 0.46730 -0.99917 1.27514 -0.07327 -0.13267 1.00000 218
-1.58736 -1.87172 0.23053 -0.60803 0.88042 -0.17148 -0.13978 0.91729 0.76036 -0.81514 0.26951 -0.07327 -0.19337 1.00000 254
-1.15475 -0.24400 0.67033 -1.57379 0.17323 -0.03864 0.87182 -0.61946 0.26044 -0.20171 -1.23894 -0.07327 -0.17890 1.00000 231
-1.58736 0.56986 0.67033 1.32347 0.51776 0.60058 0.72898 -0.20234 1.53608 -1.06052 -0.51265 -0.07327 1.29466 1.00000 348
-0.72214 -0.24400 0.23053 1.32347 0.13696 0.49274 0.21572 0.34650 -1.25654 2.62009 0.26951 -0.07327 -0.20202 1.00000 314
-1.15475 -1.87172 -2.40824 0.35772 -0.73343 -1.52650 -2.03748 -0.81704 -1.13587 0.41172 -1.74176 -0.07327 -0.20202 1.00000 492
1.87354 3.82531 -0.20926 -1.09091 -0.87849 -0.97793 -0.94639 -1.12439 -0.15328 -0.14037 -0.73612 -0.07327 -0.19636 1.00000 37
0.57570 0.56986 0.67033 0.35772 0.48149 0.47398 0.66966 1.07097 0.69140 -0.01768 0.77232 -0.07327 -0.20202 1.00000 509
-0.28952 0.56986 0.67033 -1.57379 -0.37076 -0.29808 0.65352 -0.42187 -0.25671 0.71844 0.77232 -0.07327 -0.20202 1.00000 487
0.14309 -0.24400 0.23053 1.32347 0.20950 1.00380 0.61640 1.04902 1.17408 -0.32440 0.77232 -0.07327 -0.20060 1.00000 209
-1.15475 -0.24400 0.23053 -0.60803 0.82602 1.66959 0.57322 1.97107 2.05324 -1.55126 0.26951 -0.07327 -0.20202 1.00000 181
1.87354 1.38372 0.23053 -0.12516 0.17323 2.14939 0.83066 -0.59750 0.27768 0.84113 -0.73612 -0.07327 0.47210 1.00000 395
-0.28952 -0.24400 0.67033 1.32347 -0.17130 -0.32621 0.63133 -0.92681 -0.18776 1.20919 -1.51828 -0.07327 -0.20202 1.00000 421
-1.15475 -0.24400 0.23053 1.32347 0.24576 1.44297 0.47033 -0.20234 1.03617 -0.14037 0.77232 -0.07327 -0.16365 1.00000 368
0.57570 0.56986 0.67033 -1.57379 0.04630 0.24424 0.55910 -0.44383 0.41559 -0.14037 -1.01547 -0.07327 -0.20202 1.00000 11
1.87354 3.82531 -0.20926 -0.12516 0.46336 0.05513 0.04866 0.10501 1.94980 -1.18320 0.26951 -0.07327 -0.15878 1.00000 62
-0.72214 -0.24400 0.67033 -0.60803 0.10070 0.37240 1.08770 -0.39992 -0.06709 -0.87649 -0.73612 -0.07327 -0.20202 1.00000 423
1.00831 -0.24400 0.67033 0.35772 -0.44330 -0.87009 0.74391 0.56604 -0.63595 1.20919 -0.51265 -0.07327 -0.19384 1.00000 49
0.57570 0.56986 0.23053 -0.12516 0.82602 0.32551 0.12452 0.30259 1.46713 -1.36723 -0.00983 -0.07327 -0.18787 1.00000 385
-1.15475 0.56986 0.23053 -0.60803 0.88042 -0.17148 -0.13978 0.91729 0.84655 -0.75380 0.77232 -0.07327 -0.18991 1.00000 19
1.00831 -0.24400 0.67033 -1.57379 0.17323 -0.03864 0.87182 -0.61946 0.07082 -0.01768 -1.01547 -0.07327 -0.20202 1.00000 116
1.00831 0.56986 0.23053 -1.09091 0.98922 1.09757 0.49736 1.15878 1.44989 1.14784 0.49298 21.57228 -0.03188 1.00000 279
-0.72214 0.56986 0.67033 -0.12516 0.01003 0.40678 1.10908 -0.48773 -1.03244 -0.32440 -0.73612 -0.07327 -0.16774 1.00000 347
-1.58736 -1.05786 0.23053 0.84060 0.26389 1.04912 0.23145 0.12697 0.76036 -0.26305 -0.00983 -0.07327 -0.10201 1.00000 54
-1.15475 -1.87172 0.23053 -1.09091 0.75349 -0.04020 0.40012 1.75153 0.98446 -1.36723 0.26951 -0.07327 -0.06506 1.00000 224
0.14309 -0.24400 0.23053 0.35772 0.06443 0.87564 0.82582 -0.42187 0.38111 1.63859 2.00143 4.66170 -0.16790 1.00000 461
0.57570 -1.05786 1.11012 -1.09091 -0.00810 -1.17954 0.48889 -0.50969 0.48454 -1.24455 0.26951 -0.07327 -0.20202 1.00000 100
-1.15475 -0.24400 0.67033 1.32347 0.31829 -0.07927 0.84801 0.19283 1.03617 -1.06052 -1.01547 -0.07327 -0.20202 1.00000 120
-0.28952 -1.05786 0.67033 0.35772 0.33643 0.17391 0.97552 0.25869 -0.27395 0.04366 -0.00983 -0.07327 -0.14006 1.00000 108
-0.72214 -0.24400 0.67033 -1.09091 -1.13236 -0.58565 0.50019 -1.27806 -0.17052 0.04366 -0.51265 -0.07327 -0.20202 1.00000 46
-1.15475 -1.87172 -1.96844 1.32347 -0.24383 -0.93104 -1.79860 0.12697 -1.27377 -0.32440 0.99580 -0.07327 -0.20202 1.00000 150
0.57570 0.56986 0.67033 -0.60803 0.35456 0.07076 0.92468 -0.04866 0.93274 -1.06052 0.49298 -0.07327 -0.20202 1.00000 154
0.14309 0.56986 -1.96844 0.84060 0.19136 -1.17329 -1.88495 -0.26820 -0.65319 -1.06052 0.77232 -0.07327 -0.20202 1.00000 191
1.44092 1.38372 0.23053 -0.12516 0.01003 1.30075 0.38358 -0.48773 0.41559 -0.20171 -0.23331 -0.07327 -0.20202 1.00000 192
0.57570 -1.05786 0.67033 -1.57379 0.15510 0.30050 1.04573 -0.33406 -1.15310 1.33187 0.49298 -0.07327 -0.10610 1.00000 364
-1.15475 -0.24400 0.23053 -1.57379 0.78976 0.38490 0.19514 2.69553 2.01876 -0.99917 -0.23331 -0.07327 -0.16947 1.00000 269
0.57570 -1.05786 0.67033 -1.09091 -0.06250 -0.47156 0.73543 -0.59750 -0.11880 1.08650 0.26951 -0.07327 -0.20202 1.00000 16
-0.72214 -0.24400 1.11012 1.32347 0.35456 -1.00606 0.58049 -0.04866 0.29492 -1.24455 0.77232 -0.07327 -0.20202 1.00000 322
0.57570 -1.05786 1.54991 -1.09091 -2.02088 -1.68591 -1.78044 -1.73909 -1.22206 -0.81514 0.26951 -0.07327 -0.20202 1.00000 493
1.00831 -0.24400 0.23053 1.32347 0.17323 1.10070 0.26252 -0.31211 0.07082 1.02516 0.49298 -0.07327 -0.20202 1.00000 399
0.57570 0.56986 -1.52865 -1.57379 -0.49770 -1.34364 -2.04313 -1.16830 -1.37720 1.20919 -0.51265 -0.07327 -0.14934 1.00000 296
0.57570 0.56986 0.67033 -0.12516 0.39083 0.12703 0.95050 -0.33406 -0.36014 -0.99917 -0.00983 -0.07327 -0.18614 1.00000 125
-1.15475 0.56986 0.23053 -1.09091 0.26389 0.65215 0.44491 1.15878 0.22597 0.16635 -0.00983 -0.07327 -0.15343 1.00000 274
-0.72214 -0.24400 0.67033 1.32347 -0.02624 -0.22150 0.81735 0.52213 0.29492 0.65710 0.77232 -0.07327 0.18465 1.00000 71
1.44092 -1.05786 -0.64906 -1.57379 -0.44330 -0.22931 -1.28695 -0.94876 -0.79110 2.12934 -0.00983 -0.07327 -0.17151 1.00000 110
-1.15475 -1.87172 -1.96844 1.32347 -0.24383 -0.93104 -1.79860 0.12697 -2.30808 0.90247 1.27514 -0.07327 -0.20202 1.00000 403
-0.28952 1.38372 1.98971 -0.12516 -1.09609 -1.32020 -0.79063 -1.54151 -2.37703 1.02516 0.49298 -0.07327 -0.11742 1.00000 237
-0.28952 -1.05786 0.23053 -0.12516 0.19136 0.05357 0.45742 -0.59750 -0.22223 0.04366 -0.23331 -0.07327 -0.20202 1.00000 302
0.57570 0.56986 -1.96844 -0.12516 0.04630 -1.43742 -2.08751 -0.22429 -1.75645 0.41172 0.99580 -0.07327 -0.20202 1.00000 261
-1.15475 -0.24400 0.23053 -0.12516 0.17323 2.14939 0.83066 -0.59750 -0.39462 0.90247 -0.73612 -0.07327 -0.20202 1.00000 425
1.87354 3.82531 -2.40824 -0.12516 -1.16862 -1.62652 -2.10365 -0.29015 -2.10122 2.12934 -0.51265 -0.07327 -0.20202 1.00000 233
-0.72214 1.38372 0.67033 1.32347 0.31829 0.20673 0.53570 -0.11452 -0.29119 0.84113 -1.51828 -0.07327 -0.20202 1.00000 513
-0.28952 -0.24400 0.23053 0.35772 0.66282 0.88658 0.55063 0.87339 0.50178 0.53441 -0.51265 -0.07327 -0.09918 1.00000 201
0.14309 -0.24400 0.23053 -1.09091 -0.33450 0.56932 0.26858 -0.00476 -0.27395 -0.07902 0.26951 -0.07327 -0.20202 1.00000 343
-0.28952 0.56986 0.67033 0.84060 0.33643 -0.35747 0.60793 -0.42187 0.24320 0.04366 -0.51265 -0.07327 -0.20202 1.00000 3
-1.15475 -1.87172 0.67033 0.35772 0.31829 0.10983 0.48445 0.69776 0.70864 -0.44708 0.26951 -0.07327 -0.20202 1.00000 117
-0.72214 -0.24400 0.23053 -1.57379 0.15510 0.53963 0.24315 0.36845 -1.48063 1.82262 -1.01547 -0.07327 -0.20202 1.00000 172
-1.58736 -1.87172 0.23053 1.32347 -0.08063 -0.17617 0.33596 -0.59750 -0.17052 -0.01768 -1.01547 -0.07327 -0.20202 1.00000 80
-0.28952 0.56986 -1.96844 -0.12516 0.13696 -1.25300 -1.91118 -0.33406 -0.11880 -0.93783 -0.51265 -0.07327 -0.20202 1.00000 292
-1.58736 -1.87172 0.23053 -1.09091 0.06443 0.16141 0.05512 -0.44383 0.46730 -1.55126 1.49861 -0.07327 -0.20202 1.00000 313
-1.15475 -0.24400 0.23053 -1.09091 0.75349 -0.04020 0.40012 1.75153 0.20873 -0.26305 -0.00983 -0.07327 -0.20202 1.00000 428
-0.28952 -1.05786 0.67033 0.84060 0.28203 -0.13398 0.82138 -0.13648 0.79483 -1.06052 -0.00983 -0.07327 -0.14966 1.00000 346
-0.28952 -0.24400 -1.52865 0.35772 -1.38622 -1.36865 -1.86679 -1.47565 -0.37738 -1.48992 -0.51265 -0.07327 -0.20202 1.00000 84
1.44092 1.38372 0.23053 0.84060 0.55402 1.87901 0.67450 -0.13648 0.00187 1.20919 0.49298 -0.07327 -0.14981 1.00000 51
-0.28952 0.56986 0.67033 -0.12516 0.40896 0.40834 0.63940 0.03915 0.55350 -0.63111 -1.23894 -0.07327 0.02709 1.00000 128
-1.15475 -0.24400 0.23053 1.32347 0.20950 1.00380 0.61640 1.04902 0.60521 0.59575 2.00143 -0.07327 -0.15689 1.00000 123
0.57570 -1.05786 0.67033 1.32347 0.31829 -0.07927 0.84801 0.19283 1.01893 -0.99917 -1.23894 -0.07327 0.02269 1.00000 332
1.00831 -0.24400 0.67033 0.35772 0.26389 -0.18555 0.79636 0.12697 0.29492 -0.07902 -0.23331 -0.07327 -0.17010 1.00000 139
-0.28952 0.56986 -1.96844 0.35772 0.10070 -0.97793 -1.81635 0.76362 -0.53252 -1.06052 2.00143 -0.07327 -0.20202 1.00000 459
1.00831 1.38372 -0.20926 -1.09091 0.44523 1.08663 -0.47267 0.43432 1.38094 -0.99917 0.77232 -0.07327 1.15738 1.00000 284
0.57570 0.56986 0.23053 -0.60803 0.97109 0.25362 0.09103 1.64176 0.77759 -0.69246 0.26951 -0.07327 -0.16255 1.00000 92
1.87354 3.82531 -0.20926 1.32347 -0.09877 -0.66067 -0.77772 -0.39992 1.01893 -0.93783 -1.01547 -0.07327 -0.18063 1.00000 326
-0.72214 -0.24400 0.23053 -1.09091 0.98922 1.09757 0.49736 1.15878 2.31181 -1.06052 -1.01547 -0.07327 0.02882 1.00000 122
-1.15475 -0.24400 0.67033 0.84060 0.49963 0.53963 0.69993 -0.20234 1.67399 -1.06052 -1.01547 -0.07327 -0.17670 1.00000 10
0.57570 0.56986 1.98971 -1.09091 -0.95102 -1.33583 -0.79992 -1.40979 -2.37703 -1.24455 2.50425 -0.07327 0.18748 1.00000 115
-1.58736 -0.24400 0.23053 -0.60803 0.19136 1.25855 0.35493 -0.26820 0.17425 0.35038 -0.00983 -0.07327 1.09920 1.00000 484
1.87354 3.82531 0.23053 0.35772 0.75349 1.81493 0.64061 0.65385 1.05341 -0.50843 -0.00983 -0.07327 -0.20202 1.00000 57
-0.72214 0.56986 0.67033 0.35772 0.51776 0.60058 0.72898 -0.20234 -0.29119 -0.07902 -0.51265 -0.07327 -0.20202 1.00000 250
0.14309 -0.24400 0.23053 -1.09091 0.80789 0.47555 0.23347 1.90521 0.89826 -0.07902 1.27514 -0.07327 -0.17057 1.00000 56
0.57570 -0.24400 0.23053 0.35772 0.75349 1.81493 0.64061 0.65385 0.76036 -0.63111 -0.51265 -0.07327 0.24991 1.00000 136
-1.15475 0.56986 -0.64906 -0.12516 0.55402 0.16922 -0.79790 1.97107 0.65693 -0.26305 3.00706 -0.07327 -0.15186 1.00000 34
0.57570 -1.05786 0.67033 0.35772 0.33643 0.17391 0.97552 0.25869 0.13977 -0.32440 -0.73612 -0.07327 -0.20202 1.00000 510
0.57570 0.56986 0.67033 0.35772 -0.06250 2.79955 1.24022 -0.35601 -1.48063 2.06800 -0.00983 -0.07327 0.08574 1.00000 39
-0.28952 1.38372 1.98971 1.32347 -1.13236 -1.30770 -0.78458 -0.48773 -2.42875 0.77978 2.50425 -0.07327 -0.06081 1.00000 312
0.57570 -1.05786 0.67033 -1.57379 0.15510 0.30050 1.04573 -0.33406 0.29492 -0.44708 -1.23894 -0.07327 -0.20202 1.00000 502
-1.58736 -1.87172 0.23053 1.32347 0.13696 0.49274 0.21572 0.34650 0.10530 -0.32440 1.27514 -0.07327 -0.20202 1.00000 503
1.00831 0.56986 -0.64906 1.32347 0.44523 1.08663 -0.47267 0.43432 0.57073 0.22769 -1.51828 -0.07327 -0.20202 1.00000 474
1.00831 -0.24400 0.67033 0.35772 0.31829 0.10983 0.48445 0.69776 0.01911 -0.63111 0.99580 -0.07327 -0.17545 1.00000 315
1.00831 -0.24400 -0.20926 1.32347 0.55402 -0.14960 -0.50253 1.24660 -0.11880 2.31337 0.26951 -0.07327 -0.16727 1.00000 232
-0.28952 -0.24400 0.67033 -1.57379 0.04630 0.24424 0.55910 -0.44383 -0.20499 -0.32440 -1.01547 -0.07327 -0.15374 1.00000 130
-1.15475 0.56986 0.67033 -1.57379 0.04630 0.24424 0.55910 -0.44383 0.51902 -0.32440 -1.23894 -0.07327 -0.19463 1.00000 281
1.44092 1.38372 -1.96844 1.32347 -0.24383 -0.93104 -1.79860 0.12697 -1.27377 -0.32440 0.99580 -0.07327 -0.08896 1.00000 4
-0.28952 0.56986 0.67033 -1.09091 0.08256 0.33489 1.06591 0.76362 -0.42909 -1.06052 -0.23331 -0.07327 -0.20202 1.00000 160
-1.58736 -0.24400 0.23053 0.84060 0.68096 0.54900 0.26938 0.50018 1.15684 -0.14037 -0.00983 -0.07327 -0.20202 1.00000 488
0.57570 0.56986 -1.96844 -1.57379 -0.09877 -1.11234 -1.86155 -0.61946 -0.63595 -1.06052 -0.51265 -0.07327 0.29897 1.00000 67
-0.28952 0.56986 0.67033 0.35772 0.66282 -0.40279 0.58250 1.51004 -0.20499 -0.44708 -0.23331 -0.07327 -0.20202 1.00000 83
-1.58736 -1.87172 0.67033 1.32347 0.51776 0.60058 0.72898 -0.20234 1.10512 -0.50843 -0.23331 -0.07327 -0.20202 1.00000 300
0.14309 -0.24400 0.67033 0.35772 0.48149 0.47398 0.66966 1.07097 1.50161 -0.87649 -1.51828 -0.07327 -0.20202 1.00000 334
1.44092 1.38372 0.23053 -0.12516 0.82602 0.32551 0.12452 0.30259 0.31216 0.04366 -1.01547 -0.07327 -0.16192 1.00000 247
-0.72214 0.56986 1.11012 -0.60803 0.13696 -1.14047 0.50786 -0.83899 -0.51528 0.10501 -0.23331 -0.07327 -0.20202 1.00000 241
1.44092 1.38372 0.23053 -1.09091 0.26389 0.65215 0.44491 1.15878 0.20873 0.84113 0.26951 -0.07327 -0.05625 1.00000 476
-0.28952 -0.24400 -1.96844 -1.09091 -0.46143 -1.33114 -1.93821 -1.14634 -0.82558 -0.07902 -0.73612 -0.07327 -0.20202 1.00000 248
0.57570 0.56986 0.67033 0.84060 0.10070 -0.25901 0.79273 -0.13648 -0.36014 0.16635 0.49298 -0.07327 -0.00326 1.00000 286
-1.15475 -1.87172 0.23053 -1.09091 0.75349 -0.04020 0.40012 1.75153 0.98446 -1.36723 0.26951 -0.07327 -0.04462 1.00000 111
-0.72214 -0.24400 0.23053 -1.09091 -0.33450 0.56932 0.26858 -0.00476 -0.77386 1.33187 0.77232 -0.07327 -0.20202 1.00000 319
1.00831 -0.24400 -1.96844 -1.57379 -0.09877 -1.11234 -1.86155 -0.61946 -0.48081 -0.93783 -0.51265 -0.07327 -0.17450 1.00000 2
-1.15475 -1.87172 0.23053 -1.09091 0.26389 0.65215 0.44491 1.15878 0.50178 0.71844 -0.51265 -0.07327 -0.19384 1.00000 25
-1.15475 0.56986 0.23053 0.84060 0.55402 1.87901 0.67450 -0.13648 0.81207 0.53441 -0.00983 -0.07327 -0.10091 1.00000 211
1.00831 -0.24400 0.67033 0.35772 0.26389 -0.18555 0.79636 0.12697 0.15701 0.16635 -0.73612 -0.07327 -0.17497 1.00000 239
0.57570 0.56986 0.23053 0.84060 -0.08063 -0.21837 0.30772 -0.02671 -0.72215 0.90247 0.99580 -0.07327 -0.20202 1.00000 351
-0.28952 0.56986 0.23053 1.32347 -0.08063 -0.17617 0.33596 -0.59750 0.43283 -0.69246 -0.51265 -0.07327 -0.20202 1.00000 418
-1.58736 -1.87172 0.67033 -0.12516 0.40896 0.40834 0.63940 0.03915 1.12236 -1.06052 -1.01547 -0.07327 -0.20202 1.00000 472
-0.72214 -0.24400 0.23053 -0.60803 0.44523 0.72561 0.47921 0.98316 0.48454 -0.26305 -2.02110 -0.07327 -0.16318 1.00000 13
-0.72214 -0.24400 -1.96844 0.84060 0.19136 -1.17329 -1.88495 -0.26820 -0.63595 -1.06052 0.49298 -0.07327 -0.20202 1.00000 69
-0.28952 -1.05786 0.23053 -0.60803 0.26389 0.00512 0.42836 0.12697 0.26044 -0.14037 0.49298 -0.07327 -0.20202 1.00000 507
-1.15475 -1.87172 0.23053 -1.09091 0.71722 1.58207 0.53650 0.10501 1.55332 -1.06052 -1.01547 -0.07327 -0.20202 1.00000 171
1.44092 -1.05786 0.67033 -0.12516 0.55402 -0.46843 0.55386 1.94911 0.74312 -1.12186 0.49298 -0.07327 0.16610 1.00000 33
-0.28952 -0.24400 0.67033 0.84060 0.10070 0.21142 0.99812 -0.11452 -0.30842 -0.20171 -1.01547 -0.07327 -0.02559 1.00000 98
1.44092 1.38372 0.23053 -0.60803 0.82602 1.66959 0.57322 1.97107 1.60504 -0.93783 -1.23894 -0.07327 -0.10987 1.00000 169
-1.15475 -1.87172 0.67033 0.35772 0.31829 0.10983 0.48445 0.69776 0.12254 -0.69246 1.27514 -0.07327 -0.20202 1.00000 249
-0.28952 -0.24400 0.23053 0.84060 -0.08063 -0.21837 0.30772 -0.02671 -0.08432 -0.14037 1.49861 -0.07327 -0.20202 1.00000 7
-1.15475 -1.87172 0.23053 -0.12516 0.17323 2.14939 0.83066 -0.59750 0.26044 0.71844 -1.01547 -0.07327 -0.20202 1.00000 137
-0.28952 -0.24400 0.23053 -0.12516 0.93482 0.64278 0.30731 1.04902 2.32905 -1.42858 0.26951 -0.07327 -0.20202 1.00000 500
-0.72214 -0.24400 -1.96844 0.35772 0.19136 -1.21236 -1.89827 -0.00476 -0.01537 -1.61261 0.26951 -0.07327 -0.20202 1.00000 14
0.57570 1.38372 0.23053 -1.57379 1.00735 1.01005 0.45943 1.70762 0.86379 -0.14037 -1.01547 -0.07327 -0.20202 1.00000 99
-0.72214 -0.24400 0.67033 -0.12516 0.08256 -0.35434 0.74149 -0.15843 0.67416 0.10501 -0.00983 -0.07327 -0.12418 1.00000 152
1.44092 1.38372 0.23053 0.84060 -0.22570 2.23066 0.88957 0.14892 -0.80834 1.76128 -0.73612 -0.07327 -0.20202 1.00000 450
0.57570 0.56986 0.67033 -1.09091 0.22763 0.01294 0.89724 -0.55360 0.12254 0.04366 -0.51265 -0.07327 0.11295 1.00000 229
-1.58736 -0.24400 0.67033 1.32347 0.06443 2.58543 1.11836 -0.42187 -0.75662 1.94531 2.00143 -0.07327 -0.14368 1.00000 41
-0.72214 1.38372 0.67033 -1.57379 0.04630 0.24424 0.55910 -0.44383 -0.56700 1.33187 -0.51265 -0.07327 -0.20202 1.00000 387
1.00831 -0.24400 -0.64906 1.32347 0.66282 -0.22775 -1.40397 10.33538 0.36387 -0.01768 0.26951 -0.07327 -0.20202 1.00000 471
-1.58736 -0.24400 0.23053 0.35772 -0.02624 1.34294 0.41142 1.59786 -1.22206 2.68143 0.49298 -0.07327 -0.04933 1.00000 53
-0.28952 -1.05786 0.67033 -0.12516 0.40896 0.40834 0.63940 0.03915 1.51885 -1.24455 -1.01547 -0.07327 -0.20202 1.00000 165
-1.58736 -0.24400 0.67033 -1.57379 0.26389 -0.36216 0.69872 0.10501 -0.13604 0.59575 -0.51265 -0.07327 -0.16853 1.00000 311
-0.28952 -1.05786 -0.20926 -0.12516 0.51776 -0.39966 -0.61713 0.19283 1.43265 -0.99917 -1.51828 -0.07327 -0.17434 1.00000 386
-1.15475 0.56986 0.67033 0.35772 -0.06250 2.79955 1.24022 -0.35601 -0.46357 0.84113 -0.23331 -0.07327 -0.04540 1.00000 138
-1.15475 -0.24400 0.23053 1.32347 0.64469 0.17860 0.16931 0.85143 -0.60148 1.33187 -0.00983 -0.07327 -0.04273 1.00000 427
0.57570 0.56986 0.23053 0.35772 0.06443 0.87564 0.82582 -0.42187 -0.11880 1.08650 0.77232 -0.07327 -0.19526 1.00000 93
0.14309 1.38372 0.67033 -1.57379 0.04630 0.24424 0.55910 -0.44383 -0.72215 1.57725 -0.23331 -0.07327 -0.20202 1.00000 238
1.44092 1.38372 0.67033 -1.57379 0.17323 -0.03864 0.87182 -0.61946 0.65693 -0.56977 -1.01547 -0.07327 -0.08440 1.00000 143
