Company1 Company2 Company3 Company4 Company5 Company6 Company7 Company8 Company9 Y outlier number
0.11590 1.30103 0.65796 1.27537 0.70050 -0.42920 1.74703 0.40618 0.79918 1.43527 1.00000 447
0.57210 -0.54572 -1.76973 -0.82137 -0.39278 -1.28845 -1.41050 -0.81494 1.29709 0.99540 1.00000 551
0.66946 -1.74391 0.65796 -0.10758 -1.19743 -1.01711 -0.57957 0.99569 -2.15898 -0.03734 1.00000 745
-0.66436 0.81736 0.79538 -0.06297 2.16112 0.61095 -0.43185 -0.64651 0.12554 -0.09472 1.00000 319
-0.95346 0.54255 0.61216 -0.70984 1.04160 1.56065 -0.19180 -1.23601 -0.57739 -1.16571 1.00000 225
1.65745 -1.51306 -0.94523 -1.31209 -1.24991 -1.78592 -1.87213 1.12201 -0.34308 1.76040 1.00000 653
0.98329 -0.34785 -0.39557 1.98915 -0.55021 0.24916 1.52545 1.29044 -0.75312 -0.19034 1.00000 876
1.09953 -0.27090 0.42893 1.31998 -0.22660 -0.20308 1.04536 1.12201 -0.43095 -0.20947 1.00000 941
0.92517 -1.23825 0.38313 1.14154 -1.64349 -0.56487 0.67606 1.62730 -1.25103 0.05828 1.00000 779
-1.20769 0.92729 1.34504 -0.19681 0.14074 0.92752 -0.89348 -0.68861 0.94563 -1.18484 1.00000 119
0.55322 0.04788 0.15410 2.16760 -0.69890 0.95013 1.89475 1.12201 0.06696 0.11566 1.00000 900
1.18089 -1.50207 -1.22007 -1.71360 -1.20618 -1.67286 -1.52129 0.19564 -1.04601 0.40253 1.00000 664
-0.29529 1.30103 1.29924 0.11547 0.73548 0.24916 0.71299 -0.30965 0.94563 1.12928 1.00000 392
0.79732 0.05887 0.38313 2.12299 -0.27033 1.06319 2.11633 1.12201 0.24270 0.02003 1.00000 904
0.36288 0.16880 -1.08265 0.16008 0.14949 -1.13017 0.04824 -0.14122 1.53140 1.18665 1.00000 508
0.59972 -0.19396 -0.16654 1.92224 -0.44526 0.22655 1.34080 1.20623 -0.40166 -0.51547 1.00000 889
0.76244 -1.91979 -1.26587 -1.31209 -0.76012 -1.62763 -0.78269 0.32197 -2.59831 -0.22859 1.00000 715
1.44823 -1.38115 -0.89943 -1.20056 -1.17994 -1.71808 -1.46589 1.24833 -0.54810 1.51177 1.00000 654
0.99491 -1.64497 -1.40329 -1.89204 -1.20618 -1.28845 -1.31817 0.40618 -1.30961 0.21128 1.00000 676
0.93680 -0.41381 -0.48718 1.96685 -0.58520 0.43006 1.63624 1.16412 -0.63597 -0.19034 1.00000 868
0.79732 -1.57902 0.42893 0.04856 -1.28489 -0.94927 -0.26566 1.45887 -1.51463 0.13478 1.00000 753
-0.04683 1.15813 0.84118 0.74003 0.82295 -0.06741 1.11922 0.36408 0.74060 1.22490 1.00000 430
0.93680 -1.65597 -0.34976 0.76234 -1.11872 0.15871 0.65759 1.37466 -0.43095 0.00091 1.00000 793
-0.96945 0.57552 0.84118 -0.64292 1.05035 1.60588 -0.17334 -1.19390 -0.48952 -1.10834 1.00000 227
1.33200 -1.44711 -0.48718 1.31998 -1.22367 -0.22569 0.63912 1.54309 -0.84099 0.26865 1.00000 786
0.88305 -0.57870 -1.40329 -0.55370 -0.32281 -1.37890 -0.81962 0.23775 0.88705 1.43527 1.00000 581
-1.12493 0.87232 1.25343 -0.37525 0.29817 1.17625 -0.59804 -0.60440 0.59416 -1.45259 1.00000 139
-0.96359 0.61949 1.20763 -0.84367 0.26319 1.10841 -0.32106 -1.10969 -0.16735 -1.45259 1.00000 179
0.19289 0.05887 -0.99104 -0.91059 0.07952 -1.26584 -0.48724 -0.73072 1.17994 0.86153 1.00000 491
0.23939 -0.01807 -0.85362 -1.11134 0.05328 -1.24323 -0.81962 -1.06758 0.91634 0.78503 1.00000 489
-1.09294 0.77339 1.29924 -0.39756 0.24570 1.08580 -0.74576 -0.68861 0.50629 -1.29959 1.00000 129
1.14602 -1.71093 -1.26587 0.62850 -1.39859 0.56573 0.93457 1.66941 -0.51881 0.61290 1.00000 803
-0.71085 0.83935 1.11602 0.09317 2.19610 0.70140 -0.30259 -0.43597 0.15483 -0.30509 1.00000 304
0.30913 0.01490 -1.31168 0.09317 0.12325 -1.13017 -0.35799 -0.26754 1.17994 1.12928 1.00000 511
-1.67263 0.74041 1.61988 -0.21911 0.07077 0.95013 -0.80115 -1.36233 1.06278 -1.31871 1.00000 64
-1.92546 0.57552 0.01668 -0.41986 0.00080 0.40744 -0.43185 -1.44655 1.06278 -1.85421 1.00000 1
0.98329 -0.44678 -0.89943 -0.28603 -0.33156 -1.58241 -0.96734 -0.18332 1.56069 1.45440 1.00000 565
-1.24842 0.77339 0.38313 -0.62062 -0.03418 0.85968 -1.02273 -1.27812 0.59416 -1.26134 1.00000 107
0.03742 1.16912 0.79538 0.96309 0.78796 -0.27091 1.17461 0.19564 0.62345 1.32053 1.00000 439
0.33238 -0.67763 -1.95296 -1.02212 -0.51523 -1.13017 -1.55822 -0.73072 0.74060 0.45990 1.00000 535
-0.75735 0.88332 1.11602 0.00394 2.05616 0.47528 -0.56111 -0.77283 -0.10877 -0.41984 1.00000 312
2.15726 -1.08435 -0.99104 -0.66523 -1.11872 -1.10756 -1.04120 1.62730 0.68203 1.81777 1.00000 640
-1.56802 0.96026 1.75729 -0.01836 0.34190 1.06319 -0.30259 -1.10969 0.91634 -0.84059 1.00000 71
0.49510 0.04788 0.19991 2.50218 -0.36654 0.88229 2.02401 1.24833 -0.05019 0.19216 1.00000 898
0.90193 -1.67795 -1.35748 -1.55746 -0.78636 -1.24323 -1.04120 0.65883 -1.10459 0.44078 1.00000 681
0.85543 -0.34785 -0.48718 1.98915 -0.82134 -0.22569 1.54391 0.86937 -1.01672 -0.26684 1.00000 847
-1.56802 0.92729 1.89471 -0.01836 0.31566 1.26670 -0.41338 -1.15180 0.91634 -0.93621 1.00000 70
-0.36503 1.30103 0.84118 0.49467 0.94539 0.27177 1.10075 -0.18332 1.06278 1.09103 1.00000 400
-0.16306 1.23508 0.47474 1.03001 0.69175 0.00043 1.37773 0.06932 0.85776 1.16753 1.00000 421
-1.01009 0.55354 0.56635 -0.66523 1.05909 1.56065 -0.35799 -1.48866 -0.69454 -1.31871 1.00000 223
1.14602 0.14681 0.38313 1.27537 -0.12165 -0.02218 1.23001 1.16412 -0.46023 -0.20947 1.00000 943
0.23214 -0.05105 -0.71621 -0.97751 0.14074 -1.26584 -0.74576 -0.85704 0.65274 0.70853 1.00000 487
0.62296 -1.66696 -0.12073 -0.37525 -1.54728 -1.17539 -0.59804 0.74304 -2.04183 -0.17122 1.00000 762
-0.84011 0.88332 1.61988 -0.30834 1.26900 1.99028 0.21443 -0.56229 -0.05019 -0.87884 1.00000 214
-0.19505 1.20210 0.52054 0.62850 0.79671 0.18132 1.06382 -0.35175 0.82847 1.01453 1.00000 414
-1.80048 0.47659 0.15410 -0.50909 -0.00795 0.56573 -0.72729 -2.16238 0.85776 -1.98809 1.00000 7
0.40937 -0.62267 -1.95296 -0.99981 -0.54146 -1.17539 -1.42896 -0.56229 0.79918 0.63203 1.00000 537
1.49472 -1.31520 -1.03685 -1.26748 -1.14495 -1.62763 -1.00427 1.16412 -0.51881 1.39702 1.00000 655
0.80457 -0.64465 -1.86135 -0.82137 -0.69015 -1.46935 -0.98580 0.23775 0.59416 1.33965 1.00000 585
0.99928 -0.80954 -1.76973 -0.73214 -0.83884 -1.53718 -1.24431 0.57461 0.82847 1.43527 1.00000 590
-0.91710 0.71843 0.97860 -0.35295 1.18154 1.94506 -0.09948 -1.06758 -0.40166 -1.08921 1.00000 219
0.11590 0.00391 -0.53298 -1.04442 0.42937 -1.35629 -0.30259 -0.81494 0.30127 0.88065 1.00000 482
0.83219 -1.55703 -0.94523 0.67312 -1.26740 0.15871 0.52833 1.29044 -0.89957 0.15391 1.00000 796
1.02253 -0.85351 -1.86135 -0.48678 -0.89131 -1.26584 -0.96734 0.57461 1.03349 1.47352 1.00000 593
-0.90696 0.58652 1.02441 -0.50909 0.64802 1.35715 0.10364 -0.30965 0.41843 -1.07009 1.00000 191
0.11590 0.11384 -0.94523 -1.06673 0.07077 -1.19801 -0.15487 -0.77283 1.29709 0.89978 1.00000 493
-0.54087 1.11416 0.70377 -0.01836 1.75005 0.47528 -0.24720 -0.43597 0.24270 0.17303 1.00000 332
-1.52738 0.93828 0.61216 -0.35295 0.20196 0.74662 -0.76422 -1.61498 -0.28450 -1.49084 1.00000 91
-1.56802 0.93828 1.89471 0.02625 0.33316 1.19886 -0.48724 -1.10969 1.00420 -0.93621 1.00000 69
-0.36503 1.05920 0.65796 -0.08528 1.38270 0.45267 -0.15487 -0.43597 0.12554 0.53640 1.00000 339
0.90630 -0.57870 -1.31168 -0.46448 -0.30532 -1.33368 -0.78269 0.27986 0.79918 1.53090 1.00000 580
-0.99995 0.64148 0.74957 -0.53139 1.09408 1.56065 -0.32106 -1.23601 -0.72383 -1.29959 1.00000 221
-1.64073 0.90530 1.11602 -0.39756 0.21946 0.81446 -0.67190 -1.40444 0.03767 -1.24221 1.00000 78
1.13440 0.26773 0.42893 0.96309 0.13199 -0.22569 0.56526 0.65883 -0.84099 -0.47722 1.00000 949
0.82056 0.02590 0.33732 2.14529 -0.72514 0.88229 2.19019 1.03780 -0.19664 -0.17122 1.00000 915
-1.38790 0.87232 0.33732 -0.66523 -0.04293 0.88229 -1.17045 -1.78341 0.12554 -1.47171 1.00000 99
-1.23828 0.92729 0.65796 -0.44217 0.02704 0.99535 -0.87501 -1.19390 0.85776 -1.08921 1.00000 111
1.22738 -0.18296 0.06249 1.29768 -0.33156 0.40744 1.50698 1.03780 -0.43095 -0.22859 1.00000 933
-0.30254 1.20210 1.16182 -0.08528 1.26900 0.33961 0.36215 -0.35175 0.30127 0.55553 1.00000 365
-0.74275 0.85034 1.20763 -0.06297 2.11739 0.54312 -0.54264 -0.81494 -0.05019 -0.38159 1.00000 313
0.06941 0.44361 -0.21234 -0.24142 0.59554 -0.94927 0.69452 -0.14122 0.62345 1.12928 1.00000 477
-0.31854 1.08118 0.70377 -0.30834 1.27775 0.38483 -0.33952 -0.47808 -0.31379 0.51728 1.00000 344
-1.50125 0.83935 0.33732 -0.64292 0.06202 0.85968 -1.09659 -1.61498 0.06696 -1.62471 1.00000 97
0.64621 -1.76589 -0.71621 -0.82137 -0.79511 -1.62763 -0.24720 0.74304 -2.42258 -0.43897 1.00000 724
0.13041 -0.30388 -1.90715 -0.66523 -0.06917 -1.15278 -0.59804 -0.05700 0.79918 0.72765 1.00000 521
-0.49866 1.09218 0.79538 0.18239 2.30980 0.49789 -0.30259 -0.43597 0.18412 0.09653 1.00000 328
-0.94909 0.79538 1.11602 -0.77676 0.34190 1.26670 -0.46878 -0.56229 0.76989 -1.47171 1.00000 147
0.99054 -0.58969 -1.17426 -0.59831 -0.27033 -1.53718 -0.78269 -0.35175 1.58998 1.47352 1.00000 572
0.68108 0.00391 -0.12073 2.12299 -0.13039 0.81446 1.89475 1.29044 0.00839 -0.03734 1.00000 895
-0.93309 0.53155 0.74957 -0.95520 1.10283 0.88229 0.04824 -0.85704 -0.31379 -1.08921 1.00000 238
-1.24842 0.81736 0.47474 -0.41986 -0.07792 0.95013 -1.28124 -1.32023 0.65274 -1.37609 1.00000 105
-0.62800 0.97126 0.97860 -0.04067 2.21360 0.65618 -0.45031 -0.47808 0.12554 -0.07559 1.00000 323
0.62296 -0.14998 -0.39557 1.98915 -0.48024 0.11349 1.39619 1.50098 -0.46023 -0.30509 1.00000 887
-0.86047 0.59751 1.34504 -0.57600 0.84918 1.58327 0.34368 -0.47808 0.33056 -1.01271 1.00000 198
-0.28804 1.23508 0.38313 0.58389 0.88417 0.22655 1.06382 -0.18332 0.94563 1.07190 1.00000 408
0.14640 -0.28190 -1.76973 -0.64292 -0.04293 -1.22062 -0.52418 -0.14122 0.76989 0.68940 1.00000 520
1.75769 -0.72160 -0.99104 -0.41986 -1.04875 -1.15278 -1.24431 1.33255 1.32638 1.95165 1.00000 613
-0.26619 1.21309 1.02441 0.09317 1.24276 0.31700 0.06671 -0.39386 0.35985 0.68940 1.00000 352
-0.97959 0.63049 0.74957 -0.50909 1.09408 1.60588 -0.39492 -1.48866 -0.81170 -1.20396 1.00000 220
0.72757 -0.32587 -0.44137 1.76610 -0.74263 0.20394 1.37773 1.29044 -0.46023 -0.34334 1.00000 880
0.23214 -0.66664 -1.54071 -1.15595 -0.39278 -1.37890 -1.46589 -0.77283 0.65274 0.38340 1.00000 542
0.87868 -0.99641 -1.26587 1.45382 -1.35486 0.67879 1.54391 1.20623 -1.10459 0.05828 1.00000 827
-1.67700 0.54255 -0.16654 -0.12989 0.00080 1.06319 -0.65343 -2.12027 0.91634 -1.47171 1.00000 17
-1.66686 0.85034 1.02441 -0.48678 0.20196 0.58834 -0.78269 -1.61498 0.00839 -1.35696 1.00000 76
0.58809 -1.98574 0.42893 0.00394 -2.24698 -1.08495 -0.13641 0.32197 -1.92467 -0.51547 1.00000 768
-1.02171 0.59751 0.38313 -0.86598 1.00662 0.65618 -0.54264 -0.52018 -0.60668 -0.89797 1.00000 253
2.06427 -0.74358 -0.99104 -0.06297 -1.50355 -0.85883 -0.87501 1.54309 1.38496 1.98990 1.00000 620
-1.31527 0.79538 0.56635 -0.82137 -0.05168 0.88229 -1.31817 -1.53076 0.24270 -1.58646 1.00000 102
1.00654 -1.55703 -1.35748 -1.91435 -1.33737 -1.28845 -1.31817 0.06932 -1.22174 0.44078 1.00000 673
-1.48089 1.15813 2.30696 0.49467 0.20196 1.24409 -0.15487 -1.10969 2.05860 -0.72584 1.00000 54
0.86706 -1.64497 -1.40329 -1.82512 -1.07498 -1.37890 -1.11506 0.23775 -1.33890 0.45990 1.00000 678
0.75082 -0.43579 -1.12846 2.21221 -0.70764 -0.24830 1.65470 1.45887 -1.01672 -0.47722 1.00000 854
-0.99995 0.55354 0.47474 -0.59831 1.81127 0.61095 -0.59804 -0.77283 0.15483 -0.55372 1.00000 291
0.56485 -1.64497 -0.85362 -1.31209 -0.83884 -1.37890 -1.04120 0.74304 -1.22174 0.11566 1.00000 687
0.87868 -1.64497 -1.44910 -1.60207 -0.84758 -1.33368 -1.05966 0.53251 -1.16316 0.53640 1.00000 680
0.83219 -0.84252 -0.89943 1.98915 -1.61725 0.72401 1.45159 1.29044 -1.10459 0.11566 1.00000 820
-0.36503 1.15813 1.11602 0.27161 1.20778 0.43006 0.45447 -0.26754 0.21341 0.63203 1.00000 373
-0.27204 1.18012 0.93279 0.49467 0.86668 0.20394 1.30387 -0.26754 0.97491 1.20578 1.00000 398
-1.06821 0.46560 1.39085 -1.04442 0.14074 0.97274 -0.72729 -1.06758 -0.51881 -1.58646 1.00000 168
0.76244 -1.63398 0.29152 -0.06297 -1.30239 -0.88144 -0.28413 1.45887 -1.57321 0.02003 1.00000 754
0.34400 -1.78788 -1.49490 -1.42362 -1.00501 -1.55980 -0.43185 0.36408 -1.71965 -0.64934 1.00000 694
-1.18593 0.45461 0.88699 -1.17826 0.14949 0.97274 -1.02273 -1.19390 -0.75312 -1.83509 1.00000 163
-0.35917 1.13615 0.70377 -0.24142 1.36521 0.47528 -0.08101 -0.43597 0.12554 0.55553 1.00000 340
-0.51028 1.13615 0.93279 0.02625 1.90748 0.58834 -0.30259 -0.26754 0.21341 0.24953 1.00000 330
1.04578 -0.87549 -1.76973 -0.30834 -0.90881 -1.24323 -0.93041 0.61672 1.09207 1.53090 1.00000 594
0.58809 -1.84284 -1.44910 -1.24518 -0.95254 -1.40151 -0.70883 0.57461 -1.39747 -0.41984 1.00000 695
-1.12493 0.77339 1.07021 -0.24142 0.21946 0.88229 -0.74576 -0.98337 0.76989 -1.33784 1.00000 125
1.93642 -0.98542 -0.85362 -0.46448 -1.79217 -1.01711 -1.26278 1.29044 0.74060 1.66477 1.00000 629
-1.08857 0.50957 0.88699 -1.06673 0.12325 0.92752 -0.85655 -1.15180 -0.48952 -1.77771 1.00000 166
-0.40427 1.42195 1.34504 0.18239 1.15530 0.52050 0.69452 -0.47808 0.79918 0.88065 1.00000 390
0.77407 -1.65597 0.56635 -0.15220 -1.39859 -0.88144 -0.13641 1.45887 -1.33890 -0.05647 1.00000 755
0.66946 -2.02971 0.56635 -0.21911 -2.22949 -1.28845 -0.43185 0.27986 -1.92467 -0.40072 1.00000 766
0.81331 -0.67763 -1.86135 -0.73214 -0.68140 -1.51457 -1.07813 0.32197 0.68203 1.32053 1.00000 586
0.83219 -0.20495 -0.44137 2.05607 -0.69015 0.29438 1.45159 1.29044 -0.40166 -0.24772 1.00000 878
-0.31268 1.11416 0.70377 -0.06297 1.47891 0.47528 -0.09948 -0.35175 0.00839 0.61290 1.00000 338
-1.13943 0.85034 1.39085 -0.28603 0.21071 0.90491 -0.74576 -0.85704 0.91634 -1.29959 1.00000 124
-0.00907 0.77339 0.10829 0.49467 0.60429 -0.94927 1.54391 -0.01489 0.71132 0.95715 1.00000 467
0.03017 1.01523 0.29152 0.47236 0.61304 -0.47442 1.56238 -0.30965 0.30127 0.91890 1.00000 452
-0.88223 0.77339 1.34504 -0.39756 1.19903 1.96767 -0.04408 -0.81494 -0.28450 -0.97446 1.00000 217
0.75082 0.01490 0.38313 2.07838 -0.52397 0.88229 2.06094 1.20623 0.18412 -0.17122 1.00000 913
1.08790 -0.12800 -0.07493 1.34229 -0.34030 0.61095 1.41466 1.03780 -0.28450 0.09653 1.00000 928
0.15365 -0.22693 -1.26587 -0.37525 0.09701 -1.10756 -0.59804 -0.47808 0.88705 0.80415 1.00000 515
-0.41878 1.24607 0.42893 0.40545 0.84918 0.24916 1.06382 -0.18332 0.97491 1.11015 1.00000 402
-0.04683 0.58652 -0.16654 0.09317 0.57805 -0.99450 0.89764 -0.01489 0.68203 1.14840 1.00000 475
-0.73698 0.68545 1.29924 -0.35295 1.15530 1.62849 0.47294 -0.35175 0.35985 -0.72584 1.00000 204
-0.18482 1.14714 0.84118 0.09317 1.25151 0.49789 -0.08101 -0.43597 -0.05019 0.72765 1.00000 348
-1.52738 0.85034 0.52054 -0.48678 0.19322 0.74662 -0.74576 -1.74130 -0.28450 -1.45259 1.00000 92
0.49510 -1.90880 -1.35748 -1.35670 -0.90881 -1.35629 -0.56111 0.57461 -1.51463 -0.47722 1.00000 696
-0.79361 0.63049 1.43666 -0.39756 0.95414 1.53804 0.41754 -0.09911 0.59416 -0.78322 1.00000 196
0.83219 -1.80986 -0.62459 -0.79906 -0.66391 -1.44674 -0.13641 0.53251 -2.18827 -0.32422 1.00000 727
1.34362 -1.49108 -1.12846 -1.66898 -1.21492 -1.65024 -1.42896 0.86937 -0.57739 0.51728 1.00000 663
-0.14856 0.71843 -0.02912 0.36084 0.52557 -1.10756 1.32233 -0.01489 0.62345 0.80415 1.00000 468
1.02978 -0.33686 0.06249 1.63226 -0.69015 0.70140 1.87629 1.03780 -0.31379 0.17303 1.00000 924
1.34362 -0.14998 0.10829 1.54304 -0.07792 0.52050 1.56238 1.12201 -0.13806 -0.03734 1.00000 931
1.00654 -1.31520 0.52054 0.96309 -1.80092 -0.72315 0.84224 1.58519 -1.33890 -0.30509 1.00000 775
-0.72685 0.82835 1.02441 -0.08528 1.99494 0.61095 -0.46878 -0.35175 -0.02090 -0.38159 1.00000 306
-0.77762 0.78438 1.34504 -0.41986 1.19029 1.58327 0.32522 -0.52018 0.18412 -0.72584 1.00000 206
1.01816 -0.49075 -0.34976 2.52449 -0.55896 0.09088 2.07940 1.58519 -0.51881 -0.01822 1.00000 863
0.89030 0.05887 0.33732 2.16760 -0.71639 0.95013 2.22712 0.99569 -0.22592 -0.09472 1.00000 916
-0.98545 0.61949 0.56635 -0.99981 1.10283 0.74662 -0.04408 -0.81494 -0.37237 -1.03184 1.00000 243
0.05341 0.96026 0.19991 1.07462 0.55181 -0.54226 1.48852 0.02721 0.62345 1.03365 1.00000 455
0.69270 -0.27090 -0.21234 1.83301 -0.57645 0.31700 1.41466 1.29044 -0.63597 -0.36247 1.00000 881
1.14602 -1.71093 -1.26587 0.71773 -1.40734 0.47528 0.84224 1.54309 -0.48952 0.53640 1.00000 802
1.98291 -1.45810 -1.17426 -1.26748 -1.26740 -1.80853 -1.76134 1.03780 -0.34308 1.91340 1.00000 650
-1.58401 0.77339 0.33732 0.24931 0.16698 0.92752 -0.00715 -1.65709 1.12136 -1.01271 1.00000 41
-0.33890 1.12515 0.70377 -0.01836 1.65384 0.54312 -0.15487 -0.39386 0.12554 0.67028 1.00000 336
0.51835 -0.52373 -1.86135 -0.91059 -0.41027 -1.28845 -1.28124 -0.60440 1.29709 0.86153 1.00000 550
-1.04208 0.59751 0.42893 -0.95520 1.06784 0.43006 -0.15487 -0.60440 -0.46023 -0.97446 1.00000 246
-0.46527 1.23508 0.93279 0.42775 0.86668 0.33961 0.50987 -0.26754 0.15483 0.63203 1.00000 377
-0.94332 0.65247 1.25343 -0.77676 0.28068 1.13103 -0.28413 -1.02547 -0.10877 -1.39521 1.00000 178
-0.53064 1.09218 0.74957 0.07086 1.69757 0.58834 -0.28413 -0.39386 0.24270 0.19216 1.00000 331
0.96004 -1.64497 -1.54071 -1.93665 -1.36361 -1.33368 -1.42896 0.02721 -1.39747 0.40253 1.00000 674
0.06941 0.05887 -1.22007 -0.24142 0.06202 -1.19801 -0.17334 -0.01489 1.20922 1.05278 1.00000 504
-0.82411 0.59751 1.07021 -0.26372 2.03867 0.92752 -0.19180 -0.14122 0.27198 -0.38159 1.00000 297
-1.12493 0.71843 0.84118 -0.82137 0.23695 1.13103 -0.72729 -1.15180 0.24270 -1.56734 1.00000 144
-0.75735 0.65247 1.43666 -0.41986 0.95414 1.58327 0.30675 -0.43597 0.24270 -0.80234 1.00000 202
0.79732 -0.01807 0.29152 2.01146 -0.49773 0.95013 1.82089 1.24833 0.06696 -0.17122 1.00000 910
0.70433 -0.43579 -0.44137 1.63226 -0.88257 0.04565 1.48852 1.45887 -0.98743 -0.11384 1.00000 842
-1.48089 1.11416 0.97860 -0.28603 0.23695 0.92752 -0.43185 -1.65709 0.03767 -1.10834 1.00000 85
0.80894 -0.43579 -0.34976 1.58765 -0.88257 -0.13524 1.58084 1.16412 -0.84099 -0.24772 1.00000 844
-0.73113 0.90530 1.16182 -0.01836 2.15237 0.63356 -0.24720 -0.43597 0.21341 -0.07559 1.00000 316
-1.25418 0.89431 0.42893 -0.77676 -0.09541 0.97274 -1.20738 -1.36233 0.41843 -1.45259 1.00000 104
0.79732 -0.80954 -1.76973 -0.91059 -0.98752 -1.58241 -1.20738 0.44829 0.59416 1.22490 1.00000 588
0.33238 -0.36984 -1.99876 -0.82137 -0.69890 -1.17539 -0.96734 -0.35175 0.94563 0.45990 1.00000 529
0.12315 0.12483 -0.94523 -0.95520 0.07952 -1.19801 -0.19180 -0.60440 1.17994 0.97628 1.00000 494
0.40937 -0.51274 -2.18198 -1.04442 -0.53272 -1.19801 -1.31817 -0.60440 0.88705 0.44078 1.00000 532
-0.79361 0.80637 1.02441 -0.06297 2.00369 0.54312 -0.57957 -0.60440 -0.05019 -0.49634 1.00000 307
0.80894 -0.78755 -0.99104 1.72148 -0.75137 0.56573 1.11922 1.45887 -1.10459 -0.36247 1.00000 835
0.15365 0.08086 -1.22007 -0.17450 0.02704 -1.19801 -0.17334 0.15354 1.20922 1.11015 1.00000 505
0.03017 1.23508 0.70377 1.07462 0.68301 -0.20308 1.23001 0.15354 0.59416 1.30140 1.00000 441
1.98291 -1.07336 -0.85362 -0.84367 -1.39859 -1.15278 -1.41050 1.33255 0.12554 1.51177 1.00000 634
0.00692 0.13582 -1.31168 -0.77676 -0.05168 -1.28845 -0.63497 -0.52018 0.94563 0.89978 1.00000 499
1.30875 -1.40314 -0.53298 1.29768 -1.07498 -0.06741 1.04536 1.92205 -0.78241 0.42165 1.00000 784
-1.11470 0.50957 1.11602 -1.11134 0.25444 1.06319 -0.96734 -1.27812 -0.72383 -1.72034 1.00000 161
-0.83574 0.59751 0.74957 -0.19681 1.95121 0.79185 -0.39492 -0.39386 0.18412 -0.49634 1.00000 296
0.17690 0.00391 -0.57879 -0.97751 0.32441 -1.24323 -0.35799 -0.73072 0.30127 0.86153 1.00000 483
-1.08280 0.82835 1.43666 -0.30834 0.28943 1.47021 -0.69036 -0.73072 1.06278 -1.35696 1.00000 135
-0.91710 0.54255 0.88699 -0.84367 1.15530 1.19886 0.14057 -0.73072 -0.28450 -0.97446 1.00000 237
-0.95346 0.55354 1.02441 -0.62062 0.48184 1.10841 -0.15487 -0.47808 0.00839 -1.12746 1.00000 188
1.40174 -1.34817 -1.35748 -1.51284 -1.24991 -1.60502 -1.39203 0.91147 -0.92885 0.93803 1.00000 658
-1.62613 0.89431 1.20763 -0.28603 0.21071 0.79185 -0.61650 -1.74130 0.24270 -1.08921 1.00000 72
0.87868 -2.09567 -1.35748 -1.06673 -0.63767 -1.49196 -0.65343 0.57461 -2.77405 0.09653 1.00000 711
-1.14957 0.47659 0.93279 -1.13365 0.21071 1.04058 -1.05966 -1.23601 -0.81170 -1.81596 1.00000 162
-0.87646 0.57552 1.07021 -0.44217 0.61304 1.22147 0.12210 -0.35175 0.09625 -1.08921 1.00000 190
-0.44203 1.20210 1.16182 0.16008 1.23402 0.38483 0.41754 -0.35175 0.18412 0.65115 1.00000 372
-0.97522 0.55354 1.11602 -0.68753 0.42937 1.10841 -0.19180 -0.52018 0.00839 -1.12746 1.00000 187
-1.56802 0.75141 0.15410 0.33853 0.09701 1.04058 -0.26566 -1.74130 0.71132 -1.47171 1.00000 30
0.70433 -0.14998 -0.30396 2.01146 -0.27033 0.54312 1.63624 1.16412 -0.46023 -0.24772 1.00000 891
-0.84011 0.59751 1.29924 -0.46448 0.86668 1.58327 0.23289 -0.60440 0.38914 -0.93621 1.00000 200
0.28588 0.12483 -0.94523 -0.19681 0.06202 -1.10756 -0.13641 0.32197 1.32638 1.30140 1.00000 506
-1.06821 0.68545 1.25343 -0.95520 0.14074 1.06319 -0.80115 -0.81494 -0.48952 -1.56734 1.00000 171
-0.10206 1.23508 0.61216 0.85156 0.69175 0.15871 1.43312 0.02721 0.94563 1.28228 1.00000 419
-0.56114 0.98225 0.93279 0.07086 2.24858 0.61095 -0.48724 -0.47808 0.18412 -0.13297 1.00000 326
-0.39553 1.12515 1.02441 -0.08528 1.26900 0.40744 0.34368 -0.35175 0.27198 0.59378 1.00000 368
0.78569 -1.63398 -0.02912 -0.28603 -1.47731 -1.19801 -0.61650 1.12201 -2.04183 0.05828 1.00000 761
-0.40139 1.15813 1.20763 -0.08528 1.26026 0.20394 0.19596 -0.47808 0.21341 0.45990 1.00000 360
0.94842 -1.04038 -1.03685 2.30143 -1.56477 0.99535 1.87629 1.58519 -0.89957 0.11566 1.00000 817
-0.30254 1.15813 0.88699 0.51698 0.84044 0.18132 1.04536 -0.14122 0.97491 1.18665 1.00000 397
0.76244 -1.68894 -1.08265 0.49467 -1.34612 0.00043 0.50987 1.07990 -0.89957 0.13478 1.00000 797
-0.23280 1.18012 0.47474 0.58389 0.68301 0.13610 1.11922 -0.22543 0.79918 1.09103 1.00000 416
0.55322 -1.82086 -0.30396 -0.57600 -0.89131 -1.33368 -0.39492 1.07990 -2.33471 -0.32422 1.00000 735
-1.00581 0.56453 0.47474 -0.86598 1.01536 0.52050 -0.39492 -0.43597 -0.57739 -0.85972 1.00000 252
0.58809 -1.77689 -0.71621 -0.97751 -0.75137 -1.67286 -0.17334 0.36408 -2.80333 -0.47722 1.00000 723
0.61134 -1.90880 -1.17426 -1.26748 -0.80385 -1.62763 -0.48724 0.44829 -2.68618 -0.15209 1.00000 716
0.82056 0.00391 0.33732 2.01146 -0.53272 0.92752 1.80243 0.99569 0.15483 -0.17122 1.00000 911
