Input1 Input2 Input3 Input4 Y outlier number
0.40890 -0.48875 -0.16819 0.42927 0.79280 1.00000 602
-0.63914 0.68498 0.70646 -0.50926 -0.84833 1.00000 801
-1.00275 2.54161 -0.57352 -0.95719 -1.01884 1.00000 785
-0.83164 0.23683 -0.89352 -0.89320 -0.59257 1.00000 977
-1.04552 1.17582 -1.00018 -1.08517 -1.01884 1.00000 375
1.99167 -1.00092 -0.48819 1.13316 2.24212 1.00000 330
2.09861 -0.91556 0.25847 2.00770 1.24038 1.00000 42
1.54250 -0.95824 -0.59485 0.77055 2.22080 1.00000 868
1.47834 -0.76618 1.11179 1.79440 0.28128 1.00000 12
0.81529 -0.97958 -0.91485 -0.29596 1.81585 1.00000 96
0.36613 -1.08628 0.74913 3.71411 0.83543 1.00000 129
0.10946 -0.89422 -0.93618 -0.50926 1.09119 1.00000 75
-0.48942 0.79169 -0.21086 -0.50926 -0.48600 1.00000 605
0.85807 -0.91556 -0.70152 0.25863 2.00767 1.00000 805
-0.55359 0.34353 -0.59485 -0.57325 -0.23024 1.00000 833
-1.04552 2.62697 -0.46686 -0.95719 -1.04015 1.00000 107
-0.74608 0.17281 1.34645 -0.42394 -0.91227 1.00000 338
-0.68192 1.15448 -0.40286 -0.67990 -0.67782 1.00000 208
-0.81025 -1.08628 2.47710 3.30884 -0.29418 1.00000 138
-0.40386 0.72766 -0.12553 -0.44527 -0.42206 1.00000 595
-1.08830 -1.17165 2.24244 3.69278 -0.18761 1.00000 411
1.73500 -0.85154 0.15180 1.60243 1.21907 1.00000 710
-1.06691 0.15147 -1.10685 -1.14917 -1.12540 1.00000 399
-1.08830 2.81904 -0.89352 -1.06384 -1.10409 1.00000 387
-0.18998 -0.04060 -0.29619 -0.16798 0.02552 1.00000 521
1.00779 -1.02226 -0.91485 -0.18931 2.05029 1.00000 362
1.97028 -0.89422 0.23713 1.83706 1.21907 1.00000 24
1.84194 -0.89422 -0.16819 1.45311 1.75191 1.00000 30
0.47307 -0.31802 1.36778 0.55725 -0.35812 1.00000 664
-0.63914 -0.78752 -1.08551 -1.02118 -0.50732 1.00000 382
-0.87441 0.70632 -0.85085 -0.89320 -0.65651 1.00000 21
0.04530 -0.48875 2.09311 0.55725 -0.59257 1.00000 37
3.12526 -1.08628 -0.63752 1.28247 3.30779 1.00000 123
-0.53220 -0.38205 -0.85085 -0.65857 0.15340 1.00000 968
1.56389 -0.78752 0.74913 1.70908 0.51573 1.00000 963
0.13085 -1.08628 -1.17085 -1.19183 -1.16803 1.00000 408
0.23780 -0.29668 0.08780 0.25863 0.17471 1.00000 526
-0.66053 -0.46741 2.32777 0.06665 -0.84833 1.00000 888
-0.95997 2.22150 -0.63752 -0.93586 -0.97621 1.00000 869
2.22694 -1.00092 -0.46686 1.23981 2.34868 1.00000 343
-0.04026 -0.21132 -0.18953 0.00266 0.19603 1.00000 515
-1.10969 3.13915 -0.63752 -1.06384 -1.12540 1.00000 476
-0.85303 1.21850 -0.76552 -0.89320 -0.74176 1.00000 713
2.63333 -1.04360 -0.72285 0.70656 3.03071 1.00000 111
1.39278 -0.80886 1.15445 1.70908 0.17471 1.00000 279
-0.14720 -0.40339 -0.57352 -0.12532 0.66492 1.00000 943
-0.93858 1.00509 0.45046 -0.76522 -1.01884 1.00000 359
-0.59636 -0.51009 -0.93618 -0.74389 0.02552 1.00000 747
-0.31831 -0.38205 -0.72285 -0.35995 0.51573 1.00000 214
1.64945 -0.87288 -0.01886 1.47445 1.38958 1.00000 274
-0.83164 1.70933 -0.50952 -0.82921 -0.82702 1.00000 703
2.05583 -0.95824 -0.18953 1.53844 1.81585 1.00000 313
-0.72469 0.94107 0.40780 -0.59458 -0.89096 1.00000 723
-0.63914 0.38621 -0.68019 -0.65857 -0.29418 1.00000 948
-0.40386 0.70632 0.32247 -0.42394 -0.65651 1.00000 649
-0.33970 -0.01926 1.38912 -0.10399 -0.76308 1.00000 275
-0.63914 1.00509 0.30113 -0.59458 -0.82702 1.00000 698
-0.51081 -0.46741 -0.87218 -0.63724 0.28128 1.00000 266
-1.13108 -1.19299 0.96246 1.38912 -0.10236 1.00000 147
0.40890 -0.18998 0.66379 0.38661 -0.10236 1.00000 588
-0.51081 -0.55277 -0.89352 -0.67990 0.25997 1.00000 859
0.32335 -0.23266 1.23979 0.38661 -0.40075 1.00000 654
-0.59636 -0.44607 -0.91485 -0.74389 0.04683 1.00000 974
0.85807 -0.74484 1.70911 1.45311 -0.16630 1.00000 734
-0.78886 1.47458 -0.10419 -0.76522 -0.89096 1.00000 276
-0.81025 1.41056 -0.63752 -0.80788 -0.69914 1.00000 693
-0.21137 0.49292 0.30113 -0.27463 -0.54994 1.00000 609
-0.66053 1.36788 -0.36019 -0.70123 -0.69914 1.00000 952
-1.06691 1.88005 -0.04020 -0.93586 -1.08278 1.00000 391
2.93277 -1.08628 -0.50952 1.58110 2.81758 1.00000 384
-0.98136 2.22150 -0.42419 -0.91453 -0.99752 1.00000 339
0.45168 -0.91556 2.05044 2.02903 -0.23024 1.00000 364
0.34474 -0.27534 1.06912 0.34395 -0.40075 1.00000 199
-0.23276 -0.27534 -0.55219 -0.23197 0.45179 1.00000 167
-0.06165 -0.70215 2.54110 0.91986 -0.57126 1.00000 784
2.05583 -0.93690 0.55713 2.41297 0.89937 1.00000 772
-0.53220 0.32219 -0.55219 -0.55192 -0.23024 1.00000 166
0.60140 -0.59545 -0.14686 0.66390 0.96331 1.00000 629
3.70276 -1.12897 -0.89352 0.42927 3.00940 1.00000 417
0.81529 -0.48875 0.53580 0.85587 0.30259 1.00000 612
-0.93858 0.23683 -1.00018 -1.02118 -0.80570 1.00000 346
-1.06691 2.32821 -0.85085 -1.04251 -1.04015 1.00000 427
1.52112 -0.93690 -0.46686 0.94119 2.05029 1.00000 300
-0.89580 1.75201 -0.72285 -0.91453 -0.86964 1.00000 33
-0.91719 1.45324 -0.80818 -0.91453 -0.82702 1.00000 737
1.64945 -0.93690 0.98379 2.32765 0.47310 1.00000 67
-0.89580 1.94408 -0.44552 -0.87187 -0.91227 1.00000 973
-0.25414 0.00208 -0.27486 -0.18931 0.00421 1.00000 514
2.14139 -0.97958 -0.50952 1.09050 2.47656 1.00000 76
-1.06691 -0.25400 2.39177 -0.44527 -1.04015 1.00000 481
1.32862 -0.89422 -0.40286 0.94119 1.87979 1.00000 972
1.26445 -0.74484 0.42913 1.30380 0.64361 1.00000 841
1.41417 -0.70215 1.00512 1.55977 0.30259 1.00000 696
-0.76747 0.98375 -0.68019 -0.78655 -0.59257 1.00000 958
1.94889 -0.91556 0.04514 1.70908 1.45352 1.00000 733
1.15751 -0.85154 1.53845 2.05036 0.04683 1.00000 766
-0.74608 -1.19299 -0.74418 2.24233 3.69143 1.00000 410
-0.44664 -0.68081 2.73310 0.59991 -0.74176 1.00000 894
-0.29692 -0.16864 1.75178 0.04532 -0.72045 1.00000 31
0.15224 -0.85154 2.32777 1.51711 -0.44337 1.00000 444
-0.83164 1.73067 -0.38152 -0.80788 -0.84833 1.00000 707
-0.74608 -1.02226 -1.12818 -1.12784 -0.89096 1.00000 415
-0.87441 1.00509 -0.78685 -0.87187 -0.72045 1.00000 272
0.13085 -1.06494 -1.14951 -1.02118 -0.25155 1.00000 478
-1.06691 2.47759 -0.91485 -1.06384 -1.06146 1.00000 457
-0.81025 0.17281 -0.89352 -0.87187 -0.50732 1.00000 857
-1.00275 0.85571 -1.02151 -1.06384 -0.99752 1.00000 819
-0.29692 -0.01926 -0.29619 -0.25330 -0.03842 1.00000 509
-0.85303 1.60263 -0.55219 -0.80788 -0.80570 1.00000 259
0.28057 -0.48875 1.96511 0.70656 -0.50732 1.00000 19
2.41944 -1.00092 -0.21086 1.73041 2.00767 1.00000 990
-0.12581 0.21549 0.13047 -0.18931 -0.31549 1.00000 543
-0.81025 1.19716 0.23713 -0.70123 -0.89096 1.00000 741
-0.91719 1.23984 0.23713 -0.76522 -0.99752 1.00000 874
0.08807 -1.00092 1.87978 2.88224 -0.03842 1.00000 880
-0.83164 -0.63813 3.30909 0.36528 -0.84833 1.00000 124
-0.87441 -0.63813 -0.40286 0.23730 0.81412 1.00000 828
-0.59636 0.74900 0.51446 -0.50926 -0.82702 1.00000 702
-0.57497 0.25817 -0.61619 -0.57325 -0.12367 1.00000 634
-0.14720 -0.76618 -0.87218 -0.46660 0.94200 1.00000 299
-0.89580 1.92274 -0.55219 -0.87187 -0.89096 1.00000 287
-1.10969 -0.57411 0.10914 -0.08266 -0.29418 1.00000 501
-0.40386 -0.23266 -0.57352 -0.27463 0.32391 1.00000 154
-0.10442 0.23683 0.40780 -0.23197 -0.54994 1.00000 152
0.34474 -0.29668 0.27980 0.36528 0.11077 1.00000 921
-0.76747 0.94107 0.42913 -0.63724 -0.91227 1.00000 865
-0.81025 1.06911 -0.70152 -0.82921 -0.67782 1.00000 245
0.43029 -0.38205 0.13047 0.51459 0.43048 1.00000 569
0.55863 -0.93690 -0.87218 -0.21064 1.73059 1.00000 776
0.17363 -0.36071 1.60245 0.36528 -0.54994 1.00000 257
1.41417 -0.72349 0.38646 1.43178 0.83543 1.00000 673
1.05056 -0.97958 1.45312 2.32765 0.06815 1.00000 425
-0.83164 0.83437 -0.80818 -0.85054 -0.65651 1.00000 708
-0.61775 0.34353 -0.65885 -0.63724 -0.27287 1.00000 196
-0.81025 1.60263 -0.23219 -0.76522 -0.89096 1.00000 712
-0.46803 -0.63813 -0.93618 -0.67990 0.32391 1.00000 304
0.28057 -0.23266 0.98379 0.30129 -0.35812 1.00000 188
-0.93858 1.98676 -0.29619 -0.87187 -0.99752 1.00000 327
-0.51081 -0.29668 -0.78685 -0.53059 0.25997 1.00000 234
-0.29692 0.49292 0.30113 -0.33862 -0.59257 1.00000 176
0.43029 -1.02226 -0.97885 -0.46660 1.45352 1.00000 423
-0.04026 0.02343 0.17313 -0.04000 -0.25155 1.00000 914
1.52112 -1.15031 -0.25353 2.83958 2.39131 1.00000 480
0.28057 -0.33936 -0.01886 0.32262 0.38785 1.00000 924
0.38752 -0.16864 0.74913 0.34395 -0.20893 1.00000 598
-0.38248 0.42890 -0.36019 -0.40261 -0.20893 1.00000 578
-0.40386 0.66364 -0.10419 -0.40261 -0.42206 1.00000 931
-0.18998 -0.91556 -1.04285 -0.78655 0.36653 1.00000 369
-0.51081 0.42890 0.83446 -0.38128 -0.80570 1.00000 706
-1.19524 0.96241 -0.10419 -0.63724 -0.67782 1.00000 149
-0.98136 0.91973 -0.95752 -1.02118 -0.89096 1.00000 786
-0.01887 -0.70215 -0.76552 -0.29596 1.11250 1.00000 10
3.72415 -1.10762 -1.08551 -0.53059 2.47656 1.00000 136
-0.23276 0.38621 0.06647 -0.27463 -0.35812 1.00000 559
-0.83164 1.28252 -0.68019 -0.85054 -0.74176 1.00000 250
-0.40386 0.70632 0.30113 -0.40261 -0.65651 1.00000 644
0.68696 -0.93690 -0.80818 -0.04000 1.90110 1.00000 809
1.47834 -0.97958 1.00512 2.60494 0.45179 1.00000 357
1.56389 -0.93690 1.09045 2.47696 0.43048 1.00000 77
0.04530 -0.87288 -0.91485 -0.48793 1.13382 1.00000 329
-1.13108 3.30987 -1.04285 -1.12784 -1.16803 1.00000 141
2.16277 -0.93690 0.36513 2.19967 1.15513 1.00000 762
-0.40386 0.57828 0.34380 -0.40261 -0.67782 1.00000 200
-1.13108 -1.10762 -0.57352 -0.06133 0.11077 1.00000 500
1.13612 -0.93690 -0.68019 0.36528 2.19949 1.00000 982
-0.81025 0.04477 -0.91485 -0.87187 -0.48600 1.00000 804
-0.04026 -0.83020 2.62643 1.53844 -0.46469 1.00000 105
0.53724 -0.44607 1.30378 0.64257 -0.35812 1.00000 223
-0.76747 -0.29668 -1.00018 -0.91453 -0.48600 1.00000 328
1.09334 -0.97958 -0.85085 0.00266 2.19949 1.00000 83
2.48360 -1.06494 -0.08286 2.45563 1.90110 1.00000 460
0.10946 -0.29668 -0.10419 0.15197 0.30259 1.00000 917
-0.21137 -0.53143 2.32777 0.47193 -0.67782 1.00000 68
-0.16859 -0.40339 2.15711 0.34395 -0.67782 1.00000 757
1.45695 -0.78752 0.81313 1.60243 0.36653 1.00000 256
-0.87441 1.47458 -0.70152 -0.87187 -0.76308 1.00000 799
-1.08830 3.30987 -0.85085 -1.06384 -1.10409 1.00000 125
-0.83164 0.08745 1.51711 -0.44527 -0.99752 1.00000 892
0.49446 -0.55277 -0.14686 0.53592 0.85674 1.00000 939
0.23780 -0.59545 2.11444 0.81321 -0.50732 1.00000 745
0.51585 -0.53143 1.73044 0.83454 -0.37943 1.00000 705
0.36613 -0.87288 -0.85085 -0.27463 1.53877 1.00000 986
-0.04026 -0.85154 -0.93618 -0.53059 0.98462 1.00000 65
0.96501 -0.68081 0.23713 0.81321 0.40916 1.00000 151
-0.33970 0.53560 0.27980 -0.35995 -0.63520 1.00000 183
-0.83164 0.06611 -0.93618 -0.91453 -0.57126 1.00000 52
-0.63914 -0.33936 -0.87218 -0.72256 -0.01711 1.00000 273
0.13085 -0.04060 0.36513 0.10931 -0.16630 1.00000 548
-0.98136 -0.06194 -1.06418 -1.06384 -0.93358 1.00000 458
0.34474 -0.72349 -0.53085 0.25863 1.34695 1.00000 235
-1.02414 1.47458 -0.93618 -1.02118 -0.97621 1.00000 353
-0.23276 -0.61679 -0.78685 -0.35995 0.81412 1.00000 850
-1.04552 1.28252 0.36513 -0.85054 -1.06146 1.00000 824
-0.61775 -0.14730 -0.82952 -0.67990 -0.05973 1.00000 246
0.53724 -0.55277 -0.12553 0.57858 0.92068 1.00000 617
-1.02414 0.59962 -1.04285 -1.06384 -0.97621 1.00000 451
-0.40386 0.55694 0.47180 -0.38128 -0.72045 1.00000 213
1.13612 -0.63813 0.68513 1.23981 0.38785 1.00000 947
0.79390 -0.48875 0.49313 0.81321 0.30259 1.00000 936
0.92223 -0.61679 0.53580 0.98385 0.30259 1.00000 187
1.22167 -0.74484 1.32512 1.58110 0.04683 1.00000 716
-0.23276 -0.59545 -0.78685 -0.40261 0.75018 1.00000 962
-0.44664 0.04477 1.45312 -0.16798 -0.80570 1.00000 735
0.15224 -1.12897 0.13047 3.77810 1.64534 1.00000 884
0.25918 -0.12596 1.02646 0.25863 -0.40075 1.00000 637
-0.53220 0.27951 -0.59485 -0.57325 -0.14499 1.00000 627
-0.44664 -0.27534 2.05044 0.04532 -0.76308 1.00000 987
-1.15247 4.16350 -0.87218 -1.10651 -1.16803 1.00000 490
-0.68192 0.47158 -0.72285 -0.72256 -0.35812 1.00000 840
-0.68192 0.55694 -0.70152 -0.70123 -0.40075 1.00000 666
-0.27553 -0.40339 -0.68019 -0.31729 0.55836 1.00000 210
-0.85303 0.40756 -0.89352 -0.87187 -0.59257 1.00000 725
-0.36109 -0.55277 -0.80818 -0.50926 0.55836 1.00000 852
-1.02414 1.53861 -0.95752 -1.04251 -0.99752 1.00000 108
-0.89580 1.11179 -0.85085 -0.93586 -0.78439 1.00000 293
-0.74608 0.04477 -0.89352 -0.85054 -0.40075 1.00000 719
-1.04552 -0.93690 4.16241 1.00518 -0.86964 1.00000 488
-0.21137 -0.01926 -0.40286 -0.21064 0.23865 1.00000 579
-0.66053 1.23984 -0.40286 -0.67990 -0.65651 1.00000 656
1.13612 -0.97958 -0.76552 0.17330 2.22080 1.00000 335
-0.57497 0.34353 -0.55219 -0.53059 -0.23024 1.00000 159
1.92750 -0.91556 0.68513 2.26366 0.75018 1.00000 55
0.25918 -0.31802 0.10914 0.27996 0.15340 1.00000 531
0.00252 -0.21132 -0.16819 0.02399 0.23865 1.00000 911
0.13085 -0.10462 0.34380 0.13064 -0.18761 1.00000 542
-1.15247 2.39223 -1.04285 -1.12784 -1.14672 1.00000 903
0.60140 -0.40339 0.27980 0.66390 0.38785 1.00000 587
0.04530 -0.80886 -0.82952 -0.33862 1.19776 1.00000 975
-0.70331 1.21850 -0.01886 -0.67990 -0.84833 1.00000 845
0.47307 -0.78752 2.13577 1.55977 -0.31549 1.00000 73
0.17363 -0.14730 0.27980 0.15197 -0.12367 1.00000 532
0.60140 -0.68081 1.85844 1.11183 -0.35812 1.00000 290
-0.38248 0.51426 0.53580 -0.38128 -0.72045 1.00000 218
2.24833 -1.12897 -1.12818 -0.89320 0.43048 1.00000 416
-0.98136 0.15147 -1.04285 -1.04251 -0.84833 1.00000 890
-0.36109 -0.27534 1.92244 0.06665 -0.76308 1.00000 49
-0.29692 -0.87288 -1.02151 -0.82921 0.17471 1.00000 102
-0.59636 0.25817 1.23979 -0.35995 -0.84833 1.00000 807
0.43029 -0.80886 -0.65885 0.15197 1.60271 1.00000 709
0.00252 -0.89422 -0.97885 -0.63724 0.81412 1.00000 89
-0.93858 2.05078 -0.63752 -0.91453 -0.93358 1.00000 302
0.98640 -0.95824 -0.78685 0.10931 2.13555 1.00000 72
-0.10442 0.32219 0.38646 -0.12532 -0.44337 1.00000 594
1.73500 -1.00092 -0.70152 0.57858 2.54050 1.00000 782
-0.23276 -0.29668 -0.57352 -0.23197 0.49442 1.00000 172
0.08807 -0.27534 -0.14686 0.10931 0.28128 1.00000 530
0.15224 -0.10462 0.30113 0.13064 -0.12367 1.00000 918
-0.72469 0.00208 1.70911 -0.31729 -0.89096 1.00000 86
-0.36109 0.57828 0.34380 -0.40261 -0.65651 1.00000 194
-0.89580 -0.59545 -1.10685 -1.12784 -0.91227 1.00000 471
1.71361 -0.83020 0.42913 1.73041 0.83543 1.00000 967
1.24306 -0.65947 0.64246 1.28247 0.47310 1.00000 659
0.08807 -0.70215 -0.68019 -0.06133 1.21907 1.00000 247
-0.18998 -0.40339 -0.61619 -0.18931 0.70755 1.00000 646
1.35001 -0.93690 1.23979 2.34898 0.23865 1.00000 873
-0.48942 -0.93690 -1.10685 -1.06384 -0.65651 1.00000 883
-0.57497 0.30085 -0.59485 -0.57325 -0.20893 1.00000 178
-0.93858 -0.40339 -1.10685 -1.08517 -0.89096 1.00000 464
-0.36109 0.59962 -0.08286 -0.40261 -0.40075 1.00000 583
0.92223 -0.53143 0.59980 0.91986 0.28128 1.00000 624
-0.31831 -0.63813 2.66910 0.70656 -0.67782 1.00000 91
-0.21137 -0.83020 -0.97885 -0.70123 0.57967 1.00000 781
-0.40386 0.38621 -0.40286 -0.42394 -0.16630 1.00000 589
0.30196 -0.21132 0.91979 0.27996 -0.35812 1.00000 182
-0.42525 0.68498 0.38646 -0.40261 -0.67782 1.00000 655
-1.13108 0.55694 1.00512 -0.87187 -1.10409 1.00000 489
-0.85303 0.04477 -0.95752 -0.93586 -0.63520 1.00000 769
-0.29692 0.51426 0.00247 -0.29596 -0.37943 1.00000 927
-0.16859 -0.72349 -0.87218 -0.48793 0.85674 1.00000 34
0.40890 -0.31802 1.21845 0.47193 -0.37943 1.00000 212
0.32335 -0.23266 0.83446 0.34395 -0.29418 1.00000 169
0.30196 -0.29668 0.21580 0.34395 0.13209 1.00000 541
0.30196 -0.40339 1.70911 0.51459 -0.50732 1.00000 964
-0.59636 0.91973 -0.36019 -0.63724 -0.61388 1.00000 184
3.03971 -1.06494 -0.63752 1.15449 3.11597 1.00000 118
-0.21137 -0.36071 -0.61619 -0.23197 0.53704 1.00000 186
-1.08830 2.73368 -0.74418 -1.04251 -1.06146 1.00000 450
-0.18998 -0.80886 -0.91485 -0.59458 0.77149 1.00000 317
-0.89580 1.58129 -0.72285 -0.89320 -0.84833 1.00000 971
0.30196 -0.23266 1.04779 0.34395 -0.40075 1.00000 193
-0.16859 -0.04060 -0.29619 -0.14665 0.08946 1.00000 524
-0.57497 0.91973 -0.36019 -0.59458 -0.57126 1.00000 626
-0.38248 0.42890 -0.29619 -0.38128 -0.20893 1.00000 572
-0.48942 -0.51009 -0.89352 -0.65857 0.23865 1.00000 22
0.17363 -0.36071 -0.21086 0.23730 0.60098 1.00000 580
3.14665 -1.12897 -1.02151 -0.25330 2.83889 1.00000 479
2.29111 -1.02226 0.17313 2.62627 1.53877 1.00000 104
-0.31831 0.36487 -0.16819 -0.33862 -0.29418 1.00000 923
1.15751 -1.04360 -1.06418 -0.63724 1.28301 1.00000 122
1.88472 -1.08628 -1.06418 -0.65857 1.53877 1.00000 393
0.34474 -0.23266 0.77046 0.32262 -0.27287 1.00000 163
0.19502 -0.29668 0.02380 0.23730 0.17471 1.00000 912
1.71361 -0.91556 -0.33886 1.19715 1.92241 1.00000 739
-0.95997 -0.97958 3.77841 1.64509 -0.74176 1.00000 403
-0.93858 -0.87288 -1.17085 -1.19183 -1.21066 1.00000 492
-0.42525 -0.18998 1.81578 -0.01867 -0.80570 1.00000 867
1.64945 -0.87288 0.94112 2.05036 0.43048 1.00000 864
0.08807 -0.23266 1.55978 0.30129 -0.59257 1.00000 697
-1.15247 1.00509 -1.10685 -1.17050 -1.18934 1.00000 491
1.41417 -0.78752 0.10914 1.34646 1.19776 1.00000 684
-0.08303 0.08745 -0.01886 -0.23197 -0.29418 1.00000 507
-0.36109 0.40756 -0.29619 -0.38128 -0.25155 1.00000 566
-0.76747 0.27951 -0.85085 -0.87187 -0.48600 1.00000 16
-0.89580 1.09045 0.42913 -0.72256 -0.97621 1.00000 79
-0.31831 -0.85154 -1.00018 -0.78655 -1.27460 1.00000 794
-0.76747 0.68498 0.74913 -0.57325 -0.93358 1.00000 57
-0.29692 0.13013 -0.33886 -0.29596 -0.10236 1.00000 540
0.60140 -0.87288 -0.74418 0.02399 1.83716 1.00000 748
1.73500 -1.06494 -0.93618 -0.08266 2.45525 1.00000 459
1.24306 -0.83020 1.45312 1.92238 0.06815 1.00000 48
0.47307 -0.36071 1.26112 0.53592 -0.37943 1.00000 217
-0.70331 0.30085 -0.82952 -0.78655 -0.40075 1.00000 700
-0.57497 0.27951 -0.63752 -0.61591 -0.23024 1.00000 185
-0.63914 0.98375 -0.36019 -0.61591 -0.61388 1.00000 189
1.54250 -0.95824 -0.63752 0.55725 2.41262 1.00000 771
1.92750 -0.89422 0.59980 2.11435 0.81412 1.00000 978
0.32335 -0.44607 -0.16819 0.40794 0.75018 1.00000 597
-0.63914 -0.55277 -1.00018 -0.87187 -0.20893 1.00000 989
-0.21137 -0.08328 -0.40286 -0.18931 0.28128 1.00000 585
1.15751 -0.97958 1.32512 2.39164 0.15340 1.00000 438
-0.57497 -0.57411 -0.97885 -0.80788 -0.03842 1.00000 808
0.51585 -0.72349 -0.44552 0.42927 1.30433 1.00000 222
-0.74608 0.64230 -0.72285 -0.76522 -0.50732 1.00000 226
-0.63914 0.32219 1.11179 -0.42394 -0.89096 1.00000 308
0.25918 -0.78752 -0.70152 -0.01867 1.47483 1.00000 5
-0.93858 0.89839 -0.93618 -0.99985 -0.86964 1.00000 988
0.36613 -1.00092 -1.02151 -0.63724 1.00594 1.00000 876
1.02918 -0.59545 0.70646 1.09050 0.30259 1.00000 643
1.00779 -0.72349 1.47445 1.38912 -0.10236 1.00000 854
-0.48942 -0.59545 -0.91485 -0.70123 0.25997 1.00000 41
-0.08303 0.27951 0.38646 -0.10399 -0.40075 1.00000 930
-0.29692 0.13013 -0.31752 -0.29596 -0.03842 1.00000 545
1.71361 -0.87288 0.70646 1.92238 0.60098 1.00000 284
-0.68192 -0.74484 -1.06418 -0.97852 -0.40075 1.00000 452
-0.06165 -0.93690 2.45577 1.90105 -0.40075 1.00000 461
1.58528 -1.06494 -1.00018 -0.48793 1.87979 1.00000 389
-1.02414 2.60563 -0.76552 -1.02118 -1.04015 1.00000 360
-0.98136 0.15147 1.49578 -0.59458 -1.04015 1.00000 469
-0.66053 1.06911 -0.40286 -0.67990 -0.63520 1.00000 201
0.55863 -0.83020 -0.63752 0.27996 1.64534 1.00000 267
-0.74608 -0.16864 -0.91485 -0.82921 -0.33681 1.00000 738
-0.85303 1.45324 0.06647 -0.76522 -0.93358 1.00000 50
0.77251 -0.55277 0.45046 0.83454 0.34522 1.00000 832
-0.85303 1.96542 -0.50952 -0.85054 -0.89096 1.00000 20
-0.18998 -1.12897 0.42913 3.01022 1.04856 1.00000 887
-0.18998 0.27951 0.10914 -0.16798 -0.33681 1.00000 922
0.34474 -0.68081 2.19977 1.15449 -0.44337 1.00000 763
-0.31831 0.57828 0.25847 -0.35995 -0.57126 1.00000 620
0.58001 -0.57411 -0.14686 0.59991 0.92068 1.00000 623
0.08807 -1.00092 -1.02151 -0.67990 0.85674 1.00000 448
2.54777 -1.02226 -0.31752 1.62376 2.26343 1.00000 789
2.33388 -0.97958 0.10914 2.13568 1.56009 1.00000 812
0.34474 -0.12596 0.81313 0.30129 -0.27287 1.00000 937
-0.10442 -0.12596 -0.29619 -0.10399 0.21734 1.00000 919
-0.70331 1.43190 -0.27486 -0.70123 -0.76308 1.00000 676
-0.76747 -0.18998 2.02911 -0.23197 -0.91227 1.00000 365
0.70835 -0.91556 1.81578 2.28499 -0.03842 1.00000 98
0.23780 -0.80886 2.28510 1.47445 -0.42206 1.00000 350
0.49446 -0.70215 -0.46686 0.38661 1.43221 1.00000 672
-0.87441 1.13313 0.32247 -0.74389 -0.97621 1.00000 871
-0.59636 -0.25400 -0.87218 -0.70123 -0.01711 1.00000 4
-0.27553 0.27951 -0.12553 -0.29596 -0.29418 1.00000 534
1.07195 -0.68081 1.21845 1.28247 -0.01711 1.00000 248
-0.53220 -0.16864 -0.78685 -0.59458 0.11077 1.00000 682
-0.40386 -0.89422 2.90376 1.49578 -0.59257 1.00000 468
-0.87441 0.59962 -0.87218 -0.89320 -0.67782 1.00000 288
-0.68192 0.70632 0.59980 -0.55192 -0.86964 1.00000 286
-0.68192 -0.01926 -0.85085 -0.74389 -0.23024 1.00000 846
-0.78886 1.45324 0.04514 -0.72256 -0.91227 1.00000 32
1.64945 -1.17165 -1.17085 -0.74389 2.24212 1.00000 409
-0.87441 0.17281 1.53845 -0.46660 -0.95490 1.00000 106
-0.42525 0.34353 -0.48819 -0.46660 -0.16630 1.00000 601
-0.59636 -0.63813 -0.97885 -0.76522 0.04683 1.00000 322
-0.83164 0.57828 0.91979 -0.57325 -0.95490 1.00000 992
-0.66053 1.13313 -0.42419 -0.65857 -0.63520 1.00000 650
-0.06165 -0.29668 0.08780 0.13064 -0.01711 1.00000 505
0.30196 -0.14730 0.85579 0.30129 -0.31549 1.00000 940
-0.87441 1.70933 -0.16819 -0.80788 -0.91227 1.00000 736
-0.48942 0.30085 -0.55219 -0.53059 -0.12367 1.00000 615
-1.10969 3.41658 -0.95752 -1.10651 -1.14672 1.00000 398
-0.51081 -0.72349 -1.00018 -0.85054 0.00421 1.00000 82
-0.23276 0.15147 0.00247 -0.21064 -0.27287 1.00000 512
0.53724 -0.61679 -0.23219 0.57858 1.04856 1.00000 192
-1.08830 -0.53143 3.30909 -0.29596 -1.04015 1.00000 139
-0.16859 0.32219 0.08780 -0.23197 -0.35812 1.00000 553
0.77251 -0.93690 -0.76552 0.04532 1.98635 1.00000 323
0.25918 -0.18998 1.09045 0.30129 -0.40075 1.00000 944
-0.40386 0.40756 -0.40286 -0.40261 -0.18761 1.00000 584
-0.72469 1.30386 -0.36019 -0.72256 -0.76308 1.00000 225
-0.38248 0.59962 0.55713 -0.35995 -0.69914 1.00000 665
-0.85303 1.51727 -0.04020 -0.76522 -0.93358 1.00000 297
1.67084 -0.87288 -0.01886 1.47445 1.47483 1.00000 6
-1.13108 0.42890 1.04779 -0.65857 -1.01884 1.00000 419
-0.01887 0.23683 0.40780 -0.08266 -0.40075 1.00000 582
2.67610 -1.02226 -0.29619 1.81573 2.28474 1.00000 97
0.10946 -0.93690 -0.97885 -0.57325 1.00594 1.00000 355
-0.91719 0.32219 -0.97885 -0.99985 -0.76308 1.00000 872
-0.83164 1.13313 0.34380 -0.67990 -0.93358 1.00000 758
-0.59636 -0.91556 3.13842 1.51711 -0.63520 1.00000 474
