Focal_depth Latitude Longitude Y outlier number
-0.57849 1.49902 -1.84786 -0.40754 1.00000 938
-0.49261 1.72791 -1.65307 1.17655 1.00000 1465
0.46066 0.83658 0.64448 1.17655 1.00000 1921
-0.63861 2.14182 -0.00063 -0.93557 1.00000 2040
-0.32085 0.66598 0.00585 0.12049 1.00000 621
-0.35520 0.91157 0.20989 -0.93557 1.00000 1053
0.15149 -0.49092 0.62925 0.64852 1.00000 637
-0.32085 -0.44999 0.83203 -0.40754 1.00000 642
0.10855 -0.47520 0.77717 -0.93557 1.00000 1491
-0.47543 -0.41888 0.39652 -0.93557 1.00000 1092
0.91583 0.12928 -1.18550 1.17655 1.00000 300
-0.27791 1.16142 0.77523 2.76065 1.00000 53
-0.46685 -0.19719 0.33400 2.23262 1.00000 473
-0.26932 1.47938 -1.82388 2.76065 1.00000 103
-0.20062 0.93220 0.72416 0.12049 1.00000 2177
-0.35520 -1.78469 0.93392 0.12049 1.00000 1527
-0.14909 -1.31414 -1.06308 1.17655 1.00000 1735
-0.59567 0.23963 -1.21251 0.12049 1.00000 1140
-0.63861 -1.94678 -0.21822 0.64852 1.00000 1636
-0.33802 -0.86717 0.95277 -0.93557 1.00000 1456
-0.29508 1.47577 -1.87184 3.81671 1.00000 141
-0.21779 -0.58490 0.88790 1.70458 1.00000 1276
-0.31226 -0.39858 0.82286 -0.93557 1.00000 751
-0.63861 1.37361 0.20190 0.12049 1.00000 2003
2.53897 -1.30694 1.04558 -0.93557 1.00000 1243
-0.29508 0.28711 0.56690 1.17655 1.00000 1269
-0.53555 1.38278 0.30564 -0.40754 1.00000 518
0.52937 -0.72014 0.94343 0.12049 1.00000 236
-0.12332 1.43615 1.02825 0.12049 1.00000 1530
-0.63861 -1.49260 1.04793 -0.93557 1.00000 2107
4.76327 -0.94837 -1.96810 0.64852 1.00000 2133
-0.47543 -0.61535 0.91979 -0.93557 1.00000 2007
0.36619 0.19182 0.75622 0.12049 1.00000 1106
-0.61284 -0.45719 0.80637 -0.40754 1.00000 86
-0.19203 -0.36714 0.73552 -0.93557 1.00000 1621
-0.59567 1.17190 0.78617 -0.93557 1.00000 1952
-0.35520 -1.33968 -1.06451 -0.93557 1.00000 2081
0.24596 -0.46407 0.77195 -0.40754 1.00000 1325
0.42631 -0.39498 0.74200 -0.40754 1.00000 565
-0.16626 -0.43525 0.82597 0.12049 1.00000 158
4.05046 1.43975 0.81327 0.12049 1.00000 1120
-0.20920 0.72034 0.21494 -0.93557 1.00000 74
-0.36379 -0.03216 0.58036 -0.40754 1.00000 1231
-0.20920 -0.54724 0.58163 1.17655 1.00000 536
-0.15768 1.15650 0.76480 -0.40754 1.00000 868
4.49704 0.52943 0.73619 -0.93557 1.00000 1480
-0.20920 -0.70737 0.93434 0.12049 1.00000 9
-0.37238 -0.57671 0.81183 -0.40754 1.00000 598
-0.17485 -0.61044 0.89816 -0.40754 1.00000 1572
-0.63861 -0.48077 0.83817 -0.93557 1.00000 805
-0.32085 -0.96475 0.96506 0.12049 1.00000 1706
-0.24356 -0.50140 0.84902 -0.93557 1.00000 937
0.38337 -0.39530 0.74015 -0.40754 1.00000 574
-0.60425 -1.17170 -1.06030 0.12049 1.00000 65
-0.58708 0.47605 0.56513 -0.40754 1.00000 700
-0.49261 0.67646 0.73628 -0.40754 1.00000 107
-0.41532 0.14729 0.50093 -0.93557 1.00000 170
-0.47543 0.13223 -0.11414 -0.93557 1.00000 422
-0.26932 0.12568 0.74217 -0.93557 1.00000 1317
-0.63861 -1.70807 0.95117 -0.93557 1.00000 16
1.22500 0.93154 0.13660 -0.40754 1.00000 1681
-0.63861 1.37393 0.19222 -0.93557 1.00000 237
-0.38955 1.51245 0.95731 -0.40754 1.00000 2129
-0.38955 0.41809 0.76884 -0.93557 1.00000 187
-0.20920 0.26779 -1.26350 1.70458 1.00000 1846
-0.12332 -0.83769 -1.06173 -0.93557 1.00000 717
0.32325 -0.45425 0.76539 -0.93557 1.00000 1170
0.28031 -0.34324 0.54107 -0.93557 1.00000 783
-0.35520 -0.62550 0.50859 0.12049 1.00000 265
-0.39814 1.46595 0.98508 -0.93557 1.00000 108
-0.61284 0.85361 0.04119 0.12049 1.00000 1546
0.22879 -2.09741 -0.69387 -0.93557 1.00000 51
-0.11474 -1.37407 -1.06324 1.17655 1.00000 2098
-0.54414 -1.07641 -1.93587 2.23262 1.00000 1096
-0.20920 0.83232 0.72408 2.76065 1.00000 719
-0.59567 0.31593 -0.97751 -0.40754 1.00000 311
-0.43249 -0.74077 0.93813 0.12049 1.00000 816
-0.45826 1.31368 0.40476 1.70458 1.00000 246
-0.56131 -1.56825 -1.09219 -0.93557 1.00000 1145
0.21161 -1.22999 -1.04616 -0.93557 1.00000 501
-0.59567 1.08676 -1.50793 -0.40754 1.00000 1635
-0.30367 1.10771 0.74536 -0.93557 1.00000 578
-0.48402 0.99114 -0.26879 0.64852 1.00000 1665
0.22879 -0.69656 -1.09261 -0.40754 1.00000 1125
-0.26073 0.17840 0.57178 -0.40754 1.00000 835
-0.41532 1.61134 -1.74479 0.12049 1.00000 26
-0.22638 0.99114 0.73291 3.81671 1.00000 1396
3.26036 0.70036 0.70683 0.64852 1.00000 1991
-0.48402 1.02323 -0.21376 0.12049 1.00000 506
-0.30367 -1.01092 -1.05508 -0.93557 1.00000 1102
-0.59567 1.90867 -0.60123 -0.40754 1.00000 1126
0.31467 -0.43820 0.83607 -0.93557 1.00000 678
0.34043 -0.74830 0.94495 1.17655 1.00000 403
-0.63861 1.37426 0.20072 0.12049 1.00000 1441
-0.43249 1.53144 0.89850 -0.40754 1.00000 829
-0.63861 1.30779 -0.05759 0.12049 1.00000 697
-0.22638 -0.44737 0.81655 1.17655 1.00000 649
-0.63861 1.36902 0.19491 -0.40754 1.00000 622
-0.35520 -0.13203 -1.18466 -0.40754 1.00000 1668
0.38337 -0.20145 0.61032 -0.93557 1.00000 796
-0.28650 -0.43853 0.81663 -0.40754 1.00000 111
-0.44967 -0.25875 0.54536 0.64852 1.00000 364
-0.20062 0.06870 -1.11743 -0.93557 1.00000 1377
-0.13191 -0.63369 0.51970 3.28868 1.00000 1379
-0.00309 -0.41364 0.82740 -0.93557 1.00000 1864
-0.46685 -0.59309 0.89269 0.64852 1.00000 212
-0.35520 -2.04829 -0.41662 -0.93557 1.00000 140
-0.16626 -1.22082 -1.95337 -0.40754 1.00000 1608
0.15149 -0.18377 0.61124 -0.93557 1.00000 765
-0.45826 -0.91596 -1.92804 1.70458 1.00000 1733
-0.47543 0.74489 0.73123 -0.93557 1.00000 764
-0.03744 -0.45588 0.83733 -0.93557 1.00000 1593
-0.35520 -1.87671 0.91861 1.17655 1.00000 735
-0.57849 -1.27288 -1.03598 -0.93557 1.00000 793
-0.15768 1.42796 -1.95447 -0.93557 1.00000 1794
-0.18344 1.17975 0.79088 -0.40754 1.00000 1363
4.31669 -1.16515 -0.99341 -0.40754 1.00000 289
-0.57849 1.02749 0.15865 1.17655 1.00000 983
-0.52696 -0.56492 0.87124 0.12049 1.00000 316
0.76983 0.93384 0.13576 -0.93557 1.00000 1982
-0.25214 0.79303 0.73586 -0.40754 1.00000 986
-0.52696 1.42698 -1.91862 -0.93557 1.00000 2174
-0.38096 1.16633 -1.53814 0.64852 1.00000 329
-0.22638 -1.37865 -1.06871 -0.93557 1.00000 2092
-0.35520 -0.57933 0.88563 0.12049 1.00000 1280
-0.63861 1.37459 0.20350 -0.40754 1.00000 1627
0.32325 -0.51941 0.45508 -0.93557 1.00000 1248
-0.56131 1.37262 0.20198 1.17655 1.00000 1494
-0.21779 -1.12913 -1.05660 1.70458 1.00000 1415
1.65440 -0.77908 -1.93284 0.12049 1.00000 2010
-0.38096 -0.08979 -1.30616 -0.40754 1.00000 748
-0.45826 -0.48306 0.13938 -0.93557 1.00000 2004
-0.29508 -2.13998 -1.00443 -0.40754 1.00000 1142
-0.63861 1.37099 0.20021 0.12049 1.00000 2063
-0.56131 0.81268 0.41376 0.64852 1.00000 1206
-0.53555 -0.49911 0.84743 1.17655 1.00000 934
-0.42391 0.89552 -0.26609 -0.93557 1.00000 2012
0.07420 -0.99717 -1.03640 3.28868 1.00000 926
0.26314 -2.09610 -0.69235 1.17655 1.00000 1770
-0.28650 -0.60193 0.90456 -0.40754 1.00000 75
-0.63861 1.17582 -0.00113 0.12049 1.00000 582
2.10957 0.44560 0.74200 -0.40754 1.00000 453
-0.26073 -1.12127 -1.94109 0.64852 1.00000 954
-0.32944 1.18499 0.78491 1.70458 1.00000 2060
2.62485 1.31990 0.78878 -0.93557 1.00000 1403
-0.14050 0.30741 -1.30380 -0.40754 1.00000 184
0.56372 -0.07014 0.60636 -0.40754 1.00000 1685
-0.01168 -0.41986 0.82950 -0.93557 1.00000 1507
-0.40673 -2.23625 -0.69134 -0.40754 1.00000 225
-0.44108 1.20006 0.79484 -0.40754 1.00000 1662
-0.25214 1.42043 0.99728 -0.93557 1.00000 106
-0.19203 -0.47520 0.84187 -0.40754 1.00000 677
-0.38096 -0.83671 -1.91189 0.12049 1.00000 1643
-0.07180 -0.68969 -1.10464 -0.40754 1.00000 380
-0.42391 -0.13989 0.60359 -0.93557 1.00000 2163
-0.10615 -0.41462 0.82673 -0.93557 1.00000 1569
-0.35520 -1.98084 0.88167 -0.93557 1.00000 432
-0.61284 -1.26273 -1.96153 -0.93557 1.00000 1150
-0.46685 -1.24341 -1.95665 -0.40754 1.00000 1746
-0.12332 1.07464 0.73400 -0.93557 1.00000 333
-0.50979 -0.58195 0.54166 -0.93557 1.00000 841
0.15149 -0.66283 -1.10405 0.64852 1.00000 927
-0.03744 -0.93429 -1.04204 2.76065 1.00000 1241
0.34902 -0.06785 0.59248 1.17655 1.00000 1549
0.74407 -0.11369 -1.09959 -0.93557 1.00000 1167
0.55513 -0.74372 0.94545 -0.93557 1.00000 1687
-0.56131 0.85525 0.04110 1.17655 1.00000 1553
1.27653 1.13588 0.70918 -0.40754 1.00000 1683
0.52937 -2.17175 -0.68781 -0.40754 1.00000 275
-0.41532 -0.23911 0.59812 1.17655 1.00000 1533
-0.55273 -1.43956 -0.60577 0.12049 1.00000 1690
-0.39814 1.41716 -1.97028 -0.40754 1.00000 1391
-0.26932 1.41978 -1.97188 1.70458 1.00000 1034
-0.41532 -0.92349 0.95319 -0.93557 1.00000 1786
-0.50979 -0.39072 -1.14074 1.70458 1.00000 581
-0.03744 -1.49981 1.02496 1.70458 1.00000 1387
0.00550 0.32935 -1.04288 0.12049 1.00000 1468
-0.32944 0.42530 0.54982 0.64852 1.00000 704
-0.12332 0.12502 0.59391 0.64852 1.00000 1633
-0.55273 -2.25001 -0.63833 0.12049 1.00000 1785
-0.32944 -0.27611 -0.62975 0.12049 1.00000 151
-0.40673 -0.23911 0.59879 0.12049 1.00000 1481
-0.17485 -0.45457 0.41233 -0.40754 1.00000 1385
4.10199 1.13031 0.64061 -0.93557 1.00000 887
-0.53555 -0.56198 0.78466 -0.40754 1.00000 1220
-0.63861 -0.49059 -0.20206 0.12049 1.00000 303
-0.11474 -0.43918 0.81705 -0.93557 1.00000 1434
-0.25214 1.16666 0.78011 -0.40754 1.00000 444
-0.35520 -2.02898 0.87873 -0.93557 1.00000 853
-0.32944 -0.50238 0.83952 -0.93557 1.00000 1179
-0.35520 -1.73754 0.94040 -0.93557 1.00000 730
0.28031 -0.44409 0.83615 0.12049 1.00000 1171
0.98453 -0.49354 0.62386 0.12049 1.00000 1728
-0.63861 1.30484 -0.05734 -0.40754 1.00000 1202
0.06561 -0.42215 0.63253 0.12049 1.00000 1024
-0.30367 -0.42870 0.66467 -0.93557 1.00000 936
-0.32085 0.92991 0.72963 1.17655 1.00000 1808
0.40913 -0.49911 0.62471 -0.40754 1.00000 179
-0.62143 1.15454 0.77397 -0.40754 1.00000 1575
-0.43249 -0.57180 0.87797 0.12049 1.00000 1542
-0.51837 1.06056 0.07182 1.17655 1.00000 1166
-0.58708 1.77572 -1.50768 1.17655 1.00000 2168
-0.57849 -1.60754 -1.09303 0.64852 1.00000 67
-0.13191 -0.41462 0.40493 -0.40754 1.00000 1799
0.77842 1.05958 0.71911 0.12049 1.00000 2094
3.93882 -1.02860 -1.97558 0.12049 1.00000 688
-0.26073 -1.34590 -1.06653 -0.40754 1.00000 2080
-0.38096 1.63393 -1.61832 1.17655 1.00000 869
-0.26073 0.19215 0.59029 -0.93557 1.00000 1109
-0.35520 -0.99618 -1.93124 -0.93557 1.00000 314
0.27173 -0.50762 0.62134 0.64852 1.00000 1098
0.68395 1.32121 0.82664 -0.93557 1.00000 947
-0.48402 0.91091 0.69479 0.12049 1.00000 2030
-0.35520 -0.48994 0.84869 -0.93557 1.00000 933
-0.42391 1.47283 -1.87310 0.64852 1.00000 1580
-0.51837 0.85557 0.02798 -0.40754 1.00000 368
-0.45826 1.09527 -0.29007 -0.40754 1.00000 306
0.23737 0.55333 0.56917 0.64852 1.00000 216
-0.60425 -0.52596 0.59290 1.17655 1.00000 1310
-0.21779 1.15487 0.79955 0.64852 1.00000 1680
-0.21779 -1.41369 -1.97087 1.17655 1.00000 2155
-0.32944 0.28318 0.56606 -0.40754 1.00000 754
-0.63861 1.37132 0.20005 0.12049 1.00000 2117
-0.13191 -0.26399 0.58979 0.12049 1.00000 219
4.23081 1.11230 0.64010 1.70458 1.00000 896
-0.61284 -0.35732 0.71289 -0.40754 1.00000 588
0.31467 -0.47487 0.77178 1.70458 1.00000 671
-0.15768 -0.14415 0.60535 -0.93557 1.00000 1560
-0.56990 0.15122 0.56522 -0.40754 1.00000 491
0.12573 0.03072 0.32070 1.70458 1.00000 73
-0.55273 -0.03969 -1.15807 0.64852 1.00000 1816
0.27173 -0.42608 0.74923 -0.40754 1.00000 1814
-0.38955 0.47769 0.56757 1.17655 1.00000 711
-0.10615 -0.58752 0.90153 -0.40754 1.00000 1725
-0.53555 -0.37664 0.81091 -0.93557 1.00000 710
-0.10615 -0.47127 0.84112 -0.40754 1.00000 1723
-0.08038 0.28711 -0.97902 -0.40754 1.00000 1764
3.21742 -0.50074 0.59879 1.70458 1.00000 1801
-0.39814 0.96003 0.73510 -0.93557 1.00000 1676
-0.17485 -1.06626 -1.05256 -0.93557 1.00000 1486
0.91583 0.24094 0.55293 1.70458 1.00000 2103
-0.25214 0.91615 0.15495 1.17655 1.00000 779
-0.63002 -0.88059 -1.94731 -0.93557 1.00000 1552
0.28031 -0.45490 0.63749 2.23262 1.00000 670
-0.14050 -0.47782 0.83926 1.70458 1.00000 1075
-0.62143 -0.50074 0.77338 -0.93557 1.00000 800
-0.32085 1.73806 -1.70204 1.17655 1.00000 1907
-0.26073 1.46693 -1.86637 -0.40754 1.00000 276
-0.44967 1.41781 -1.96776 0.12049 1.00000 470
-0.53555 -0.93036 -1.92577 0.64852 1.00000 1089
-0.17485 -0.47815 0.84288 2.76065 1.00000 1073
0.19443 -1.42744 1.04415 -0.93557 1.00000 2099
-0.63861 1.37393 0.20122 1.17655 1.00000 2043
-0.11474 -0.83508 -1.92981 -0.93557 1.00000 2075
0.59807 -0.96049 0.97095 0.12049 1.00000 2173
0.37478 1.19809 0.77204 1.70458 1.00000 1445
-0.44108 0.64207 0.01165 -0.40754 1.00000 1274
-0.56990 -0.05704 0.58221 2.23262 1.00000 1208
-0.63861 1.37426 0.20249 0.64852 1.00000 1509
0.01408 -1.09245 -1.04314 0.12049 1.00000 632
0.38337 -0.74404 0.94402 -0.93557 1.00000 1273
0.16867 1.56615 0.89539 2.23262 1.00000 1917
0.41772 -0.57147 -1.09017 -0.93557 1.00000 1090
-0.26073 1.44892 0.87536 -0.93557 1.00000 435
4.29093 -0.84490 -1.96423 -0.93557 1.00000 1037
0.36619 -0.46079 0.76253 -0.93557 1.00000 1628
-0.17485 -0.88583 0.95748 -0.93557 1.00000 1523
-0.37238 -0.77646 0.94410 1.17655 1.00000 148
-0.63861 0.20525 0.54031 -0.40754 1.00000 1675
-0.02886 -0.46898 0.84078 -0.93557 1.00000 1144
-0.14050 -0.40283 0.82631 -0.93557 1.00000 1813
-0.20920 1.25278 0.82648 0.12049 1.00000 980
4.64304 -0.50500 0.54671 1.17655 1.00000 1134
-0.44967 -1.62752 1.00452 -0.40754 1.00000 1253
0.15149 -0.10485 0.60249 0.12049 1.00000 613
0.04844 -0.77646 -1.92316 2.76065 1.00000 2038
0.52078 -0.81608 -1.93124 0.64852 1.00000 1890
4.13634 1.10346 0.64061 -0.40754 1.00000 1267
-0.63861 1.37328 0.20148 1.17655 1.00000 1748
0.21161 -0.42674 0.75125 1.70458 1.00000 44
-0.45826 -1.28369 -1.03337 -0.40754 1.00000 1336
-0.63861 -0.97621 -1.63111 -0.40754 1.00000 1887
0.28890 -0.26236 0.57313 -0.93557 1.00000 1473
-0.63861 2.13985 -0.00181 -0.40754 1.00000 1417
0.61525 -1.38323 -1.94740 0.12049 1.00000 1207
0.13432 -2.10756 -0.68537 -0.93557 1.00000 1744
-0.50979 1.40013 0.88756 -0.40754 1.00000 1719
-0.48402 -0.36911 0.71516 1.17655 1.00000 593
-0.39814 -0.73029 0.94360 -0.40754 1.00000 900
-0.31226 1.23018 0.80939 -0.93557 1.00000 263
-0.23497 0.50585 0.74713 -0.93557 1.00000 1247
-0.38096 -0.76336 -1.92224 -0.93557 1.00000 2134
-0.26073 -2.24804 -0.67586 0.64852 1.00000 1944
-0.07180 -0.45555 0.83237 -0.93557 1.00000 686
-0.42391 -0.44901 0.41452 -0.40754 1.00000 2170
4.44551 -1.17628 -0.99063 0.12049 1.00000 1324
-0.33802 -0.40283 0.71474 -0.93557 1.00000 1187
-0.44967 1.59267 -1.74277 -0.93557 1.00000 41
-0.21779 -0.45981 0.78971 -0.40754 1.00000 373
-0.02027 -0.10452 0.61074 -0.40754 1.00000 408
-0.60425 -0.22732 0.55100 -0.40754 1.00000 1466
-0.22638 0.34605 -1.32812 0.64852 1.00000 820
-0.20062 -0.19556 0.60603 0.12049 1.00000 478
-0.48402 0.80318 0.41452 1.17655 1.00000 1216
-0.24356 1.42305 -1.92704 0.64852 1.00000 1894
-0.44967 1.06187 0.70792 1.70458 1.00000 47
3.14872 0.78681 0.69580 2.76065 1.00000 1359
-0.29508 -0.13891 0.34351 0.64852 1.00000 284
-0.39814 -0.20767 -1.12963 1.17655 1.00000 1557
0.18585 -0.47717 0.39365 0.64852 1.00000 1828
-0.25214 -0.60717 0.89555 -0.93557 1.00000 1298
-0.32085 -0.53578 0.51255 -0.40754 1.00000 1532
-0.38955 -1.22606 -1.95615 2.23262 1.00000 1127
-0.35520 -0.85374 -1.91357 1.70458 1.00000 1793
-0.01168 0.53925 0.56656 0.12049 1.00000 302
-0.48402 1.43419 1.01949 0.64852 1.00000 1809
-0.44108 -0.45097 0.81310 0.12049 1.00000 650
-0.63861 1.37361 0.20240 0.64852 1.00000 1895
2.56473 -0.47160 0.61461 -0.93557 1.00000 20
-0.10615 1.18368 0.78844 2.23262 1.00000 1371
-0.26073 1.42076 -1.96406 -0.93557 1.00000 540
-0.24356 1.21577 0.18549 -0.93557 1.00000 1522
-0.41532 -1.28794 -1.03245 -0.93557 1.00000 1331
-0.34661 -0.47356 0.13871 0.64852 1.00000 1962
-0.55273 1.72071 -1.69641 0.12049 1.00000 31
-0.31226 -0.70508 0.93636 -0.40754 1.00000 424
-0.46685 0.29530 -0.98760 0.64852 1.00000 2087
-0.42391 -0.05377 0.60973 -0.40754 1.00000 830
0.21161 -0.84555 -1.93091 -0.93557 1.00000 1025
-0.09756 -0.43198 0.83026 1.17655 1.00000 585
-0.26932 -0.75616 0.94234 1.17655 1.00000 923
-0.36379 1.70565 -1.71062 -0.40754 1.00000 27
0.24596 -0.58392 0.89412 -0.93557 1.00000 1833
4.47986 -0.94248 -1.96540 -0.40754 1.00000 1474
0.34043 -0.08946 0.60956 1.17655 1.00000 1459
-0.24356 1.54126 -1.80150 -0.40754 1.00000 1851
4.03329 -1.15402 -0.99442 -0.93557 1.00000 1673
-0.14909 -0.50566 0.85062 -0.93557 1.00000 946
-0.63861 1.37164 0.20156 0.64852 1.00000 2115
-0.63861 1.37393 0.20291 0.64852 1.00000 2006
-0.20062 -1.31381 -1.06282 0.12049 1.00000 1499
-0.22638 -0.76336 -1.93957 -0.40754 1.00000 785
-0.31226 1.14668 0.76808 -0.40754 1.00000 1738
-0.08897 -0.54528 0.47334 -0.40754 1.00000 1916
-0.38955 -1.26437 -1.95825 -0.40754 1.00000 702
-0.46685 -0.80691 -1.90970 -0.40754 1.00000 1922
-0.35520 -0.62616 0.53425 4.34474 1.00000 1304
-0.34661 -0.50598 0.63674 -0.40754 1.00000 1953
-0.32085 -0.93659 0.98996 -0.93557 1.00000 1414
-0.42391 -1.37046 1.04844 -0.93557 1.00000 1884
-0.57849 1.38081 -1.97314 0.12049 1.00000 495
-0.31226 -1.24374 -1.95531 -0.40754 1.00000 1454
-0.50120 -1.25880 -1.95489 0.12049 1.00000 1224
-0.09756 -0.59505 0.89042 -0.93557 1.00000 1282
-0.63861 1.48167 -1.86654 -0.93557 1.00000 2154
3.94741 -0.59472 0.88335 0.64852 1.00000 365
-0.23497 -1.01092 -1.93705 -0.93557 1.00000 1361
-0.35520 -2.25688 -0.65525 0.64852 1.00000 1259
-0.24356 -1.26961 -1.06080 -0.93557 1.00000 580
-0.28650 -1.34361 -1.03910 -0.93557 1.00000 2072
-0.38955 -1.02009 -1.05197 -0.40754 1.00000 577
-0.33802 -0.99225 -1.42110 -0.93557 1.00000 173
-0.26932 1.18532 0.78516 0.12049 1.00000 1270
-0.04603 -1.01092 -1.94075 1.70458 1.00000 1287
-0.36379 1.35331 0.84625 0.64852 1.00000 659
-0.29508 -0.53316 0.51330 0.12049 1.00000 1487
-0.45826 1.27046 0.72761 0.64852 1.00000 663
-0.45826 -1.03973 -1.93570 0.64852 1.00000 251
-0.43249 -0.29936 0.68722 -0.40754 1.00000 1529
0.45207 -0.77024 0.94831 2.23262 1.00000 61
-0.25214 -0.62256 0.52214 0.64852 1.00000 756
-0.38096 1.53144 -1.80537 0.64852 1.00000 2144
-0.18344 0.35555 -1.33670 -0.40754 1.00000 1669
4.01611 0.04152 0.58062 -0.40754 1.00000 891
-0.50120 1.44172 1.05206 -0.40754 1.00000 217
-0.63861 1.37557 0.20223 0.12049 1.00000 809
-0.57849 -0.33603 -0.26996 -0.93557 1.00000 1736
-0.21779 -2.14162 -0.67889 -0.93557 1.00000 1839
-0.36379 -0.46210 0.82572 -0.40754 1.00000 1015
-0.20920 -0.14677 0.61545 -0.40754 1.00000 1518
-0.38955 -0.38319 0.64347 -0.40754 1.00000 724
-0.42391 0.85754 0.03446 -0.40754 1.00000 367
-0.47543 -1.51618 -1.07856 -0.40754 1.00000 985
0.43490 -0.76402 -1.06543 0.12049 1.00000 1340
2.78802 1.29273 0.77254 -0.40754 1.00000 2001
-0.61284 1.07464 -0.26651 0.64852 1.00000 1402
-0.47543 0.35457 0.56370 -0.93557 1.00000 1341
-0.34661 -0.61732 0.93476 -0.40754 1.00000 1766
1.15629 0.93187 0.13324 1.17655 1.00000 1973
-0.50979 1.00948 -0.23850 -0.40754 1.00000 1492
-0.10615 1.37623 0.85315 -0.40754 1.00000 910
-0.33802 -1.20313 -1.06106 -0.40754 1.00000 304
-0.12332 -0.51908 0.44288 -0.93557 1.00000 1301
-0.35520 -2.06074 0.76850 -0.93557 1.00000 894
-0.61284 -0.98374 0.60359 0.64852 1.00000 503
-0.14909 1.11721 0.73821 -0.40754 1.00000 375
0.07420 0.06019 0.59736 -0.93557 1.00000 493
-0.41532 1.02192 -0.11237 -0.93557 1.00000 221
-0.54414 1.43746 1.01958 -0.40754 1.00000 273
-0.26073 -0.44606 0.83304 -0.93557 1.00000 297
-0.49261 0.27860 -1.29388 -0.40754 1.00000 1051
0.02267 -0.42969 0.81907 0.64852 1.00000 648
-0.63861 1.37393 0.20097 0.12049 1.00000 2121
-0.28650 0.30807 -0.98365 2.23262 1.00000 997
-0.63002 0.53532 0.32483 -0.93557 1.00000 852
-0.35520 -2.09119 0.86484 1.17655 1.00000 144
-0.30367 -0.24500 -1.13342 1.17655 1.00000 1954
-0.48402 -1.34623 -1.07713 1.17655 1.00000 1727
0.99312 -0.42445 0.76286 0.64852 1.00000 1495
-0.40673 1.11557 0.74864 -0.93557 1.00000 930
-0.35520 -0.43624 0.81571 0.12049 1.00000 112
-0.58708 0.26583 -0.96514 -0.93557 1.00000 482
-0.19203 -0.02070 0.57742 -0.93557 1.00000 1210
-0.22638 -0.30853 0.37767 -0.93557 1.00000 848
-0.31226 -0.77843 0.94511 -0.93557 1.00000 840
4.38540 -0.49550 0.58011 -0.93557 1.00000 78
-0.61284 -0.01808 -1.11878 0.64852 1.00000 1196
-0.32085 -0.21913 0.35941 0.12049 1.00000 942
0.04844 -0.48110 0.63043 0.12049 1.00000 262
4.50563 -0.46047 0.49176 0.12049 1.00000 319
0.48643 -0.39367 0.82319 0.64852 1.00000 1046
-0.37238 -2.00835 -0.26349 -0.93557 1.00000 469
0.16867 -0.63860 -1.08908 -0.93557 1.00000 1117
-0.45826 -0.57344 0.81865 -0.93557 1.00000 1760
-0.35520 -1.86361 0.92172 0.64852 1.00000 72
-0.10615 1.17615 0.77246 0.12049 1.00000 1498
-0.43249 1.11295 0.23951 -0.93557 1.00000 1469
0.02267 -0.95984 -1.03506 -0.40754 1.00000 1641
-0.32085 0.80285 0.65096 1.17655 1.00000 325
0.11714 -0.35208 -1.11289 2.23262 1.00000 652
-0.33802 0.77076 0.38213 -0.40754 1.00000 824
-0.40673 1.48298 -1.86536 -0.93557 1.00000 759
-0.25214 1.49477 0.88832 -0.40754 1.00000 912
0.24596 -2.09807 -0.69622 0.12049 1.00000 1297
-0.52696 1.56386 -1.77424 0.64852 1.00000 12
-0.23497 0.79729 0.64717 0.12049 1.00000 542
-0.15768 1.48723 0.88672 -0.93557 1.00000 1876
-0.22638 1.02585 -0.26929 -0.93557 1.00000 1607
-0.32944 -0.73389 0.94200 1.70458 1.00000 929
0.54654 -2.12099 -0.68865 0.12049 1.00000 401
-0.26932 -0.28495 0.60931 -0.93557 1.00000 1389
-0.12332 -0.49485 0.63034 0.12049 1.00000 299
-0.55273 -0.00727 -1.11449 -0.93557 1.00000 979
0.00550 1.04190 0.73199 -0.93557 1.00000 509
-0.27791 -0.76369 -1.91845 -0.93557 1.00000 1820
0.21161 -0.78465 -1.06686 -0.93557 1.00000 533
-0.10615 1.39325 0.85542 0.12049 1.00000 828
-0.63861 2.14247 -0.00223 1.70458 1.00000 776
-0.51837 -0.60815 -1.09051 1.70458 1.00000 1830
-0.31226 1.44958 1.00199 -0.93557 1.00000 1520
-0.63861 1.71482 -1.64794 -0.93557 1.00000 614
0.33184 0.95610 0.14073 -0.93557 1.00000 475
-0.59567 -1.13011 -1.05626 1.70458 1.00000 1934
-0.56990 -0.05213 -1.11398 0.12049 1.00000 559
-0.61284 0.66598 -0.01468 -0.93557 1.00000 372
-0.31226 1.41814 -1.96961 -0.40754 1.00000 459
-0.63002 -0.14938 0.34805 1.70458 1.00000 1184
-0.26932 0.93122 0.72803 -0.93557 1.00000 1817
0.03985 -0.87764 -1.04053 -0.40754 1.00000 153
-0.63861 -0.97654 -1.63094 -0.40754 1.00000 2159
1.12194 0.93515 0.13618 -0.40754 1.00000 1925
-0.63861 1.37361 0.20139 0.64852 1.00000 801
0.41772 0.80515 0.64179 -0.93557 1.00000 2073
4.81480 -1.00568 1.04204 0.12049 1.00000 411
-0.50120 1.06711 0.70927 -0.40754 1.00000 48
-0.12332 -0.44901 0.80628 1.70458 1.00000 84
0.11714 -0.82787 -1.05550 -0.93557 1.00000 1989
0.08279 -0.96147 0.96724 0.12049 1.00000 1644
