Cement BlastFurnaceSlag FlyAsh Water Superplasticizer CoarseAggregate FineAggregate Age Y outlier number
-0.41327 -0.85689 -0.84714 0.16083 -1.03914 1.86681 0.19241 -0.27973 -1.09464 1.00000 616
1.01318 -0.62497 0.62239 -1.15102 1.28880 -0.44931 0.89122 -0.27973 0.65051 1.00000 476
-0.00161 -0.85689 -0.84714 0.20768 -1.03914 1.68666 0.00523 -0.27973 -0.80119 1.00000 773
1.36740 -0.60178 1.21645 -0.16713 0.38442 -1.16988 -0.29425 -0.67568 -0.22805 1.00000 555
-0.95034 2.30647 -0.84714 0.19363 -1.03914 0.50802 -0.73974 -0.61233 -1.40427 1.00000 619
1.85564 -0.85689 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 5.05768 0.36604 1.00000 530
1.85564 0.52070 -0.84714 -0.02189 0.45141 -1.55462 0.09882 0.71806 2.29805 1.00000 833
0.14199 -0.85689 -0.84714 0.20768 -1.03914 1.50652 -0.05716 -0.61233 -1.01260 1.00000 618
-1.09489 2.04440 -0.84714 1.02759 -1.03914 0.03450 -1.01053 -0.67568 -1.73186 1.00000 265
1.57801 -0.57859 0.38789 -0.91676 0.90360 -0.07616 -0.76844 -0.27973 0.91043 1.00000 66
-1.31700 -0.85689 1.88712 -1.08543 1.95871 -0.38884 0.88498 -0.27973 -1.22161 1.00000 905
-1.33902 1.60144 -0.84714 1.02759 -1.03914 -0.01440 -0.31297 -0.61233 -1.52285 1.00000 120
-0.05809 -0.85689 1.05074 -1.03389 0.61889 1.03815 0.04891 -0.67568 -0.71974 1.00000 965
-1.03554 0.48824 -0.84714 0.48879 -1.03914 -0.33608 1.03846 0.70222 -0.22266 1.00000 702
0.64939 -0.85689 -0.84714 0.48879 -1.03914 0.95323 0.40455 2.12764 0.31334 1.00000 1023
-0.63441 -0.23303 1.05856 -1.21662 0.56864 0.53246 0.08759 -0.50147 0.16661 1.00000 734
-0.41327 -0.85689 -0.84714 0.20768 -1.03914 1.87967 0.19241 -0.27973 -1.09464 1.00000 753
0.94138 0.89641 -0.84714 -1.29627 1.62375 2.07654 -2.10365 0.71806 1.23862 1.00000 1025
1.02850 0.26907 -0.84714 -1.10886 0.98734 -1.55462 1.89824 -0.61233 -0.05498 1.00000 984
-1.65494 1.02628 -0.84714 1.02759 -1.03914 -0.44674 0.94113 -0.61233 -1.68275 1.00000 346
-1.17531 -0.85689 2.19979 1.78659 0.80311 -0.96787 -0.75721 -0.27973 -1.63364 1.00000 410
2.47791 -0.85689 -0.84714 -0.40139 -1.03914 1.95688 -2.00382 0.70222 2.02676 1.00000 945
-0.43241 -0.85689 -0.84714 0.53564 -1.03914 -0.06329 1.39036 -0.61233 -1.54680 1.00000 578
0.04913 1.47273 -0.84714 -1.72730 0.83661 0.40765 0.37585 -0.67568 -0.68381 1.00000 247
1.36740 -0.60178 1.21645 -0.63565 0.45141 -1.94192 -0.29425 -0.67568 -0.22207 1.00000 322
-0.29838 -0.85689 0.64896 0.47942 -0.15151 -0.30906 1.04346 0.86060 0.31993 1.00000 988
0.38133 -0.85689 1.15392 0.02027 0.80311 -1.32429 0.08011 -0.27973 0.08636 1.00000 114
0.05583 0.54621 0.62239 0.30139 0.46816 -0.88680 -0.96810 -0.27973 0.36664 1.00000 439
0.99403 -0.85689 -0.84714 0.20768 -1.03914 -0.08903 -0.13203 -0.61233 -0.75448 1.00000 570
-0.43241 -0.85689 -0.84714 0.53564 -1.03914 -0.06329 1.39036 2.12764 -0.70177 1.00000 372
0.30474 1.01005 -0.84714 -0.16713 0.63564 -0.71953 -0.18194 -0.27973 0.99547 1.00000 851
-0.63441 -0.23303 1.05856 -1.21662 0.56864 0.53246 0.08759 0.16373 1.08650 1.00000 220
-0.74355 0.71667 -0.84714 0.19363 -1.03914 1.32895 -0.17820 -0.61233 -1.42882 1.00000 350
-1.11213 0.63318 1.21802 -0.30300 0.31743 0.42309 -0.33668 -0.27973 0.63315 1.00000 48
2.47791 -0.85689 -0.84714 -0.91676 -0.62045 0.86315 -1.21767 -0.27973 2.64541 1.00000 137
0.54312 1.33474 -0.84714 -0.31238 0.55190 -0.36310 -0.22188 0.71806 1.91536 1.00000 686
1.57801 -0.57859 0.38789 -0.91676 0.90360 -0.07616 -0.76844 -0.27973 0.51517 1.00000 551
-1.18871 1.87974 -0.84714 0.48879 -1.03914 -0.48277 0.09508 -0.27973 -0.12924 1.00000 613
-1.02788 0.22617 1.65262 -0.43419 0.58539 0.44111 -0.33668 -0.50147 -0.37538 1.00000 418
0.30762 -0.85689 0.91942 -0.14371 0.30068 0.37291 -1.05919 -0.27973 0.05881 1.00000 907
-0.28498 -0.85689 1.00228 0.32481 0.03272 0.71389 -0.19817 -0.67568 -1.35935 1.00000 904
-0.43241 -0.85689 -0.84714 0.58250 -1.03914 -0.06329 1.39036 -0.67568 -1.75761 1.00000 339
-1.22701 0.82452 0.91942 -0.16713 0.30068 0.37420 -1.05545 -0.27973 -0.61434 1.00000 585
1.07062 -0.85689 -0.84714 0.48879 -1.03914 -0.42358 -0.19442 -0.27973 0.22530 1.00000 896
0.94616 0.24472 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 0.70222 0.28399 1.00000 147
-1.23658 1.20718 1.32589 -0.63565 1.97546 -0.37211 -0.98058 -0.27973 0.03186 1.00000 363
-0.86609 -0.85689 1.11327 -0.91208 0.26718 1.50652 0.37959 -0.50147 -0.88384 1.00000 1009
0.52972 -0.85689 -0.84714 0.01559 -0.46972 0.16574 0.53932 -0.27973 0.54212 1.00000 911
-0.29838 -0.85689 0.64896 0.27327 -0.11801 -0.20612 1.09337 -0.67568 -1.31743 1.00000 200
0.07498 -0.85689 -0.84714 0.48879 -1.03914 -0.76842 1.51889 -0.27973 -0.61374 1.00000 827
-0.66122 -0.85689 1.05387 -0.05937 -0.08452 1.08962 0.07137 -0.50147 -0.89222 1.00000 522
0.89830 -0.85689 -0.84714 0.20768 -1.03914 0.83742 -0.19442 -0.61233 -0.58439 1.00000 428
0.81214 1.31154 -0.84714 0.45600 0.06621 -1.91233 -0.20815 -0.27973 1.80217 1.00000 146
0.42920 -0.85689 1.31025 0.81676 0.80311 -2.21214 0.22985 -0.27973 0.29118 1.00000 251
-0.25052 -0.85689 -0.84714 0.48879 -1.03914 -1.06952 2.13908 -0.67568 -1.65400 1.00000 42
-1.20786 1.26516 -0.84714 0.53564 0.46816 -1.23422 1.17823 -0.27973 -0.72034 1.00000 284
0.14199 -0.85689 -0.84714 0.48879 -1.03914 1.44218 -0.10707 -0.61233 -1.29467 1.00000 512
0.07498 0.69348 -0.84714 0.62466 -0.11801 -0.62817 -0.16822 -0.27973 0.62476 1.00000 659
-1.03075 -0.27593 1.86524 -0.78558 0.04946 0.42824 0.24857 0.86060 1.21227 1.00000 521
-0.19403 0.30850 0.37695 0.89172 0.40117 -1.39506 -0.15075 -0.27973 -0.20470 1.00000 855
-0.14521 0.46504 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 0.70222 0.67147 1.00000 526
-1.08341 -0.36870 1.71359 -2.80021 -0.08452 1.10377 0.08135 0.16373 -0.17775 1.00000 299
-0.28498 -0.85689 1.00228 0.32481 -0.06777 0.71389 -0.19817 0.86060 0.46486 1.00000 745
-1.11213 0.63318 1.21802 -0.30300 0.31743 0.42309 -0.33668 0.86060 1.14999 1.00000 419
-0.66217 0.78161 -0.84714 1.02759 -1.03914 0.00619 -0.29425 0.70222 0.23249 1.00000 654
-0.27924 -0.85689 -0.84714 0.16083 -1.03914 1.77673 0.13002 -0.27973 -0.96588 1.00000 620
1.04094 1.33474 -0.84714 -1.67108 2.64537 -0.36310 -0.22188 0.71806 2.80172 1.00000 49
0.55365 -0.85689 -0.84714 0.72305 -1.03914 -0.06329 0.09259 5.05768 0.18398 1.00000 797
0.08838 -0.85689 0.65678 -0.63097 0.53515 -0.15079 1.14079 -0.50147 -0.06875 1.00000 957
2.47791 -0.85689 -0.84714 -0.40139 -1.03914 1.95688 -2.00382 2.12764 2.14414 1.00000 532
1.02850 0.26907 -0.84714 -1.10886 0.98734 -1.55462 1.89824 0.16373 1.16077 1.00000 239
0.58237 -0.41624 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 0.70222 0.87689 1.00000 692
1.79820 0.50215 -0.84714 -2.05058 4.35364 -1.55462 0.83506 -0.61233 1.14280 1.00000 455
-0.03990 -0.85689 -0.84714 0.44194 -1.03914 -0.06329 1.02848 4.97849 -0.12684 1.00000 842
0.02711 -0.68295 1.35715 -0.12028 -0.11801 -1.68458 0.34216 -0.27973 0.47384 1.00000 781
0.55557 -0.85689 -0.84714 0.19363 -1.03914 1.23888 -0.24059 -0.61233 -0.87665 1.00000 460
-0.45347 -0.85689 0.63177 0.76522 -0.26874 -0.33351 0.98106 -0.27973 -0.77723 1.00000 688
1.37697 0.37576 -0.84714 -1.31501 1.72424 -1.55462 1.41657 0.16373 1.70575 1.00000 172
-0.85364 2.48273 -0.84714 0.48879 -1.03914 -0.55483 -0.71728 0.70222 0.89306 1.00000 25
1.04094 1.33474 -0.84714 -1.67108 2.64537 -0.36310 -0.22188 -0.67568 0.28639 1.00000 728
0.06541 1.36952 -0.84714 0.48879 -1.03914 -0.52652 -0.69606 -0.67568 -1.18028 1.00000 952
1.40090 -0.30608 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 -0.61233 -0.04420 1.00000 916
-0.77706 0.68537 -0.84714 0.48879 -1.03914 -0.09675 0.40705 -0.61233 -1.11680 1.00000 903
0.88872 1.33705 -0.84714 -0.53726 0.65238 -0.60243 -0.21065 -0.61233 0.62177 1.00000 403
0.49621 -0.85689 -0.84714 0.48879 -1.03914 -0.53681 0.86127 -0.27973 -0.23045 1.00000 39
0.22624 -0.85689 0.70993 0.67620 0.60214 -0.17395 -0.85329 -0.27973 -0.34124 1.00000 983
-1.09298 0.01744 1.76362 -0.82306 0.28393 0.44239 -0.04343 0.16373 1.05656 1.00000 593
2.33431 -0.85689 -0.84714 0.34824 -1.03914 1.95688 -2.00382 -0.67568 -0.12085 1.00000 382
-1.39933 -0.85689 1.74799 -0.07343 0.63564 -0.15336 0.39207 -0.27973 -1.34917 1.00000 41
1.90351 -0.85689 -0.84714 0.48879 -1.03914 -0.47505 -0.65613 -0.27973 0.48342 1.00000 869
2.33431 -0.85689 -0.84714 0.34824 -1.03914 1.95688 -2.00382 3.55307 1.87404 1.00000 477
-0.59612 -0.85689 1.09295 -1.08075 0.85336 1.36112 0.26604 -0.50147 -0.58499 1.00000 930
-1.26530 0.50679 0.58643 0.06244 0.14995 -0.25116 0.08385 -0.27973 -0.73651 1.00000 863
-1.38976 1.41591 0.68492 0.81676 -0.03428 -1.62024 0.11754 -0.27973 -0.52989 1.00000 1027
-0.56261 -0.85689 0.66460 0.36229 -0.28549 -0.07487 1.20693 0.86060 0.29298 1.00000 415
-0.30700 -0.85689 0.69743 -1.09949 1.10457 0.19148 1.44028 0.86060 0.91283 1.00000 500
1.90351 -0.85689 -0.84714 0.48879 -1.03914 -0.47247 -0.76594 0.70222 1.10806 1.00000 643
-1.65494 1.02628 -0.84714 1.02759 -1.03914 -0.44674 0.94113 -0.27973 -0.91198 1.00000 832
1.15486 0.24124 -0.84714 -1.60080 0.87010 -0.33608 0.97982 0.71806 2.37651 1.00000 622
-0.00161 -0.85689 -0.84714 0.16083 -1.03914 1.68666 0.00523 -0.27973 -0.80119 1.00000 58
-0.27636 -0.85689 0.69743 -1.65234 1.33904 0.19148 1.44028 0.86060 1.50513 1.00000 847
-0.20265 0.31430 0.37226 -0.49510 0.63564 -0.47505 -0.13203 -0.27973 0.83557 1.00000 868
-0.77706 1.46229 -0.84714 0.39509 -1.03914 2.21422 -1.41733 -0.27973 0.80443 1.00000 361
-1.58123 1.14920 -0.84714 0.48879 -1.03914 -0.81217 1.47646 0.70222 -0.28734 1.00000 18
0.08647 1.38692 -0.84714 0.19363 -1.03914 0.32530 -0.86453 -0.27973 -0.16637 1.00000 497
-1.28924 0.47200 0.54891 0.95263 0.43466 -1.45297 0.69780 -0.27973 -0.94792 1.00000 206
-1.11979 -0.85689 2.28108 -0.01721 1.07108 -1.59065 0.90370 -0.27973 -1.24137 1.00000 675
0.30762 2.18355 -0.84714 -0.28426 0.40117 0.95194 -2.01880 -0.27973 1.43625 1.00000 458
2.47791 -0.85689 -0.84714 -0.40139 -1.03914 1.95688 -2.00382 3.55307 2.29686 1.00000 101
-0.05809 -0.85689 1.05074 -1.03389 0.61889 1.03815 0.04891 -0.27973 0.92900 1.00000 364
0.42537 1.07267 -0.84714 -0.35454 0.45141 -1.17503 0.20489 -0.27973 1.52249 1.00000 151
-0.64781 -0.85689 1.87618 -1.26347 0.92035 1.02142 0.02395 -0.67568 -1.10483 1.00000 699
1.40090 -0.30608 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 5.05768 0.47205 1.00000 1007
-0.14521 0.46504 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 -0.27973 0.60081 1.00000 320
-1.08915 0.64942 1.16330 -0.28426 0.26718 0.42953 -0.33668 0.16373 0.95235 1.00000 9
-0.86992 -0.85689 1.11015 -0.70125 0.61889 1.36498 0.31595 -0.50147 -0.98205 1.00000 560
-1.29402 1.14920 -0.84714 0.02027 -0.53671 0.16832 0.54182 -0.27973 -0.72333 1.00000 854
0.27602 0.80132 0.88815 -0.63565 2.64537 -0.75813 -1.52964 -0.27973 -0.12744 1.00000 174
-0.82780 -0.85689 0.72400 -0.74810 0.21694 0.43081 1.65117 -0.50147 -0.64847 1.00000 639
-1.10160 -0.85689 1.70578 -0.23741 -0.28549 1.10249 0.08135 -0.50147 -0.61913 1.00000 452
-1.09298 0.01744 1.76362 -0.82306 0.28393 0.44239 -0.04343 -0.67568 -1.21562 1.00000 706
-0.41327 -0.85689 -0.84714 0.20768 -1.03914 1.87967 0.19241 -0.61233 -1.42343 1.00000 72
-0.86609 -0.85689 1.11327 -0.91208 0.26718 1.50652 0.37959 0.16373 -0.02862 1.00000 811
-1.09298 0.01744 1.76362 -0.82306 0.28393 0.44239 -0.04343 -0.50147 -0.17475 1.00000 1011
-0.03990 0.49751 0.57549 0.42320 0.13320 -0.33994 -1.34745 -0.27973 0.46486 1.00000 544
0.13912 -0.85689 0.64740 -0.47167 0.45141 -0.22928 1.06841 -0.27973 0.24686 1.00000 796
-0.85364 2.48273 -0.84714 0.48879 -1.03914 -0.55483 -0.71728 -0.67568 -1.37912 1.00000 800
0.74512 -0.63657 1.35715 -1.29158 0.78637 -0.39784 0.34216 -0.61233 -0.00407 1.00000 725
1.36740 -0.60178 1.21645 -0.16713 0.38442 -1.94192 -0.29425 -0.61233 0.19057 1.00000 188
0.27602 -0.85689 -0.84714 0.48879 -1.03914 -0.03756 0.95361 -0.61233 -1.24736 1.00000 987
-1.11213 -0.85689 1.49785 0.02027 0.97059 0.64441 -0.55630 -0.27973 -1.06530 1.00000 493
-1.08341 -0.36870 1.71359 -2.80021 -0.08452 1.10377 0.08135 -0.27973 -0.69339 1.00000 540
-0.79046 0.67841 -0.84714 0.48879 -1.03914 0.07053 0.64788 0.70222 0.13487 1.00000 799
0.74512 -0.63657 1.35715 -1.29158 0.78637 -0.39784 0.34216 -0.27973 1.62430 1.00000 80
-1.41848 1.46229 -0.84714 0.48879 -1.03914 -0.58571 0.81884 -0.67568 -1.73306 1.00000 761
1.13763 -0.85689 -0.84714 0.25453 -1.03914 0.67014 -0.35665 -0.61233 -0.34005 1.00000 14
-1.03075 -0.27593 1.86524 -0.78558 0.04946 0.42824 0.24857 -0.50147 -0.16817 1.00000 665
-1.08341 -0.36870 1.71359 -2.80021 -0.08452 1.10377 0.08135 -0.67568 -1.68095 1.00000 45
-1.71525 0.91728 -0.84714 0.48879 -1.03914 -1.10555 2.10164 -0.27973 -1.11022 1.00000 46
0.27602 -0.85689 -0.84714 0.48879 -1.03914 -0.03756 0.95361 0.70222 -0.06815 1.00000 464
0.27602 -0.85689 -0.84714 0.48879 -1.03914 -0.02469 0.96110 -0.67568 -1.55399 1.00000 894
-0.03990 -0.85689 -0.84714 0.44194 -1.03914 -0.06329 1.02848 0.70222 -0.27357 1.00000 182
2.09498 -0.85689 -0.84714 0.86361 -1.03914 1.95688 -2.00382 -0.67568 -0.58439 1.00000 637
0.47707 -0.85689 -0.84714 0.48879 -1.03914 0.06538 0.64164 -0.67568 -1.33540 1.00000 689
-0.24573 1.11789 -0.84714 0.19363 -1.03914 0.69073 -0.61495 -0.27973 -0.22566 1.00000 433
1.02850 0.26907 -0.84714 -1.10886 0.98734 -1.55462 1.89824 -0.67568 -0.46222 1.00000 550
-1.41848 1.46229 -0.84714 0.48879 -1.03914 -0.58571 0.81884 -0.27973 -0.47599 1.00000 999
2.47791 -0.85689 -0.84714 -0.40139 -1.03914 1.95688 -2.00382 -0.67568 0.34867 1.00000 667
-0.82780 -0.85689 0.72400 -0.74810 0.21694 0.43081 1.65117 -0.27973 -0.60475 1.00000 681
0.30379 1.00425 -0.84714 -0.18587 0.56864 -0.72467 -0.17571 -0.27973 0.99607 1.00000 349
-0.64494 0.28067 -0.46413 0.00622 0.08296 1.19770 0.14874 -0.67568 -1.35576 1.00000 826
0.96531 -0.85689 -0.84714 0.20768 -1.03914 0.95323 -0.43152 -0.61233 -0.70776 1.00000 12
0.24730 -0.85689 -0.84714 0.53564 -1.03914 -0.06329 0.47942 5.05768 0.01989 1.00000 638
2.24815 -0.85689 -0.84714 -0.91676 0.33418 -2.21214 0.35464 -0.27973 0.33250 1.00000 195
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.27973 2.12497 1.00000 362
0.13912 -0.85689 0.64740 -0.47167 0.45141 -0.22928 1.06841 -0.50147 -0.03521 1.00000 531
0.94616 0.24472 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 2.12764 0.29597 1.00000 853
-1.11213 -0.85689 1.39780 -0.83243 -1.03914 0.42052 1.58877 -0.67568 -1.28269 1.00000 131
-0.66217 0.78161 -0.84714 1.02759 -1.03914 0.00619 -0.29425 -0.61233 -1.24496 1.00000 964
1.40090 -0.30608 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 -0.27973 0.09654 1.00000 336
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.61233 1.20269 1.00000 591
1.85564 0.52070 -0.84714 -0.02189 0.45141 -1.55462 0.09882 0.16373 2.18486 1.00000 324
0.18029 -0.85689 -0.84714 0.11398 -1.03914 1.31351 0.26729 -0.61233 -1.21203 1.00000 682
-1.27392 -0.85689 1.28837 -1.09949 1.65725 0.37162 0.70529 -0.27973 -1.06949 1.00000 666
-1.25573 1.89134 -0.84714 -0.35454 0.97059 1.23631 -1.23015 -0.27973 0.09654 1.00000 480
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.67568 -0.03102 1.00000 886
1.85564 -0.85689 0.07522 -1.85380 -0.72093 1.60946 -1.65442 -0.27973 1.28234 1.00000 881
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 0.16373 2.48431 1.00000 798
-1.65494 1.02628 -0.84714 1.02759 -1.03914 -0.44674 0.94113 0.70222 -0.39454 1.00000 82
1.57801 -0.57859 0.38789 -0.91676 0.90360 -0.07616 -0.76844 -0.61233 0.96972 1.00000 1008
-0.95034 2.30647 -0.84714 0.19363 -1.03914 0.50802 -0.73974 -0.27973 -0.47180 1.00000 792
0.94616 -0.85689 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 2.12764 1.03500 1.00000 877
1.90351 -0.85689 -0.84714 0.48879 -1.03914 -0.47505 -0.65613 -0.67568 -0.68441 1.00000 1014
-1.41752 1.58057 -0.84714 0.66214 -0.51996 -0.30263 0.27103 -0.27973 -0.41191 1.00000 759
-1.24615 -0.85689 2.04502 -0.68250 1.64050 1.30064 -1.19271 -0.27973 -1.33899 1.00000 892
0.39282 -0.85689 0.96007 0.67620 0.70263 -1.99468 0.49689 -0.27973 -0.27776 1.00000 882
0.40718 2.42243 -0.84714 0.10461 0.68588 -0.38884 -1.41858 -0.61233 0.83737 1.00000 713
-1.30551 -0.85689 1.24147 -0.03595 0.81986 0.08468 0.47318 -0.27973 -1.35456 1.00000 835
-1.08341 -0.36870 1.71359 -2.80021 -0.08452 1.10377 0.08135 -0.50147 -1.07788 1.00000 106
0.49143 0.79553 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 5.05768 0.31334 1.00000 302
1.01318 -0.62497 0.62239 -1.15102 1.28880 -0.44931 0.89122 -0.61233 0.60380 1.00000 224
-0.08011 0.36184 0.43166 1.31807 0.46816 -0.88680 -1.17150 -0.27973 0.08097 1.00000 64
-1.04128 -0.69918 1.84804 -1.16039 -0.35248 0.42953 1.03347 0.16373 0.00192 1.00000 214
-1.03554 0.48824 -0.84714 0.48879 -1.03914 -0.33608 1.03846 -0.27973 -0.69099 1.00000 989
-1.19829 1.96091 -0.84714 -0.07343 0.80311 0.63154 -0.94314 -0.27973 0.09235 1.00000 274
0.55365 -0.85689 -0.84714 0.72305 -1.03914 -0.06329 0.09259 -0.61233 -0.88923 1.00000 343
-0.05809 -0.85689 1.05074 -1.03389 0.61889 1.03815 0.04891 0.16373 1.25958 1.00000 16
-0.03894 -0.85689 0.67554 -0.98236 0.93710 0.01262 1.27306 -0.27973 0.74634 1.00000 899
0.65896 -0.85689 -0.84714 1.00416 -1.03914 0.01391 0.01771 -0.50147 -0.79580 1.00000 347
-0.39795 3.31068 -0.84714 0.19363 -1.03914 -0.40299 -1.36367 -0.61233 -0.62272 1.00000 970
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.27973 2.12497 1.00000 315
-0.86609 -0.85689 1.11327 -0.91208 0.26718 1.50652 0.37959 -0.67568 -1.24437 1.00000 266
-0.95512 -0.85689 1.76362 -0.56069 0.23369 1.06388 0.05265 0.16373 -0.01485 1.00000 244
0.04913 1.47273 -0.84714 -1.72730 0.83661 0.40765 0.37585 0.16373 2.22619 1.00000 850
-1.22126 0.81524 0.90848 1.80533 0.65238 -0.63975 -1.44353 -0.27973 -1.15693 1.00000 660
0.13242 -0.85689 -0.84714 0.16083 -1.03914 1.23631 -0.05716 -0.61233 -1.25874 1.00000 1006
-0.47262 -0.85689 1.05387 -0.35454 0.08296 1.07418 0.06139 -0.27973 -0.12505 1.00000 698
-0.64781 -0.85689 1.87618 -1.04795 0.92035 0.90948 -0.02097 -0.67568 -1.21023 1.00000 148
-0.05905 -0.85689 -0.84714 0.06713 -1.03914 1.48079 0.42951 -0.27973 -0.67782 1.00000 471
1.57801 -0.57859 0.38789 -0.91676 0.90360 -0.07616 -0.76844 -0.61233 0.20853 1.00000 402
-1.35529 1.57129 -0.84714 0.48879 -1.03914 0.95323 0.41578 0.70222 0.21213 1.00000 982
-1.21743 0.81292 0.90379 1.80065 0.63564 -0.64232 -1.44229 -0.27973 -1.15693 1.00000 17
1.18550 -0.85689 -0.84714 -0.30769 -1.03914 1.89254 -0.98058 -0.27973 0.98709 1.00000 929
-0.64590 0.28067 -0.46413 0.00622 0.11645 1.19513 0.14749 -0.67568 -1.06710 1.00000 574
1.01318 -0.62497 0.62239 -1.15102 1.28880 -0.44931 0.89122 0.16373 0.72777 1.00000 19
-0.04564 0.48824 0.56455 -0.09217 0.45141 -1.32301 -0.06589 -0.27973 0.50678 1.00000 34
1.37697 0.37576 -0.84714 -1.41339 2.07594 -0.47505 0.37585 -0.27973 1.55603 1.00000 189
-0.49272 -0.85689 1.00071 0.63872 -0.01753 0.71003 -0.19941 0.16373 -0.26758 1.00000 998
1.61726 -0.27709 -0.84714 0.86361 -0.53671 1.94916 -2.00133 -0.27973 0.21333 1.00000 856
-0.74355 2.68334 -0.84714 1.02759 -1.03914 -0.12248 -1.79169 -0.67568 -1.57256 1.00000 413
1.37697 0.37576 -0.84714 -1.31501 1.72424 -1.55462 1.41657 -0.27973 1.46560 1.00000 727
2.09498 -0.85689 -0.84714 0.86361 -1.03914 1.95688 -2.00382 2.12764 0.91163 1.00000 430
1.15486 0.24124 -0.84714 -1.60080 0.87010 -0.33608 0.97982 -0.67568 0.31633 1.00000 54
1.57801 -0.57859 0.38789 -0.91676 0.68588 -0.07616 -0.76844 0.16373 1.13501 1.00000 576
-0.74355 2.68334 -0.84714 1.02759 -1.03914 -0.12248 -1.79169 -0.61233 -0.97487 1.00000 475
0.35261 -0.85689 1.12265 1.33213 -0.03428 -1.44010 -0.45647 -0.27973 0.25405 1.00000 981
1.10891 -0.85689 -0.84714 0.19363 -1.03914 0.87087 -0.49017 -0.61233 -0.62092 1.00000 143
0.64939 -0.85689 -0.84714 0.48879 -1.03914 0.95323 0.40455 -0.67568 -1.24736 1.00000 545
-0.28498 -0.85689 1.00228 0.32481 0.03272 0.71389 -0.19817 -0.50147 -0.68201 1.00000 841
-0.77706 -0.85689 -0.84714 -0.07343 -1.03914 1.95688 0.89122 -0.27973 -1.41146 1.00000 379
-0.08202 -0.85689 0.55360 0.80270 0.73612 -0.53552 -0.14201 -0.27973 -0.21368 1.00000 286
-0.49272 -0.85689 1.00071 0.63872 -0.01753 0.71003 -0.19941 -0.67568 -1.34498 1.00000 398
-0.05809 -0.85689 1.05074 -1.03389 0.61889 1.03815 0.04891 -0.50147 0.17679 1.00000 183
-0.45156 0.95207 -0.84714 0.34824 -0.05102 0.10398 -0.16947 -0.27973 0.20853 1.00000 190
1.57801 -0.57859 0.38789 -0.91676 0.90360 -0.07616 -0.76844 0.16373 1.51231 1.00000 367
-0.67462 2.80857 -0.84714 0.19363 -1.03914 0.05251 -1.05170 -0.61233 -0.83832 1.00000 633
-0.64494 0.28067 -0.46413 0.00622 0.08296 1.19770 0.14874 0.16373 0.67746 1.00000 121
-0.83928 2.50824 -0.84714 0.19363 -1.03914 0.32530 -0.86453 -0.61233 -1.11501 1.00000 817
2.36303 -0.85689 -0.84714 0.16083 0.11645 -0.68093 -0.66861 -0.27973 1.25838 1.00000 178
-1.28445 0.47664 0.54422 0.95731 0.46816 -1.45297 0.69156 -0.27973 -0.94792 1.00000 255
-0.64781 -0.85689 1.87618 -1.04795 0.92035 0.90948 -0.02097 0.16373 0.92480 1.00000 1000
-0.25052 -0.85689 -0.84714 0.48879 -1.03914 -1.06952 2.13908 0.70222 -0.83592 1.00000 600
0.49143 0.79553 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 -0.27973 -0.16757 1.00000 494
-0.43241 -0.85689 -0.84714 0.58250 -1.03914 -0.06329 1.39036 0.70222 -0.83053 1.00000 972
0.21475 0.76538 -0.84714 1.49611 -0.00078 -0.99617 -0.63741 -0.27973 -0.14361 1.00000 928
1.36740 -0.60178 1.21645 -0.63565 0.45141 -1.94192 -0.29425 -0.61233 0.26782 1.00000 955
2.39463 -0.85689 -0.84714 -1.86317 3.68373 -1.55462 1.49893 -0.67568 0.32831 1.00000 828
1.37697 0.37576 -0.84714 -1.41339 2.07594 -0.47505 0.37585 -0.67568 0.02887 1.00000 158
0.13242 -0.85689 -0.84714 0.16083 -1.03914 1.23631 -0.05716 -0.27973 -0.63709 1.00000 432
-0.30700 -0.85689 0.69743 -1.09949 1.10457 0.19148 1.44028 -0.67568 -1.22520 1.00000 160
0.14199 -0.85689 0.82562 1.84750 0.80311 -1.98053 0.05515 -0.27973 -0.26339 1.00000 250
-0.82780 -0.85689 0.72400 -0.53258 0.21694 0.32273 1.60000 0.86060 0.50678 1.00000 378
-1.40220 -0.85689 1.74330 -0.06406 0.63564 -0.15336 0.39082 -0.27973 -1.34917 1.00000 161
-1.22701 0.32589 -0.84714 0.48879 -1.03914 -1.09268 2.11537 -0.61233 -1.64382 1.00000 231
