climbRate Altitude RollRate curRoll diffClb diffDiffClb Y outlier number
-2.32299 0.48262 0.82250 0.58862 1.13311 -4.90382 -0.78618 1.00000 6370
-0.67391 0.48262 -0.66966 -0.79370 -0.56326 0.03233 -0.78618 1.00000 2424
-0.75535 -1.87079 -0.68855 -0.10254 0.00220 0.03233 -1.20737 1.00000 3954
-0.28709 -1.08632 1.10583 -2.11319 0.00220 -1.61305 -0.36499 1.00000 2305
0.62907 -1.87079 -1.74629 -1.23353 2.82947 0.03233 0.47740 1.00000 9287
0.26261 0.09038 0.06697 0.52579 1.13311 1.67771 -0.36499 1.00000 6545
1.15841 2.44379 -0.15968 0.40013 0.56765 0.03233 0.47740 1.00000 3071
-1.08109 0.48262 -1.27409 0.90279 -3.39053 1.67771 -2.04975 1.00000 1288
-1.34576 -0.69409 0.19919 0.46296 -1.12871 0.03233 -1.62856 1.00000 8968
0.03866 1.26709 0.91694 0.65146 0.00220 0.03233 0.89859 1.00000 3633
-0.69427 0.48262 -0.53745 0.83996 -0.56326 0.03233 -0.36499 1.00000 9133
-0.57211 -1.47856 0.48252 -1.10787 0.00220 0.03233 -2.47094 1.00000 4449
1.13805 1.26709 -0.93410 -0.10254 0.56765 0.03233 0.89859 1.00000 7766
-1.10145 0.48262 0.12364 0.02313 -1.12871 0.03233 -0.36499 1.00000 3568
-1.32540 -0.69409 0.12364 0.90279 0.00220 0.03233 -1.62856 1.00000 5820
0.83266 0.48262 0.65251 0.65146 0.00220 0.03233 0.47740 1.00000 9426
0.89374 0.48262 -0.12191 0.08596 0.56765 0.03233 0.47740 1.00000 7920
-0.49068 0.09038 -0.89632 1.78245 -1.12871 0.03233 -1.20737 1.00000 1536
-1.22360 0.87485 0.04809 1.78245 0.00220 -1.61305 -0.36499 1.00000 2580
-0.26673 0.09038 0.52029 0.40013 -0.56326 0.03233 -0.36499 1.00000 1799
1.48415 -0.30185 0.67140 0.52579 -0.56326 1.67771 0.47740 1.00000 6905
-0.83678 -1.47856 -0.48078 0.40013 0.56765 0.03233 0.47740 1.00000 3953
-0.79606 -1.08632 0.53918 0.40013 0.00220 0.03233 -2.47094 1.00000 6192
0.60871 0.09038 -0.95299 0.21163 1.69856 1.67771 0.89859 1.00000 2003
1.76918 1.26709 -0.40523 -0.85653 -1.12871 1.67771 0.47740 1.00000 8770
-1.10145 -0.30185 0.27475 0.33729 -0.56326 0.03233 -0.36499 1.00000 8643
1.80990 1.26709 0.65251 -0.98220 -1.12871 0.03233 0.89859 1.00000 3982
1.30092 0.48262 -0.44301 0.40013 1.69856 0.03233 2.16216 1.00000 3904
0.66979 -1.08632 0.87917 -0.54237 0.56765 0.03233 0.47740 1.00000 3442
-0.04278 1.65932 1.48359 -0.41670 -0.56326 0.03233 0.47740 1.00000 5286
-0.18529 -0.69409 -1.08520 0.08596 0.56765 0.03233 0.47740 1.00000 5528
0.07938 -0.69409 0.38807 0.21163 1.69856 0.03233 0.47740 1.00000 5858
-0.67391 -0.30185 1.55914 -0.22820 0.00220 0.03233 -0.78618 1.00000 2425
0.64943 0.09038 0.95472 -0.29104 0.00220 0.03233 0.47740 1.00000 8791
-0.71463 0.87485 -2.46404 -1.23353 0.00220 -3.25844 0.47740 1.00000 1638
0.42548 -1.08632 -2.06739 -0.79370 1.69856 0.03233 0.89859 1.00000 9466
0.14045 -0.69409 -1.82184 0.40013 0.00220 1.67771 -0.36499 1.00000 2239
-1.28468 1.26709 0.53918 -0.91937 -1.69417 0.03233 -0.36499 1.00000 3574
-0.63319 -0.30185 0.27475 0.27446 -0.56326 0.03233 -0.78618 1.00000 5550
-0.42960 -0.69409 0.21808 1.02845 -2.25962 1.67771 -1.62856 1.00000 5647
1.01589 -0.30185 0.48252 -1.48486 1.13311 0.03233 1.31978 1.00000 1241
-1.12181 -0.69409 -1.23631 0.02313 -0.56326 0.03233 -2.04975 1.00000 1225
-0.44996 0.09038 -0.48078 -0.47954 -0.56326 0.03233 -0.78618 1.00000 4458
0.93446 1.65932 0.72806 -0.91937 0.00220 0.03233 0.47740 1.00000 7966
0.58835 -1.08632 1.18138 2.72494 -1.12871 0.03233 0.47740 1.00000 8196
-0.16493 0.87485 1.18138 0.65146 -0.56326 0.03233 0.47740 1.00000 102
-0.18529 -1.08632 0.52029 -0.35387 -0.56326 0.03233 -0.36499 1.00000 2419
-0.38888 1.26709 1.69136 -0.03971 -0.56326 0.03233 0.47740 1.00000 3679
0.64943 0.87485 -0.78299 0.33729 0.00220 1.67771 -0.36499 1.00000 7079
-1.34576 0.09038 2.10690 -1.42203 0.00220 3.32310 0.47740 1.00000 7489
1.58595 0.09038 1.23804 0.46296 0.56765 0.03233 0.47740 1.00000 6852
1.97277 1.26709 -0.21635 2.34795 0.00220 0.03233 0.47740 1.00000 2776
0.73087 0.48262 1.33248 -0.10254 0.00220 0.03233 0.89859 1.00000 1631
0.58835 -0.69409 1.01138 1.46829 -0.56326 1.67771 0.47740 1.00000 364
-1.10145 0.48262 -0.36745 2.22228 0.00220 0.03233 -0.78618 1.00000 5323
-1.73258 -1.08632 0.95472 -0.79370 -0.56326 0.03233 -1.20737 1.00000 898
0.81230 0.48262 -0.70744 1.46829 0.00220 0.03233 -0.36499 1.00000 3863
0.85302 -2.26303 -0.12191 -0.60520 1.69856 0.03233 0.47740 1.00000 2590
-0.55175 -0.30185 -0.66966 -0.91937 0.56765 -1.61305 -0.36499 1.00000 7845
-1.04037 0.87485 -1.80296 0.14879 -1.12871 0.03233 -1.20737 1.00000 534
-0.93858 0.48262 -0.55634 2.66211 -2.82508 0.03233 -2.04975 1.00000 8631
-1.54935 -0.30185 0.29363 0.21163 -0.56326 0.03233 -0.78618 1.00000 3569
0.30333 -0.30185 2.33356 -0.41670 0.56765 0.03233 0.89859 1.00000 5600
1.26020 -0.69409 0.40696 1.53112 1.69856 0.03233 0.89859 1.00000 8523
0.36440 0.09038 -1.00965 0.27446 0.56765 0.03233 0.89859 1.00000 7644
1.68774 0.09038 1.42693 -0.41670 0.56765 0.03233 0.89859 1.00000 961
-0.55175 0.87485 0.69029 -1.10787 -1.69417 0.03233 -0.36499 1.00000 1258
-0.79606 0.09038 0.19919 0.46296 -1.12871 -1.61305 -0.78618 1.00000 2713
-0.69427 -0.30185 0.89806 0.71429 0.00220 0.03233 -0.78618 1.00000 8469
-0.36852 -0.30185 0.74695 0.58862 0.00220 0.03233 0.89859 1.00000 779
0.54763 -0.69409 1.50248 0.83996 0.00220 -1.61305 0.47740 1.00000 4312
-0.69427 0.09038 0.80361 -0.41670 -0.56326 0.03233 0.47740 1.00000 677
0.16081 0.48262 -1.08520 1.15412 0.00220 0.03233 -0.36499 1.00000 5302
0.89374 -1.08632 -1.34964 -0.29104 1.13311 1.67771 0.47740 1.00000 3802
0.12009 -2.26303 -1.29298 1.09129 1.69856 0.03233 1.31978 1.00000 1023
1.21948 -0.69409 1.69136 -0.98220 1.69856 0.03233 1.31978 1.00000 1561
-0.55175 -0.30185 1.06805 -0.10254 -0.56326 0.03233 -0.36499 1.00000 7724
0.71051 -0.69409 -2.25627 0.58862 -0.56326 1.67771 -0.36499 1.00000 7555
0.07938 0.09038 0.52029 0.65146 1.13311 0.03233 0.47740 1.00000 6259
1.09733 1.26709 0.78473 -0.54237 0.00220 0.03233 0.89859 1.00000 1939
-0.18529 0.09038 2.03135 -1.17070 1.13311 1.67771 0.89859 1.00000 8378
1.32128 0.48262 -0.40523 0.58862 -1.12871 0.03233 0.47740 1.00000 7836
-0.34816 0.48262 -0.40523 0.96562 -0.56326 0.03233 -0.36499 1.00000 1876
0.85302 2.44379 1.01138 -0.22820 0.56765 0.03233 2.16216 1.00000 7767
-2.13976 -0.30185 -0.99076 0.02313 0.56765 0.03233 -1.20737 1.00000 2773
-0.75535 -0.30185 -0.53745 0.40013 1.13311 -1.61305 -0.36499 1.00000 6705
1.11769 0.48262 -0.40523 -0.41670 0.56765 0.03233 0.47740 1.00000 2110
-0.22601 -1.47856 1.61581 0.58862 1.13311 -1.61305 1.31978 1.00000 890
1.62667 -0.30185 -1.38742 1.34262 0.00220 1.67771 0.47740 1.00000 2471
1.01589 0.09038 -1.12298 -1.54770 0.56765 0.03233 1.31978 1.00000 8934
1.74882 0.09038 -0.66966 -1.04503 0.56765 0.03233 -0.36499 1.00000 7292
-0.93858 0.09038 -0.36745 0.71429 -0.56326 0.03233 -1.62856 1.00000 8073
0.48656 -0.69409 -0.70744 -0.79370 0.56765 0.03233 0.89859 1.00000 9361
1.34164 -1.47856 -0.83966 1.40545 0.00220 1.67771 0.47740 1.00000 4425
-0.16493 -0.69409 1.14360 -0.35387 0.00220 0.03233 0.47740 1.00000 853
0.93446 -0.69409 -1.42519 0.14879 0.56765 0.03233 -0.36499 1.00000 4646
0.73087 0.09038 0.01031 0.58862 0.56765 0.03233 0.47740 1.00000 5113
-1.63079 2.44379 -0.87743 0.83996 -1.12871 0.03233 -0.78618 1.00000 61
0.69015 0.09038 0.04809 0.83996 0.56765 0.03233 0.47740 1.00000 1567
2.15600 0.87485 0.25586 -1.04503 0.56765 0.03233 1.31978 1.00000 7262
1.46379 1.26709 0.65251 1.02845 0.00220 0.03233 1.31978 1.00000 8754
-0.49068 0.87485 0.02920 0.65146 -0.56326 0.03233 -1.20737 1.00000 3662
0.12009 -0.30185 -1.93517 -1.04503 0.56765 3.32310 0.47740 1.00000 1823
-1.18289 0.87485 1.27582 -0.10254 0.00220 -1.61305 -0.36499 1.00000 3266
0.81230 0.09038 0.31252 -1.42203 1.13311 0.03233 0.89859 1.00000 4028
-0.28709 -1.47856 0.31252 -1.23353 1.13311 -1.61305 -0.78618 1.00000 4871
-0.44996 -0.30185 -0.74522 -0.10254 1.13311 -3.25844 0.47740 1.00000 8789
-0.77570 0.48262 0.53918 -0.60520 -0.56326 0.03233 -0.36499 1.00000 7717
0.44584 0.87485 1.27582 2.34795 1.13311 0.03233 0.89859 1.00000 9317
0.95482 0.09038 0.42585 -1.23353 1.13311 0.03233 1.74097 1.00000 1764
0.97518 0.48262 -0.49967 0.08596 0.56765 0.03233 0.89859 1.00000 8185
1.26020 0.09038 1.27582 0.33729 0.00220 1.67771 0.47740 1.00000 3423
1.32128 -1.08632 0.12364 -1.61053 0.56765 0.03233 0.89859 1.00000 7723
0.87338 2.05156 -1.78407 1.40545 -0.56326 0.03233 0.89859 1.00000 4385
1.46379 -1.87079 -0.19746 -0.54237 1.13311 0.03233 1.74097 1.00000 190
-1.08109 1.26709 -0.82077 0.33729 -0.56326 0.03233 -1.20737 1.00000 3786
1.26020 0.09038 -0.74522 -0.66804 -0.56326 0.03233 0.47740 1.00000 9167
1.05661 0.09038 -0.10302 0.08596 1.13311 0.03233 0.47740 1.00000 7711
-1.02001 0.48262 0.42585 -0.79370 -2.25962 0.03233 -1.62856 1.00000 1834
-0.28709 1.26709 -1.87851 0.27446 -0.56326 0.03233 -0.78618 1.00000 7316
-1.28468 0.48262 -1.31186 0.21163 0.00220 0.03233 0.47740 1.00000 6984
0.79194 0.09038 0.31252 1.34262 0.56765 0.03233 0.47740 1.00000 5825
0.01830 2.44379 -1.46297 0.21163 -0.56326 0.03233 -0.78618 1.00000 3122
-0.79606 -0.30185 0.12364 0.65146 1.13311 -1.61305 -0.36499 1.00000 7177
0.46620 0.09038 0.74695 -0.66804 0.56765 0.03233 1.74097 1.00000 1627
-0.55175 0.87485 0.91694 -0.03971 -1.12871 -1.61305 -1.20737 1.00000 1491
1.44343 -1.08632 0.16142 -1.29636 1.69856 0.03233 0.89859 1.00000 4379
0.40512 1.26709 0.02920 -0.16537 0.56765 0.03233 0.47740 1.00000 3233
1.32128 -0.30185 1.20027 -0.35387 0.56765 0.03233 0.89859 1.00000 7084
1.85062 1.26709 0.02920 -1.73620 -1.12871 3.32310 0.47740 1.00000 3264
0.77158 1.26709 0.06697 -2.11319 1.13311 0.03233 2.16216 1.00000 7317
0.89374 0.48262 1.14360 -1.48486 -0.56326 0.03233 0.47740 1.00000 4490
0.12009 0.09038 -1.31186 0.58862 0.00220 0.03233 -0.36499 1.00000 4339
-0.97930 1.26709 0.61473 -1.04503 -0.56326 0.03233 -0.78618 1.00000 2060
-0.55175 0.09038 0.44474 0.14879 -0.56326 0.03233 -0.36499 1.00000 2146
0.73087 0.87485 -0.27301 -0.22820 1.13311 0.03233 1.31978 1.00000 6439
-0.71463 -1.08632 1.20027 0.27446 0.56765 0.03233 -0.78618 1.00000 2407
-0.59247 -0.69409 1.67247 0.58862 1.13311 -3.25844 -0.36499 1.00000 5193
-0.83678 1.26709 1.21915 2.09661 -1.69417 0.03233 -2.89213 1.00000 1377
-0.12421 0.48262 0.74695 0.27446 -1.12871 0.03233 -2.04975 1.00000 2676
-0.51104 -1.08632 -0.76411 0.33729 -1.12871 0.03233 -0.36499 1.00000 2881
-0.59247 -0.30185 0.55807 0.77712 0.00220 0.03233 0.47740 1.00000 6920
0.54763 0.09038 0.89806 -1.86186 1.13311 0.03233 0.47740 1.00000 5863
-0.97930 -2.26303 0.89806 0.83996 0.56765 0.03233 0.47740 1.00000 5799
-0.93858 -1.47856 -1.29298 -0.29104 0.56765 0.03233 -0.36499 1.00000 7150
-0.12421 0.48262 -1.00965 0.21163 -0.56326 0.03233 -0.36499 1.00000 7211
-0.59247 0.48262 -0.42412 1.59395 -1.12871 0.03233 -0.78618 1.00000 3174
-0.65355 -0.69409 -0.93410 1.21695 -1.12871 0.03233 -0.78618 1.00000 6902
1.17877 0.48262 -0.19746 -0.41670 1.13311 0.03233 0.89859 1.00000 278
1.07697 0.09038 0.99250 -1.61053 -0.56326 0.03233 0.47740 1.00000 3772
-0.71463 -0.30185 -0.61300 0.83996 -0.56326 0.03233 -0.78618 1.00000 6790
0.52728 0.87485 -0.42412 -0.60520 0.56765 0.03233 1.31978 1.00000 2623
0.87338 0.87485 2.37133 0.40013 -1.69417 3.32310 -0.36499 1.00000 522
-1.06073 0.09038 0.16142 -0.73087 -1.12871 0.03233 -0.78618 1.00000 1850
0.22189 0.87485 -0.00858 0.14879 -1.69417 -1.61305 -1.20737 1.00000 6948
-0.81642 1.26709 -1.36853 0.14879 0.56765 -3.25844 -0.36499 1.00000 5126
-0.30745 -1.08632 1.06805 1.59395 -1.12871 0.03233 -0.78618 1.00000 4800
0.36440 0.48262 0.10475 2.15945 1.13311 0.03233 0.89859 1.00000 3680
0.30333 0.48262 -1.10409 0.08596 0.00220 0.03233 -0.36499 1.00000 6199
-0.57211 -0.30185 0.25586 1.09129 -1.69417 -1.61305 -0.78618 1.00000 5951
-0.87750 0.48262 -0.40523 -0.60520 -0.56326 0.03233 -0.36499 1.00000 115
0.77158 -1.87079 -0.97188 0.14879 0.00220 0.03233 -0.36499 1.00000 3644
0.20153 0.09038 -1.14187 -1.35920 -1.12871 3.32310 -0.78618 1.00000 1703
0.97518 -3.04750 -0.63189 0.96562 2.26402 1.67771 0.47740 1.00000 7670
-0.69427 1.65932 2.05024 -0.10254 -0.56326 0.03233 0.47740 1.00000 2633
0.79194 0.09038 -0.80188 0.58862 1.69856 0.03233 1.74097 1.00000 326
-1.59007 -1.08632 0.40696 0.02313 1.69856 -1.61305 -1.62856 1.00000 1285
-1.79366 0.87485 0.19919 2.47361 -0.56326 0.03233 -1.20737 1.00000 5061
0.60871 -1.08632 -0.49967 -0.79370 1.69856 -1.61305 0.89859 1.00000 168
-0.83678 0.09038 0.04809 0.02313 0.00220 0.03233 -0.36499 1.00000 2156
-0.65355 0.09038 -1.55741 0.14879 -0.56326 0.03233 -1.20737 1.00000 9515
-0.24637 -0.69409 1.37026 0.27446 -1.69417 0.03233 -0.78618 1.00000 1165
1.54523 0.09038 0.48252 0.27446 -0.56326 0.03233 0.47740 1.00000 4551
-0.63319 0.09038 -0.06524 -0.16537 -0.56326 0.03233 -0.36499 1.00000 1868
-0.89786 -1.87079 0.21808 0.14879 0.00220 0.03233 -0.36499 1.00000 1949
-0.18529 0.87485 -0.68855 0.71429 -2.82508 0.03233 -1.62856 1.00000 8152
-0.30745 0.48262 0.19919 0.90279 -4.52144 1.67771 -1.20737 1.00000 8270
1.87097 0.48262 0.57696 -0.47954 0.56765 0.03233 0.47740 1.00000 1978
0.69015 -0.69409 0.16142 1.34262 0.56765 0.03233 0.89859 1.00000 826
0.89374 -0.30185 -0.10302 0.40013 0.56765 0.03233 0.47740 1.00000 9176
-0.71463 0.87485 0.59584 -1.98753 -0.56326 0.03233 -0.78618 1.00000 4291
-1.12181 -0.69409 -0.53745 -0.03971 0.00220 0.03233 -0.36499 1.00000 1000
0.12009 -0.69409 0.74695 -0.54237 0.56765 1.67771 0.47740 1.00000 4040
1.91169 0.48262 -0.10302 1.21695 0.00220 1.67771 1.31978 1.00000 2441
-0.08350 -1.08632 -1.48186 1.46829 0.56765 0.03233 0.47740 1.00000 6112
1.50451 1.26709 0.50140 0.33729 -0.56326 0.03233 0.89859 1.00000 9047
0.50692 1.65932 -1.65185 0.14879 -1.12871 1.67771 -0.36499 1.00000 5199
0.38476 1.26709 -1.38742 1.02845 -1.12871 0.03233 -0.36499 1.00000 8997
-0.32781 0.48262 0.95472 0.71429 -1.12871 -1.61305 -1.20737 1.00000 7162
-0.83678 0.09038 -0.93410 -0.73087 0.00220 0.03233 -1.62856 1.00000 8177
-0.67391 0.48262 1.33248 -0.16537 -1.12871 0.03233 -1.20737 1.00000 1183
-0.06314 0.48262 1.04916 1.71962 -0.56326 0.03233 0.47740 1.00000 1683
0.52728 -0.30185 0.65251 -0.35387 1.13311 0.03233 0.47740 1.00000 5942
-0.26673 -0.69409 -2.18072 0.02313 0.56765 -1.61305 -0.36499 1.00000 4793
-0.04278 -0.30185 -0.78299 1.27979 1.69856 0.03233 1.74097 1.00000 1812
0.34404 -0.30185 -0.97188 0.21163 0.56765 1.67771 0.47740 1.00000 7337
0.99553 -1.47856 -0.21635 1.84528 1.13311 0.03233 0.47740 1.00000 249
-0.00206 -0.69409 -1.16076 0.33729 -0.56326 0.03233 -0.78618 1.00000 6134
-0.83678 -0.30185 1.27582 0.21163 -0.56326 0.03233 -0.36499 1.00000 7547
0.54763 0.09038 0.16142 -1.17070 1.13311 0.03233 2.58335 1.00000 1361
-0.36852 0.48262 -0.57522 -0.98220 -1.12871 0.03233 -0.78618 1.00000 1666
-0.18529 -2.26303 -1.84073 -0.66804 1.69856 0.03233 1.31978 1.00000 877
2.03385 0.48262 1.06805 -0.41670 0.56765 1.67771 0.47740 1.00000 9069
0.46620 -0.30185 0.69029 0.71429 1.13311 0.03233 1.74097 1.00000 4036
-0.77570 0.48262 -0.55634 0.02313 -0.56326 0.03233 -0.78618 1.00000 5552
1.40272 -1.47856 0.76584 -1.48486 1.69856 0.03233 1.74097 1.00000 285
-0.44996 -0.69409 1.48359 1.71962 -2.82508 0.03233 -0.36499 1.00000 1021
0.24225 -0.30185 0.97361 -0.60520 0.00220 0.03233 0.47740 1.00000 8733
-0.97930 -2.26303 -1.53852 0.21163 2.26402 0.03233 0.47740 1.00000 4355
-0.14457 0.09038 1.04916 -0.03971 -1.12871 0.03233 -3.31332 1.00000 1635
0.58835 -0.30185 0.38807 -0.85653 1.13311 0.03233 1.31978 1.00000 8992
-1.44755 2.05156 0.78473 1.40545 -1.12871 1.67771 -1.20737 1.00000 5070
0.12009 -0.69409 -0.48078 -2.17603 0.00220 -1.61305 -0.36499 1.00000 3288
-0.18529 -0.69409 2.56022 1.65678 0.00220 -3.25844 0.47740 1.00000 6970
0.62907 -1.08632 1.52137 0.58862 0.56765 0.03233 0.47740 1.00000 1456
1.21948 0.87485 -0.48078 0.08596 0.56765 0.03233 1.31978 1.00000 6932
0.46620 0.09038 0.78473 -0.54237 0.00220 0.03233 0.47740 1.00000 8660
0.54763 1.65932 -0.15968 -0.35387 0.00220 0.03233 0.47740 1.00000 3234
0.16081 -1.08632 -1.61407 1.15412 2.26402 0.03233 0.47740 1.00000 7804
-0.36852 -0.69409 -0.70744 -0.91937 0.00220 0.03233 -0.78618 1.00000 6183
-0.24637 0.87485 -1.16076 -0.79370 0.56765 0.03233 -0.36499 1.00000 6470
-0.30745 -0.69409 -0.68855 1.34262 -0.56326 0.03233 -0.36499 1.00000 2229
0.85302 1.26709 1.14360 0.77712 0.00220 0.03233 0.47740 1.00000 6218
-0.32781 -0.69409 -1.95406 -0.73087 0.00220 0.03233 -1.20737 1.00000 3182
1.66738 -1.87079 1.57803 0.90279 1.13311 0.03233 0.47740 1.00000 7381
1.32128 -0.69409 -0.25412 0.90279 0.00220 0.03233 0.89859 1.00000 4322
1.28056 -0.69409 0.61473 -0.16537 1.13311 0.03233 0.47740 1.00000 987
-0.10386 -0.30185 0.76584 -1.04503 0.56765 1.67771 0.89859 1.00000 7610
0.32369 -1.08632 -0.76411 -0.66804 -0.56326 0.03233 -0.36499 1.00000 4142
1.40272 -0.69409 -0.04635 -0.73087 0.00220 0.03233 0.89859 1.00000 1480
-0.55175 0.48262 1.35137 1.34262 0.56765 -3.25844 -0.78618 1.00000 913
-1.73258 0.09038 -1.53852 -0.91937 0.00220 0.03233 -1.20737 1.00000 1054
-0.28709 -1.08632 0.70917 -0.16537 -0.56326 0.03233 -0.36499 1.00000 3957
-1.30504 -1.08632 0.23697 -1.42203 0.00220 0.03233 -1.20737 1.00000 2467
0.20153 -0.30185 -1.51963 -0.91937 0.56765 0.03233 -0.36499 1.00000 1588
0.73087 -0.30185 0.87917 -0.54237 0.56765 0.03233 0.47740 1.00000 3850
-0.49068 -0.69409 -0.80188 -0.35387 0.00220 0.03233 -0.36499 1.00000 1726
-0.30745 0.87485 -0.68855 0.71429 -2.25962 0.03233 -2.47094 1.00000 177
0.48656 -0.30185 -1.25520 0.08596 0.00220 0.03233 0.89859 1.00000 7861
-0.63319 0.09038 0.97361 -0.66804 -1.69417 0.03233 -1.62856 1.00000 4696
-0.85714 -1.47856 -0.72633 2.85061 -1.12871 0.03233 -0.36499 1.00000 7106
0.89374 2.05156 -0.27301 -0.03971 0.00220 0.03233 0.47740 1.00000 963
-1.14217 -1.47856 1.23804 0.40013 -1.12871 1.67771 -1.20737 1.00000 8681
0.42548 0.09038 -1.91629 0.02313 -0.56326 1.67771 -0.36499 1.00000 6092
-0.18529 0.09038 -1.25520 -0.22820 -0.56326 3.32310 -0.36499 1.00000 1734
-1.50863 -0.30185 -0.66966 0.71429 -1.12871 1.67771 -0.78618 1.00000 4776
1.28056 -0.30185 -0.63189 -0.54237 1.13311 0.03233 0.89859 1.00000 1265
0.71051 0.87485 -2.31294 0.40013 1.69856 1.67771 1.31978 1.00000 7369
-1.16253 -0.69409 -1.29298 1.53112 0.00220 -1.61305 -0.78618 1.00000 8146
-1.54935 -1.87079 -2.38849 -0.41670 0.56765 -1.61305 -0.36499 1.00000 8598
1.80990 0.87485 -0.19746 0.02313 -0.56326 0.03233 0.89859 1.00000 9051
1.48415 -0.30185 0.16142 0.08596 1.13311 0.03233 1.31978 1.00000 8309
-0.08350 -0.30185 0.57696 -0.60520 1.13311 0.03233 0.89859 1.00000 8048
1.38236 0.87485 0.72806 0.77712 -0.56326 1.67771 0.47740 1.00000 7278
-1.06073 0.09038 -0.27301 -1.86186 0.56765 0.03233 -0.36499 1.00000 8168
1.46379 -0.69409 -0.14080 -2.05036 0.56765 0.03233 0.89859 1.00000 3771
-1.61043 -0.69409 -0.95299 0.96562 0.56765 -3.25844 0.47740 1.00000 6130
1.32128 1.26709 0.33141 -0.35387 0.00220 1.67771 0.47740 1.00000 8662
-1.08109 0.87485 -1.10409 -1.35920 -1.69417 1.67771 -1.62856 1.00000 5490
0.01830 -1.47856 2.29578 -0.22820 1.13311 -1.61305 0.47740 1.00000 544
0.28297 0.09038 -0.89632 -0.73087 0.00220 0.03233 0.47740 1.00000 5878
1.48415 -0.30185 -0.78299 0.27446 0.00220 0.03233 -0.36499 1.00000 6193
-0.77570 0.09038 0.44474 -0.79370 -1.12871 0.03233 -0.36499 1.00000 1647
-1.34576 -0.30185 1.12471 -1.35920 -0.56326 0.03233 -0.36499 1.00000 897
1.40272 -1.08632 0.50140 -0.03971 2.26402 0.03233 2.16216 1.00000 8126
-0.75535 0.48262 0.53918 1.15412 -1.12871 0.03233 -1.20737 1.00000 5572
-1.10145 -1.08632 0.89806 0.46296 0.00220 0.03233 0.47740 1.00000 4639
-0.22601 -0.69409 -1.02854 1.40545 1.13311 0.03233 0.89859 1.00000 5256
0.69015 -0.69409 -0.44301 -0.29104 1.13311 0.03233 0.89859 1.00000 6659
-0.22601 -0.30185 -1.12298 -0.66804 -0.56326 0.03233 -0.78618 1.00000 806
-1.34576 -1.87079 0.25586 -0.41670 2.26402 -3.25844 -0.36499 1.00000 2716
0.18117 -0.30185 -1.80296 0.27446 -0.56326 0.03233 -0.36499 1.00000 5727
1.64702 -0.69409 0.42585 -0.85653 0.56765 0.03233 0.89859 1.00000 2851
1.23984 -0.69409 0.23697 -1.67336 0.56765 3.32310 0.47740 1.00000 1831
0.95482 -0.69409 0.63362 1.46829 1.13311 -1.61305 0.47740 1.00000 1520
-0.51104 0.09038 1.23804 -1.61053 -0.56326 0.03233 0.89859 1.00000 5164
1.48415 0.87485 1.86135 -2.49019 -0.56326 1.67771 0.89859 1.00000 9468
-1.44755 1.65932 -0.19746 2.34795 -0.56326 0.03233 -0.36499 1.00000 3057
-0.53140 -0.30185 1.40804 -0.29104 0.00220 0.03233 -1.20737 1.00000 6089
1.34164 0.87485 0.23697 0.58862 1.69856 -1.61305 0.47740 1.00000 3074
0.56799 0.48262 1.76691 -1.67336 0.00220 0.03233 0.89859 1.00000 5923
0.62907 -0.30185 -0.06524 0.02313 0.56765 0.03233 0.47740 1.00000 3191
0.52728 -0.30185 -1.48186 0.46296 0.56765 0.03233 -0.36499 1.00000 612
0.66979 -0.30185 1.91802 -0.35387 0.00220 0.03233 0.47740 1.00000 977
-0.65355 0.09038 -0.40523 1.02845 -0.56326 0.03233 -1.20737 1.00000 1817
0.34404 -0.30185 1.08694 0.71429 0.00220 0.03233 0.47740 1.00000 5549
-1.06073 0.87485 -0.65078 -1.54770 -1.12871 1.67771 -1.62856 1.00000 7584
1.38236 0.48262 0.76584 -0.16537 0.56765 0.03233 0.89859 1.00000 2105
-1.73258 -0.30185 -0.83966 2.53645 0.00220 0.03233 -0.36499 1.00000 3130
0.16081 0.87485 -0.93410 0.08596 0.00220 0.03233 -0.36499 1.00000 6828
1.32128 -1.08632 1.82358 0.02313 0.00220 0.03233 0.89859 1.00000 7249
1.78954 0.09038 0.57696 0.08596 1.13311 0.03233 0.47740 1.00000 473
-1.14217 1.26709 -0.49967 0.96562 -0.56326 1.67771 -0.78618 1.00000 3479
-0.99965 0.09038 -1.06632 0.52579 0.56765 -1.61305 -0.36499 1.00000 1389
-1.54935 2.44379 0.10475 1.46829 -1.69417 0.03233 -0.78618 1.00000 672
-0.16493 1.65932 -1.84073 2.53645 -0.56326 0.03233 -0.36499 1.00000 7363
1.19913 -0.30185 0.78473 0.90279 0.56765 0.03233 0.89859 1.00000 1056
1.46379 0.09038 0.14253 -0.91937 0.56765 0.03233 0.89859 1.00000 2082
-0.34816 0.48262 0.36919 0.52579 -1.69417 -1.61305 -1.20737 1.00000 7873
1.85062 0.09038 0.74695 0.71429 0.00220 0.03233 0.47740 1.00000 9301
0.50692 0.48262 -0.85855 0.21163 -1.12871 0.03233 -0.78618 1.00000 2373
0.87338 -0.30185 -1.34964 0.77712 -0.56326 0.03233 -0.36499 1.00000 8229
0.87338 0.48262 2.01246 -0.35387 -0.56326 3.32310 0.47740 1.00000 6913
1.01589 -0.30185 -0.40523 -0.54237 0.56765 0.03233 0.47740 1.00000 6241
0.44584 -0.30185 0.55807 -0.79370 1.13311 0.03233 2.16216 1.00000 1384
