Hydroelectric Nuclear Coal Fuel Gas Special Y outlier number
-0.77533 0.72774 1.27460 1.68361 0.99692 0.00407 1.69237 1.00000 160
-0.98291 0.40009 0.73696 1.30173 0.81483 0.23144 1.70141 1.00000 203
-0.64480 1.11830 0.68946 0.00854 0.67408 0.59316 -0.00366 1.00000 242
-0.90723 -1.41763 1.20070 0.42744 1.57191 0.88564 1.14808 1.00000 233
0.29872 1.22709 -0.76521 -0.50512 -0.71274 1.75480 -0.58821 1.00000 291
-0.13179 -0.84407 -0.54635 -0.71039 -0.84901 -0.23983 -0.98954 1.00000 81
-0.79721 -1.94127 1.14664 1.08530 1.98480 1.10371 1.38870 1.00000 341
2.11400 0.66995 -1.62177 -0.37750 -0.60964 -1.64744 -1.13083 1.00000 5
1.15396 1.12921 -0.93981 -0.55801 -0.84605 0.73113 -0.72845 1.00000 278
1.22382 0.99501 -1.99417 -0.75925 -1.59511 1.13936 -1.13253 1.00000 274
0.32387 -0.38604 0.64879 -0.57981 -0.71125 -0.62997 -0.48167 1.00000 80
0.83299 0.91670 -0.05088 -0.21184 -0.45857 0.75129 -0.48383 1.00000 358
1.93053 1.10312 -0.31963 0.45275 -0.45216 -1.40922 -0.71967 1.00000 8
-0.67114 0.57477 0.31436 0.55318 1.42621 -0.18092 0.07636 1.00000 142
-1.35957 0.58123 0.17631 -0.74924 0.26823 -0.31579 -0.51263 1.00000 156
0.44958 -0.18011 -2.14081 -1.12867 -1.62958 -0.08791 -1.17388 1.00000 100
-0.43731 0.73168 0.37437 1.72166 1.64636 0.02319 1.98179 1.00000 164
0.20641 -1.10195 -2.76140 -1.12867 -1.34901 -1.45986 -1.32577 1.00000 98
-0.49164 -1.75265 0.80477 0.56884 1.11910 1.37913 1.95084 1.00000 348
-1.32720 -0.88241 0.62752 -0.24798 0.94972 0.41747 1.09317 1.00000 204
1.55279 0.93424 -1.17728 -0.46135 -0.50279 -1.40302 -0.84068 1.00000 48
0.51385 -0.42843 0.54049 -0.75779 -0.70837 -0.03882 -0.78584 1.00000 72
-0.67264 0.39514 0.55462 0.63300 0.60248 -0.40519 0.53129 1.00000 329
0.93963 -0.81315 -0.04764 -0.66826 -0.56136 -1.21027 -0.46955 1.00000 56
1.59641 0.64200 -0.72857 -0.08301 -0.71641 -0.74986 -1.47330 1.00000 303
-0.37886 -0.69362 0.69376 1.25461 0.67656 -0.53902 0.53546 1.00000 137
-0.07111 1.10655 0.76554 -0.45436 0.87732 0.95902 -0.13168 1.00000 254
-0.73562 -1.73944 0.44285 1.87133 0.54635 -0.06982 1.27999 1.00000 126
-0.53422 -2.31451 0.78558 1.22540 1.16939 1.44837 1.11749 1.00000 216
-0.07139 -1.73370 0.67710 1.73536 0.62827 -0.33543 1.41673 1.00000 325
-0.43661 -2.16508 0.28443 2.47433 1.42512 -0.22329 1.67385 1.00000 323
-1.32063 0.92136 0.92198 0.41538 1.00010 0.43504 0.61670 1.00000 193
0.12626 -0.11326 -1.60638 -1.12722 -1.54694 -0.09049 -1.19587 1.00000 315
0.58756 0.98366 -1.53378 -0.76593 -1.58086 2.17647 -1.34653 1.00000 284
-1.11157 0.67922 0.73534 -0.73831 -0.34307 -0.67751 -0.50351 1.00000 150
0.45872 0.82809 -0.21595 -1.12867 -1.36508 -0.72350 -0.93654 1.00000 302
-1.24349 0.11668 0.72390 1.06066 1.10740 0.31257 0.95083 1.00000 191
1.32898 -1.00199 -1.32101 -0.79079 -1.15081 -1.28985 -1.15218 1.00000 54
0.36055 1.22422 1.11333 -0.02515 0.52290 -0.67183 0.36576 1.00000 42
-0.72769 0.35528 0.70506 1.50693 0.85800 -0.08739 1.21901 1.00000 157
-0.50006 0.86869 0.38084 -0.19886 0.24476 0.74664 -0.31526 1.00000 243
-1.27652 -1.56274 1.17969 0.30898 1.70108 1.46078 0.70712 1.00000 225
1.02801 1.04398 -1.07433 -0.39281 -0.61581 2.39970 -1.20070 1.00000 285
-1.16656 0.44062 0.91292 0.90536 1.41715 0.28105 0.82229 1.00000 197
2.09950 1.34133 -3.43536 -0.86791 -1.66549 -1.80763 -1.51869 1.00000 3
-0.07489 1.03442 0.47922 -0.63353 0.22062 1.22101 0.14743 1.00000 253
-0.94475 0.40594 1.16465 1.50155 1.37636 0.71356 1.26098 1.00000 333
-1.28674 0.81426 0.51121 -0.33540 0.00701 0.01234 1.15240 1.00000 187
-0.47810 0.29310 0.76671 1.46578 0.97897 0.41489 0.38370 1.00000 152
-0.39561 1.21804 -0.18946 -0.63172 -0.95518 0.58851 -0.50015 1.00000 263
-0.98054 0.59703 0.68264 2.70526 1.25766 -0.16903 1.74388 1.00000 184
-1.20637 0.95077 0.90683 -0.06145 1.18656 0.30689 1.03656 1.00000 199
-0.97090 -1.05321 0.56062 0.82912 1.59219 1.29025 1.26711 1.00000 221
-1.03320 0.61069 1.24079 2.43493 1.22868 0.80968 1.77673 1.00000 179
-0.55110 -0.06812 0.91836 1.00118 0.30203 -0.51784 0.73489 1.00000 146
1.54367 0.26392 -0.17001 0.24326 -0.61467 -0.57365 -0.01488 1.00000 26
-1.21526 -1.76344 1.10706 1.53876 1.55977 1.15900 1.07475 1.00000 346
-0.71373 -1.78289 1.01215 0.97629 1.38840 1.40807 1.20502 1.00000 232
-1.00227 0.49909 0.74629 1.52652 0.92754 -0.30029 1.38105 1.00000 169
