Input1 Input2 Input3 Input4 Input5 Y outlier number
1.17071 0.91804 1.46753 0.77868 1.76437 1.91566 1.00000 755
-1.28235 -0.78323 0.45524 -0.98525 -1.39329 -1.90804 1.00000 818
-1.05548 0.16885 -0.10749 1.24443 1.22472 0.29324 1.00000 454
-0.68436 -1.68458 -1.18892 -0.07956 0.94037 -0.73046 1.00000 249
-0.98600 -1.43894 1.19369 1.64443 -1.12143 -0.05511 1.00000 571
1.41249 0.58647 -0.57375 -1.13055 0.27329 0.02862 1.00000 886
0.68760 -0.62444 0.82767 0.73502 -1.27216 0.36827 1.00000 25
-0.13288 1.15010 -0.21339 -0.71267 1.16125 0.02160 1.00000 179
1.36985 1.06410 -0.57402 -0.36732 0.53012 0.33537 1.00000 157
1.18675 0.36001 1.61886 0.39247 -1.26266 1.10559 1.00000 50
1.42177 -1.13503 0.55174 -1.71887 0.59977 -1.31925 1.00000 1056
0.51202 0.39781 -1.66096 -0.49304 1.04436 1.29722 1.00000 1188
1.01515 -0.74596 -1.20167 -1.08950 -1.21932 -0.68427 1.00000 523
-1.64336 0.69133 1.20049 -0.60861 -0.87253 -1.27481 1.00000 516
-0.24639 -0.07974 -0.88607 1.18171 1.04449 0.99569 1.00000 1103
1.52898 0.07021 1.28646 -1.29836 -0.85520 0.30146 1.00000 340
0.79361 -0.85637 0.38590 0.98129 -0.17042 0.35345 1.00000 1100
0.76039 -0.59549 -0.77558 -0.09483 -1.32106 -0.41408 1.00000 556
-0.59658 1.13551 -0.46601 1.64880 -0.43497 0.97736 1.00000 1083
-1.31751 1.03016 -0.33425 -1.24808 0.26516 -1.36905 1.00000 970
0.49984 1.03513 0.88320 1.15517 0.78834 1.45892 1.00000 372
-0.01089 -0.31340 -1.29293 -0.64229 -0.84398 -0.27095 1.00000 352
-1.70492 0.97955 -0.35402 1.24076 0.33514 -0.40696 1.00000 1143
0.20793 0.62091 0.67134 0.19029 1.33772 1.18294 1.00000 170
0.86266 0.10110 1.68910 0.44462 0.59192 2.00170 1.00000 892
1.67168 -0.76129 1.43747 -1.33503 1.46912 0.24666 1.00000 810
-0.50748 -0.21255 -1.47855 0.93844 1.35470 1.06292 1.00000 798
-0.13988 1.12171 0.10719 -1.25858 -0.81824 -0.02839 1.00000 922
-0.13597 -1.66708 0.43661 -1.20219 0.47560 -1.66546 1.00000 1087
0.59090 -1.67968 -0.69928 0.82173 -1.23233 -1.38075 1.00000 410
0.69691 1.47820 -1.57097 0.32799 -1.16954 1.32135 1.00000 423
-1.56065 -1.55818 1.09116 -1.74658 -0.64024 -2.62641 1.00000 115
0.38072 -0.23123 -1.03157 0.11493 0.16258 0.40980 1.00000 525
1.46481 -1.18345 1.58794 0.24790 0.54846 0.53769 1.00000 1185
1.06225 1.25198 -0.40482 -1.03566 -0.30790 -0.47601 1.00000 409
-1.69551 0.68329 0.60197 -1.64685 0.60274 -1.80064 1.00000 41
-1.63209 1.41272 -1.22451 -1.25569 -0.59192 -1.57341 1.00000 227
-1.27385 0.18073 0.82983 1.28126 0.49471 0.15369 1.00000 621
-0.13798 -0.84518 1.36171 -0.37283 -0.76276 -0.49494 1.00000 852
0.88108 -1.09171 0.44886 -1.55308 -0.48951 -1.36813 1.00000 876
1.50450 0.28911 -0.31722 0.52950 0.19989 1.00233 1.00000 114
-0.77988 -1.51935 1.20942 0.91233 1.79127 0.17681 1.00000 349
-1.45735 -0.95165 0.71267 -0.91473 1.43382 -1.37393 1.00000 686
-1.33292 0.88787 1.39110 -1.46064 -0.52448 -0.91625 1.00000 141
-0.80525 0.21159 0.93366 0.07251 -1.17877 0.14534 1.00000 1094
0.20185 -0.63974 0.37991 0.74153 -0.67988 -0.00349 1.00000 775
0.05178 0.00021 1.41864 -0.03135 -0.69822 0.60179 1.00000 279
-0.51248 -1.26079 1.07340 -0.21179 0.83831 -0.52917 1.00000 704
-0.20588 -0.89623 0.39899 -1.61986 1.73952 -1.05827 1.00000 948
-1.16385 1.32412 0.08896 -0.92987 0.55211 -0.60825 1.00000 831
-0.11787 0.75498 -0.03691 1.11308 -0.88411 0.98926 1.00000 693
0.30700 0.87970 -0.63080 0.81035 -0.44968 1.02998 1.00000 719
0.16061 -0.07489 -0.90300 0.47115 0.80083 0.92577 1.00000 226
-1.22903 0.46254 0.98827 -1.69936 -1.42784 -1.47097 1.00000 377
-1.55755 1.36420 -1.22332 0.07287 -1.16720 -0.87829 1.00000 215
1.31419 0.90678 -0.17211 1.21562 -0.23584 0.87280 1.00000 1061
-1.66274 -0.62566 -0.94551 0.36070 -0.07000 -0.54625 1.00000 743
0.60648 0.08425 -0.42872 -1.26141 -0.49675 -0.39124 1.00000 267
0.06042 -1.08307 0.23601 1.66145 0.68379 0.40110 1.00000 543
0.94841 0.21115 -0.02528 1.56125 -1.58134 0.99301 1.00000 795
0.55489 -1.38145 0.72172 -1.68335 0.99806 -1.49780 1.00000 816
-1.63598 1.03370 0.43246 -0.48486 0.47849 -1.60681 1.00000 246
-0.24017 -0.87667 -1.57610 -1.76972 0.83487 -0.82535 1.00000 578
0.39900 0.54520 -0.85523 0.57609 0.36948 1.40945 1.00000 482
0.12562 -0.03466 -0.61431 0.61612 -0.71894 0.70000 1.00000 1176
0.89172 0.27764 -0.55948 1.12144 0.32799 1.14508 1.00000 660
0.74636 -0.95321 -1.02567 -0.58006 1.52179 0.25535 1.00000 973
1.19997 -0.33579 0.07852 0.09511 -0.97160 -0.01250 1.00000 833
1.11992 0.53862 -0.78506 -0.07466 -0.27364 0.52372 1.00000 1192
0.79859 -0.09428 -0.65954 1.32382 -0.30255 0.88286 1.00000 159
-0.28651 1.21129 1.69588 1.55584 1.56647 2.54960 1.00000 974
-1.65536 -0.25056 -0.25241 -1.09602 1.63139 -1.41774 1.00000 838
-0.52902 1.32302 -0.50878 -1.11401 0.88228 -0.08402 1.00000 471
-0.58343 -0.34897 0.03144 -0.13765 0.53714 -0.30916 1.00000 280
-0.99673 -0.29658 0.56429 0.88978 -1.57213 -0.65353 1.00000 772
-0.61041 -0.68579 0.85849 -0.13347 -0.69785 -0.49528 1.00000 288
-0.15752 -0.23216 0.06460 1.28979 -0.20702 0.43899 1.00000 233
0.82245 0.53469 1.50185 -0.26199 0.41385 1.14186 1.00000 1051
-0.34146 1.07641 1.24713 -1.34891 -1.19990 -0.02584 1.00000 5
-1.11642 -0.29525 -0.05154 -1.19210 1.08381 -1.36035 1.00000 979
-0.06347 -1.08443 0.46614 -0.86588 -0.95756 -1.52149 1.00000 295
0.12017 1.44628 1.57588 -0.91672 -0.54582 0.62584 1.00000 1011
0.01127 0.78930 0.03697 -1.10608 1.37061 0.28745 1.00000 1074
1.63465 -0.05626 1.71526 -1.33196 -0.10128 1.07753 1.00000 998
-0.39170 -0.76233 1.46758 1.27142 -1.13568 0.24557 1.00000 151
-0.49329 1.63345 1.59617 -1.71734 1.58107 0.68350 1.00000 381
-1.66698 -0.99566 0.82952 -1.79959 -0.46783 -2.24531 1.00000 957
0.35143 0.79488 0.42101 0.91934 0.17340 1.34534 1.00000 168
0.75497 1.11170 0.58219 0.72736 0.99882 1.16033 1.00000 769
1.17396 -1.48465 1.60634 1.65843 -0.82733 0.76992 1.00000 1156
-0.88500 0.66391 0.88137 0.43484 -0.40180 0.15545 1.00000 841
1.31837 0.71054 -0.73598 -0.96132 1.36268 0.24927 1.00000 502
0.19084 1.18826 0.12045 1.48141 -0.95124 1.06940 1.00000 45
1.62278 0.16202 0.84567 1.61682 -1.29601 1.49825 1.00000 228
-0.63499 -1.45170 -1.59761 0.80987 -1.61270 -0.33263 1.00000 710
-1.20443 1.49112 -0.62587 0.88775 -0.34289 0.00368 1.00000 727
1.51274 -1.31533 -0.15805 1.29224 -0.78084 0.07777 1.00000 478
-0.26484 0.87970 -0.58846 -0.74960 0.94036 0.15969 1.00000 198
-0.10080 0.00216 0.18523 -0.42471 -0.07798 -0.46069 1.00000 968
0.09015 -1.26329 0.40811 -1.71925 0.33308 -1.70572 1.00000 587
-0.42598 -0.62751 1.33672 -0.96730 -1.13532 -0.91164 1.00000 538
-1.46133 1.19170 -0.10861 0.59382 -1.47671 -1.05174 1.00000 81
0.43598 -0.57872 0.51925 -0.02073 1.54952 0.44238 1.00000 1181
0.05770 -0.29575 -1.52567 0.32463 1.04628 1.13176 1.00000 283
-0.14431 -1.08180 -0.95448 -1.54711 -1.69615 -1.77398 1.00000 645
-1.12494 -1.48982 -1.53421 -0.79955 -0.49471 -0.81385 1.00000 1040
-1.13133 1.00848 1.29823 0.43810 -0.02965 0.46432 1.00000 396
0.55136 -1.65425 0.53411 1.04081 0.23649 -0.60457 1.00000 733
0.11671 -1.66332 -0.00052 -0.23582 0.52938 -1.48561 1.00000 455
-1.51386 0.83026 0.68150 0.00481 -0.93142 -1.02769 1.00000 937
-0.96160 1.07569 0.94523 -0.09778 1.45712 0.25990 1.00000 355
1.29038 0.82512 1.18952 -1.45666 -0.14333 -0.30002 1.00000 94
1.57027 0.02272 1.26680 -1.26570 -0.31982 0.52195 1.00000 718
0.99582 -1.57914 -0.54306 0.28059 1.43499 -0.82890 1.00000 195
-1.05882 1.65916 -1.29464 -0.17745 0.22218 -0.04536 1.00000 117
0.78449 -1.13510 -0.18193 1.39198 0.48374 0.38012 1.00000 272
1.21480 0.87687 -1.16819 0.03337 1.51157 1.15359 1.00000 347
0.17955 0.33049 1.08021 1.13403 0.84294 1.49111 1.00000 300
1.02519 1.61435 1.16648 -0.06771 1.20280 0.65925 1.00000 776
-0.06325 1.05676 -1.17794 0.87323 1.30981 1.59224 1.00000 560
0.99897 -1.57231 -1.53600 -1.11943 0.41221 -0.99462 1.00000 1167
-1.42809 1.12257 -1.62434 0.44226 -1.46733 -0.29595 1.00000 124
1.51663 -0.92754 -0.79324 -1.10218 0.91284 -0.62546 1.00000 104
1.39783 0.94284 -0.00825 -0.20112 0.02956 -0.25207 1.00000 512
0.37990 -1.43674 -1.08318 0.25066 -0.50010 -0.41117 1.00000 21
1.36346 0.20914 0.67110 1.30667 0.19459 1.80650 1.00000 981
-1.04905 1.43041 -1.11967 0.57561 -0.91965 0.37010 1.00000 634
1.16740 -0.55717 1.10683 0.41769 0.04000 0.83835 1.00000 1014
-0.53531 1.37572 -0.39587 0.64815 0.69642 0.48905 1.00000 528
-0.23973 0.05580 -0.66575 -0.99174 1.70990 -0.15897 1.00000 244
0.32483 0.78750 -0.62257 -1.17824 -0.09560 0.04842 1.00000 392
0.72210 1.34667 0.26120 0.68043 1.04942 1.02241 1.00000 301
-0.05066 0.89462 -0.48276 -0.77852 -1.62258 -0.13871 1.00000 414
0.99740 0.16948 -0.82185 0.75232 -0.26559 1.07592 1.00000 31
-1.20835 0.81671 0.26616 1.06751 -1.46984 -0.28127 1.00000 167
0.33459 0.34850 0.87334 0.93054 1.13457 1.36888 1.00000 820
1.45544 -0.40997 0.02505 -0.84283 0.25565 0.24250 1.00000 1027
1.67313 -0.22395 -1.00153 -1.52506 0.23664 0.34530 1.00000 462
-0.13904 -0.90210 0.60508 1.40177 1.61509 0.68187 1.00000 108
-1.40446 -0.53791 -0.41209 0.04840 1.33617 -0.66624 1.00000 173
0.49838 0.46073 0.20034 -0.35291 1.38088 0.68431 1.00000 154
-0.23299 0.97443 0.45179 -0.33603 1.71268 0.69374 1.00000 517
0.67093 0.63661 1.70187 -1.77993 -0.88718 0.31623 1.00000 103
-0.48837 -1.57974 0.43111 0.07937 -0.62201 -1.33124 1.00000 1043
-1.61732 -1.27185 1.38891 1.16365 -0.38044 -0.53332 1.00000 757
-1.02519 -1.35471 1.22141 1.38137 -1.68952 -0.52301 1.00000 594
-0.71030 1.31980 -1.53981 -0.60228 1.48481 1.26690 1.00000 550
0.42688 -0.59146 1.35792 0.36628 -1.61499 0.43402 1.00000 875
1.14669 -1.23167 1.20096 0.51263 -0.09279 0.41102 1.00000 456
-1.52488 -0.84269 -1.48619 -1.74444 -0.67989 -1.43031 1.00000 96
1.60149 0.71436 -0.68711 -0.41397 -0.14750 0.33368 1.00000 799
0.49508 -1.03569 -0.87065 0.87073 1.39861 0.39104 1.00000 463
1.37216 -0.29353 -0.20213 -0.47396 -1.67668 -0.28211 1.00000 837
0.65596 1.35726 -1.28298 0.51219 -0.89205 0.89736 1.00000 641
1.52387 1.39610 -1.10546 -1.30380 -1.57705 -1.26607 1.00000 373
-0.64564 0.49506 0.37002 0.23592 -0.97813 -0.00285 1.00000 486
1.14655 0.88451 -1.05698 -1.14234 0.59173 -0.04454 1.00000 1198
1.05339 0.14283 -0.43239 0.64980 -0.72607 0.73223 1.00000 529
0.30756 -0.46706 0.99268 0.25921 -0.99677 -0.22993 1.00000 860
0.64765 -1.13787 -0.11469 -0.53384 1.48067 -0.40754 1.00000 297
1.44682 0.90995 0.29203 -0.03275 -0.38753 -0.20363 1.00000 548
-0.18034 -0.92688 -1.13155 1.25670 -1.47425 0.00602 1.00000 1020
-0.70423 -0.90357 -0.20638 -0.81572 -0.94079 -1.49062 1.00000 597
-0.37854 1.30710 -0.27447 -0.42629 -1.51624 -0.17887 1.00000 1048
1.14155 -0.14373 0.49984 -0.95924 0.67826 -0.02651 1.00000 828
0.85298 1.25873 1.23231 1.50004 -1.01288 1.92405 1.00000 684
-1.42069 1.62419 -0.89398 -0.58166 -0.13631 -0.77371 1.00000 687
0.31402 1.07654 -0.93781 0.02640 -0.05473 1.19782 1.00000 573
-0.23784 1.38272 0.27142 1.06406 -0.17314 0.97105 1.00000 534
0.29558 -1.26637 0.79054 -1.76151 0.57260 -1.08261 1.00000 1158
-0.95904 -1.26209 -1.45366 0.51414 0.67118 0.15372 1.00000 1053
1.03585 -0.22122 -1.43147 1.13467 0.05288 1.65855 1.00000 72
-1.14845 1.34630 0.02292 -1.10968 1.14052 -0.77502 1.00000 22
0.25703 1.65576 -0.57641 0.31778 0.61557 1.10046 1.00000 565
-0.52733 0.70678 -0.22871 0.67148 1.13645 0.49101 1.00000 1131
-0.65570 1.36836 -1.22985 1.52378 -0.07795 1.70475 1.00000 842
0.19805 -0.15694 0.10605 1.38718 -0.91227 0.71991 1.00000 350
-1.62567 -0.80120 0.93294 -0.15012 1.17318 -0.62047 1.00000 435
1.16306 1.42276 -1.40333 1.59253 -0.58441 1.16697 1.00000 1000
0.83272 1.65412 0.33763 -0.58631 -0.07428 -0.03968 1.00000 867
-1.15471 1.67981 0.73880 0.50441 0.20856 -0.05632 1.00000 57
-1.28391 1.03906 -1.45813 1.44989 -0.85796 0.92397 1.00000 774
-1.04098 1.60498 1.14159 0.38361 -0.29822 -0.26576 1.00000 411
1.17072 1.09312 -1.51440 0.59734 1.47975 1.47152 1.00000 298
-0.56924 1.51967 0.63036 1.32377 -0.77796 0.76072 1.00000 731
1.46651 -1.66687 -0.86582 0.06955 1.42691 -0.23163 1.00000 730
0.96696 0.28060 1.28983 0.78088 -1.27207 1.00391 1.00000 278
-1.61456 1.66816 -1.33828 -1.16636 0.49726 -1.12178 1.00000 406
-0.85057 -1.46383 -1.64489 -1.35247 -0.92732 -1.73997 1.00000 248
-1.34714 -1.22097 0.72115 -0.35355 -1.49069 -1.80028 1.00000 1170
0.63228 -0.91884 -0.45501 -0.77157 -0.16020 -1.19800 1.00000 163
0.57799 -1.35671 -1.41965 -0.04242 -0.29672 -0.10893 1.00000 721
1.62684 -1.13093 -0.07344 1.03605 -0.73630 -0.05982 1.00000 929
0.06084 -0.39016 0.60031 -0.69534 -1.04926 -0.74897 1.00000 874
0.08692 1.34877 0.45863 1.31464 1.00229 1.94426 1.00000 1006
-0.60540 0.43490 -1.58272 -1.28334 -1.19789 -0.23251 1.00000 60
1.57740 1.34670 0.52996 -1.76857 1.66784 -1.03319 1.00000 404
-1.66393 1.42641 0.43861 1.31963 0.79339 0.05653 1.00000 676
1.41883 0.90693 1.28604 1.44371 1.77067 2.06486 1.00000 932
0.12713 1.06022 -1.28842 -1.22360 1.42322 1.02264 1.00000 616
1.05105 1.23647 0.42113 -1.45157 0.61507 -0.44941 1.00000 48
-0.56764 0.11542 -0.66297 -1.28235 1.50620 -0.35581 1.00000 1160
-1.59176 -1.20138 -0.98890 -1.59103 -0.20507 -1.41205 1.00000 1161
-1.51642 -0.27924 0.59398 -0.79605 -1.36865 -2.01422 1.00000 138
-0.44275 -0.37715 -1.06627 0.83494 -1.71669 -0.15220 1.00000 501
0.79966 0.10619 0.59014 -0.52917 1.60825 1.03106 1.00000 277
-0.33323 -0.52193 -0.00088 -0.23276 -1.04370 -0.82524 1.00000 276
0.52710 0.68746 0.61719 -0.48361 -1.42398 -0.04931 1.00000 782
0.82794 -0.61355 -1.17084 1.61791 -1.17402 1.36844 1.00000 348
-1.40179 1.61406 -1.63961 -1.25476 1.49171 -0.31982 1.00000 1023
-0.21380 0.41116 0.12527 0.49904 0.21884 0.40624 1.00000 51
-1.68195 -0.22389 -0.42653 -0.45022 -0.69454 -1.61177 1.00000 402
-0.40580 1.60387 0.41858 1.20939 -1.59057 0.68262 1.00000 1112
0.15020 0.78980 1.54718 0.06107 -0.88039 1.06736 1.00000 1121
0.34012 -0.30762 1.06471 0.69236 -1.43304 0.51178 1.00000 940
0.86672 -1.21867 -0.54458 -0.90424 -1.14448 -1.35322 1.00000 915
-1.27017 -1.40390 1.45543 -0.80378 0.18283 -0.86423 1.00000 683
-1.54051 0.35741 -0.06084 0.68323 0.41645 -0.33051 1.00000 98
-1.16654 -1.05567 0.34116 -0.43137 1.49159 -0.53458 1.00000 595
-0.76868 -1.50797 0.66871 -1.48835 -1.73046 -2.62541 1.00000 566
0.73762 -0.86205 -0.96448 0.24789 0.42048 0.33792 1.00000 551
0.41082 -0.26827 -0.63859 0.15984 1.43861 1.00013 1.00000 32
-1.42983 1.21822 1.65186 0.33117 -1.61872 0.18924 1.00000 759
-1.70838 1.40780 1.49262 -1.18066 0.82028 -0.92981 1.00000 792
1.54749 -0.33626 -1.17018 1.17396 -1.14338 1.41297 1.00000 374
-0.80338 1.38797 0.74909 1.61683 -1.23819 0.56333 1.00000 263
-1.50020 0.94361 0.68642 0.01601 -0.09818 -0.54607 1.00000 148
0.61970 -0.70863 1.19611 1.17319 -1.75891 0.23795 1.00000 850
1.12645 -0.59247 1.67104 -1.01745 -0.92275 -0.11967 1.00000 135
1.45095 0.17446 0.46075 1.42547 -1.39741 0.72759 1.00000 965
-0.52852 -0.66952 0.66531 -0.40635 0.81864 -0.91006 1.00000 274
-0.37853 1.36765 -1.37571 0.36779 -0.85204 1.47826 1.00000 531
0.87485 -0.44219 0.15327 -0.45982 0.04604 0.01105 1.00000 266
-1.17055 0.80781 1.40014 1.08909 -0.65912 0.13029 1.00000 771
-1.14277 -1.33803 1.64758 -0.29486 1.35857 -0.37625 1.00000 918
0.53244 1.58738 -1.56281 1.12491 -0.82316 1.57871 1.00000 211
0.17719 1.16365 0.13467 -0.30837 -1.14534 -0.02990 1.00000 40
-0.95774 1.09264 0.55023 0.68714 0.08969 0.38172 1.00000 1105
-0.15366 -0.15045 -0.90326 1.43456 -0.11753 0.96178 1.00000 191
1.58633 -0.30261 -0.85450 0.81635 -1.31178 1.07450 1.00000 910
-0.28610 -1.63753 1.32016 -1.49540 -0.55841 -1.21466 1.00000 667
0.33056 -1.39753 -0.67874 -0.99781 -1.68232 -1.89062 1.00000 1166
1.32522 -0.76526 -0.10630 -0.88119 0.04700 -0.61741 1.00000 321
0.42306 -0.30902 0.94143 0.49219 -0.18927 0.76968 1.00000 302
1.01755 -1.20612 0.14965 -1.55033 -1.69068 -1.63439 1.00000 391
0.65214 -1.68151 1.72294 1.70980 0.43489 0.79281 1.00000 767
1.39836 -0.69300 1.57143 0.19492 1.11379 1.10864 1.00000 458
0.86214 -1.52209 1.54551 0.91117 0.94707 0.35063 1.00000 1163
0.33420 -0.02905 0.02629 0.98546 -1.43702 0.51204 1.00000 830
0.83487 -1.25466 -0.00717 0.07866 -0.56271 -0.69685 1.00000 35
0.69462 -0.45717 -0.53169 1.58430 -0.42357 0.76630 1.00000 461
-1.58295 -0.62258 -1.36043 -1.39009 -0.96298 -1.77890 1.00000 1072
-0.85544 -1.22956 1.44109 -0.29569 0.25606 -0.23435 1.00000 559
1.10816 -1.56959 1.39320 -1.59213 -0.43039 -1.43310 1.00000 1093
0.29459 -0.67521 -0.78216 0.77127 -0.62203 -0.13643 1.00000 549
0.18925 -0.66854 0.07968 1.09299 -1.08240 -0.14122 1.00000 752
1.48494 0.59840 0.88776 1.08320 1.36862 2.02494 1.00000 468
-1.30542 -0.49340 1.03711 -1.44492 -1.00584 -1.67298 1.00000 1021
-1.45155 1.01930 -1.43667 -1.70182 -0.93936 -1.42567 1.00000 1010
-1.72571 -0.38283 1.08115 0.02304 -1.37616 -1.19041 1.00000 894
1.35711 -0.32343 -1.04871 0.85974 -1.02650 0.67455 1.00000 1110
1.26805 1.46786 -0.93784 -0.28043 -1.25135 -0.29578 1.00000 169
-1.43078 -1.23783 -1.50580 -1.21245 1.80801 -0.63257 1.00000 1145
0.43298 0.87236 -1.19775 -0.55916 -0.82760 0.49212 1.00000 824
1.18625 -1.05595 1.03650 -0.47811 -0.18357 -0.17045 1.00000 1044
-0.82065 0.16497 -0.77232 0.85752 -1.63789 -0.04411 1.00000 77
-0.34555 -1.24775 -0.20995 -1.45636 -0.74979 -1.79563 1.00000 1055
1.69436 -1.38861 -1.51908 -0.55099 -1.59000 -0.37556 1.00000 89
1.52743 -1.40889 0.16746 0.94909 0.32636 -0.26633 1.00000 930
0.17946 -0.54879 1.71252 -0.65229 -0.51585 0.67260 1.00000 275
-1.24835 -0.27430 1.49039 1.09337 -0.92473 0.10968 1.00000 122
-1.01775 -0.51919 -0.38027 -1.34922 -0.71203 -1.98513 1.00000 570
-1.26048 0.93868 -0.05151 -0.91758 1.63399 -0.94253 1.00000 1073
0.79070 1.41304 -1.48868 1.49078 -0.41315 1.51448 1.00000 994
0.12470 1.21443 -1.60939 -1.08138 1.13677 1.16326 1.00000 689
0.48513 0.94117 0.62628 -0.83890 0.17587 0.25597 1.00000 1186
1.41399 1.48833 -0.82003 1.43477 -1.61506 0.08183 1.00000 339
-1.21303 -0.52844 0.76145 -1.26474 -1.47527 -1.96039 1.00000 1191
-0.64728 1.53639 1.47644 -1.48559 0.72511 0.62306 1.00000 934
0.49640 1.58505 -0.61641 0.66884 -0.14283 1.18560 1.00000 58
1.37608 0.39314 0.21831 0.18668 1.12168 0.82191 1.00000 440
-0.16679 1.46972 0.29019 -0.93048 1.62533 0.14785 1.00000 193
-0.90083 -0.16739 -0.44091 -0.23995 -1.35986 -1.00837 1.00000 146
-1.42714 0.18394 1.70773 0.62489 1.05367 0.37517 1.00000 252
-1.50886 -1.54641 0.96880 0.31726 -0.95412 -1.08357 1.00000 726
-0.13661 -1.11895 -1.60772 1.54562 -0.23229 0.84139 1.00000 55
0.32197 0.17735 1.70115 1.54927 0.41016 1.97754 1.00000 800
-0.65118 1.03585 1.15870 -0.67794 0.93248 0.33818 1.00000 1159
-1.49081 0.40844 0.70333 0.56881 -0.77256 -0.67271 1.00000 1127
-0.35764 0.32727 0.09498 -0.40276 0.93541 0.09170 1.00000 254
-1.03139 -0.42598 -0.58009 -1.34664 -0.01567 -1.64680 1.00000 635
1.55181 0.89250 -0.87589 1.13900 0.39290 1.25894 1.00000 805
0.85111 0.14191 0.82589 0.49137 -1.23977 0.30093 1.00000 954
0.46494 -1.44260 -0.79202 0.57857 0.09070 -0.54401 1.00000 898
-0.42477 0.89876 -0.63839 -1.37026 0.31810 -0.56000 1.00000 787
1.08325 1.28327 0.53101 1.70588 0.64103 1.26298 1.00000 1064
0.20992 -0.44077 0.50837 -0.01589 -0.12962 -0.26955 1.00000 872
-1.71594 -0.66970 -1.11657 -0.04530 -0.46670 -1.15570 1.00000 881
-0.80500 -0.77017 -0.70506 -0.85099 1.07276 -0.70406 1.00000 64
0.96587 -0.13489 -1.19652 1.16349 1.60406 1.75245 1.00000 1062
-0.56577 1.29972 -1.34842 -0.68749 -1.42724 0.16234 1.00000 1068
-0.18963 0.55672 -0.01050 -1.63696 -0.84107 -0.70912 1.00000 424
1.31799 0.41857 1.42978 -0.97490 1.75588 1.17471 1.00000 401
-1.22547 1.08165 1.63193 1.23204 -0.83519 0.74759 1.00000 493
-1.28628 -1.57542 -1.42780 -0.75969 0.41665 -0.65926 1.00000 812
0.53115 -0.74737 -1.38878 -0.40481 -1.69823 -0.43920 1.00000 1162
0.66851 0.87310 -0.78372 -0.79257 1.24689 0.29355 1.00000 680
1.20222 1.13834 0.02589 0.55970 1.22367 0.69716 1.00000 857
0.91341 0.21666 -0.33158 0.89931 0.55194 1.34792 1.00000 741
0.84136 0.63487 1.60028 0.79858 0.12015 1.55711 1.00000 90
-0.88590 -1.28267 0.67791 -0.76669 -1.54164 -2.09191 1.00000 457
-1.33848 1.31881 -1.01416 -1.37473 -1.42291 -1.48968 1.00000 896
-0.72195 0.35691 -1.66414 -0.73407 -1.36763 -0.44958 1.00000 498
-1.66257 1.01740 0.32497 -0.81568 -0.56188 -1.90417 1.00000 1089
-0.02453 -0.24438 -0.80275 -1.45067 -1.13349 -1.06685 1.00000 1171
-1.29502 -1.46688 -0.87328 -0.82497 -0.31742 -1.57942 1.00000 87
-1.08975 0.38884 -1.20047 0.32756 1.68390 0.50812 1.00000 509
0.20138 1.55330 0.79331 1.31444 -0.94521 1.39774 1.00000 1184
-1.57338 0.57276 0.89754 0.62558 0.73412 -0.44378 1.00000 508
-0.20955 0.87415 -0.60907 0.40921 1.26457 0.88448 1.00000 505
-0.94702 -0.13663 -1.34458 -0.90197 0.09968 -0.76892 1.00000 960
-1.72045 -0.23828 1.20112 -1.34381 -0.34902 -1.78926 1.00000 900
-0.49343 0.30767 1.56001 -1.59453 0.61151 -0.17454 1.00000 303
0.57578 0.99193 -1.34573 1.63971 -1.70401 1.40382 1.00000 314
-1.34432 -1.05907 1.00808 -0.23727 0.44095 -1.05726 1.00000 345
1.18359 0.31535 -1.30129 0.01945 -1.48378 0.50382 1.00000 847
-0.92052 -1.09191 -1.56016 -0.39630 0.96352 -0.49460 1.00000 196
0.87382 -0.18921 -0.26147 -0.37805 0.81138 0.24110 1.00000 1106
0.45294 1.02050 0.15453 1.59209 -1.41260 0.88789 1.00000 878
-0.01512 -0.54175 -0.66297 -1.35391 -0.99199 -1.00999 1.00000 849
-0.85412 1.45176 0.92014 -1.72361 -0.25866 -0.64549 1.00000 225
-1.49472 -0.18601 0.50434 -1.64100 1.71582 -1.37669 1.00000 655
-0.85816 -0.43780 -0.97663 1.66158 -1.60714 0.36221 1.00000 97
-1.27456 0.14924 1.29153 0.18978 -0.14094 -0.28238 1.00000 705
0.07706 0.73826 -0.86216 1.50169 1.20132 1.77694 1.00000 666
-1.05983 -1.28171 -0.13775 0.68737 -1.20844 -1.09625 1.00000 583
-0.08897 -0.69623 0.44396 -1.37939 -1.43792 -1.67747 1.00000 1007
1.02047 -0.05401 -0.08537 1.15250 -0.77221 0.72877 1.00000 959
-0.65602 1.69311 -1.48424 0.19688 -0.86517 0.78526 1.00000 338
-1.13857 -1.32072 1.40531 0.13211 -0.02182 -0.60557 1.00000 189
0.05018 1.45249 1.29120 0.40104 -1.57746 0.66868 1.00000 544
0.36405 0.98774 -1.59209 -0.12565 -1.36899 1.28841 1.00000 358
-0.15688 -0.81737 -1.31333 -0.98408 -0.51185 -1.11322 1.00000 281
0.76682 0.62433 0.22889 0.71188 0.27066 1.09419 1.00000 1118
-0.76633 0.93241 -0.37113 -1.32271 -0.79886 -1.23055 1.00000 873
-0.87302 1.45167 -0.02885 0.93109 -0.51468 0.17463 1.00000 218
-1.07620 -0.50655 1.28375 -0.39416 0.93904 -0.34143 1.00000 821
