lread lwrite scall sread swrite fork exec rchar wchar pgout ppgout pgfree pgscan atch pgin ppgin pflt vflt runqsz freemem freeswap Y outlier number
-0.21667 -0.30466 0.30406 -0.42962 -0.48644 -0.51810 -0.11358 -0.20771 -0.50247 -0.31758 -0.35345 -0.34979 -0.30261 -0.16249 -0.48132 -0.47525 -0.47367 -0.30115 1.19593 -0.67385 -3.14724 -4.56333 1.00000 5343
0.73927 -0.27120 1.16845 0.22375 -0.14369 4.95512 5.70553 -0.20860 -0.28042 0.73580 1.65396 1.09359 1.40620 0.36133 1.77683 1.37888 4.29505 4.64600 -0.13227 -0.63960 -0.53935 -1.84606 1.00000 7332
-0.23542 -0.33811 -0.65277 -0.38438 -0.65469 -0.59877 -0.45893 0.66248 -0.61953 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.52911 -0.66421 -0.73363 -0.14658 1.62193 1.26676 0.59949 1.00000 6088
0.32690 -0.30466 0.68054 0.47505 0.22398 2.14389 3.33990 -0.08571 -0.21895 0.96381 0.61936 0.35475 0.08256 0.11782 1.26293 0.70967 1.28838 1.66965 -0.14817 -0.63597 -0.55662 -0.65045 1.00000 4510
1.30159 2.87367 -0.65767 0.10816 0.50441 -0.11477 -0.19032 1.01490 2.52119 0.09510 -0.18321 -0.26976 -0.30261 0.46645 -0.48132 -0.46627 -0.11348 -0.01610 2.44459 -0.67546 -3.14723 -4.56333 1.00000 7651
-0.31039 -0.43848 0.35303 0.50018 0.48571 -0.43744 -0.38218 -0.50646 -0.37175 0.69811 0.01399 -0.17705 -0.30261 -0.19753 -0.49574 -0.48423 -0.37692 -0.39759 -0.14499 -0.64242 -0.62588 0.21907 1.00000 6270
-0.10421 -0.43848 1.58473 2.42511 2.05611 3.27323 2.26548 0.52923 0.09727 0.77537 0.65880 1.21380 1.19309 0.01270 0.44126 0.30572 2.78647 3.02679 -0.14420 -0.65572 -0.56059 -1.19391 1.00000 4378
-0.02923 -0.23775 -0.43851 -0.53014 -0.36803 -0.51810 -0.42056 -0.72625 -0.49731 0.09699 -0.20884 -0.28181 -0.30261 0.22293 -0.27951 -0.34958 -0.41948 -0.38911 -0.14817 -0.58078 -0.79454 0.43646 1.00000 7952
-0.17919 -0.40503 0.94562 1.39982 1.65104 2.38589 -0.11358 0.72831 -0.00915 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 2.44035 1.92725 -0.14022 2.60381 1.20226 -0.65045 1.00000 2545
0.36439 1.06704 0.31875 0.15842 -0.21224 1.97853 4.09774 0.38283 -0.46134 0.73580 0.47278 1.09946 0.92910 0.64164 -0.05031 -0.20685 2.44752 2.34890 -0.14420 -0.60737 -0.70340 -0.81349 1.00000 2398
-0.32914 -0.40503 -0.43117 -0.13811 -0.04398 -0.51810 -0.34381 -0.36908 -0.37014 -0.20452 -0.30086 -0.32507 -0.30261 0.01270 -0.58223 -0.54707 -0.51912 -0.67499 -0.14579 -0.59407 -0.51478 0.38211 1.00000 7216
-0.32914 -0.43848 -0.61972 -0.60552 -0.57368 -0.51810 -0.34381 0.50230 -0.33265 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.10970 0.26981 -0.45969 -0.37759 -0.13545 0.79032 1.04937 0.11038 1.00000 4410
0.51434 1.13395 0.55872 0.31422 0.54180 1.57923 0.38525 0.07998 0.31683 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.51016 -0.49320 1.24642 1.11150 -0.13227 0.40111 0.76357 -0.10700 1.00000 7995
0.62680 1.70271 0.98663 2.13864 0.11181 -0.59877 -0.45893 -0.32668 -0.11413 1.26155 1.50935 1.06887 0.80005 0.04774 0.56883 0.45608 -0.62296 -0.27638 -0.14022 -0.64685 -0.79628 0.11038 1.00000 3604
-0.14170 -0.23775 -0.54136 -0.35423 -0.34934 -0.35677 -0.30544 -0.21376 -0.47229 0.43618 1.06633 0.98513 0.74045 0.08278 -0.13536 0.68274 -0.30411 -0.04982 -0.14817 -0.63597 -0.81643 0.38211 1.00000 3782
-0.34788 -0.40503 -1.28025 -0.93724 -0.78556 -0.67944 -0.49730 -0.80401 -0.60696 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.77783 -0.88233 -0.14817 2.82179 1.20185 0.76253 1.00000 2231
-0.29165 -0.40503 0.01511 -0.19340 -0.32441 0.12723 0.80543 -0.38551 -0.49688 -0.05377 -0.19635 -0.30035 -0.30261 -0.02234 -0.43808 -0.44832 0.45700 0.25873 -0.14340 -0.61019 -0.56922 0.21907 1.00000 4625
-0.32914 -0.43848 -0.98090 -0.49998 -0.58615 -0.67944 -0.49730 -0.80311 -0.61605 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14022 1.64529 0.93096 0.65384 1.00000 8084
-0.34788 -0.43848 -1.16149 -0.89200 -0.78556 -0.51810 -0.03684 -0.81688 -0.65014 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.57856 -0.77761 -0.13863 -0.16094 0.91303 0.65384 1.00000 5694
-0.16044 0.06336 -1.29678 -0.98247 -0.67962 -0.67944 -0.49730 -0.81140 -0.61983 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.82328 -0.88233 -0.14817 0.72263 1.23181 0.76253 1.00000 2815
-0.32914 -0.40503 -0.65767 -0.26376 -0.44905 -0.67944 -0.49730 -0.13494 0.29276 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.46691 -0.47525 -0.81979 -0.83626 -0.12272 0.01996 0.54509 0.65384 1.00000 2327
-0.32914 -0.40503 -1.19394 -0.85682 -0.64223 -0.43744 -0.42056 -0.74882 -0.54842 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.49814 -0.66661 -0.14817 0.43053 1.05518 0.54515 1.00000 2182
1.26410 3.10787 1.94897 1.40988 0.92816 -0.19544 -0.30544 -0.39908 -0.03584 -0.24221 -0.28772 -0.32507 -0.30261 -0.16249 -0.53899 -0.50218 -0.17825 -0.29277 -0.11318 -0.49415 0.01802 -0.21569 1.00000 728
0.02700 -0.00355 0.92970 -0.16827 0.04326 -0.51810 -0.42056 -0.26697 0.35209 -0.43065 -0.39289 -0.36833 -0.30261 -0.02234 0.21061 0.08130 -0.55758 -0.61111 -0.12909 -0.48247 0.71139 0.43646 1.00000 5120
0.49560 1.40160 -0.26955 -0.38941 -0.30572 0.04656 0.22985 0.23170 0.55021 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.22257 -0.16197 0.44301 0.04866 -0.12113 0.45349 0.51858 0.27342 1.00000 3219
-0.32914 -0.40503 -0.49728 -0.36931 -0.30572 -0.59877 -0.42056 -0.80927 -0.55352 -0.12914 -0.26142 -0.30653 -0.30261 -0.05738 -0.42366 -0.44832 -0.68519 -0.75039 -0.14817 -0.64524 -0.53922 0.54515 1.00000 445
-0.29165 -0.43848 -0.24996 -0.17832 -0.10007 -0.03410 0.34688 1.13128 1.92089 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 1.43591 1.92152 -0.05588 -0.25402 -0.13227 -0.40027 1.02050 0.11038 1.00000 491
-0.27291 -0.43848 -0.69563 -0.27381 -0.31818 1.65989 0.15502 0.63344 1.05998 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.40925 -0.32265 1.36005 1.13663 -0.12750 0.82175 1.17218 -0.10700 1.00000 7335
-0.14170 -0.43848 2.37627 2.07832 1.60742 1.25253 -0.15195 -0.24945 -0.23561 -0.39296 -0.37974 -0.36215 -0.30261 -0.19753 -0.49574 -0.47525 1.35716 1.10841 -0.14817 -0.57836 -0.62152 -0.43307 1.00000 6901
-0.02923 0.43138 -0.53952 -0.64071 -0.62354 0.29260 -0.07521 -0.08004 -0.50668 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.37970 -0.32220 0.73415 0.02756 -0.14817 2.75853 1.28576 0.27342 1.00000 4104
-0.34788 -0.43848 1.33619 0.38961 0.41093 -0.67944 -0.49730 -0.72675 -0.36163 -0.09145 -0.22199 -0.28799 -0.30261 -0.19753 -0.13536 -0.20595 -0.82328 -0.75458 -0.13624 -0.59085 -0.74145 0.27342 1.00000 1173
-0.34788 -0.43848 0.07878 0.77661 -0.27456 -0.51810 0.07444 1.44882 -0.14313 -0.27989 -0.34030 -0.34361 -0.30261 -0.19753 -0.45321 -0.46672 -0.75459 -0.59766 -0.11159 0.16501 -0.81770 0.32776 1.00000 7205
-0.31039 -0.43848 0.07449 -0.00744 -0.06268 -0.43744 -0.38218 0.34410 0.03100 -0.43065 -0.39289 -0.36833 -0.30261 1.24255 0.40017 0.52340 -0.11016 -0.25575 -0.12432 -0.44459 -0.84331 0.00169 1.00000 6010
-0.34788 -0.43848 -0.09325 -0.66584 -0.18108 -0.67944 -0.49730 -0.78531 -0.54634 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.52457 -0.46627 -0.82328 -0.88233 -0.13863 -0.40833 0.92925 0.59949 1.00000 6274
-0.34788 -0.43848 -0.52422 -0.58542 -0.46151 -0.51810 -0.38218 -0.26498 0.34778 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 1.14400 1.44172 -0.47463 -0.67138 -0.14022 -0.39383 0.90846 0.11038 1.00000 4329
-0.06672 -0.40503 0.07265 -0.43464 -0.26210 -0.27610 -0.30544 -0.17700 0.03350 0.92801 0.84548 0.87018 0.48896 0.01270 -0.17788 -0.22346 -0.18192 0.15034 -0.14261 -0.65652 -0.64344 0.21907 1.00000 5728
-0.10421 -0.43848 1.47699 1.42998 0.82222 0.93390 0.57711 1.00604 -0.42563 -0.12914 -0.23513 -0.29417 -0.30261 1.44928 0.58541 0.35958 0.90555 1.04972 -0.13386 -0.59206 -0.66290 -0.54176 1.00000 73
0.43936 1.33469 -0.79235 0.19863 -0.01906 -0.35677 0.15694 6.00727 10.16362 -0.16683 -0.28772 -0.31889 -0.30261 -0.16249 -0.59665 -0.55604 -0.58476 -0.61562 1.01300 -0.67425 -3.14724 -4.56333 1.00000 7367
0.27067 1.00013 -0.92642 -0.78143 -0.62354 -0.35677 -0.45893 -0.67920 -0.52205 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.48766 -0.53572 -0.14022 1.46439 0.83510 0.59949 1.00000 394
-0.31039 -0.40503 -1.21720 -0.90205 -0.77933 -0.59877 -0.45893 -0.33347 -0.64916 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.64848 -0.76086 -0.14022 1.17349 1.23108 0.70818 1.00000 3799
-0.21667 -0.43848 -0.55666 -0.56532 -0.49267 -0.76010 -0.53567 -0.27772 -0.56267 0.88844 2.42038 1.41774 0.96818 -0.19753 0.02321 1.28418 -0.92467 -0.81845 -0.14817 -0.65612 -0.64820 0.54515 1.00000 7629
-0.25416 -0.43848 0.25998 -0.37936 -0.16862 -0.35677 -0.42056 0.51095 -0.58974 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 2.60355 2.77431 -0.35830 -0.18072 -0.13386 0.89266 0.92421 0.21907 1.00000 1714
-0.01049 0.43138 -0.16242 1.11837 1.13381 0.12723 0.57711 0.92135 0.03114 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.02321 0.20698 0.36540 -0.01631 -0.13863 -0.54371 0.87645 -0.10700 1.00000 4724
-0.34788 -0.43848 1.18498 0.24386 0.14920 -0.43744 0.03991 -0.35265 -0.14643 0.13468 -0.12996 -0.24473 -0.30261 0.11782 -0.35159 -0.35855 -0.67994 -0.67080 -0.14817 -0.61059 -0.49811 0.21907 1.00000 3300
-0.32914 -0.43848 -1.17557 -0.84677 -0.84788 0.12723 -0.11358 -0.43661 -0.53538 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.43808 -0.37651 0.86535 -0.03830 -0.14340 2.97409 1.30561 0.21907 1.00000 1622
-0.32914 -0.40503 0.64381 0.35945 -0.14992 -0.67944 -0.49730 2.55428 -0.39921 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.02321 -0.01744 -0.80930 -0.61425 -0.13227 -0.56546 0.29428 0.38211 1.00000 2410
-0.32914 -0.40503 -0.87622 -0.85682 -0.76063 -0.51810 -0.42056 -0.41272 -0.63862 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.55233 -0.64358 -0.14658 1.31491 1.18635 0.59949 1.00000 7440
-0.29165 -0.40503 0.27345 0.07298 -0.04398 -0.35677 -0.30544 3.06482 1.89178 1.37838 3.70869 4.09376 4.33633 -0.19753 4.08833 5.26982 -0.15028 -0.29382 -0.12272 -0.66377 0.51000 0.05604 1.00000 1695
-0.34788 -0.40503 0.94194 -0.09288 -0.15616 -0.59877 -0.45893 -0.43216 0.27997 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.36600 -0.41241 -0.66246 -0.64881 -0.09648 0.04494 -0.76499 0.05604 1.00000 5324
-0.12295 -0.40503 1.42617 1.82200 2.38016 3.18449 0.88217 0.49650 -0.40244 0.02161 -0.20950 -0.28212 -0.30261 -0.02234 -0.46691 -0.37696 3.38439 2.87459 -0.10205 -0.60253 0.25817 -0.70480 1.00000 955
-0.23542 -0.37157 -0.39872 -0.33915 -0.42412 -0.51810 -0.34381 -0.11555 -0.45178 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.33645 0.45114 -0.47096 -0.08574 -0.14022 -0.42404 -0.84558 0.32776 1.00000 5543
-0.02923 -0.00355 -0.25792 -0.03759 -0.42412 -0.03410 -0.15195 3.40995 -0.41755 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.30834 -0.28674 0.25702 -0.01108 -0.14499 0.29716 -0.55893 0.11038 1.00000 6308
-0.17919 -0.43848 1.65880 2.43014 3.57042 1.26059 0.19531 1.73830 3.56128 -0.05377 0.81918 1.76198 1.31160 -0.16249 0.34251 2.78104 0.31549 0.43157 -0.13386 -0.65733 -0.66475 -0.16134 1.00000 505
-0.31039 -0.40503 -1.05987 -0.65076 -0.66093 -0.03410 -0.22870 -0.57364 -0.64162 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.02966 -0.12941 -0.13704 -0.47159 0.90707 0.59949 1.00000 2101
-0.19793 -0.30466 -0.41280 0.51526 0.00587 -0.03410 -0.15195 4.34791 -0.30173 -0.20452 -0.24828 -0.30035 -0.30261 -0.05738 0.03763 -0.00846 0.03502 0.08422 -0.12432 -0.56667 -0.81909 0.21907 1.00000 5376
-0.32914 -0.43848 -0.08590 -0.62060 -0.44905 -0.51810 -0.42056 -0.71597 -0.15817 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.67994 -0.73887 -0.13704 1.19041 0.94729 0.54515 1.00000 3254
-0.16044 -0.23775 -0.00877 0.03780 0.04949 -0.27610 0.03991 -0.27305 0.45066 -0.43065 -0.39289 -0.36833 -0.30261 3.06105 -0.33717 -0.39446 -0.06462 -0.04040 -0.14817 -0.48408 -0.50875 0.00169 1.00000 316
-0.34788 -0.43848 -1.27413 -0.98750 -0.79802 -0.67944 -0.49730 -0.79997 -0.20497 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.75380 -0.86893 -0.14817 2.08366 1.24925 0.70818 1.00000 2106
0.00825 -0.00355 2.15895 5.15922 5.78268 0.77660 0.04183 2.97314 4.97789 -0.43065 -0.39289 -0.36833 -0.30261 -0.05738 -0.27879 -0.33118 0.86552 0.64247 -0.14022 -0.34185 -0.58287 -0.59611 1.00000 3238
0.04574 0.53174 -0.26527 -0.75630 -0.56745 -0.67944 -0.49730 -0.80279 -0.30697 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.78308 -0.87814 -0.14022 0.11384 0.74598 0.70818 1.00000 790
1.58275 3.50934 2.06467 1.80190 1.85669 2.14389 0.42363 0.88051 -0.49653 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 0.81605 0.34163 2.20611 2.28120 -0.10364 -0.34588 -0.07678 -1.08522 1.00000 5786
3.04477 6.21928 -0.71766 -0.00241 -0.48021 -0.51810 0.50229 3.40239 -0.29674 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.32204 -0.38504 -0.61282 -0.34178 -0.14817 -0.53766 -0.69948 0.43646 1.00000 5700
-0.32914 -0.40503 -0.63196 -0.33915 -0.29325 -0.51810 -0.42056 -0.68397 -0.38355 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.43808 -0.44832 -0.57156 -0.58179 -0.13068 0.44543 -0.65912 0.49080 1.00000 6094
-0.29165 -0.40503 -1.02130 -0.49495 -0.64846 0.04656 -0.15195 0.53978 -0.02668 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.36672 -0.29617 0.72908 -0.12899 -0.14181 2.52243 1.27116 -0.16134 1.00000 8011
-0.29165 -0.43848 -0.35709 -0.65076 -0.59238 -0.43744 -0.38218 -0.23319 -0.48232 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.01859 0.56829 -0.36931 -0.12669 -0.13386 -0.50221 -0.61570 0.32776 1.00000 6518
0.88922 1.13395 -0.26098 0.79671 -0.03775 0.20790 0.07828 1.51154 3.22402 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 0.35841 0.25072 5.97584 -0.67546 -3.14723 -4.56333 1.00000 2422
-0.10421 0.26410 -1.03477 -0.73117 -0.56122 -0.59877 -0.30544 -0.80380 -0.41995 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.51016 -0.50218 -0.65372 -0.69070 -0.12909 -0.31083 0.92069 0.49080 1.00000 6720
0.06448 0.16373 0.42221 0.23381 0.71629 -0.19544 -0.22870 -0.10903 -0.14021 0.96193 0.69627 0.54448 0.30621 -0.05738 -0.51016 -0.47525 -0.26705 0.49911 1.52997 -0.67788 -3.14722 -4.56333 1.00000 2744
0.70178 2.10418 0.55872 0.59065 0.19905 -0.03410 -0.26707 0.21134 0.75512 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.12268 0.22358 -0.13096 -0.01506 -0.14579 -0.44137 -0.62767 -0.21569 1.00000 3406
-0.32914 -0.43848 -0.57442 -0.37433 -0.46774 -0.67944 -0.49730 -0.60754 -0.26090 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.14977 -0.25083 -0.79706 -0.73154 -0.14658 -0.42928 -0.62947 0.54515 1.00000 6687
0.19569 -0.23775 2.05366 0.64593 0.22398 1.33319 1.57095 0.32848 -0.33274 0.62274 0.53851 1.18598 1.08907 0.53653 -0.03589 -0.15299 1.82643 1.63200 -0.12432 -0.65249 0.30420 -0.59611 1.00000 2962
-0.19793 -0.17083 -0.69318 -0.54019 -0.51760 -0.67944 -0.49730 -0.79288 -0.52854 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.83028 -0.84987 -0.14817 -0.09930 -0.58427 0.59949 1.00000 1050
0.25192 -0.33811 0.18162 0.30920 0.27383 0.93390 0.38525 2.32301 -0.07175 0.73768 1.53959 1.05929 1.33367 0.08278 0.45567 0.37753 1.13455 1.19527 -0.14817 -0.63315 -0.61367 -0.05265 1.00000 6272
-0.31039 -0.40503 0.82992 0.22878 0.23021 -0.03410 0.19148 0.68323 0.45554 3.29294 1.40484 1.34636 1.03298 1.27058 -0.07842 -0.06322 0.06447 0.09254 -0.13068 -0.64645 -0.80246 -0.21569 1.00000 6617
-0.29165 -0.40503 -0.01060 -0.06775 -0.06268 -0.59877 -0.45893 -0.46403 0.39008 -0.05377 -0.22199 -0.27563 -0.29137 -0.09242 -0.29393 -0.30469 -0.70616 -0.59122 -0.13545 -0.64605 -0.03641 0.32776 1.00000 7652
-0.14170 -0.07047 -0.66012 -0.37433 -0.43035 -0.67944 -0.49730 -0.78575 -0.54805 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52911 -0.77049 -0.86327 -0.14817 -0.27698 -0.57588 0.65384 1.00000 3711
-0.31039 -0.37157 -1.25699 -0.94226 -0.78556 -0.67944 -0.49730 -0.81371 -0.62916 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.53809 -0.81979 -0.88129 -0.14817 1.95392 1.25873 0.70818 1.00000 7670
0.53308 1.83653 -1.09599 -0.73620 -0.82295 -0.43744 -0.38218 0.64496 -0.64923 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.49574 -0.47525 -0.42053 -0.62331 -0.13863 -0.47642 0.97214 0.27342 1.00000 5055
0.98294 2.20455 0.69095 0.85702 1.61989 0.20790 -0.03876 0.80204 2.78084 4.79669 2.84762 2.19737 1.13954 0.57157 1.01499 0.65357 0.32441 0.84504 -0.14817 -0.63033 -0.78618 -0.59611 1.00000 731
3.08226 6.35311 -0.81378 -0.69599 -0.67962 -0.67944 -0.49730 -0.60210 -0.19001 0.39849 -0.07738 -0.22001 -0.30261 0.04774 -0.59665 -0.55604 -0.82328 -0.86139 -0.14499 -0.58239 1.00861 0.43646 1.00000 7828
-0.27291 -0.43848 1.87490 0.18355 0.47948 0.45393 0.00345 -0.19885 0.85034 0.58882 0.43729 0.41810 0.27487 0.18789 0.37134 0.11856 0.31899 0.59943 -0.13068 -0.63759 -0.79361 -0.27004 1.00000 1956
0.38313 1.40160 0.31079 -0.29392 -0.15616 -0.43744 -0.38218 -0.66998 -0.34646 -0.43065 -0.39289 -0.36833 -0.30261 -0.09242 0.62865 0.20698 -0.53660 -0.32523 -0.12591 -0.28826 0.46454 0.38211 1.00000 6863
-0.27291 -0.33811 0.78584 0.26396 0.32992 -0.35677 0.19531 1.67030 0.03630 1.87210 0.84548 0.50493 0.12277 2.54073 0.26971 0.03777 -0.37814 -0.22638 -0.14817 -0.61422 -0.79646 0.11038 1.00000 6485
0.12072 0.86631 -0.35771 -0.35925 -0.22470 -0.67944 -0.49730 -0.14077 -0.34227 2.32059 0.81655 0.18789 -0.30261 2.15005 -0.56782 -0.53809 -0.77084 -0.77657 -0.14817 -0.61825 -0.73843 0.38211 1.00000 6615
-0.06672 -0.27120 -0.09080 -0.27381 -0.26833 -0.27610 0.11665 -0.14781 -0.21787 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.16736 0.09926 -0.36879 0.51461 -0.11318 -0.12992 -0.03361 0.21907 1.00000 4376
-0.34788 -0.43848 -0.85663 -0.52511 -0.46151 -0.67944 -0.49730 -0.71944 -0.18817 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.56782 -0.52911 -0.81629 -0.79018 -0.14579 -0.50463 -0.63103 0.70818 1.00000 5730
-0.06672 -0.23775 0.33834 0.10313 -0.12500 -0.35677 0.03991 0.33457 -0.07153 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 2.40174 1.60734 -0.33907 0.47272 -0.13704 0.48572 0.18956 0.00169 1.00000 7800
-0.36663 -0.43848 -1.22638 -0.59045 -0.64846 -0.67944 -0.49730 -0.76102 -0.54672 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.49574 -0.43934 -0.82328 -0.88129 -0.14817 1.67672 1.26962 0.70818 1.00000 1487
-0.31039 -0.37157 -1.14435 -0.77138 -0.64846 -0.59877 -0.45893 -0.81637 -0.58664 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.65547 -0.76191 -0.14022 -0.44540 0.93244 0.65384 1.00000 613
-0.17919 -0.37157 0.67442 0.93744 0.97179 1.33723 -0.11358 -0.00384 -0.58131 -0.09145 -0.23513 -0.29417 -0.30261 0.08278 -0.53899 -0.52014 1.22020 1.21517 -0.13227 -0.61543 0.25410 -0.27004 1.00000 4508
-0.12295 -0.43848 1.11213 0.56049 0.00587 -0.43744 -0.30544 1.74884 -0.38494 -0.43065 -0.39289 -0.36833 -0.30261 0.11782 1.11878 0.68274 -0.23069 0.50937 -0.12113 -0.24354 0.32771 0.05604 1.00000 7620
1.11415 2.87367 2.25751 1.87226 1.07773 0.12723 0.26822 0.02323 -0.53049 -0.43065 -0.39289 -0.36833 -0.30261 0.39637 -0.51016 -0.45730 0.72734 1.01118 -0.11318 -0.40752 0.47272 -0.48742 1.00000 2067
-0.36663 -0.43848 -1.32678 -1.00760 -0.86657 -0.67944 -0.49730 -0.82087 -0.65283 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82302 -0.88218 -0.14817 2.23314 1.27825 0.81687 1.00000 7464
-0.12295 -0.17083 1.22783 -0.02252 0.01210 -0.59877 -0.45893 0.15249 -0.20660 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.83047 0.70967 -0.62750 -0.41529 -0.13545 -0.19801 0.16381 0.21907 1.00000 6402
-0.31039 -0.37157 2.39035 0.51526 0.36731 -0.59877 -0.19032 -0.60314 0.81863 -0.35527 -0.30086 -0.33743 -0.30261 -0.09242 -0.53899 -0.52014 -0.68519 -0.63101 -0.14022 -0.54451 -0.74614 0.00169 1.00000 2670
-0.19793 -0.20429 -1.03294 -0.71609 -0.56122 -0.43744 -0.38218 -0.71286 -0.51307 -0.43065 -0.39289 -0.36833 -0.30261 -0.12745 -0.56782 -0.53809 -0.43871 -0.58389 -0.13863 -0.16900 -0.84295 0.54515 1.00000 1287
-0.29165 -0.43848 0.37629 0.18857 0.34238 0.77256 -0.26707 -0.23635 -0.52708 0.13468 -0.06423 -0.21383 -0.30261 -0.12745 -0.52457 -0.49320 0.86535 0.75022 -0.13227 -0.63920 0.25978 0.11038 1.00000 2496
0.00825 -0.07047 2.34138 0.04785 -0.18731 1.41789 4.64454 0.52160 0.20332 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.39483 0.11721 2.41938 1.79426 -0.11159 -0.39665 0.65395 -0.92218 1.00000 3347
-0.21667 -0.40503 3.88222 7.47115 8.69289 1.33723 -0.26707 5.84745 7.08149 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.06328 -0.08028 1.27265 1.22041 -0.14817 -0.46957 -0.55527 -1.19391 1.00000 7646
-0.10421 -0.43848 1.12621 1.20381 1.07149 0.76853 -0.30544 0.38152 -0.22533 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.22257 -0.09913 0.69945 0.81263 -0.14420 -0.54089 -0.64306 -0.21569 1.00000 3278
-0.36663 -0.43848 -1.30841 -0.98247 -0.78556 -0.67944 -0.49730 -0.82093 -0.64141 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 1.41282 1.25230 0.76253 1.00000 4829
-0.34788 -0.43848 -0.66563 -0.27884 -0.28079 -0.67944 -0.49730 -0.78740 -0.49626 -0.39296 -0.37974 -0.36215 -0.30261 -0.19753 -0.49574 -0.49320 -0.82154 -0.86872 -0.14022 -0.62227 -0.61769 0.65384 1.00000 855
0.23318 0.43138 0.55015 0.70122 0.59165 -0.35677 -0.26707 -0.36599 -0.18410 0.36080 0.29071 0.30531 0.11630 0.08278 -0.17860 -0.26879 -0.25516 0.12610 -0.13545 -0.54733 -0.03032 -0.21569 1.00000 6587
-0.17919 -0.40503 -1.15782 -0.88698 -0.76063 -0.59877 -0.45893 -0.74179 -0.60930 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.69218 -0.76819 -0.13704 1.87938 0.90966 0.65384 1.00000 3760
