RollRate PitchRate currPitch currRoll diffRollRate Y outlier number
0.57226 -0.27887 -0.50984 1.03191 0.03284 -0.63710 1.00000 1947
-0.95110 1.37794 2.08143 -2.87742 1.53134 0.35357 1.00000 1948
1.31774 -1.29433 2.08143 -2.43604 1.34403 -0.96732 1.00000 1949
-1.32384 0.30903 1.15598 0.33832 -0.71641 0.35357 1.00000 1950
-1.59934 -2.04257 0.41562 -0.48138 -0.38862 0.68379 1.00000 1951
1.05844 -0.33232 -0.32475 -1.42718 0.50112 -0.63710 1.00000 1952
0.08608 0.62970 1.52616 0.46442 -0.48227 -0.30687 1.00000 1953
-0.62698 -0.70643 1.15598 0.27526 -0.71641 1.34423 1.00000 1954
0.49123 -1.72190 0.60071 0.33832 0.12649 0.35357 1.00000 1955
-0.93490 -0.65299 0.41562 0.27526 -0.29496 0.68379 1.00000 1956
0.47503 -0.81332 0.78580 -0.54443 0.64160 -0.30687 1.00000 1957
0.06988 -0.11853 0.23053 0.46442 -0.34179 -0.30687 1.00000 1958
-0.61078 0.04180 0.41562 0.27526 -0.71641 1.01401 1.00000 1959
0.55606 -0.43921 0.04544 1.15801 -0.20130 -0.30687 1.00000 1960
-0.04357 -0.27887 0.23053 1.59939 -0.48227 -0.30687 1.00000 1961
-1.06454 -0.54610 -0.13966 0.90580 -0.57593 0.68379 1.00000 1962
0.83156 -0.01164 0.04544 -0.35527 0.59477 -0.63710 1.00000 1963
0.39400 -0.01164 0.23053 0.46442 -1.27835 -0.30687 1.00000 1964
-1.16178 -0.86677 -0.13966 0.14916 -1.46566 1.67445 1.00000 1965
1.00982 0.20214 -0.13966 -0.48138 0.92257 -1.29754 1.00000 1966
0.71812 0.62970 0.41562 0.46442 -0.90373 -0.30687 1.00000 1967
-1.17799 -0.70643 0.04544 0.14916 -0.95055 1.34423 1.00000 1968
1.18809 -0.59954 -0.88002 -0.04000 0.78209 -0.30687 1.00000 1969
1.26912 -0.75988 -0.88002 0.71664 -0.38862 -0.30687 1.00000 1970
-0.74042 0.46937 0.04544 1.28412 -1.46566 0.35357 1.00000 1971
-1.66417 0.09525 0.41562 0.02305 -0.66959 0.68379 1.00000 1972
-1.51831 -0.27887 0.41562 -0.79665 1.10988 0.35357 1.00000 1973
1.69048 0.14869 0.60071 -0.16611 0.92257 -0.63710 1.00000 1974
1.39877 -1.45467 0.97089 1.15801 -1.41884 -0.30687 1.00000 1975
-0.98351 -1.13400 -0.13966 1.66244 -1.98077 0.35357 1.00000 1976
0.62088 -0.11853 0.04544 -1.74245 1.43768 -0.30687 1.00000 1977
1.20430 -1.02711 -0.50984 -0.73359 0.40746 -0.63710 1.00000 1978
0.55606 -0.70643 -0.69493 0.65358 -0.90373 -0.30687 1.00000 1979
-0.90248 1.00382 0.60071 0.40137 -0.76324 1.01401 1.00000 1980
0.65329 -1.02711 -0.69493 -0.22917 1.06306 -0.30687 1.00000 1981
0.86397 -0.38576 -1.06511 0.96885 0.03284 -0.63710 1.00000 1982
0.39400 -0.22542 -0.50984 1.59939 -0.95055 -0.30687 1.00000 1983
-0.95110 0.20214 0.04544 1.34717 -1.23152 0.35357 1.00000 1984
0.99362 -0.59954 0.23053 -0.92275 0.64160 0.35357 1.00000 1985
1.30153 -0.54610 -0.13966 0.84275 -0.06082 -0.63710 1.00000 1986
-0.93490 -0.70643 -0.69493 1.59939 -0.99738 0.35357 1.00000 1987
0.75053 -0.59954 -0.13966 0.08610 0.92257 -0.30687 1.00000 1988
0.89638 -0.17198 -0.13966 0.90580 -0.38862 -0.30687 1.00000 1989
0.21573 -0.70643 -0.50984 1.59939 -0.66959 -0.30687 1.00000 1990
-0.70801 -1.08055 -1.06511 1.47328 -0.95055 1.01401 1.00000 1991
0.58847 -0.54610 0.41562 0.52748 0.96940 -0.96732 1.00000 1992
-1.06454 -1.02711 -0.50984 0.52748 -0.66959 0.68379 1.00000 1993
-0.74042 0.30903 -0.32475 -0.92275 0.68843 0.35357 1.00000 1994
1.26912 0.04180 0.41562 -0.16611 0.82892 -0.30687 1.00000 1995
1.13947 0.46937 0.60071 0.84275 -1.46566 -0.30687 1.00000 1996
-1.22660 -1.34778 -0.69493 0.77969 -1.23152 0.35357 1.00000 1997
1.15568 0.09525 -0.32475 -0.54443 0.96940 -0.63710 1.00000 1998
0.83156 -1.08055 -0.50984 1.15801 -0.62276 -0.63710 1.00000 1999
-1.32384 0.14869 -0.50984 0.96885 -1.41884 1.01401 1.00000 2000
-0.20563 2.01928 4.85779 -0.73359 0.03284 2.00467 1.00000 2001
0.52364 0.95038 4.85779 -0.67054 0.92257 0.68379 1.00000 2002
0.92879 -0.97366 4.48761 -0.22917 0.68843 -1.62776 1.00000 2003
-0.64319 1.69861 1.52616 -1.17497 -0.10765 -0.30687 1.00000 2004
-0.72422 2.17962 1.89634 -1.55329 -0.06082 0.35357 1.00000 2005
-0.10839 2.17962 3.00688 -2.05772 0.59477 1.01401 1.00000 2006
0.47503 2.23307 3.74725 -1.93161 1.10988 0.35357 1.00000 2007
0.58847 -1.18744 2.45161 0.59053 -0.29496 -1.29754 1.00000 2008
-0.69181 0.73659 1.71125 0.27526 -0.20130 0.35357 1.00000 2009
-0.35148 -0.59954 1.89634 -0.73359 0.40746 -0.30687 1.00000 2010
0.75053 2.39340 1.52616 -0.48138 0.92257 -1.62776 1.00000 2011
-1.46969 -1.02711 2.26652 -0.22917 -0.52910 1.67445 1.00000 2012
0.49123 0.79004 1.71125 -1.67940 1.06306 -0.96732 1.00000 2013
0.71812 1.05727 1.89634 -0.98581 0.07967 0.35357 1.00000 2014
-0.51354 0.95038 0.78580 -0.85970 0.31381 1.01401 1.00000 2015
0.76673 -0.06509 -0.13966 -0.67054 1.01623 -0.30687 1.00000 2016
1.00982 5.06568 1.15598 -0.10306 0.31381 -1.95798 1.00000 2017
0.15091 3.94332 3.00688 0.40137 -1.93395 0.35357 1.00000 2018
-1.29143 0.09525 3.19197 -0.29222 -0.95055 3.32555 1.00000 2019
1.38256 -0.22542 1.89634 -0.67054 1.76548 -3.27886 1.00000 2020
0.66950 0.52281 1.89634 0.84275 -1.41884 1.67445 1.00000 2021
-0.93490 -0.97366 0.23053 1.09496 -0.90373 1.34423 1.00000 2022
-0.31907 1.32449 1.15598 -0.79665 0.31381 0.35357 1.00000 2023
0.96121 -0.49265 0.97089 -0.29222 1.01623 -1.62776 1.00000 2024
-0.90248 0.36248 0.60071 0.46442 -0.52910 0.68379 1.00000 2025
-0.57836 0.52281 0.60071 -0.92275 0.54795 0.35357 1.00000 2026
0.84776 0.62970 0.78580 -0.48138 0.68843 -0.63710 1.00000 2027
0.55606 0.36248 0.78580 0.59053 -0.34179 -0.30687 1.00000 2028
-1.04834 -0.38576 0.41562 0.46442 -1.27835 1.67445 1.00000 2029
-0.70801 0.04180 -0.13966 -0.79665 0.73526 0.35357 1.00000 2030
0.75053 0.73659 0.23053 -0.73359 0.87574 -1.29754 1.00000 2031
0.65329 0.36248 0.97089 0.27526 1.10988 -0.30687 1.00000 2032
0.99362 -1.40122 0.60071 0.77969 0.54795 -1.29754 1.00000 2033
-0.98351 0.95038 0.60071 1.15801 -1.09104 1.34423 1.00000 2034
-0.02736 1.11071 0.78580 0.40137 -0.24813 -0.30687 1.00000 2035
-1.45349 0.41592 1.15598 -0.16611 -1.41884 1.34423 1.00000 2036
0.63709 0.09525 0.41562 -0.54443 0.22015 -0.30687 1.00000 2037
0.84776 -0.43921 -0.13966 0.59053 0.68843 -0.96732 1.00000 2038
-1.45349 -0.65299 -0.50984 0.08610 -0.81007 1.34423 1.00000 2039
1.25291 0.09525 0.60071 -1.61634 1.53134 -0.30687 1.00000 2040
1.44739 -1.61501 -1.25020 0.77969 -0.24813 -0.30687 1.00000 2041
-0.78904 1.27105 0.41562 1.72550 -1.37201 0.35357 1.00000 2042
-1.24281 -1.61501 0.41562 1.22107 -0.01399 0.35357 1.00000 2043
0.00505 0.30903 1.34107 0.40137 -0.48227 -0.63710 1.00000 2044
-0.78904 0.41592 1.34107 0.21221 -1.27835 2.00467 1.00000 2045
0.79915 -1.56156 0.23053 -0.16611 1.34403 -0.63710 1.00000 2046
1.17188 -1.34778 -0.88002 0.77969 0.26698 -0.30687 1.00000 2047
0.73432 -0.06509 -1.80547 1.97771 -0.62276 -0.30687 1.00000 2048
0.36158 0.36248 -1.62038 2.29298 -0.71641 -0.30687 1.00000 2049
-1.68037 1.21760 0.23053 1.09496 -0.81007 0.35357 1.00000 2050
-1.89105 0.84348 0.41562 0.02305 -0.06082 1.01401 1.00000 2051
1.70668 0.46937 -0.13966 0.14916 0.59477 -0.96732 1.00000 2052
1.44739 0.68315 0.04544 1.22107 -0.76324 -0.30687 1.00000 2053
0.49123 1.00382 0.60071 1.91466 -2.12126 -1.29754 1.00000 2054
-2.63653 -0.06509 0.41562 1.03191 -3.57293 4.64643 1.00000 2055
0.76673 -0.65299 -0.32475 -2.24688 2.56156 -1.62776 1.00000 2056
1.41497 0.30903 -0.32475 -1.23802 0.17332 -0.63710 1.00000 2057
1.23671 -1.40122 0.04544 -0.92275 1.76548 -1.62776 1.00000 2058
0.52364 -1.13400 -1.62038 -0.22917 1.01623 -0.30687 1.00000 2059
1.09085 0.89693 -0.88002 0.84275 0.45429 -0.96732 1.00000 2060
-0.69181 -1.82879 -0.32475 1.28412 -0.20130 0.68379 1.00000 2061
-0.80525 3.19508 0.97089 0.40137 -0.81007 0.35357 1.00000 2062
-1.64796 0.30903 1.52616 -0.92275 -0.71641 2.00467 1.00000 2063
1.22050 -1.93568 -1.62038 -1.61634 2.32742 -0.30687 1.00000 2064
2.07942 0.84348 -1.43529 -0.54443 1.20354 -3.27886 1.00000 2065
-0.93490 -1.40122 -1.80547 -0.22917 -0.20130 0.35357 1.00000 2066
1.36636 -0.65299 -0.32475 -1.80550 1.39085 -0.30687 1.00000 2067
1.88495 0.73659 -0.13966 -0.41833 0.50112 -0.96732 1.00000 2068
1.33394 1.21760 0.60071 0.84275 -1.18470 -0.63710 1.00000 2069
1.12327 0.79004 -0.32475 -1.17497 1.01623 -0.30687 1.00000 2070
1.02603 0.68315 0.97089 0.84275 -0.38862 -0.30687 1.00000 2071
0.65329 -0.27887 1.34107 1.41023 -0.66959 0.35357 1.00000 2072
0.57226 -1.08055 -1.62038 0.46442 0.40746 -0.30687 1.00000 2073
-0.70801 1.16416 1.15598 0.59053 -0.15448 -0.30687 1.00000 2074
-1.03213 -1.29433 2.08143 -0.10306 -0.06082 0.35357 1.00000 2075
0.94500 -0.38576 -1.62038 -0.16611 0.22015 -0.30687 1.00000 2076
0.66950 1.05727 -1.43529 0.65358 -0.43544 -0.63710 1.00000 2077
-1.29143 0.36248 -0.13966 0.08610 -0.66959 1.01401 1.00000 2078
-1.19419 -0.54610 -0.32475 -0.85970 0.54795 0.35357 1.00000 2079
1.13947 1.59172 0.60071 -0.54443 0.68843 -0.63710 1.00000 2080
0.86397 -0.97366 2.26652 0.46442 -0.43544 -0.30687 1.00000 2081
-0.70801 -0.97366 -0.69493 0.27526 -0.01399 0.68379 1.00000 2082
0.65329 1.11071 -1.25020 0.52748 0.31381 -0.63710 1.00000 2083
-0.91869 -0.65299 1.89634 -0.04000 -0.01399 1.01401 1.00000 2084
0.65329 -1.88223 -1.25020 -0.29222 0.82892 -0.30687 1.00000 2085
1.23671 -0.81332 -1.80547 1.22107 0.26698 -0.63710 1.00000 2086
0.89638 -0.54610 -1.99056 1.91466 -0.81007 -0.30687 1.00000 2087
-1.48590 0.30903 -1.06511 1.28412 -0.81007 0.35357 1.00000 2088
0.84776 0.25558 -0.13966 -1.61634 1.29720 -0.30687 1.00000 2089
1.36636 0.79004 0.78580 -0.35527 0.36063 -0.30687 1.00000 2090
-0.65939 -1.77534 -0.69493 1.47328 0.03284 0.35357 1.00000 2091
0.49123 1.75206 -0.69493 1.59939 0.22015 -0.63710 1.00000 2092
-1.27522 0.14869 2.08143 0.33832 -0.15448 0.35357 1.00000 2093
-0.90248 -1.98912 0.41562 -0.98581 0.87574 0.35357 1.00000 2094
1.23671 1.80550 -1.99056 0.08610 0.40746 -0.30687 1.00000 2095
1.04224 0.84348 -1.06511 0.90580 -0.99738 -0.30687 1.00000 2096
-0.88628 1.00382 1.15598 1.09496 -1.04421 0.35357 1.00000 2097
-1.38866 0.36248 1.71125 0.14916 -0.38862 0.35357 1.00000 2098
1.20430 -0.86677 -1.25020 -0.35527 0.64160 -0.63710 1.00000 2099
1.04224 -0.11853 -1.06511 0.71664 -0.38862 -0.96732 1.00000 2100
-1.68037 0.20214 -0.13966 0.27526 -1.13787 0.35357 1.00000 2101
1.13947 -0.65299 -1.80547 -2.68825 1.81231 -0.63710 1.00000 2102
1.88495 3.35542 -1.43529 -0.79665 0.26698 -0.96732 1.00000 2103
-0.72422 -0.54610 1.89634 0.90580 -0.57593 0.35357 1.00000 2104
0.76673 -1.02711 -1.99056 0.14916 0.59477 -0.30687 1.00000 2105
0.97741 0.46937 -1.99056 0.77969 -0.01399 -0.30687 1.00000 2106
0.57226 0.36248 -1.06511 1.85160 -0.43544 -0.30687 1.00000 2107
0.05367 0.89693 -0.32475 2.04076 -1.13787 -0.30687 1.00000 2108
-1.14557 1.16416 1.15598 1.53633 -1.09104 0.35357 1.00000 2109
0.83156 1.43138 1.52616 1.59939 -0.24813 -0.30687 1.00000 2110
-0.31907 -1.50812 -1.99056 -0.79665 0.07967 0.35357 1.00000 2111
0.63709 0.20214 -2.17565 -0.29222 0.50112 -0.30687 1.00000 2112
0.55606 1.43138 -0.50984 0.46442 -0.15448 -0.30687 1.00000 2113
-0.77284 -0.54610 0.97089 0.02305 -0.15448 0.35357 1.00000 2114
-0.40010 -0.65299 0.41562 -0.85970 0.45429 0.35357 1.00000 2115
0.83156 0.68315 -1.06511 -0.16611 0.45429 -0.63710 1.00000 2116
-1.16178 -0.01164 0.60071 0.21221 -1.23152 1.01401 1.00000 2117
-1.21040 -1.13400 0.04544 -1.04886 0.45429 0.35357 1.00000 2118
0.62088 0.36248 -1.25020 -1.61634 0.82892 -0.30687 1.00000 2119
-0.75663 0.09525 -0.50984 -0.85970 0.03284 0.68379 1.00000 2120
0.91259 -0.70643 0.41562 0.96885 0.03284 -0.63710 1.00000 2121
0.65329 0.30903 0.41562 -0.48138 0.73526 -0.63710 1.00000 2122
-0.88628 -0.86677 -1.06511 -0.92275 -0.10765 0.68379 1.00000 2123
0.84776 -1.29433 0.23053 -0.60749 0.40746 -0.63710 1.00000 2124
-1.11316 -0.65299 0.04544 0.14916 -0.85690 0.68379 1.00000 2125
-1.16178 -0.49265 -0.13966 -0.85970 0.36063 0.35357 1.00000 2126
0.92879 0.46937 -0.13966 -0.48138 0.31381 -0.30687 1.00000 2127
0.58847 -0.70643 0.60071 0.77969 -0.29496 -0.30687 1.00000 2128
-0.67560 -0.97366 0.23053 0.77969 -0.57593 0.35357 1.00000 2129
-0.93490 -0.97366 -0.13966 0.08610 -0.10765 0.35357 1.00000 2130
0.96121 0.41592 0.23053 1.59939 -0.20130 -0.30687 1.00000 2131
0.73432 0.04180 0.41562 2.10382 -0.48227 -0.30687 1.00000 2132
-1.06454 -1.02711 0.04544 1.72550 -0.48227 -0.30687 1.00000 2133
0.91259 0.46937 -0.50984 0.52748 0.03284 -0.30687 1.00000 2134
0.18332 -0.49265 0.04544 1.66244 -0.43544 -0.30687 1.00000 2135
0.15091 -0.54610 -0.88002 0.46442 0.26698 -0.63710 1.00000 2136
0.68570 -0.65299 -0.32475 0.59053 0.31381 -0.63710 1.00000 2137
-1.21040 -0.33232 0.41562 -0.04000 -0.29496 0.35357 1.00000 2138
1.26912 -0.70643 -0.32475 -0.41833 0.82892 -0.30687 1.00000 2139
1.36636 -0.01164 -0.13966 0.46442 -0.01399 -0.63710 1.00000 2140
-1.01593 -0.11853 -1.99056 1.22107 -0.66959 0.35357 1.00000 2141
-1.19419 0.30903 -0.32475 -0.16611 -0.34179 0.35357 1.00000 2142
1.12327 0.52281 0.97089 -0.41833 0.45429 -0.30687 1.00000 2143
1.07465 -0.11853 1.52616 0.52748 -0.15448 0.35357 1.00000 2144
1.02603 -0.43921 1.34107 1.09496 -0.06082 -0.30687 1.00000 2145
0.79915 -0.43921 1.34107 1.66244 -0.52910 -0.30687 1.00000 2146
-1.09696 -1.77534 -0.88002 1.28412 -0.52910 0.68379 1.00000 2147
0.60467 -0.49265 1.15598 0.52748 0.17332 -0.30687 1.00000 2148
0.62088 0.04180 -1.06511 0.59053 0.12649 -0.63710 1.00000 2149
-0.69181 -0.38576 0.04544 0.71664 -0.34179 0.35357 1.00000 2150
-0.90248 -0.81332 -0.32475 0.08610 -0.10765 0.35357 1.00000 2151
0.86397 -0.01164 -0.13966 0.65358 0.26698 -0.63710 1.00000 2152
0.57226 0.20214 0.23053 1.15801 -0.66959 0.35357 1.00000 2153
0.49123 -0.92022 0.23053 0.65358 0.17332 -0.30687 1.00000 2154
-0.65939 -0.27887 0.41562 0.77969 -0.34179 0.35357 1.00000 2155
-0.88628 -1.72190 -1.06511 -0.16611 0.03284 0.35357 1.00000 2156
0.60467 0.73659 -1.25020 -0.41833 0.54795 -0.30687 1.00000 2157
0.53985 0.73659 0.23053 0.71664 -0.10765 -0.30687 1.00000 2158
-0.74042 -0.22542 -0.13966 -0.04000 -0.15448 0.35357 1.00000 2159
-0.65939 -1.08055 -1.62038 -0.92275 0.54795 0.35357 1.00000 2160
0.71812 0.62970 -1.06511 -0.35527 0.50112 -0.30687 1.00000 2161
0.62088 0.36248 0.23053 0.71664 -0.10765 -0.30687 1.00000 2162
-0.70801 -0.70643 -1.25020 0.59053 -0.29496 -0.30687 1.00000 2163
-0.87007 -0.27887 -1.06511 0.21221 -0.20130 0.35357 1.00000 2164
-0.57836 -0.27887 -1.06511 -0.79665 0.45429 0.35357 1.00000 2165
0.84776 0.14869 -0.32475 -0.10306 0.45429 -0.30687 1.00000 2166
0.79915 -0.33232 -0.13966 0.65358 -0.10765 -0.63710 1.00000 2167
-0.77284 0.46937 1.15598 0.90580 -0.95055 0.35357 1.00000 2168
-1.17799 -0.59954 1.15598 0.27526 -0.34179 0.35357 1.00000 2169
-0.75663 -0.86677 0.60071 -0.92275 0.73526 0.35357 1.00000 2170
1.15568 -0.70643 -1.62038 -0.29222 0.82892 -0.30687 1.00000 2171
1.31774 0.14869 -1.25020 0.77969 0.12649 -0.30687 1.00000 2172
0.66950 0.25558 -0.50984 2.04076 -0.66959 -0.30687 1.00000 2173
-0.31907 0.30903 0.23053 2.35603 -0.85690 0.35357 1.00000 2174
0.86397 -1.61501 0.04544 0.96885 0.26698 -0.30687 1.00000 2175
-0.05977 -0.70643 -0.50984 1.85160 -0.66959 -0.30687 1.00000 2176
-0.98351 -0.11853 -0.13966 1.28412 -0.66959 0.35357 1.00000 2177
0.83156 -0.81332 -0.69493 -0.54443 0.45429 -0.30687 1.00000 2178
-0.85387 -0.06509 -0.13966 0.21221 -0.43544 0.35357 1.00000 2179
-0.56216 -0.59954 -0.32475 -0.85970 0.50112 0.35357 1.00000 2180
0.65329 0.95038 -1.25020 -0.41833 0.36063 -0.30687 1.00000 2181
0.55606 0.30903 -0.32475 0.84275 -0.10765 -0.30687 1.00000 2182
-0.85387 -1.13400 -0.32475 0.14916 -0.10765 0.35357 1.00000 2183
1.05844 1.27105 0.23053 1.15801 0.22015 -0.63710 1.00000 2184
-0.96731 -1.72190 1.89634 1.53633 -0.62276 0.35357 1.00000 2185
-1.34005 -2.95114 -1.06511 0.14916 -0.06082 -0.30687 1.00000 2186
0.42641 3.46231 3.93234 -0.48138 0.96940 0.35357 1.00000 2187
1.18809 1.48483 3.56215 0.59053 0.45429 -0.96732 1.00000 2188
0.97741 1.27105 3.74725 1.66244 -0.38862 -0.63710 1.00000 2189
-1.24281 1.59172 3.00688 1.34717 -0.66959 0.35357 1.00000 2190
-1.48590 1.91239 3.00688 0.02305 -0.01399 1.34423 1.00000 2191
-0.91869 1.21760 2.26652 -1.04886 1.01623 1.01401 1.00000 2192
0.70191 1.85895 2.45161 -0.60749 0.50112 -1.62776 1.00000 2193
-0.69181 1.96584 2.82179 -0.35527 -0.71641 1.67445 1.00000 2194
-0.43251 2.01928 3.00688 -0.98581 0.64160 0.68379 1.00000 2195
0.66950 0.84348 2.08143 -0.79665 1.01623 -0.63710 1.00000 2196
0.86397 0.25558 1.52616 -0.35527 0.22015 -0.30687 1.00000 2197
-1.08075 1.59172 0.23053 0.14916 -0.52910 2.00467 1.00000 2198
-0.31907 2.17962 0.60071 -0.73359 1.01623 -0.30687 1.00000 2199
0.70191 3.67609 1.71125 -0.54443 1.25037 -1.95798 1.00000 2200
-0.75663 2.23307 -0.13966 -0.79665 -0.29496 1.34423 1.00000 2201
0.50744 2.12618 2.45161 -0.41833 0.22015 0.68379 1.00000 2202
0.16711 -0.17198 0.60071 0.46442 -0.10765 -1.95798 1.00000 2203
-0.95110 -0.01164 -0.32475 0.27526 -1.84029 2.33489 1.00000 2204
-1.04834 1.05727 -1.06511 -1.04886 0.54795 0.35357 1.00000 2205
1.05844 1.21760 2.26652 -0.29222 0.82892 -0.63710 1.00000 2206
0.97741 1.37794 2.26652 0.46442 -0.34179 0.35357 1.00000 2207
0.91259 -0.27887 1.52616 1.03191 0.03284 -0.96732 1.00000 2208
-1.22660 0.30903 0.23053 1.15801 -1.98077 0.35357 1.00000 2209
-0.65939 1.16416 -0.69493 -0.79665 -0.62276 2.66511 1.00000 2210
1.38256 1.59172 -1.25020 -0.35527 1.43768 -1.29754 1.00000 2211
1.38256 2.12618 -0.69493 0.59053 -0.43544 -0.63710 1.00000 2212
0.76673 2.71408 0.41562 1.53633 -0.99738 0.68379 1.00000 2213
-0.99972 0.73659 2.08143 2.35603 -1.51249 2.00467 1.00000 2214
0.68570 -0.22542 -1.06511 1.78855 0.45429 -0.30687 1.00000 2215
-0.31907 0.62970 -1.25020 1.97771 -1.65298 -0.30687 1.00000 2216
-1.63175 0.95038 -1.25020 1.28412 -1.69980 1.34423 1.00000 2217
1.17188 3.19508 1.89634 -0.54443 0.54795 -0.63710 1.00000 2218
0.79915 -0.17198 2.45161 0.71664 -0.01399 -1.62776 1.00000 2219
-1.35625 -0.70643 0.23053 0.27526 -1.04421 1.67445 1.00000 2220
0.97741 3.35542 -0.69493 -0.60749 1.20354 -2.28820 1.00000 2221
0.57226 1.05727 1.89634 0.59053 0.50112 -1.95798 1.00000 2222
-0.75663 -0.49265 0.78580 0.71664 -1.04421 1.01401 1.00000 2223
-0.72422 1.91239 0.41562 -0.54443 -0.66959 0.35357 1.00000 2224
1.15568 1.53828 -0.32475 -0.48138 1.15671 -0.30687 1.00000 2225
0.84776 1.91239 0.23053 0.77969 -0.90373 -0.30687 1.00000 2226
-0.85387 0.68315 -0.13966 -0.29222 -0.66959 0.68379 1.00000 2227
-0.77284 0.62970 -0.50984 -0.85970 0.59477 0.68379 1.00000 2228
0.78294 1.05727 -1.06511 -0.73359 0.92257 -0.30687 1.00000 2229
-2.39344 1.27105 0.23053 -0.54443 -1.69980 1.67445 1.00000 2230
-2.26379 1.05727 -0.32475 -2.24688 1.53134 0.68379 1.00000 2231
1.56083 2.50029 -0.69493 -2.56215 1.57817 -0.63710 1.00000 2232
-0.91869 1.00382 1.34107 -0.41833 -1.23152 1.34423 1.00000 2233
-0.83766 0.89693 1.15598 -0.98581 0.82892 0.68379 1.00000 2234
1.17188 0.84348 0.41562 -0.60749 1.06306 -1.62776 1.00000 2235
0.11849 1.21760 0.41562 0.52748 -1.27835 -0.30687 1.00000 2236
-1.19419 0.57626 0.60071 0.14916 -1.84029 2.66511 1.00000 2237
-0.72422 0.89693 0.23053 -0.85970 1.71865 0.68379 1.00000 2238
1.13947 0.62970 -0.69493 0.46442 -0.20130 -0.96732 1.00000 2239
-1.19419 1.48483 -0.50984 0.21221 -1.55932 1.01401 1.00000 2240
-1.32384 1.37794 -0.32475 -0.92275 0.36063 1.01401 1.00000 2241
1.47980 1.75206 0.60071 -0.35527 0.73526 -0.96732 1.00000 2242
1.18809 1.91239 1.34107 1.03191 -0.57593 -0.63710 1.00000 2243
-1.06454 -0.11853 1.15598 1.28412 -1.65298 1.01401 1.00000 2244
0.53985 0.25558 0.23053 0.40137 0.87574 -0.63710 1.00000 2245
-1.30763 0.73659 -0.69493 -0.04000 -0.62276 0.68379 1.00000 2246
-1.34005 1.48483 -0.50984 -0.85970 0.26698 0.68379 1.00000 2247
-0.82145 2.07273 0.60071 -0.48138 -0.81007 0.35357 1.00000 2248
0.63709 0.46937 0.04544 -0.92275 1.48451 -0.63710 1.00000 2249
-1.61555 1.21760 -0.32475 0.14916 -2.54271 2.66511 1.00000 2250
0.78294 1.21760 0.04544 -1.86856 3.68543 -1.29754 1.00000 2251
1.51221 1.37794 0.60071 0.59053 -0.20130 -1.29754 1.00000 2252
-1.19419 0.95038 0.78580 0.33832 -1.27835 0.35357 1.00000 2253
-1.87484 -1.34778 -0.32475 -0.92275 -0.48227 2.66511 1.00000 2254
0.68570 -0.65299 -2.36074 -1.93161 3.17032 -0.63710 1.00000 2255
1.98218 2.71408 -1.62038 -0.85970 1.39085 -1.29754 1.00000 2256
1.60945 2.60718 0.04544 1.66244 -1.84029 -1.95798 1.00000 2257
-0.70801 1.43138 0.78580 0.65358 -1.51249 0.35357 1.00000 2258
-1.51831 -0.33232 -0.69493 -0.85970 -0.29496 1.67445 1.00000 2259
1.02603 -0.54610 0.60071 0.52748 -0.20130 -0.30687 1.00000 2260
-0.12460 -0.86677 -1.06511 -0.73359 0.45429 0.35357 1.00000 2261
-0.57836 -0.75988 0.78580 -1.04886 0.03284 0.35357 1.00000 2262
1.07465 -0.81332 -1.06511 0.52748 0.22015 -0.30687 1.00000 2263
0.86397 -0.49265 -1.06511 1.41023 -0.43544 -0.30687 1.00000 2264
-1.32384 -0.33232 -1.25020 0.27526 -0.20130 0.35357 1.00000 2265
-1.03213 0.04180 -0.88002 -0.98581 0.59477 0.35357 1.00000 2266
1.07465 -0.33232 0.04544 -0.35527 0.40746 -0.30687 1.00000 2267
-0.93490 1.05727 0.04544 0.96885 -0.29496 0.35357 1.00000 2268
0.58847 -2.52358 -0.32475 0.46442 0.36063 -0.30687 1.00000 2269
-0.88628 -0.01164 -0.69493 0.21221 -0.10765 -0.30687 1.00000 2270
-1.01593 0.04180 -0.32475 -0.22917 -0.15448 0.35357 1.00000 2271
-0.96731 -0.01164 -0.13966 -0.79665 0.31381 0.35357 1.00000 2272
0.92879 -0.22542 0.97089 0.77969 -0.01399 -0.30687 1.00000 2273
-0.62698 -0.11853 -0.69493 -0.85970 0.50112 0.35357 1.00000 2274
0.68570 -1.13400 -0.13966 -0.48138 0.40746 -0.30687 1.00000 2275
0.57226 -0.59954 -0.32475 0.46442 -0.15448 -0.30687 1.00000 2276
-0.95110 -0.38576 -0.32475 0.14916 -0.48227 0.35357 1.00000 2277
1.00982 -0.70643 -0.50984 -0.22917 0.40746 -0.30687 1.00000 2278
0.91259 -0.59954 -0.69493 0.59053 -0.24813 -0.30687 1.00000 2279
-0.90248 -1.02711 -0.88002 -0.79665 0.22015 0.35357 1.00000 2280
0.88018 -0.11853 -1.80547 -0.67054 0.78209 -0.30687 1.00000 2281
1.23671 0.41592 -1.06511 0.52748 0.26698 -0.30687 1.00000 2282
-0.88628 -0.92022 0.78580 1.41023 -0.15448 0.35357 1.00000 2283
0.47503 -0.27887 -2.17565 0.52748 0.45429 -0.30687 1.00000 2284
-0.90248 -0.38576 0.60071 0.27526 -0.10765 0.35357 1.00000 2285
0.81535 0.68315 0.04544 1.15801 0.07967 -0.30687 1.00000 2286
-0.95110 -1.45467 -0.50984 1.15801 -0.43544 0.68379 1.00000 2287
