X1 X2 X3 X4 Y outlier number
-0.78505 -0.68959 -0.67384 -0.49447 -0.51536 1.00000 533
-0.81723 -0.72123 -0.47864 -0.53890 -0.56328 1.00000 354
1.08166 1.14560 0.73322 1.11978 0.92737 1.00000 598
-0.75286 -0.78451 -0.84115 -0.68700 -0.87701 1.00000 234
2.52997 0.82919 0.47528 2.45264 1.40435 1.00000 363
-0.20573 -0.51556 -0.46005 -0.06499 -0.21203 1.00000 131
1.08166 0.11726 -0.10683 -0.42042 -0.07974 1.00000 451
-0.81723 -0.81615 -0.82721 -0.76993 -0.91171 1.00000 523
-0.84942 -0.83197 -0.87988 -0.65738 -0.88724 1.00000 125
-0.72068 -0.62631 -0.59483 -0.40562 -0.42848 1.00000 172
-0.04480 0.51278 0.21734 0.08310 0.23173 1.00000 666
-0.75286 -0.65795 -0.73774 -0.45004 -0.55157 1.00000 692
1.08166 1.14560 0.73322 -0.42042 0.38421 1.00000 144
-0.81723 -0.72123 -0.47864 -0.71662 -0.69304 1.00000 746
0.27704 0.35457 0.08837 -0.21309 0.00963 1.00000 688
-0.72068 -0.48392 -0.42055 -0.67219 -0.64955 1.00000 897
2.04720 2.09483 1.50705 -0.24271 0.87994 1.00000 1033
1.08166 2.17394 1.57328 2.08240 1.78322 1.00000 424
-0.36665 -0.27825 -0.16957 0.08310 0.01300 1.00000 504
-0.36665 -0.27825 -0.42752 -0.50928 -0.58200 1.00000 427
2.52997 2.56945 1.89396 0.82358 1.67523 1.00000 334
-0.81723 -0.81615 -0.86671 -0.53890 -0.83889 1.00000 211
2.04720 3.59779 4.57562 2.00835 3.62700 1.00000 625
1.08166 0.11726 0.31378 2.08240 1.01746 1.00000 18
-0.72068 -0.48392 -0.42055 -0.40562 -0.30819 1.00000 432
-0.78505 -0.57884 -0.67500 -0.70181 -0.79525 1.00000 555
1.08166 0.11726 0.31378 1.11978 0.73844 1.00000 150
0.59889 0.67098 0.34631 -0.06499 0.29935 1.00000 1045
-0.36665 -0.27825 -0.42752 -0.50928 -0.57325 1.00000 452
-0.81723 -0.81615 -0.82721 -0.76993 -0.88700 1.00000 683
2.52997 0.82919 1.18520 2.45264 1.82267 1.00000 671
-0.78505 -0.80033 -0.67268 -0.49447 -0.46206 1.00000 140
1.56443 0.35457 0.08837 -0.33157 0.04664 1.00000 624
-0.75286 -0.65795 -0.73774 -0.56852 -0.78814 1.00000 980
1.56443 1.62022 1.12013 2.74883 1.65878 1.00000 390
1.56443 1.62022 2.15423 0.37929 1.59271 1.00000 749
-0.78505 -0.80033 -0.80862 -0.76401 -0.91020 1.00000 601
-0.81723 -0.62631 -0.59483 -0.62776 -0.68453 1.00000 772
-0.84942 -0.67377 -0.75169 -0.58333 -0.80295 1.00000 507
-0.81723 -0.62631 -0.71334 -0.71662 -0.82919 1.00000 1055
1.56443 1.62022 2.15423 1.56406 2.08239 1.00000 674
2.52997 0.82919 0.47528 -0.15385 0.43603 1.00000 556
-0.78505 -0.68959 -0.76369 -0.70181 -0.84574 1.00000 235
-0.72068 -0.76869 -0.59483 -0.67219 -0.71135 1.00000 542
1.56443 2.88586 3.70420 2.74883 3.48696 1.00000 210
-0.04480 -0.43646 -0.36245 -0.36119 -0.25137 1.00000 588
1.56443 0.35457 0.08837 2.74883 1.19263 1.00000 642
-0.84942 -0.75287 -0.81443 -0.65738 -0.85344 1.00000 1016
-0.36665 0.03816 -0.16957 0.08310 -0.02623 1.00000 5
1.56443 1.62022 1.12013 -0.33157 0.65506 1.00000 216
0.59889 -0.12005 -0.29855 -0.50928 -0.46663 1.00000 808
0.59889 1.46201 1.96135 1.41597 1.81615 1.00000 106
0.27704 0.98739 1.38040 0.97168 1.34565 1.00000 858
-0.04480 0.51278 0.79945 -0.36119 0.40415 1.00000 39
-0.36665 -0.27825 -0.42752 -0.21309 -0.31611 1.00000 641
-0.04480 -0.43646 -0.55649 0.08310 -0.23657 1.00000 385
-0.72068 -0.76869 -0.82837 -0.75216 -0.88545 1.00000 410
-0.81723 -0.72123 -0.79003 -0.62776 -0.83301 1.00000 177
1.08166 2.17394 1.57328 1.11978 1.49294 1.00000 116
-0.81723 -0.62631 -0.71334 -0.62776 -0.75390 1.00000 933
-0.04480 0.51278 0.21734 0.52739 0.34690 1.00000 960
0.59889 1.46201 0.99116 -0.06499 0.63954 1.00000 111
-0.04480 0.03816 -0.16957 -0.36119 -0.20454 1.00000 438
-0.84942 -0.75287 -0.55649 -0.65738 -0.71567 1.00000 622
0.27704 -0.27825 -0.16957 0.97168 0.29251 1.00000 1001
-0.52757 -0.43646 -0.55649 -0.58333 -0.73451 1.00000 727
-0.75286 -0.78451 -0.63433 -0.56852 -0.64391 1.00000 596
2.52997 0.82919 1.18520 0.82358 1.40741 1.00000 995
1.08166 0.11726 -0.10683 2.08240 0.87428 1.00000 120
-0.20573 -0.51556 -0.62272 -0.06499 -0.31771 1.00000 317
-0.78505 -0.80033 -0.85432 -0.59814 -0.85346 1.00000 222
1.56443 1.62022 1.12013 1.56406 1.28944 1.00000 338
-0.75286 -0.53138 -0.47864 -0.68700 -0.69118 1.00000 518
0.59889 0.67098 0.34631 -0.50928 -0.09413 1.00000 825
1.56443 1.62022 2.15423 1.56406 2.10263 1.00000 405
-0.78505 -0.68959 -0.67384 -0.70181 -0.79903 1.00000 314
2.04720 0.59188 0.89473 2.00835 1.49269 1.00000 912
-0.75286 -0.53138 -0.63666 -0.56852 -0.68964 1.00000 1038
-0.72068 -0.62631 -0.71334 -0.67219 -0.81197 1.00000 589
-0.75286 -0.53138 -0.63666 -0.68700 -0.77576 1.00000 241
-0.84942 -0.83197 -0.75052 -0.73143 -0.82368 1.00000 607
-0.78505 -0.68959 -0.76369 -0.59814 -0.80051 1.00000 203
-0.81723 -0.72123 -0.79003 -0.71662 -0.86367 1.00000 228
-0.75286 -0.78451 -0.84115 -0.75808 -0.89284 1.00000 460
-0.78505 -0.68959 -0.67384 -0.49447 -0.50420 1.00000 657
-0.75286 -0.78451 -0.63433 -0.56852 -0.69958 1.00000 447
-0.75286 -0.65795 -0.32411 -0.68700 -0.58419 1.00000 102
-0.20573 -0.12005 -0.29855 -0.06499 -0.13573 1.00000 93
1.08166 0.11726 -0.10683 1.11978 0.43880 1.00000 714
1.08166 0.11726 -0.10683 2.08240 0.88456 1.00000 290
-0.75286 -0.65795 -0.32411 -0.45004 -0.24687 1.00000 60
-0.81723 -0.81615 -0.86671 -0.76993 -0.93868 1.00000 359
0.27704 0.35457 0.08837 -0.56852 -0.25309 1.00000 738
2.04720 2.09483 1.50705 2.00835 1.77154 1.00000 72
-0.75286 -0.78451 -0.84115 -0.56852 -0.81912 1.00000 268
0.59889 -0.12005 -0.29855 0.67549 0.12883 1.00000 654
1.08166 0.11726 0.31378 0.15715 0.42162 1.00000 853
-0.84942 -0.83197 -0.75052 -0.65738 -0.80049 1.00000 557
-0.75286 -0.65795 -0.63433 -0.56852 -0.67212 1.00000 34
-0.20573 -0.51556 -0.46005 0.30525 -0.13255 1.00000 303
-0.52757 -0.67377 -0.75169 -0.13904 -0.39676 1.00000 947
-0.20573 0.27547 0.02214 0.30525 0.15426 1.00000 531
-0.75286 -0.78451 -0.79003 -0.56852 -0.80740 1.00000 737
0.27704 0.35457 0.08837 -0.56852 -0.24582 1.00000 433
2.04720 2.09483 1.50705 -0.24271 0.87880 1.00000 313
-0.84942 -0.75287 -0.81443 -0.73143 -0.88067 1.00000 425
2.52997 2.56945 1.89396 2.45264 2.22133 1.00000 112
-0.75286 -0.65795 -0.73774 -0.56852 -0.76547 1.00000 255
-0.75286 -0.65795 -0.73774 -0.75808 -0.89919 1.00000 694
-0.81723 -0.62631 -0.71334 -0.62776 -0.78368 1.00000 554
-0.04480 0.03816 0.21850 0.08310 0.28190 1.00000 931
-0.84942 -0.75287 -0.55649 -0.77586 -0.85197 1.00000 907
-0.81723 -0.62631 -0.24626 -0.71662 -0.54854 1.00000 61
-0.04480 -0.43646 -0.36245 -0.36119 -0.25804 1.00000 536
-0.20573 -0.51556 -0.62272 -0.43523 -0.49292 1.00000 532
-0.78505 -0.80033 -0.67268 -0.76401 -0.79824 1.00000 214
0.27704 -0.27825 -0.16957 -0.56852 -0.34896 1.00000 950
1.08166 2.17394 1.57328 0.15715 1.02306 1.00000 328
1.08166 1.14560 0.73322 0.15715 0.58207 1.00000 69
-0.52757 -0.43646 -0.55649 -0.13904 -0.32401 1.00000 388
1.56443 0.35457 0.08837 0.37929 0.31744 1.00000 594
1.56443 2.88586 2.15190 1.56406 1.97736 1.00000 577
-0.72068 -0.48392 -0.42055 -0.67219 -0.64955 1.00000 509
-0.75286 -0.78451 -0.79003 -0.75808 -0.85996 1.00000 56
0.59889 -0.12005 -0.29855 0.67549 0.14282 1.00000 705
-0.84942 -0.75287 -0.55649 -0.58333 -0.63519 1.00000 975
-0.75286 -0.78451 -0.79003 -0.56852 -0.76426 1.00000 1010
-0.52757 -0.19915 -0.07198 -0.36119 -0.15561 1.00000 229
1.56443 0.35457 0.60425 2.74883 1.38484 1.00000 1053
2.52997 0.82919 1.18520 0.82358 1.34546 1.00000 441
2.04720 2.09483 1.50705 0.60144 1.21484 1.00000 691
-0.81723 -0.72123 -0.79003 -0.62776 -0.83097 1.00000 182
-0.84942 -0.75287 -0.75052 -0.58333 -0.79171 1.00000 700
-0.36665 -0.27825 -0.42752 -0.68700 -0.68580 1.00000 640
-0.78505 -0.57884 -0.67500 -0.59814 -0.76449 1.00000 602
2.52997 0.82919 0.47528 2.45264 1.39359 1.00000 265
-0.84942 -0.83197 -0.84812 -0.65738 -0.86777 1.00000 828
0.27704 -0.27825 -0.42752 -0.56852 -0.63458 1.00000 573
-0.75286 -0.78451 -0.63433 -0.45004 -0.41041 1.00000 499
2.04720 3.59779 4.57562 2.00835 3.63613 1.00000 146
-0.20573 -0.12005 0.02330 -0.43523 -0.09021 1.00000 612
-0.84942 -0.83197 -0.87988 -0.65738 -0.88864 1.00000 367
-0.36665 0.03816 -0.16957 -0.50928 -0.43970 1.00000 865
-0.36665 0.03816 0.21850 -0.50928 -0.18330 1.00000 122
-0.36665 0.03816 0.21850 -0.21309 0.05962 1.00000 519
1.56443 2.88586 2.15190 0.37929 1.44307 1.00000 275
0.59889 1.46201 0.99116 1.41597 1.12140 1.00000 341
-0.75286 -0.65795 -0.63433 -0.68700 -0.77222 1.00000 846
-0.81723 -0.72123 -0.47864 -0.71662 -0.69304 1.00000 929
-0.81723 -0.81615 -0.82721 -0.71662 -0.86484 1.00000 1036
0.59889 -0.12005 0.02330 0.67549 0.37573 1.00000 611
1.08166 2.17394 1.57328 2.08240 1.78656 1.00000 242
-0.78505 -0.80033 -0.67268 -0.59814 -0.73182 1.00000 193
-0.81723 -0.62631 -0.59483 -0.53890 -0.64527 1.00000 480
1.08166 0.11726 0.31378 1.11978 0.77562 1.00000 903
-0.72068 -0.48392 -0.42055 -0.53890 -0.54161 1.00000 852
-0.84942 -0.75287 -0.55649 -0.58333 -0.68972 1.00000 708
-0.78505 -0.57884 -0.67500 -0.76401 -0.87311 1.00000 157
0.27704 0.98739 1.38040 0.37929 1.01374 1.00000 251
-0.75286 -0.78451 -0.84115 -0.75808 -0.91748 1.00000 706
-0.84942 -0.83197 -0.84812 -0.58333 -0.83210 1.00000 489
0.59889 1.46201 1.96135 -0.06499 1.25633 1.00000 774
-0.84942 -0.67377 -0.75169 -0.77586 -0.90589 1.00000 849
-0.20573 0.27547 0.50897 0.30525 0.54066 1.00000 619
-0.81723 -0.81615 -0.71102 -0.76993 -0.81205 1.00000 253
-0.75286 -0.78451 -0.84115 -0.68700 -0.86790 1.00000 930
-0.84942 -0.67377 -0.36245 -0.73143 -0.63425 1.00000 153
-0.20573 -0.12005 -0.29855 -0.43523 -0.30769 1.00000 344
0.27704 -0.27825 -0.16957 0.37929 0.11117 1.00000 2
-0.78505 -0.57884 -0.67500 -0.70181 -0.80466 1.00000 159
2.52997 2.56945 1.89396 0.82358 1.58228 1.00000 697
-0.20573 0.27547 0.02214 -0.06499 0.09213 1.00000 1039
-0.84942 -0.75287 -0.81443 -0.73143 -0.87611 1.00000 916
-0.72068 -0.76869 -0.82837 -0.53890 -0.79077 1.00000 119
-0.78505 -0.80033 -0.85432 -0.59814 -0.83589 1.00000 391
2.52997 2.56945 1.89396 4.08170 3.10949 1.00000 793
-0.52757 -0.19915 -0.36477 -0.58333 -0.65253 1.00000 262
-0.04480 0.51278 0.21734 -0.36119 -0.00055 1.00000 449
2.04720 0.59188 0.28008 -0.24271 0.21479 1.00000 896
1.08166 2.17394 2.83277 0.15715 1.86661 1.00000 917
-0.36665 -0.59466 -0.68546 -0.21309 -0.47938 1.00000 834
-0.72068 -0.76869 -0.76912 -0.67219 -0.81567 1.00000 329
1.08166 0.11726 -0.10683 -0.42042 -0.12049 1.00000 851
-0.20573 -0.51556 -0.46005 -0.43523 -0.36151 1.00000 92
2.04720 3.59779 2.73401 3.41527 3.16563 1.00000 838
-0.72068 -0.62631 -0.24626 -0.75216 -0.55955 1.00000 873
-0.81723 -0.81615 -0.71102 -0.71662 -0.79780 1.00000 261
0.59889 -0.12005 -0.29855 -0.50928 -0.55137 1.00000 895
2.04720 0.59188 0.89473 3.41527 2.14152 1.00000 332
-0.72068 -0.76869 -0.82837 -0.75216 -0.88692 1.00000 318
0.27704 0.98739 1.38040 -0.21309 0.82174 1.00000 561
2.52997 0.82919 1.18520 -0.15385 1.00172 1.00000 959
-0.81723 -0.62631 -0.24626 -0.76993 -0.56527 1.00000 731
-0.36665 0.03816 0.21850 -0.50928 -0.18326 1.00000 417
-0.78505 -0.68959 -0.67384 -0.59814 -0.71443 1.00000 21
-0.04480 0.51278 0.79945 -0.36119 0.40564 1.00000 281
-0.75286 -0.78451 -0.63433 -0.75808 -0.75759 1.00000 187
-0.36665 -0.27825 -0.42752 0.08310 -0.19160 1.00000 512
-0.75286 -0.78451 -0.63433 -0.68700 -0.74126 1.00000 37
-0.75286 -0.65795 -0.63433 -0.56852 -0.71663 1.00000 608
-0.04480 -0.43646 -0.36245 0.52739 0.00909 1.00000 784
-0.36665 0.03816 0.21850 0.08310 0.25808 1.00000 610
-0.81723 -0.81615 -0.82721 -0.62776 -0.83183 1.00000 466
-0.84942 -0.83197 -0.84812 -0.77586 -0.92589 1.00000 815
-0.81723 -0.72123 -0.47864 -0.71662 -0.69304 1.00000 59
-0.81723 -0.72123 -0.79003 -0.71662 -0.86440 1.00000 1054
0.27704 0.98739 0.60425 -0.21309 0.26001 1.00000 818
1.08166 0.11726 -0.10683 -0.42042 -0.11439 1.00000 413
-0.36665 -0.59466 -0.68546 -0.50928 -0.71799 1.00000 292
0.59889 0.67098 0.34631 0.67549 0.51716 1.00000 439
-0.84942 -0.67377 -0.36245 -0.77586 -0.78815 1.00000 505
-0.52757 -0.19915 -0.36477 -0.58333 -0.56469 1.00000 586
-0.78505 -0.80033 -0.80862 -0.59814 -0.83426 1.00000 75
0.27704 0.98739 0.60425 0.97168 0.72665 1.00000 634
-0.81723 -0.62631 -0.71334 -0.53890 -0.73675 1.00000 971
-0.72068 -0.76869 -0.82837 -0.40562 -0.56369 1.00000 765
-0.72068 -0.62631 -0.59483 -0.40562 -0.42033 1.00000 340
2.04720 2.09483 2.73518 0.60144 2.01869 1.00000 1006
2.04720 0.59188 0.28008 0.60144 0.52024 1.00000 282
2.52997 2.56945 1.89396 2.45264 2.15312 1.00000 442
-0.36665 -0.59466 -0.55765 -0.21309 -0.39448 1.00000 829
0.59889 0.67098 0.34631 -0.50928 -0.29339 1.00000 878
-0.81723 -0.81615 -0.82721 -0.71662 -0.86196 1.00000 604
-0.20573 -0.51556 -0.62272 -0.06499 -0.30288 1.00000 605
-0.84942 -0.83197 -0.87988 -0.77586 -0.93875 1.00000 996
-0.75286 -0.65795 -0.32411 -0.75808 -0.76637 1.00000 1032
1.08166 1.14560 1.57328 1.11978 1.54503 1.00000 899
-0.81723 -0.72123 -0.71102 -0.53890 -0.72866 1.00000 559
-0.81723 -0.62631 -0.59483 -0.71662 -0.76900 1.00000 233
1.08166 2.17394 1.57328 1.11978 1.48545 1.00000 703
-0.20573 0.27547 0.02214 -0.06499 0.09312 1.00000 988
-0.72068 -0.62631 -0.71334 -0.75216 -0.82987 1.00000 827
-0.72068 -0.76869 -0.76912 -0.40562 -0.55229 1.00000 209
2.04720 3.59779 4.57562 0.60144 3.16195 1.00000 302
-0.75286 -0.65795 -0.32411 -0.68700 -0.58936 1.00000 585
-0.72068 -0.62631 -0.71334 -0.75216 -0.88419 1.00000 631
-0.04480 0.03816 -0.16957 0.52739 0.13981 1.00000 160
0.59889 -0.12005 -0.29855 1.41597 0.40989 1.00000 252
-0.52757 -0.43646 -0.36245 -0.58333 -0.64688 1.00000 759
0.59889 -0.12005 -0.29855 1.41597 0.45508 1.00000 126
2.52997 0.82919 0.47528 4.08170 2.51030 1.00000 732
-0.75286 -0.65795 -0.32411 -0.56852 -0.45930 1.00000 142
-0.75286 -0.53138 -0.47864 -0.56852 -0.64974 1.00000 990
-0.84942 -0.75287 -0.55649 -0.65738 -0.71652 1.00000 745
1.08166 0.11726 -0.10683 0.15715 0.10284 1.00000 983
0.59889 1.46201 1.96135 -0.06499 1.26335 1.00000 22
-0.20573 0.27547 0.50897 -0.06499 0.36300 1.00000 32
0.27704 0.35457 0.60425 0.97168 0.83193 1.00000 431
-0.72068 -0.62631 -0.59483 -0.40562 -0.42446 1.00000 270
-0.72068 -0.48392 -0.42055 -0.53890 -0.61674 1.00000 176
0.59889 -0.12005 -0.29855 -0.06499 -0.08101 1.00000 719
2.04720 0.59188 0.89473 -0.24271 0.68924 1.00000 478
-0.52757 -0.19915 -0.07198 -0.36119 -0.15662 1.00000 41
2.04720 0.59188 0.89473 -0.24271 0.65547 1.00000 787
-0.78505 -0.80033 -0.80862 -0.76401 -0.90332 1.00000 575
-0.52757 -0.19915 -0.07198 -0.58333 -0.51607 1.00000 754
-0.75286 -0.78451 -0.84115 -0.45004 -0.59436 1.00000 123
-0.20573 -0.12005 -0.29855 -0.65738 -0.63634 1.00000 487
1.08166 2.17394 2.83277 2.08240 2.69434 1.00000 249
-0.84942 -0.67377 -0.36245 -0.77586 -0.78805 1.00000 522
-0.52757 -0.19915 -0.07198 -0.58333 -0.37647 1.00000 963
-0.04480 0.03816 0.21850 0.52739 0.45640 1.00000 569
0.59889 -0.12005 0.02330 0.67549 0.43182 1.00000 540
1.56443 0.35457 0.60425 1.56406 1.05984 1.00000 316
1.08166 1.14560 1.57328 2.08240 1.92007 1.00000 560
-0.72068 -0.76869 -0.59483 -0.75216 -0.73031 1.00000 584
-0.81723 -0.81615 -0.71102 -0.53890 -0.69361 1.00000 189
-0.81723 -0.72123 -0.71102 -0.76993 -0.89166 1.00000 307
-0.36665 -0.27825 -0.16957 0.08310 0.00226 1.00000 511
-0.75286 -0.53138 -0.63666 -0.56852 -0.68266 1.00000 920
-0.78505 -0.57884 -0.67500 -0.76401 -0.81271 1.00000 305
-0.78505 -0.68959 -0.40195 -0.59814 -0.61026 1.00000 171
-0.81723 -0.62631 -0.24626 -0.62776 -0.54076 1.00000 955
-0.52757 -0.43646 -0.55649 -0.71662 -0.76295 1.00000 803
-0.72068 -0.76869 -0.59483 -0.67219 -0.70902 1.00000 812
1.56443 0.35457 0.60425 2.74883 1.38545 1.00000 965
0.27704 0.35457 0.08837 -0.21309 -0.00153 1.00000 208
0.27704 0.35457 0.08837 0.37929 0.23456 1.00000 643
1.08166 1.14560 1.57328 2.08240 1.85897 1.00000 366
-0.78505 -0.80033 -0.85432 -0.49447 -0.62421 1.00000 718
-0.81723 -0.81615 -0.82721 -0.53890 -0.81691 1.00000 145
-0.75286 -0.78451 -0.84115 -0.56852 -0.83222 1.00000 128
-0.52757 -0.19915 -0.36477 -0.36119 -0.31494 1.00000 27
-0.36665 -0.59466 -0.55765 0.08310 -0.24433 1.00000 488
1.08166 2.17394 1.57328 1.11978 1.49065 1.00000 962
-0.81723 -0.72123 -0.79003 -0.53890 -0.79786 1.00000 656
1.56443 0.35457 0.60425 1.56406 1.06671 1.00000 850
-0.84942 -0.75287 -0.75052 -0.73143 -0.84418 1.00000 836
-0.84942 -0.67377 -0.65293 -0.58333 -0.73968 1.00000 993
1.08166 0.11726 0.31378 1.11978 0.72114 1.00000 921
-0.72068 -0.48392 -0.42055 -0.40562 -0.30819 1.00000 238
-0.81723 -0.62631 -0.71334 -0.71662 -0.82691 1.00000 502
-0.04480 -0.43646 -0.36245 -0.36119 -0.26867 1.00000 810
-0.84942 -0.75287 -0.81443 -0.77586 -0.91722 1.00000 701
0.27704 0.35457 0.60425 0.37929 0.62704 1.00000 928
-0.78505 -0.80033 -0.80862 -0.49447 -0.60841 1.00000 702
0.27704 -0.27825 -0.42752 0.37929 -0.06512 1.00000 169
2.52997 2.56945 1.89396 -0.15385 1.28451 1.00000 82
-0.72068 -0.62631 -0.59483 -0.53890 -0.63266 1.00000 520
-0.81723 -0.62631 -0.59483 -0.71662 -0.76198 1.00000 280
-0.84942 -0.83197 -0.75052 -0.77586 -0.89121 1.00000 646
2.04720 3.59779 2.73401 2.00835 2.55707 1.00000 723
-0.75286 -0.53138 -0.63666 -0.75808 -0.86036 1.00000 300
-0.04480 0.03816 -0.16957 0.52739 0.11795 1.00000 848
0.27704 0.35457 0.60425 -0.21309 0.32693 1.00000 551
-0.36665 0.03816 -0.16957 0.08310 -0.02681 1.00000 199
-0.72068 -0.62631 -0.24626 -0.53890 -0.39464 1.00000 360
-0.81723 -0.62631 -0.24626 -0.71662 -0.54854 1.00000 582
1.08166 1.14560 0.73322 2.08240 1.23771 1.00000 46
1.56443 1.62022 1.12013 0.37929 0.89519 1.00000 1037
-0.75286 -0.78451 -0.84115 -0.75808 -0.89655 1.00000 156
2.52997 0.82919 1.18520 0.82358 1.35977 1.00000 1
-0.81723 -0.72123 -0.71102 -0.71662 -0.82092 1.00000 132
-0.75286 -0.65795 -0.63433 -0.45004 -0.46950 1.00000 202
-0.20573 0.27547 0.02214 -0.43523 -0.11507 1.00000 628
-0.78505 -0.80033 -0.67268 -0.76401 -0.86999 1.00000 88
-0.36665 0.03816 0.21850 -0.21309 0.04905 1.00000 87
-0.84942 -0.83197 -0.75052 -0.77586 -0.88722 1.00000 137
0.59889 -0.12005 -0.29855 0.67549 0.16965 1.00000 669
-0.75286 -0.53138 -0.47864 -0.68700 -0.68720 1.00000 437
-0.04480 0.51278 0.79945 0.08310 0.55702 1.00000 501
-0.04480 0.51278 0.21734 0.52739 0.34166 1.00000 906
1.08166 1.14560 0.73322 -0.42042 0.35440 1.00000 570
-0.04480 -0.43646 -0.55649 0.08310 -0.24356 1.00000 406
-0.20573 0.27547 0.50897 0.30525 0.54066 1.00000 1044
-0.72068 -0.48392 -0.42055 -0.53890 -0.54161 1.00000 735
-0.04480 0.51278 0.21734 0.08310 0.24603 1.00000 90
-0.81723 -0.81615 -0.86671 -0.53890 -0.84910 1.00000 95
1.08166 1.14560 0.73322 0.15715 0.62929 1.00000 135
1.08166 0.11726 -0.10683 1.11978 0.40682 1.00000 152
0.27704 -0.27825 -0.42752 0.37929 -0.07287 1.00000 904
-0.75286 -0.78451 -0.84115 -0.45004 -0.58776 1.00000 393
-0.84942 -0.75287 -0.75052 -0.65738 -0.81443 1.00000 198
2.04720 0.59188 0.28008 2.00835 1.05903 1.00000 497
-0.81723 -0.62631 -0.71334 -0.76993 -0.89482 1.00000 515
2.04720 2.09483 2.73518 2.00835 2.69924 1.00000 782
-0.36665 -0.59466 -0.55765 -0.68700 -0.71566 1.00000 893
1.08166 0.11726 -0.10683 0.15715 0.14557 1.00000 416
1.56443 2.88586 2.15190 0.37929 1.44220 1.00000 15
-0.78505 -0.80033 -0.80862 -0.49447 -0.59807 1.00000 693
-0.78505 -0.57884 -0.53674 -0.70181 -0.73077 1.00000 1013
1.08166 1.14560 0.73322 -0.42042 0.37281 1.00000 974
-0.81723 -0.72123 -0.47864 -0.53890 -0.63269 1.00000 130
-0.78505 -0.57884 -0.67500 -0.59814 -0.75867 1.00000 945
0.27704 0.35457 0.60425 -0.21309 0.33211 1.00000 635
-0.52757 -0.43646 -0.55649 -0.13904 -0.32388 1.00000 713
-0.81723 -0.72123 -0.71102 -0.53890 -0.75246 1.00000 879
0.27704 0.98739 0.60425 0.37929 0.56239 1.00000 83
2.04720 3.59779 2.73401 0.60144 1.84031 1.00000 386
-0.36665 -0.59466 -0.68546 -0.68700 -0.79896 1.00000 429
-0.36665 -0.59466 -0.68546 0.08310 -0.30357 1.00000 376
-0.75286 -0.65795 -0.73774 -0.68700 -0.81827 1.00000 62
1.56443 1.62022 2.15423 0.37929 1.56072 1.00000 284
1.08166 1.14560 0.73322 1.11978 0.90966 1.00000 667
-0.20573 -0.51556 -0.46005 -0.65738 -0.65645 1.00000 924
-0.52757 -0.19915 -0.07198 -0.36119 -0.15900 1.00000 861
0.27704 -0.27825 -0.16957 -0.21309 -0.05834 1.00000 721
-0.04480 0.03816 0.21850 0.52739 0.41787 1.00000 219
-0.04480 0.03816 0.21850 -0.36119 0.04946 1.00000 80
-0.81723 -0.81615 -0.86671 -0.53890 -0.83622 1.00000 820
1.56443 2.88586 3.70420 2.74883 3.47666 1.00000 591
-0.75286 -0.78451 -0.79003 -0.45004 -0.56581 1.00000 843
-0.84942 -0.83197 -0.84812 -0.77586 -0.91923 1.00000 319
-0.72068 -0.76869 -0.59483 -0.40562 -0.37739 1.00000 372
-0.72068 -0.48392 -0.59483 -0.40562 -0.44788 1.00000 882
1.56443 0.35457 0.08837 -0.33157 0.06413 1.00000 892
-0.20573 0.27547 0.50897 -0.43523 0.20772 1.00000 1029
-0.78505 -0.80033 -0.80862 -0.70181 -0.84520 1.00000 552
-0.04480 -0.43646 -0.55649 -0.36119 -0.41068 1.00000 380
-0.75286 -0.65795 -0.73774 -0.68700 -0.82301 1.00000 968
-0.36665 -0.27825 -0.42752 -0.50928 -0.65439 1.00000 257
-0.81723 -0.72123 -0.71102 -0.76993 -0.89296 1.00000 844
0.59889 0.67098 0.99233 1.41597 1.19103 1.00000 563
-0.20573 0.27547 0.50897 0.30525 0.54066 1.00000 910
-0.75286 -0.78451 -0.63433 -0.45004 -0.42971 1.00000 121
-0.81723 -0.62631 -0.71334 -0.76993 -0.83673 1.00000 871
-0.84942 -0.75287 -0.81443 -0.58333 -0.83305 1.00000 541
-0.36665 -0.59466 -0.68546 -0.50928 -0.70454 1.00000 68
2.52997 0.82919 0.47528 0.82358 0.77500 1.00000 698
-0.84942 -0.83197 -0.75052 -0.73143 -0.82518 1.00000 308
-0.84942 -0.83197 -0.75052 -0.58333 -0.73735 1.00000 326
-0.52757 -0.43646 -0.55649 -0.71662 -0.76703 1.00000 804
-0.04480 0.03816 -0.16957 -0.62776 -0.43035 1.00000 767
-0.81723 -0.81615 -0.86671 -0.62776 -0.86413 1.00000 888
1.56443 2.88586 3.70420 1.56406 2.84230 1.00000 371
-0.75286 -0.65795 -0.32411 -0.68700 -0.58250 1.00000 86
-0.75286 -0.53138 -0.47864 -0.56852 -0.58627 1.00000 306
0.27704 0.98739 0.60425 0.97168 0.73390 1.00000 832
-0.20573 -0.51556 -0.62272 0.30525 -0.15211 1.00000 66
-0.78505 -0.57884 -0.53674 -0.49447 -0.41193 1.00000 645
1.56443 2.88586 3.70420 2.74883 3.48859 1.00000 766
-0.75286 -0.78451 -0.79003 -0.45004 -0.57242 1.00000 67
-0.20573 0.27547 0.50897 -0.06499 0.36300 1.00000 289
2.04720 0.59188 0.28008 -0.24271 0.17526 1.00000 1000
-0.84942 -0.67377 -0.36245 -0.58333 -0.58365 1.00000 609
-0.20573 0.27547 0.02214 0.30525 0.15553 1.00000 572
