ClimbRate Sgz P Q CurRoll AbsRoll DiffClb DiffRollRate DiffDiffClb SaTime1 SaTime2 SaTime3 SaTime4 DiffSaTime1 DiffSaTime2 DiffSaTime3 DiffSaTime4 Sa Y outlier number
0.88548 -1.54099 -1.73918 -0.12506 0.79135 1.41122 -0.32458 0.79840 -0.70153 1.36772 1.36006 1.35995 1.35628 0.10707 -0.01041 0.05862 -0.01294 1.35604 -0.39080 1.00000 12109
-0.02956 0.73897 -0.22524 0.99696 -0.99498 -0.53878 -1.08156 1.43400 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.24192 1.00000 1427
1.22772 0.81759 1.25650 0.82434 0.68627 -1.51378 -0.32458 1.11620 -0.06954 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 0.80023 1.00000 13279
-1.57503 -0.36170 -0.28966 -0.90184 0.05580 1.16747 0.62165 0.48060 -0.17487 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 14153
0.79902 -0.83341 1.99736 0.47910 0.47612 1.16747 -0.98694 -0.63170 -0.49087 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.39080 1.00000 13403
0.43517 -0.51894 -0.19302 -0.98815 0.16088 1.16747 0.62165 0.24225 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.68856 1.00000 6402
1.01157 -1.54099 0.32236 -1.33339 -0.88990 0.92372 1.18939 0.87785 0.03579 1.36772 1.36006 1.35995 1.35628 0.10707 -0.01041 0.05862 -0.01294 1.35604 -0.83744 1.00000 13842
0.88188 -0.40101 0.38678 -1.59232 -0.25943 1.16747 0.52703 -0.55225 0.56244 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 2.58677 1.00000 9034
-0.34658 0.54243 0.58005 1.08327 -1.52037 -1.27003 -0.70307 1.35455 0.45711 -0.12304 0.13291 0.13294 0.13779 -2.21007 -0.01041 -3.38599 -0.01294 0.13784 -0.09305 1.00000 10549
-0.29254 0.30657 -0.06418 1.25588 -1.73053 -1.27003 -0.60845 1.27510 -0.06954 -0.86842 -0.60338 -0.60327 -0.59331 -2.21007 -0.01041 0.05862 -0.01294 -0.59308 1.54462 1.00000 13787
-1.08869 0.69966 -0.86947 0.73803 0.58119 1.41122 -1.46005 -0.71115 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.68856 1.00000 4306
0.81703 -0.47963 -0.48293 -0.29768 -2.15084 -0.53878 0.52703 1.99015 0.24645 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.05583 1.00000 12443
-1.17515 0.89621 -0.22524 1.08327 -1.52037 -0.53878 -1.08156 -0.07555 -0.06954 -0.12304 -0.35795 -0.35787 -0.34961 1.26564 -0.01041 0.05862 -0.01294 -0.34944 -0.09305 1.00000 10208
0.13256 -1.10858 1.06323 -0.29768 -2.04576 -0.53878 0.52703 1.51345 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.09305 1.00000 1912
2.01306 -0.12584 0.83775 1.42850 0.26596 -1.02628 -0.51382 0.16280 -2.17616 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 1.54462 1.00000 4223
-0.22409 -0.32239 0.22573 -1.16077 1.63198 0.67997 1.37864 -0.55225 -0.06954 0.12542 0.37834 0.37834 0.38149 -2.21007 -0.01041 0.05862 -0.01294 0.38148 -1.13520 1.00000 5718
0.37753 1.68241 1.32092 0.56541 0.47612 0.67997 -0.60845 0.08335 0.35178 0.37388 0.37834 0.37834 0.62518 0.10707 -0.01041 -3.38599 -0.01294 0.62512 0.80023 1.00000 1528
-0.20608 -1.38375 -0.99831 -0.98815 0.16088 0.67997 0.71628 -0.15500 0.03579 0.62234 0.62377 0.62374 0.62518 1.26564 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 8957
0.14336 -0.36170 1.32092 0.04756 -0.46959 -2.24503 1.37864 2.38740 0.14112 -1.36534 -1.33967 -1.33947 -1.32441 -2.21007 -0.01041 0.05862 -0.01294 -1.32400 3.33117 1.00000 1260
-0.76447 1.48586 2.06178 0.13387 -0.15435 0.67997 -0.51382 0.87785 0.03579 1.11926 1.11463 1.11455 1.11258 -2.21007 -0.01041 0.05862 -0.01294 1.11240 0.05583 1.00000 13099
-1.30124 0.14933 1.15986 0.30648 -0.36451 0.19247 -0.60845 -0.94951 0.14112 -0.37150 -0.11252 -0.11246 -0.10591 -2.21007 -0.01041 0.05862 -0.01294 -0.10580 -0.53968 1.00000 4777
-0.81850 0.03140 0.35457 0.22017 0.16088 0.92372 -0.70307 -0.39335 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 12097
-0.34658 -0.63686 1.51419 1.25588 -0.46959 -0.53878 -0.79769 -0.55225 -0.17487 -2.60765 -2.56682 -2.56649 -2.54290 0.10707 -0.01041 0.05862 -0.01294 -2.54219 3.92668 1.00000 13406
-0.62037 -0.28308 -0.09639 1.42850 0.79135 0.43622 -1.83855 -1.10841 0.03579 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.53968 1.00000 14901
1.63120 -1.02996 -0.80504 -0.38399 -1.41529 0.67997 0.33779 0.40115 -0.17487 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 13372
-1.57503 2.62584 0.12909 0.99696 0.47612 1.16747 -1.64930 -0.39335 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.39080 1.00000 8762
1.26374 -0.00791 0.90217 -0.72923 0.58119 0.92372 0.43241 0.16280 -0.17487 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.24192 1.00000 8246
-1.62186 -0.08653 -0.86947 0.30648 1.00151 -0.29503 -0.41920 0.16280 0.14112 0.37388 0.13291 0.13294 0.13779 1.26564 -0.01041 1.78093 -0.01294 0.13784 -0.68856 1.00000 11086
0.78821 -1.06927 -2.06130 -0.12506 -0.25943 -0.78253 0.90552 -0.15500 -0.38554 0.12542 -0.35795 -0.35787 -0.59331 1.26564 -0.01041 1.78093 -0.01294 -0.59308 -0.24192 1.00000 5914
-1.09589 0.58173 0.86996 1.08327 -1.73053 -0.53878 -1.08156 0.32170 -0.06954 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.39080 1.00000 9727
-0.62037 0.26726 -1.28822 0.04756 1.31674 1.41122 -0.51382 -1.50566 -0.06954 0.37388 0.13291 0.13294 0.13779 1.26564 -0.01041 0.05862 -0.01294 0.13784 -0.98632 1.00000 12128
1.04399 0.07071 -0.06418 -0.12506 -0.78482 0.67997 -0.22995 0.63950 -0.28020 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.83744 1.00000 4645
0.43877 -1.38375 -0.70841 -1.24708 1.84213 0.19247 1.28402 -0.47280 0.03579 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.68856 1.00000 1821
0.68734 0.34588 0.25794 1.77374 -2.78131 -2.73253 -0.13533 1.03675 -0.17487 -1.61380 -1.83053 -1.83028 -1.81181 1.26564 -0.01041 0.05862 -0.01294 -1.81127 1.69350 1.00000 6596
0.79542 0.18864 0.25794 0.04756 -0.67975 -0.78253 0.24316 -0.07555 -0.06954 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.24192 1.00000 11290
0.03529 -0.83341 0.90217 -0.38399 0.26596 -1.27003 1.09477 0.71895 -0.17487 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 1.24686 1.00000 9823
0.72337 -0.67617 0.99880 -0.12506 0.89643 1.41122 -0.79769 0.16280 1.08910 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 8693
0.62250 -1.26582 -0.19302 -1.07446 -0.46959 1.16747 0.71628 0.32170 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.20471 1.00000 4557
0.64771 1.68241 -0.80504 0.13387 -0.25943 1.16747 -0.60845 0.32170 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.20471 1.00000 7079
1.21691 -0.00791 0.12909 -0.21137 0.26596 0.43622 0.14854 -0.07555 -0.28020 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.53968 1.00000 15626
-1.61105 1.40724 -0.19302 -0.21137 1.73705 1.16747 -0.13533 -0.31390 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.53968 1.00000 575
1.45828 1.95757 -0.80504 1.42850 1.84213 -1.51378 -0.98694 -1.34676 0.14112 -1.11688 -1.33967 -1.33947 -1.32441 2.42421 -0.01041 0.05862 -0.01294 -1.32400 0.20471 1.00000 9724
0.64411 -0.51894 -0.74062 -0.12506 -0.78482 0.43622 -0.13533 0.48060 -0.17487 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.53968 1.00000 13061
-0.64198 -0.40101 0.25794 -0.81554 0.47612 1.16747 0.52703 0.16280 -0.17487 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 6629
1.46908 -0.08653 -1.67476 -0.72923 0.79135 -0.05128 0.62165 -0.79060 0.14112 -0.12304 -0.35795 -0.35787 -0.59331 1.26564 -0.01041 1.78093 -0.01294 -0.59308 0.05583 1.00000 423
-0.37540 0.07071 0.51563 1.51481 -0.57467 -0.53878 -1.55468 0.56005 -0.17487 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.53968 1.00000 2205
-0.47627 0.89621 -0.28966 -0.03875 -0.36451 1.16747 -0.41920 -0.23445 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.68856 1.00000 13939
-0.58434 -0.20446 -0.96610 -0.72923 0.16088 0.92372 0.52703 -0.47280 0.14112 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.39080 1.00000 11325
0.11454 -0.08653 -0.67620 0.39279 -0.46959 -0.53878 -0.32458 -1.10841 0.14112 -0.61996 -0.84881 -0.84867 -0.83701 1.26564 -0.01041 0.05862 -0.01294 -0.83672 -0.24192 1.00000 9713
-1.11030 -0.12584 -0.80504 0.65172 -0.99498 0.92372 -1.27081 0.32170 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 15812
-1.79478 0.69966 0.77332 0.99696 0.68627 -2.00128 -0.13533 0.48060 -1.12285 -1.11688 -1.09424 -1.09407 -1.08071 0.10707 -0.01041 0.05862 -0.01294 -1.08036 0.35359 1.00000 13095
0.27305 -0.28308 0.41899 -0.38399 -1.73053 0.67997 0.24316 0.87785 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 13420
-0.50509 0.42450 0.29015 0.22017 0.26596 0.43622 -0.60845 0.16280 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 14887
0.90349 -1.02996 -0.83726 -1.67863 0.26596 0.92372 1.47326 -0.15500 0.03579 0.87080 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 2765
-0.72484 -0.24377 -0.77283 -0.72923 0.89643 1.41122 0.33779 0.16280 -0.17487 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 13
0.31268 0.03140 0.16130 2.03267 0.89643 0.92372 -2.12242 -1.02896 -0.28020 -1.11688 -1.09424 -1.09407 -1.08071 0.10707 -0.01041 0.05862 -0.01294 -1.08036 3.33117 1.00000 14976
-0.59875 -0.20446 0.22573 -0.29768 1.10658 1.16747 -0.04071 -0.79060 -0.17487 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.24192 1.00000 781
2.19318 0.97483 0.67669 -2.02386 -0.04928 0.19247 1.75713 -1.58511 0.45711 -1.11688 -1.09424 -1.09407 -1.08071 0.10707 -0.01041 0.05862 -0.01294 -1.08036 1.24686 1.00000 4642
1.05840 0.07071 0.35457 -1.50601 -1.31021 0.19247 1.56789 1.35455 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.20471 1.00000 14754
1.81853 -0.20446 0.29015 0.47910 1.73705 -1.27003 0.14854 -0.87005 -0.06954 -1.36534 -1.33967 -1.33947 -1.32441 0.10707 -0.01041 0.05862 -0.01294 -1.32400 0.35359 1.00000 2757
1.22411 0.85690 0.41899 -0.81554 -0.25943 0.92372 0.52703 0.16280 -0.17487 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.39080 1.00000 6786
-0.75366 0.03140 -1.73918 -1.24708 0.26596 -0.05128 -0.32458 -1.34676 2.45840 -0.37150 -0.84881 -0.84867 -0.83701 2.42421 -0.01041 0.05862 -0.01294 -0.83672 -0.39080 1.00000 4635
-0.78968 -1.02996 1.15986 -0.03875 0.79135 -1.75753 1.00015 -0.31390 0.66778 -1.11688 -0.84881 -0.84867 -0.83701 -2.21007 -0.01041 0.05862 -0.01294 -0.83672 -0.24192 1.00000 4061
0.16498 -0.55824 1.22428 -0.90184 0.89643 -0.53878 1.00015 -0.39335 0.14112 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 1.09798 1.00000 8776
1.08722 0.11002 1.09544 0.04756 0.68627 0.19247 0.14854 -0.31390 -1.64951 -0.12304 0.13291 0.13294 0.13779 -3.36864 -0.01041 0.05862 -0.01294 0.13784 -0.39080 1.00000 7799
0.98635 0.07071 0.45121 -1.16077 -1.20514 0.19247 1.18939 0.95730 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.24192 1.00000 8388
0.73057 1.76102 0.90217 0.30648 -0.25943 0.67997 -0.98694 0.48060 0.45711 0.62234 0.86920 0.86915 0.86888 -2.21007 -0.01041 0.05862 -0.01294 0.86876 -0.24192 1.00000 11914
0.97554 -1.22651 -0.51514 0.22017 0.89643 -1.51378 0.62165 -1.02896 -0.06954 -2.85611 -2.81225 -2.81189 -3.03030 0.10707 -0.01041 1.78093 -0.01294 -3.02947 2.14014 1.00000 9531
-0.18086 -1.46237 -2.41562 -0.64292 0.47612 -1.02628 1.00015 -0.87005 0.03579 -2.11072 -2.07596 -2.07568 -2.05551 0.10707 -0.01041 0.05862 -0.01294 -2.05491 0.80023 1.00000 12493
-2.00012 1.36793 -1.64255 0.99696 0.47612 -1.02628 -0.70307 -1.98236 -0.06954 -1.61380 -1.58510 -1.58488 -1.56811 0.10707 -0.01041 0.05862 -0.01294 -1.56764 -0.24192 1.00000 9433
-2.50807 -0.87272 -0.22524 0.30648 0.16088 1.16747 -0.79769 0.16280 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.20471 1.00000 4400
0.19020 -0.47963 -0.19302 -2.36910 -0.67975 0.43622 1.85176 0.08335 0.35178 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 1.39574 1.00000 10779
-2.45404 -0.91203 -0.45072 0.22017 -0.78482 -0.53878 -0.60845 0.08335 1.61576 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.24192 1.00000 14072
1.72846 1.17138 0.67669 2.46421 -0.46959 1.16747 -2.21704 0.32170 -4.07212 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 0.05583 1.00000 4203
-1.57503 -0.28308 -0.03197 0.13387 1.42182 1.41122 -0.22995 -0.94951 -1.01752 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 0.05583 1.00000 2374
-0.90136 -0.16515 0.38678 0.22017 0.68627 -0.29503 -0.13533 -0.55225 -0.06954 -0.61996 -0.60338 -0.60327 -0.59331 -2.21007 -0.01041 0.05862 -0.01294 -0.59308 0.05583 1.00000 345
-1.26161 2.46860 0.32236 0.30648 1.63198 1.16747 -0.79769 -0.39335 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 12949
1.14126 1.28931 0.67669 -0.12506 0.79135 0.92372 -0.22995 -0.07555 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.24192 1.00000 6558
1.30337 -0.67617 -0.38629 0.22017 1.00151 -1.75753 0.62165 -1.26731 -0.06954 -1.36534 -1.58510 -1.58488 -1.56811 1.26564 -0.01041 0.05862 -0.01294 -1.56764 -0.09305 1.00000 10905
-0.43664 -0.00791 0.00024 0.30648 -0.67975 0.92372 -0.60845 0.56005 -0.17487 0.62234 0.37834 0.37834 0.38149 1.26564 -0.01041 0.05862 -0.01294 0.38148 3.03341 1.00000 16359
0.91070 0.85690 -0.70841 0.30648 -0.88990 -0.78253 -0.13533 0.00390 0.03579 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 -0.39080 1.00000 6701
-1.23639 0.03140 0.19351 1.08327 0.58119 0.43622 -1.36543 -0.79060 -0.70153 -0.12304 -0.11252 -0.11246 0.13779 0.10707 -0.01041 -3.38599 -0.01294 0.13784 -0.53968 1.00000 13231
0.11094 -0.16515 -0.70841 0.22017 -0.67975 0.92372 -0.60845 -0.07555 -0.28020 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 0.05583 1.00000 15306
1.18449 2.19343 0.29015 1.94636 0.68627 -0.05128 -2.21704 -0.94951 -0.28020 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 0.35359 1.00000 6356
1.49430 -0.63686 0.74111 -0.21137 -1.52037 -0.29503 0.14854 0.87785 0.35178 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.39080 1.00000 15654
-0.81130 0.03140 -1.12716 0.65172 0.47612 -0.05128 -0.70307 -0.55225 -0.06954 -1.11688 -0.84881 -0.84867 -0.83701 -2.21007 -0.01041 0.05862 -0.01294 -0.83672 0.65135 1.00000 6583
1.29256 0.22795 -0.38629 -0.90184 1.94721 0.43622 0.62165 -0.87005 0.56244 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.53968 1.00000 6671
0.33790 0.30657 -1.48149 0.99696 -0.46959 0.92372 -2.50091 -0.63170 2.24774 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 0.05583 1.00000 11446
-0.31055 0.03140 0.99880 1.08327 -0.36451 -1.27003 -0.70307 -0.55225 0.03579 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 -0.09305 1.00000 7912
-0.29614 0.11002 0.77332 0.73803 0.47612 -1.51378 -0.13533 1.11620 -0.06954 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.24192 1.00000 16514
-0.39701 0.07071 0.93438 0.04756 0.68627 1.16747 -0.41920 -0.15500 -0.17487 0.37388 0.37834 0.37834 0.62518 -2.21007 -0.01041 -3.38599 -0.01294 0.62512 0.80023 1.00000 8924
0.43517 -0.47963 0.32236 0.13387 -1.20514 -0.53878 0.05392 0.95730 0.03579 0.12542 0.37834 0.37834 0.38149 -2.21007 -0.01041 0.05862 -0.01294 0.38148 0.35359 1.00000 10387
-1.23999 0.58173 0.38678 0.30648 0.79135 -0.29503 -0.32458 0.40115 -0.59620 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.68856 1.00000 5089
1.29616 1.32862 0.54784 -0.64292 0.79135 1.41122 0.43241 -0.39335 -0.49087 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.68856 1.00000 9001
-0.94459 0.11002 0.83775 2.03267 1.73705 0.43622 -2.59553 -0.15500 -0.06954 -0.37150 -0.35795 -0.35787 0.38149 0.10707 -0.01041 -6.83061 -0.01294 0.38148 -0.24192 1.00000 14451
0.55765 2.54722 0.77332 1.25588 1.52690 -1.51378 -0.98694 -2.14126 0.14112 -1.61380 -1.58510 -1.58488 -1.56811 0.10707 -0.01041 0.05862 -0.01294 -1.56764 -0.24192 1.00000 9223
-0.77527 0.22795 -0.38629 0.04756 -0.57467 0.92372 -0.41920 0.32170 0.14112 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.68856 1.00000 10415
-0.77527 -0.36170 -0.99831 0.04756 0.26596 0.67997 -0.22995 -0.47280 -0.28020 -0.61996 -0.84881 -0.84867 -0.83701 2.42421 -0.01041 0.05862 -0.01294 -0.83672 3.18229 1.00000 2026
0.10374 -0.20446 -1.41706 -0.21137 0.16088 -1.02628 0.62165 -0.55225 0.03579 -0.61996 -0.60338 -0.60327 -0.59331 1.26564 -0.01041 0.05862 -0.01294 -0.59308 -0.39080 1.00000 1795
-0.31776 -0.08653 -0.35408 0.47910 -0.25943 0.92372 -0.98694 -0.94951 0.03579 0.12542 -0.11252 -0.11246 -0.10591 1.26564 -0.01041 0.05862 -0.01294 -0.10580 0.50247 1.00000 13819
0.73417 -2.44511 1.90073 -0.81554 -2.04576 0.19247 0.71628 1.27510 -0.06954 1.11926 1.11463 1.11455 1.11258 -2.21007 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 6379
0.61889 0.11002 0.41899 -0.98815 0.37104 0.43622 0.90552 0.16280 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 8695
-0.66360 -0.16515 -0.99831 1.94636 1.42182 0.19247 -1.55468 -2.53851 -2.70282 -1.11688 -1.09424 -1.09407 -1.08071 0.10707 -0.01041 0.05862 -0.01294 -1.08036 -0.68856 1.00000 2641
1.51952 -0.59755 0.16130 0.82434 -1.73053 -2.73253 0.43241 1.99015 0.24645 -0.12304 -0.35795 -0.35787 -0.34961 1.26564 -0.01041 0.05862 -0.01294 -0.34944 -0.09305 1.00000 15161
0.51802 1.48586 0.03246 1.60112 -1.94068 -1.75753 -0.70307 0.71895 -0.17487 -1.61380 -1.58510 -1.58488 -1.56811 0.10707 -0.01041 0.05862 -0.01294 -1.56764 2.14014 1.00000 14238
0.22622 0.03140 1.38534 0.47910 -1.62545 -1.51378 0.33779 0.79840 -0.17487 -0.37150 -0.35795 -0.35787 -0.34961 -2.21007 -0.01041 0.05862 -0.01294 -0.34944 0.05583 1.00000 4276
-0.21689 -1.61961 -1.86803 -0.29768 0.16088 0.19247 0.24316 -1.90291 0.03579 -0.37150 -1.09424 -1.09407 -0.83701 2.42421 -0.01041 -1.66368 -0.01294 -0.83672 -0.24192 1.00000 6703
-0.14123 -0.55824 0.58005 -3.75005 -0.57467 1.16747 2.32487 0.56005 2.03708 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 2.28902 1.00000 4431
2.26884 -1.85546 0.51563 0.04756 -0.25943 -1.27003 1.28402 0.40115 -0.28020 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 0.94911 1.00000 14683
0.30548 -0.24377 1.70746 0.47910 1.00151 -0.05128 0.52703 -0.23445 -1.01752 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 -3.38599 -0.01294 0.13784 -0.53968 1.00000 3850
1.81853 0.18864 0.86996 -0.47030 0.58119 1.41122 0.14854 0.48060 -0.06954 1.11926 1.11463 1.11455 1.11258 -1.05150 -0.01041 0.05862 -0.01294 1.11240 0.35359 1.00000 2997
1.24573 -0.91203 -1.03053 -1.33339 -0.78482 -0.05128 1.47326 0.95730 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.98632 1.00000 14251
1.84014 -0.47963 -0.22524 0.13387 -1.41529 -0.78253 0.33779 0.87785 -0.17487 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 1.69350 1.00000 14533
-0.53391 0.77828 1.57861 1.51481 -0.25943 -1.75753 -0.60845 0.87785 -0.17487 -1.61380 -1.33967 -1.33947 -0.83701 -3.36864 -0.01041 -5.10830 -0.01294 -0.83672 0.94911 1.00000 7428
-1.04546 0.58173 0.67669 1.08327 0.47612 -0.29503 -1.55468 0.24225 1.40509 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 3.03341 1.00000 10069
-1.21478 1.25000 1.41755 0.91065 0.16088 -0.78253 -0.98694 -1.98236 0.56244 -1.11688 -1.09424 -1.09407 -1.08071 0.10707 -0.01041 0.05862 -0.01294 -1.08036 -0.39080 1.00000 1443
1.04399 -0.71548 -0.90168 -0.21137 0.26596 -1.02628 0.62165 -0.63170 0.03579 -0.61996 -0.60338 -0.60327 -0.59331 0.10707 -0.01041 0.05862 -0.01294 -0.59308 -0.24192 1.00000 9332
-0.24571 -0.59755 -1.73918 -1.07446 0.16088 -0.05128 1.09477 -0.55225 -0.06954 0.12542 -0.35795 -0.35787 -0.34961 1.26564 -0.01041 1.78093 -0.01294 -0.34944 -0.09305 1.00000 5331
0.89989 0.42450 -0.41851 0.47910 -0.46959 -0.53878 -0.89232 0.40115 1.61576 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.09305 1.00000 2861
-1.15714 0.54243 0.48342 0.39279 0.05580 -0.29503 -0.51382 0.24225 -0.06954 0.12542 0.13291 0.13294 0.13779 -2.21007 -0.01041 0.05862 -0.01294 0.13784 -0.39080 1.00000 1047
2.15716 -0.44032 0.74111 -0.12506 0.16088 -0.29503 0.33779 -0.07555 -0.17487 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.39080 1.00000 1521
-0.49788 -0.55824 -0.45072 0.73803 1.10658 0.43622 -1.27081 -1.42621 0.24645 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 -0.98632 1.00000 4485
-0.47987 -1.02996 -0.64399 0.22017 0.58119 0.19247 -0.13533 -1.42621 -0.59620 -0.61996 -0.60338 -0.60327 -0.59331 0.10707 -0.01041 0.05862 -0.01294 -0.59308 -0.24192 1.00000 1856
