Cylinders Displacement Horse_power Weight Acceleration Model_year Origin Y outlier number
1.48395 1.02945 0.92426 0.55571 -1.82965 -1.62532 -0.71664 -0.82693 1.00000 355
0.30997 0.35009 0.14387 1.09560 1.98112 -0.26626 -0.71664 -0.82693 1.00000 41
-0.86401 -0.98949 -0.97470 -1.19364 -0.19646 1.63641 1.76941 1.86709 1.00000 297
1.48395 1.18254 2.74519 1.65553 -0.74086 -1.62532 -0.71664 -1.59664 1.00000 182
1.48395 0.62757 0.14387 0.45669 -0.01500 0.54917 -0.71664 -0.45489 1.00000 351
1.48395 1.48873 1.31446 1.79699 -0.74086 -1.08169 -0.71664 -1.34007 1.00000 105
-0.86401 -0.71201 -0.79261 -0.40384 1.00121 1.36460 1.76941 1.04606 1.00000 78
-0.86401 -0.69287 -0.22032 -0.79874 -0.01500 0.27736 -0.71664 0.26351 1.00000 111
-0.86401 -0.52064 -0.76659 -0.51347 0.52940 -0.53807 -0.71664 0.19937 1.00000 254
-0.86401 -0.93208 -0.76659 -0.96966 0.31164 0.00555 1.76941 0.58423 1.00000 363
1.48395 1.18254 1.18440 1.36436 -0.74086 -1.08169 -0.71664 -1.08350 1.00000 45
-0.27702 -0.60675 -0.03822 -0.17397 0.13017 0.54917 0.52638 -0.40358 1.00000 286
-0.86401 -0.93208 -0.68855 -0.92841 -0.52310 0.27736 0.52638 0.90494 1.00000 260
-0.86401 -1.01819 -0.74058 -1.07576 -0.37793 -1.35350 0.52638 0.84080 1.00000 356
1.48395 1.96715 1.96479 1.46456 -1.61190 0.27736 -0.71664 -0.95521 1.00000 230
0.30997 0.53189 0.01380 0.56749 0.16647 -0.26626 -0.71664 -0.69864 1.00000 158
-0.86401 -0.77898 -0.24633 -0.82467 -0.01500 -1.08169 1.76941 0.07108 1.00000 50
-0.86401 -0.36754 0.01380 -0.27417 0.42052 0.54917 -0.71664 -0.03155 1.00000 84
-0.86401 -0.99906 -0.87065 -0.88951 0.34793 -0.26626 0.52638 0.19937 1.00000 180
1.48395 1.48873 1.57459 1.52822 -1.28526 -1.08169 -0.71664 -1.34007 1.00000 268
-0.86401 -0.70244 0.27393 -0.21523 0.05759 0.54917 0.52638 -0.23681 1.00000 15
-0.86401 -0.70244 0.19590 -0.12918 -0.01500 -0.80988 0.52638 -0.57035 1.00000 376
1.48395 1.39305 1.44453 0.74431 -2.73698 -1.62532 -0.71664 -1.21178 1.00000 302
1.48395 1.49830 1.26244 1.35729 -0.92233 -1.08169 -0.71664 -1.21178 1.00000 374
-0.86401 -0.98949 -0.94869 -1.17006 0.16647 1.36460 1.76941 1.36678 1.00000 121
0.30997 0.35966 -0.11626 -0.09028 0.16647 -0.53807 -0.71664 -0.57035 1.00000 295
1.48395 1.48873 1.83473 1.32311 -0.92233 -0.80988 -0.71664 -1.34007 1.00000 345
1.48395 1.96715 1.18440 1.75219 -1.28526 -0.80988 -0.71664 -1.34007 1.00000 98
-0.86401 -1.04690 -1.02672 -1.02271 1.32785 1.09279 1.76941 2.22630 1.00000 276
-0.86401 -0.57805 -0.37639 -0.31425 -0.01500 1.09279 1.76941 0.81514 1.00000 249
1.48395 1.05815 0.92426 1.45867 -0.92233 0.00555 -0.71664 -0.76278 1.00000 255
-0.86401 -0.56848 -0.53247 -0.53351 0.16647 1.63641 -0.71664 0.71251 1.00000 324
-0.86401 -0.72157 -0.19430 -0.79874 -0.30534 0.54917 1.76941 0.48160 1.00000 7
-0.86401 -0.83639 -0.37639 -0.64549 -0.37793 -1.62532 0.52638 0.07108 1.00000 86
1.48395 1.96715 2.22492 1.58834 -1.21267 0.27736 -0.71664 -1.01935 1.00000 58
-0.86401 -0.71201 -0.19430 -0.55590 -0.37793 -1.08169 1.76941 -0.05721 1.00000 90
-0.86401 -0.71201 -0.66254 -0.41563 1.11009 1.63641 -0.71664 0.58423 1.00000 183
1.48395 1.49830 1.23642 1.45867 -0.99491 0.00555 -0.71664 -1.14764 1.00000 74
-0.86401 -1.10431 -1.20882 -1.44119 0.49311 1.36460 1.76941 2.00821 1.00000 265
0.30997 -0.25272 0.29995 -0.09146 -1.06750 1.36460 1.76941 0.25068 1.00000 33
0.30997 0.29268 -0.11626 0.53331 0.60198 0.54917 -0.71664 -0.37792 1.00000 47
-0.86401 -0.82683 -0.76659 -0.73980 0.45681 1.36460 1.76941 1.14869 1.00000 389
-0.86401 -0.52064 -0.42842 -0.30364 -0.05129 0.54917 -0.71664 0.21220 1.00000 34
-0.86401 -1.00863 -0.87065 -1.16417 -0.23276 0.54917 0.52638 1.03323 1.00000 325
0.30997 0.53189 0.01380 1.08381 1.07380 -0.26626 -0.71664 -0.95521 1.00000 69
-0.86401 -1.18086 -1.02672 -1.41997 1.25526 -1.35350 1.76941 0.96909 1.00000 23
-0.86401 -0.36754 0.01380 -0.20934 -0.41422 1.09279 -0.71664 0.57140 1.00000 251
-0.86401 -1.08517 -1.15679 -1.43529 0.20276 1.36460 1.76941 1.49506 1.00000 318
-0.86401 -0.75028 -0.61051 -0.89304 0.49311 0.00555 0.52638 0.19937 1.00000 281
-0.86401 -0.93208 -0.42842 -0.99913 -0.37793 -1.35350 1.76941 0.45594 1.00000 323
-0.86401 -0.52064 -0.84463 -0.48636 -0.70457 0.00555 -0.71664 0.39180 1.00000 62
1.48395 1.48873 1.05433 1.72390 -0.55940 -0.26626 -0.71664 -1.08350 1.00000 140
-0.86401 -0.41538 -0.42842 -0.28006 0.16647 0.27736 -0.71664 0.13522 1.00000 54
0.30997 0.05347 -0.50646 -0.01483 0.09388 0.54917 -0.71664 -0.41641 1.00000 153
1.48395 1.48873 1.05433 1.19108 -0.92233 -0.80988 -0.71664 -1.34007 1.00000 185
-0.86401 -0.56848 -0.53247 -0.80463 -1.43043 1.63641 -0.71664 1.09737 1.00000 349
1.48395 1.18254 1.18440 0.49677 -1.64819 -0.80988 -0.71664 -1.08350 1.00000 52
1.48395 1.07729 0.66413 1.32075 -0.55940 -1.08169 -0.71664 -1.34007 1.00000 319
0.30997 0.35009 0.01380 0.52741 0.49311 0.27736 -0.71664 -0.37792 1.00000 225
-0.86401 -0.93208 -0.42842 -1.03450 0.34793 -1.08169 1.76941 0.45594 1.00000 66
-0.86401 -0.85553 -1.07875 -1.00503 -0.30534 1.63641 -0.71664 1.86709 1.00000 31
-0.86401 -0.52064 -0.84463 -0.67968 1.43673 -0.80988 -0.71664 -0.31378 1.00000 354
1.48395 1.96715 2.22492 1.70268 -1.10379 -1.08169 -0.71664 -1.34007 1.00000 12
-0.86401 -0.72157 -0.19430 -0.67496 -0.23276 0.54917 1.76941 0.05825 1.00000 272
-0.86401 -0.99906 -0.76659 -1.02507 -0.01500 -0.53807 0.52638 0.07108 1.00000 200
0.30997 -0.47279 -0.74058 0.21503 1.47302 1.36460 0.52638 0.93060 1.00000 119
-0.86401 -0.36754 -0.32437 -0.42152 -0.41422 1.36460 -0.71664 0.30200 1.00000 27
0.30997 0.35009 0.14387 0.07240 -0.19646 -0.26626 -0.71664 -0.31378 1.00000 342
0.30997 0.35009 1.57459 0.55099 -0.77715 0.54917 -0.71664 -0.73712 1.00000 271
-0.86401 -1.03733 -1.02672 -1.12998 0.31164 1.09279 1.76941 1.76446 1.00000 310
-0.86401 -1.10431 -1.20882 -1.35867 1.11009 0.27736 0.52638 1.61052 1.00000 242
1.48395 1.96715 1.70466 1.99267 -1.46672 -0.26626 -0.71664 -0.95521 1.00000 353
-0.86401 -1.00863 -0.87065 -1.24079 -0.55940 0.82098 0.52638 1.08455 1.00000 10
0.30997 0.53189 -0.11626 0.35413 0.89233 -0.80988 -0.71664 -0.95521 1.00000 306
-0.86401 -0.92251 -0.66254 -0.85178 0.78345 0.00555 -0.71664 0.32765 1.00000 99
-0.86401 -0.41538 -0.37639 0.02996 1.65448 1.09279 -0.71664 0.10957 1.00000 309
0.30997 0.35009 0.01380 0.47437 0.09388 0.54917 -0.71664 -0.36509 1.00000 197
0.30997 -0.36754 0.09184 -0.05609 -0.01500 0.00555 1.76941 -0.57035 1.00000 340
-0.86401 -0.83639 -0.76659 -0.90483 -0.41422 1.36460 1.76941 1.31546 1.00000 294
1.48395 2.34989 2.87525 1.57301 -2.55552 -1.62532 -0.71664 -1.21178 1.00000 22
1.48395 0.69455 0.53407 0.73960 -0.19646 0.82098 -0.71664 -0.54469 1.00000 278
1.48395 2.24464 2.43303 1.60720 -2.01112 -1.62532 -0.71664 -1.08350 1.00000 8
-0.86401 -0.85553 -0.89666 -0.97556 -0.23276 0.82098 -0.71664 1.41809 1.00000 357
0.30997 0.35966 0.19590 -0.16808 -0.30534 1.63641 -0.71664 -0.18549 1.00000 343
0.30997 0.03433 -0.24633 -0.08674 0.16647 -0.80988 -0.71664 -0.05721 1.00000 161
1.48395 1.96715 1.83473 2.54906 -1.28526 -1.35350 -0.71664 -1.34007 1.00000 151
1.48395 1.05815 1.05433 1.06377 -1.10379 0.27736 -0.71664 -0.76278 1.00000 117
1.48395 1.58442 2.87525 1.93019 -0.55940 -1.62532 -0.71664 -1.72493 1.00000 164
-0.86401 -0.61632 -0.06424 0.20324 0.05759 0.00555 0.52638 -0.44207 1.00000 214
1.48395 1.18254 0.92426 0.89284 -0.84974 0.54917 -0.71664 -0.51904 1.00000 139
-0.86401 -0.71201 -0.42842 0.34470 2.30776 0.00555 0.52638 -0.57035 1.00000 333
-0.86401 -0.92251 -1.07875 -1.09226 0.52940 0.27736 -0.71664 0.90494 1.00000 336
-0.86401 -0.89381 -0.55849 -0.91426 -0.08758 0.00555 0.52638 0.45594 1.00000 24
-0.86401 -0.69287 -0.42842 -0.56298 -0.16017 1.09279 0.52638 1.48223 1.00000 173
-0.86401 -0.92251 -0.94869 -0.99324 0.38423 0.54917 1.76941 0.77666 1.00000 159
-0.86401 -0.99906 -0.89666 -1.22664 -0.55940 -0.26626 0.52638 0.71251 1.00000 316
-0.86401 -0.69287 -0.48045 -0.68675 0.16647 -1.08169 -0.71664 -0.18549 1.00000 232
0.30997 0.04390 -0.37639 -0.38851 -0.19646 -1.62532 -0.71664 -0.31378 1.00000 46
-0.86401 -0.52064 -0.37639 -0.84117 -0.01500 -1.35350 -0.71664 0.58423 1.00000 150
1.48395 1.96715 1.18440 0.92349 -2.19259 -1.62532 -0.71664 -1.08350 1.00000 210
0.30997 0.60844 0.14387 -0.01837 -0.74086 -1.35350 -0.71664 -0.69864 1.00000 170
-0.86401 -0.72157 -0.19430 -0.50993 0.52940 -0.26626 1.76941 0.07108 1.00000 259
1.48395 1.48873 1.96479 1.65317 -1.24896 0.00555 -0.71664 -0.89107 1.00000 335
-0.86401 -0.78855 -0.42842 -0.68675 0.89233 1.63641 -0.71664 1.35395 1.00000 258
-0.86401 -0.93208 -0.97470 -1.07576 0.81974 1.36460 1.76941 1.13586 1.00000 303
0.30997 -0.12833 0.14387 -0.03841 0.31164 1.63641 -0.71664 0.19937 1.00000 288
-0.86401 -0.71201 -0.76659 -0.51347 0.71086 1.09279 1.76941 1.00757 1.00000 92
-0.86401 -0.72157 -0.58450 -0.30364 1.40043 1.63641 -0.71664 0.96909 1.00000 133
0.30997 -0.46323 -0.19430 -0.19165 -0.37793 0.27736 1.76941 -0.18549 1.00000 280
0.30997 0.53189 -0.11626 0.41425 -0.01500 -1.35350 -0.71664 -0.82693 1.00000 146
1.48395 1.48873 1.96479 1.79345 -1.10379 -0.80988 -0.71664 -1.46836 1.00000 244
-0.86401 -0.75985 -0.24633 -0.33429 -0.19646 -0.26626 0.52638 -0.05721 1.00000 108
-0.86401 -0.92251 -1.00071 -1.38814 -0.41422 0.54917 -0.71664 1.62335 1.00000 262
1.48395 1.02945 0.89825 0.69834 -0.99491 0.54917 -0.71664 -0.41641 1.00000 326
-0.86401 -0.46323 -0.97470 0.32112 2.27147 1.09279 0.52638 0.84080 1.00000 365
1.48395 2.49342 3.13539 0.12780 -2.01112 -1.62532 -0.71664 -1.21178 1.00000 67
1.48395 0.64671 0.14387 0.28694 -0.74086 -0.26626 -0.71664 -0.44207 1.00000 380
-0.86401 -0.83639 -0.76659 -0.91072 -0.37793 1.63641 1.76941 1.61052 1.00000 135
-0.86401 -0.93208 -1.52098 -1.34688 1.79966 -1.62532 0.52638 0.32765 1.00000 141
-0.86401 -0.82683 -0.89666 -0.86357 0.49311 1.63641 1.76941 1.35395 1.00000 317
1.48395 1.18254 1.05433 1.37026 -0.66827 0.27736 -0.71664 -1.01935 1.00000 203
