Att0 Att1 Att2 Att3 Att4 Att5 Att6 Att7 Att8 Att9 Att10 Att11 Att12 Att13 Att14 Att15 Att16 Att17 Att18 Att19 Att20 Att21 Att22 Att23 Att24 Att25 Y outlier number
0.20192 -0.12052 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 1.73670 -0.62180 -0.61134 0.92473 0.41111 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.46314 1.00000 10179
-0.16684 -0.83928 -0.47561 -0.02999 0.01052 -0.41206 0.94740 0.96909 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 0.48336 0.45109 -0.16049 -0.11275 1.70280 1.00000 4882
-0.08174 -0.83928 0.07557 -0.17955 -0.22330 -0.41206 -0.16425 2.24845 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 0.27656 0.73866 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 12464
-1.78371 -0.55178 -0.35313 1.61523 4.10242 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.16498 -0.15002 0.02602 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 10.24400 0.79251 -0.11275 -0.69379 1.00000 10313
-0.08174 1.07743 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 0.57709 1.38359 -0.06897 2.98578 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8107
-0.45050 1.22118 -0.10816 -0.32912 -0.22330 -0.41206 -0.61901 0.81556 0.29997 -0.61134 -0.60478 -0.48903 1.41040 1.82426 -0.23393 0.54243 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1901
-1.50005 0.64617 0.38178 -0.32912 -0.22330 -0.41206 -0.61901 -0.56614 -0.36575 -0.35298 -0.60478 -0.48903 -0.34002 -0.32950 3.31864 -0.17582 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.21448 1.00000 5204
-0.13848 0.31074 -0.41437 -0.25433 -0.22330 -0.13101 -0.41689 -0.61732 -0.57059 -0.55967 2.14835 0.89118 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 0.01459 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14046
-1.67025 -0.83928 -0.23064 4.38218 -0.22330 -0.41206 -0.61901 -0.61732 -0.41696 -0.55967 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 1.75707 7.19527 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2205
0.37211 -0.83928 -0.29188 -0.02999 0.01052 -0.41206 -0.61901 1.89022 1.01691 -0.55967 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 0.07719 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 0.80395 0.14506 -0.16049 -0.11275 0.02518 1.00000 5683
0.28702 1.74828 -0.10816 0.04480 0.59508 -0.41206 2.96857 -0.20792 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 3.43957 1.15244 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 1.67520 0.15718 -0.11275 -0.69379 1.00000 6759
0.42885 -0.83928 -0.47561 -0.32912 -0.22330 2.89022 0.99793 -0.41262 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 10113
1.05290 -0.83928 -0.47561 -0.25433 0.01052 -0.41206 0.94740 0.96909 0.81207 0.31873 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 0.14506 0.15718 -0.11275 -0.69379 1.00000 3991
-1.30149 0.59825 -0.47561 -0.32912 -0.22330 -0.34180 -0.51795 -0.61732 -0.57059 -0.50800 -0.60478 0.05105 2.81074 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 175
-1.21639 0.45450 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.51497 -0.57059 -0.50800 -0.60478 0.95119 1.49792 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2752
-1.10292 1.36494 -0.41437 -0.32912 -0.22330 -0.41206 -0.41689 0.25265 -0.57059 -0.55967 -0.60478 -0.12898 -0.25250 3.43957 -0.14728 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6857
0.82597 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.31583 1.53200 1.98989 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 13144
1.59186 -0.83928 -0.47561 -0.32912 -0.22330 0.22029 3.32228 1.48083 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11346
2.95343 -0.21635 -0.47561 -0.32912 -0.22330 0.92291 1.60428 -0.61732 0.14635 2.59224 2.14835 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 3223
0.00336 1.02951 -0.47561 -0.32912 -0.22330 -0.34180 -0.51795 -0.61732 -0.62180 -0.61134 1.99540 2.87149 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8150
0.40048 -0.45594 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 1.47779 0.21539 1.12867 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.22348 1.00000 1779
0.31538 0.40658 -0.47561 -0.32912 -0.22330 -0.41206 0.34105 1.63435 -0.62180 -0.61134 -0.60478 1.19123 1.14783 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 0.98382 1.00000 13506
0.85434 -0.45594 0.01433 -0.25433 -0.10639 3.52258 -0.31583 -0.61732 -0.62180 0.16372 0.97572 -0.48903 -0.34002 -0.32950 -0.23393 -0.27843 -0.22148 0.59236 0.01071 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 0.15718 -0.11275 -0.69379 1.00000 8059
0.88271 0.11907 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.00322 1.58021 0.52541 -0.34986 1.91134 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 7208
0.48558 1.02951 -0.47561 -0.32912 -0.22330 -0.41206 1.35163 1.48083 -0.51938 -0.61134 -0.60478 -0.48903 1.06031 2.18321 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 9329
-0.25194 -0.31219 0.01433 -0.32912 -0.22330 -0.13101 -0.51795 -0.61732 -0.62180 0.37040 1.68949 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 0.75026 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 4811
0.59904 -0.69553 -0.41437 -0.10477 -0.22330 -0.41206 -0.56848 0.15030 1.01691 0.93878 0.15998 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.00110 0.25606 -0.15784 -0.16097 -0.16049 -0.11275 -0.21448 1.00000 13063
-0.25194 -0.79137 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 0.71322 0.91449 -0.50800 -0.60478 -0.48903 -0.25250 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 11212
-1.52842 3.32957 1.36166 -0.17955 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 3.24834 -0.06028 5.91808 0.02939 -0.22148 -0.03924 0.73866 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 972
0.93944 0.16699 -0.47561 -0.32912 -0.22330 -0.41206 0.34105 1.63435 -0.62180 -0.55967 1.23064 1.01120 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 13103
1.16637 -0.07260 -0.47561 -0.32912 -0.22330 -0.34180 -0.41689 -0.31027 2.24593 -0.61134 2.30130 -0.18899 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 226
1.02454 -0.83928 -0.47561 -0.32912 -0.22330 -0.34180 -0.36636 0.91791 2.96287 -0.61134 -0.55380 -0.42902 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 4213
1.50676 -0.83928 -0.47561 -0.32912 -0.22330 3.94414 2.51381 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 12718
-1.67025 0.45450 0.74924 -0.32912 -0.22330 -0.34180 -0.51795 -0.51497 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 1.67233 1.77372 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 0.50450 1.00000 7025
-1.47168 0.83784 -0.29188 -0.32912 -0.22330 -0.41206 -0.61901 -0.51497 -0.46817 -0.61134 -0.60478 -0.48903 2.54817 0.65764 -0.32058 -0.27843 -0.22148 0.11866 0.01071 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 4041
1.56349 -0.02468 -0.35313 -0.25433 -0.22330 -0.41206 1.30111 0.66204 -0.62180 -0.09463 2.96409 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 0.01071 0.01459 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 3125
-0.93273 2.17954 3.26018 0.04480 -0.22330 -0.20127 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 2.99151 -0.07746 -0.32950 1.06579 4.03110 -0.22148 1.69766 2.37655 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 13379
-0.56397 1.89203 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.55967 2.50524 -0.48903 -0.16498 3.43957 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 0.34317 -0.69379 1.00000 6556
-1.35822 1.26910 -0.47561 0.41871 0.36126 -0.41206 -0.61901 -0.61732 -0.62180 -0.45633 -0.60478 -0.48903 4.73620 -0.15002 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 0.04578 2.08635 0.45109 -0.16049 -0.11275 -0.69379 1.00000 11280
-0.59233 -0.83928 1.66787 4.68131 -0.10639 -0.41206 0.79581 0.30382 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 7.92291 4.39433 0.25606 0.80395 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2468
1.30820 0.21491 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 2.60667 0.19755 -0.61134 0.97572 1.31125 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 10666
-0.02501 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 1.25058 0.76439 -0.57059 -0.50800 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 1806
-1.67025 -0.83928 2.77024 2.66218 -0.22330 -0.41206 -0.61901 -0.61732 -0.36575 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 5.10636 7.35803 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8529
0.34375 -0.26427 -0.47561 -0.32912 -0.22330 -0.27154 -0.61901 -0.61732 0.29997 0.83544 1.38359 -0.12898 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.46314 1.00000 11299
-1.27312 0.83784 -0.41437 -0.10477 -0.22330 -0.41206 -0.61901 -0.51497 -0.10970 -0.61134 -0.60478 -0.48903 2.46065 0.74738 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.00110 0.04578 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6928
1.02454 -0.64761 -0.47561 -0.32912 -0.22330 -0.34180 1.55375 -0.36144 -0.62180 1.71384 0.26194 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 3858
0.14519 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 2.14610 0.40239 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.46314 1.00000 6957
-0.33704 1.26910 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 0.51686 4.13168 -0.25250 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11729
0.82597 -0.40802 -0.47561 -0.32912 -0.22330 0.43108 1.90746 -0.61732 -0.62180 -0.14630 1.33261 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6530
1.08127 -0.83928 -0.47561 -0.32912 -0.22330 3.52258 1.80640 -0.36144 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2840
-1.55678 2.51497 -0.47561 -0.32912 -0.22330 -0.34180 -0.46742 -0.56614 -0.62180 -0.61134 -0.60478 -0.48903 0.97279 5.05488 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8534
1.16637 -0.45594 -0.47561 -0.32912 -0.22330 1.13369 0.99793 0.09912 -0.31454 0.06038 1.07769 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11704
-0.11011 -0.69553 -0.47561 -0.32912 -0.22330 0.00951 -0.61901 -0.61732 -0.62180 1.81718 0.15998 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 7873
1.47839 -0.21635 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 0.30382 0.81207 1.30047 2.14835 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8694
-0.42214 -0.07260 -0.04691 0.04480 -0.22330 -0.27154 -0.51795 -0.51497 -0.57059 -0.61134 2.14835 -0.06897 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 0.55668 0.57947 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.22348 1.00000 13899
-0.16684 1.12535 0.93296 -0.25433 0.01052 -0.41206 -0.61901 -0.61732 -0.62180 2.48890 -0.50282 -0.48903 -0.34002 -0.32950 3.83853 0.95286 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 0.45109 0.15718 -0.11275 -0.69379 1.00000 2070
1.30820 -0.40802 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.51938 3.78066 1.38359 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2527
-0.28031 -0.16843 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.56614 -0.51938 -0.14630 2.50524 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.22348 1.00000 7220
2.98180 -0.55178 -0.47561 -0.32912 -0.22330 1.27421 2.16010 -0.61732 0.35118 2.69558 0.66981 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6120
3.18036 -0.02468 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 3.06528 3.93567 0.41489 1.01120 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 7305
0.51395 0.45450 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 0.81207 0.78377 -0.09494 2.57144 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 98
-0.45050 0.59825 1.60663 -0.32912 -0.22330 -0.41206 -0.61901 1.48083 -0.10970 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 0.28596 4.95457 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 3567
0.91107 0.26283 -0.35313 -0.32912 -0.22330 -0.34180 -0.56848 -0.61732 -0.62180 0.93878 4.13673 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.07215 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 7553
-0.11011 -0.64761 -0.47561 -0.32912 -0.10639 -0.34180 -0.46742 -0.61732 -0.46817 1.61050 0.31293 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 0.15718 -0.11275 1.70280 1.00000 12726
-1.15966 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.46742 -0.56614 0.24876 -0.40466 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 5496
-1.38658 0.83784 -0.47561 -0.10477 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.40085 -0.24900 3.51090 -0.23976 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 0.25606 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11038
-0.50724 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 0.99793 0.09912 -0.46817 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 12829
0.65578 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 0.99793 0.15030 1.06812 0.11205 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 5403
-0.93273 -0.26427 0.01433 -0.10477 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 1.53654 -0.24900 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 1.28463 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 7464
-1.81208 0.16699 1.54539 1.09175 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.23393 4.03110 -0.22148 -0.19714 -0.17127 0.39118 2.46034 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 12880
-0.16684 -0.79137 -0.29188 -0.25433 -0.22330 -0.41206 1.55375 -0.05440 -0.62180 -0.30131 -0.55380 -0.36901 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.03924 0.19270 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 4256
-1.81208 2.03579 5.09745 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 4.27177 1.97894 6.19992 2.32926 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6573
-0.96109 0.16699 -0.41437 0.49349 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 0.41489 1.49127 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.00110 1.30745 -0.15784 -0.16097 -0.16049 -0.11275 0.02518 1.00000 11284
-1.27312 2.94623 2.46403 0.49349 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.55967 -0.60478 0.47112 3.51090 2.18321 1.06579 -0.27843 -0.22148 1.69766 5.10636 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11708
-1.81208 0.07115 3.07645 -0.25433 0.01052 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.14728 0.64504 7.99194 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 0.14506 0.15718 -0.11275 -0.69379 1.00000 2330
-0.16684 -0.64761 -0.41437 -0.32912 -0.10639 -0.41206 -0.61901 0.35500 1.63142 -0.61134 -0.60478 -0.48903 -0.34002 0.02946 -0.23393 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 0.34317 1.70280 1.00000 5684
-0.08174 -0.64761 -0.41437 -0.32912 -0.22330 -0.41206 -0.61901 2.55549 -0.57059 -0.55967 -0.60478 -0.48903 -0.34002 0.02946 -0.23393 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 2586
-0.59233 -0.83928 -0.10816 -0.32912 -0.22330 1.20395 0.54317 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 0.43446 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 13402
-1.38658 0.74200 -0.47561 -0.32912 -0.22330 -0.34180 -0.36636 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 3.42338 -0.23976 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8597
0.08845 -0.83928 -0.47561 -0.25433 0.12743 -0.41206 -0.46742 1.94140 0.35118 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 0.47485 -0.11275 1.70280 1.00000 14277
0.42885 -0.83928 -0.47561 -0.32912 -0.22330 1.83630 1.95799 -0.56614 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1310
0.76924 1.74828 -0.47561 -0.32912 -0.22330 2.81996 -0.61901 -0.61732 -0.62180 -0.04296 1.94441 -0.48903 0.27262 2.99087 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2164
0.62741 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 1.73670 0.29997 0.83544 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 809
-0.79090 0.74200 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.10557 -0.51938 -0.61134 -0.60478 2.21139 0.97279 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6859
