Longitude Latitude HousingMedianAge TotalRooms TotalBedrooms Population Households MedianIncome Y outlier number
-0.43439 -0.33797 -1.32214 0.25360 -0.17780 -0.19911 -0.15050 0.75184 0.17284 1.00000 9979
-0.82870 1.09000 0.66431 -0.13053 0.06196 0.14617 0.12937 -1.16560 -1.29692 1.00000 442
0.33427 -0.17410 0.18756 1.60859 2.26500 3.74461 2.50434 -1.03384 -1.31946 1.00000 18418
-0.05006 0.43922 0.26702 -0.47295 -0.58375 -0.49228 -0.58469 -0.88425 -0.83936 1.00000 7829
-1.29789 0.98700 0.98214 -0.46882 -0.22054 0.04903 -0.22374 -0.77265 -0.94595 1.00000 5934
-0.97844 1.82037 0.10810 -0.73606 -0.89474 -0.86316 -0.89072 -0.73091 -1.15307 1.00000 2855
-1.11321 1.43178 -1.63997 0.41632 0.36346 0.61153 0.46678 -0.06473 -0.73363 1.00000 11996
1.12789 -0.52524 -0.84539 0.03128 0.38008 0.16383 0.25492 -0.97189 -1.07941 1.00000 19516
1.22272 -0.98875 -1.95781 12.72723 10.49076 10.44257 10.04252 0.37553 0.04718 1.00000 14709
-0.27467 1.16491 0.66431 0.32969 0.30411 -0.96030 -0.95088 -0.95178 -1.02221 1.00000 10789
-2.25622 2.47584 -1.32214 -0.06361 -0.11133 -0.24061 -0.09819 -0.55400 -0.69290 1.00000 19790
0.70363 -0.43629 0.34648 0.12937 -0.10421 -0.05340 -0.05634 0.53060 -0.68597 1.00000 2817
-1.14815 0.77632 -0.84539 -0.34093 0.07146 -0.39868 0.13983 -0.78913 0.18324 1.00000 12551
0.91326 -0.71720 -0.20973 0.03999 0.15692 0.37223 -0.00403 -0.62785 -0.61404 1.00000 17407
-1.67224 1.61437 -0.36864 -1.05189 -1.12501 -1.12985 -1.15751 0.06808 -0.35146 1.00000 19226
0.66869 -0.79211 0.58485 -0.69939 -0.54814 -0.00749 -0.51669 -0.80924 -0.99448 1.00000 11782
0.57884 -0.80147 0.26702 -0.02098 0.16405 -0.25916 0.14506 0.19088 1.30982 1.00000 13122
0.59881 -0.74529 -0.28919 -0.95975 -0.89474 -0.86846 -0.96395 -0.85309 1.09577 1.00000 4821
0.68366 -0.77338 0.74377 -0.81078 -0.70008 -0.41987 -0.69193 -1.04106 -0.37919 1.00000 5114
-0.53921 -0.16474 0.26702 -0.79748 -0.70720 -0.77486 -0.70239 -0.69754 -0.35493 1.00000 15610
0.72359 -0.69847 -0.28919 0.35948 1.04241 0.25831 1.17038 -0.40393 0.09571 1.00000 13756
1.23770 -1.41011 0.66431 -0.32580 -0.26089 -0.07195 -0.19235 -0.72854 -0.66864 1.00000 7950
-1.30787 1.00573 1.85618 -0.73789 -0.84963 -0.84462 -0.86718 -0.52410 -0.40605 1.00000 18586
-1.53248 1.21641 1.85618 -0.21992 -0.16356 -0.31390 -0.08511 -0.29981 0.39382 1.00000 11931
0.73357 -0.76870 0.50539 -0.60038 -0.63123 -0.43488 -0.60823 -0.23164 -0.38439 1.00000 6568
-1.31785 0.86527 0.82323 -0.50458 -0.46980 -0.19558 -0.33882 -0.53821 0.34962 1.00000 7617
1.11291 -0.79211 -0.68648 0.89534 0.13318 0.20710 0.24969 1.86518 0.25690 1.00000 9426
-0.94350 1.37560 1.85618 -0.32947 -0.40570 -0.62121 -0.37021 -0.38019 -0.41559 1.00000 20223
0.59881 -0.74061 1.53835 -0.62788 -0.72144 -0.78281 -0.72593 0.07071 0.59054 1.00000 1327
-1.19307 0.89336 -1.16323 1.13232 1.58842 1.15903 1.59149 0.06329 0.25256 1.00000 2199
0.74356 -0.81552 0.98214 -0.82590 -0.88287 -0.72629 -0.83841 -0.07294 -0.34106 1.00000 2141
0.57884 -0.73592 1.14106 0.01340 0.04297 -0.36247 0.01690 0.14235 2.54041 1.00000 12335
1.21274 -0.73124 -2.03726 1.33218 0.68869 0.95416 0.80158 0.90370 -0.38872 1.00000 9538
-1.75210 1.28664 -0.05081 0.30310 0.32785 -0.44371 -0.33098 0.02423 0.22310 1.00000 20078
0.58384 -0.76402 -1.48106 -0.50870 -0.47218 -0.63622 -0.60562 1.01993 0.99611 1.00000 19769
-1.41269 0.97764 1.45889 -0.67326 -0.68346 -0.41722 -0.64485 0.21162 0.30369 1.00000 5909
0.71361 -0.74529 0.90268 -0.30701 -0.34873 -0.26975 -0.35975 -0.08410 -0.06981 1.00000 3821
-1.34780 1.03850 0.90268 -0.86395 -0.84014 -0.89760 -0.87241 -1.32272 -0.51438 1.00000 2422
-1.25297 0.93550 0.42594 -0.46607 -0.58138 -0.24503 -0.49576 0.08524 -0.36532 1.00000 16980
0.28436 -0.12260 0.98214 -1.06931 -1.09178 -1.06803 -1.09735 -0.86825 -1.31166 1.00000 3079
0.96317 -0.75465 -1.48106 1.03194 0.93083 1.06984 0.86697 0.10024 -0.42339 1.00000 12912
-1.22302 1.23046 -0.13027 0.36865 0.59136 0.58239 0.64987 -0.67433 -0.88529 1.00000 1644
-1.64728 1.39432 -0.44810 0.01844 -0.04012 0.02695 0.00120 -0.07084 -0.28733 1.00000 13503
0.63874 -0.73124 -0.52756 -0.98267 -0.63835 -0.69892 -0.62393 -1.17386 0.80719 1.00000 17496
0.83340 -0.95129 -0.28919 -0.07828 0.11182 -0.45873 -0.07203 -0.11416 2.54041 1.00000 16261
-0.45436 0.79036 -1.24268 0.46079 0.85249 0.27509 0.75450 -0.91004 -0.66084 1.00000 15141
0.94321 -0.97938 -1.87835 0.09362 -0.32024 -0.05517 -0.25251 1.97251 1.16597 1.00000 15239
-1.18808 1.08064 -0.60702 0.23709 -0.30125 -0.09491 -0.17927 1.57573 0.68067 1.00000 11170
1.27264 -1.36798 -0.68648 0.64827 0.49165 1.27559 0.68388 -0.07057 -0.73710 1.00000 2393
-1.31785 1.01509 1.53835 -0.60267 -0.65260 -0.81195 -0.64747 0.11950 0.19797 1.00000 11564
-1.58239 1.31473 -0.44810 0.08399 0.17591 0.19297 0.12152 -0.63853 -0.51091 1.00000 5428
-1.41269 0.98700 1.29997 -0.07965 -0.06860 0.14263 -0.12958 -0.67412 0.04285 1.00000 11900
-0.87363 1.16959 -1.87835 0.22930 -0.08759 -0.08696 -0.08511 0.90723 -0.17294 1.00000 5283
-1.23799 1.85783 0.42594 -0.26805 -0.46505 -0.41281 -0.46437 -0.53905 -0.96675 1.00000 11205
-1.77206 2.29792 -0.44810 -0.70810 -0.76180 -0.78281 -0.78086 -1.05332 -1.25966 1.00000 18463
0.74356 -0.70315 -0.05081 0.83850 1.06140 0.74841 1.17561 -0.15979 0.18757 1.00000 15685
0.12464 0.31281 -1.08377 0.10462 0.07858 0.04815 -0.06419 -0.47420 -0.98321 1.00000 677
0.77351 -0.79679 0.50539 -0.10807 -0.33211 -0.18321 -0.23943 0.13714 -0.11314 1.00000 217
-0.05505 0.72950 -1.48106 0.21876 0.12131 0.07287 0.03259 -0.55479 -0.95982 1.00000 7869
0.74356 -0.68911 1.06160 0.39157 0.30173 0.25390 0.31508 0.35553 0.30803 1.00000 17245
-0.06503 -0.56270 1.85618 -0.76036 -0.59087 -0.89495 -0.59515 -0.91888 0.80719 1.00000 204
0.98813 -0.92788 -2.11672 1.01956 1.55518 0.80051 1.49995 0.33242 -0.47625 1.00000 5691
-1.26295 0.92614 0.50539 -0.12595 -0.18967 0.26626 -0.08511 0.34606 -0.28820 1.00000 19845
0.49399 -0.66101 0.50539 -0.30564 -0.47218 -0.41987 -0.41729 0.52866 0.20404 1.00000 9508
0.72359 -0.88106 1.45889 0.31823 0.07383 -0.18145 0.15029 1.84050 2.54041 1.00000 13188
-1.12818 1.10873 -0.28919 -0.42436 -0.59325 -0.55321 -0.62916 0.50808 -0.53345 1.00000 17416
0.64872 -0.85297 1.06160 -0.81169 -0.78316 -0.54262 -0.73640 -0.00451 -0.36012 1.00000 8823
-1.56243 1.31941 -0.20973 -0.28638 0.04535 -0.50376 0.07967 -1.44526 0.22917 1.00000 4871
0.71361 -0.67038 0.82323 -0.03060 -0.26564 -0.12670 -0.17666 0.64462 0.00472 1.00000 1142
0.69864 -0.73592 1.14106 -0.99551 -1.00157 -0.89142 -0.99273 -0.73465 -0.55684 1.00000 5973
-1.31286 2.16683 -1.08377 -0.24467 -0.42707 -0.41369 -0.33621 -0.35787 -0.59757 1.00000 5706
1.98639 -1.33052 -1.63997 -0.20754 -0.54814 -0.37572 -0.55592 1.32159 -0.40692 1.00000 9535
-1.40770 0.98232 1.14106 1.02139 1.03054 1.50872 1.20177 0.24668 0.09051 1.00000 7639
-0.81872 1.49733 -0.60702 0.48371 0.24239 0.29364 0.27061 -0.16316 -0.47625 1.00000 17735
-0.95848 1.38028 1.85618 -0.74981 -0.50778 -0.85610 -0.65270 -1.28077 -0.32979 1.00000 11451
1.27264 -1.32584 0.02865 -0.64347 -0.70008 -0.67154 -0.66054 -0.11616 -0.32893 1.00000 2968
0.79846 -0.73592 0.42594 0.43283 0.34684 1.20141 0.35693 0.09276 -0.34713 1.00000 8206
-1.37276 1.06659 0.42594 0.01524 0.25900 -0.07460 0.14506 -0.64785 -0.75616 1.00000 481
0.32928 0.54222 -0.76594 -0.46745 -0.50778 -1.09364 -1.09735 -0.04473 -1.11147 1.00000 12560
1.12290 -0.53929 -1.63997 0.91276 0.82875 1.15991 0.90620 -0.44756 -0.98581 1.00000 8034
0.58384 -0.74997 -1.24268 1.61180 3.41874 1.74096 3.51919 -0.24470 0.59054 1.00000 12236
0.73357 -0.71252 1.61781 0.33519 -0.03537 -0.09579 -0.01187 1.49245 1.25263 1.00000 18197
0.58883 -0.78274 1.29997 -0.58433 -0.67871 -0.74572 -0.61869 1.02308 1.15990 1.00000 13299
0.75354 -0.76870 0.74377 -0.81307 -0.85438 -0.83137 -0.84625 0.26547 -0.17900 1.00000 3813
-1.21304 1.09937 0.50539 -0.66180 -0.79978 -0.78634 -0.85671 0.55334 -0.21540 1.00000 10570
0.93822 -0.95129 -0.76594 0.42458 -0.23478 0.13998 -0.07726 1.34249 0.70407 1.00000 14099
0.63874 -0.89979 0.90268 -0.32214 -0.14932 -0.46226 -0.22897 0.19967 1.09144 1.00000 5634
0.84338 -0.86702 -0.20973 0.23159 0.31360 0.12939 0.58710 -0.27554 0.26470 1.00000 2051
1.12290 -0.69847 0.26702 -0.43307 -0.43894 0.02784 -0.44606 -1.06690 -1.21546 1.00000 2348
-0.06004 0.57500 -0.68648 -0.43994 -0.65260 -0.56469 -0.67885 0.06808 -0.36619 1.00000 18161
-1.22801 0.92146 -0.36864 -0.25613 -0.36772 0.05521 -0.28913 0.36922 0.06798 1.00000 11437
0.98813 -0.82020 -1.71943 0.43558 0.99968 1.12106 0.98729 -0.75376 -0.77870 1.00000 11953
0.54390 -0.64697 0.50539 -0.35331 -0.48167 -0.31037 -0.42514 0.65067 0.14251 1.00000 4287
-1.21803 0.81845 0.26702 -0.87541 -0.79266 -0.78369 -0.77563 0.33390 0.20404 1.00000 5927
-1.34281 1.03850 1.85618 0.00332 0.20915 -0.18851 0.31508 -1.02853 -0.41299 1.00000 9360
0.70363 -0.81083 -0.05081 -0.10349 0.18541 0.85967 0.24707 -0.59837 -0.43465 1.00000 8477
0.59881 -0.73592 1.85618 -0.82178 -0.89711 -0.96472 -0.91164 0.34137 2.07244 1.00000 6150
0.72858 -0.83893 0.58485 -0.40327 -0.57188 -0.55410 -0.55592 0.88823 0.09918 1.00000 13677
0.65371 -0.75933 1.45889 -0.62651 -0.51016 0.17884 -0.45653 -1.24318 -0.78909 1.00000 3121
-1.00340 1.81569 -0.36864 -0.35331 -0.39383 -0.29889 -0.29959 -1.17476 -1.30126 1.00000 13021
0.63874 -0.78742 0.18756 0.09316 0.60323 0.85173 0.60018 -0.98468 -0.84109 1.00000 5794
-1.16811 1.01978 -1.71943 0.38561 -0.28938 -0.18498 -0.27343 4.88438 2.54041 1.00000 11658
0.80345 -0.73592 0.18756 -0.28363 -0.18018 0.03225 -0.11127 -0.94941 -0.34279 1.00000 10716
1.24768 -0.74061 -1.16323 1.43394 1.11125 0.39784 0.89313 -1.00079 -0.29166 1.00000 18125
-0.66399 2.01233 -0.44810 0.01982 0.01923 -0.00130 0.07706 -0.52084 -1.08287 1.00000 17587
0.71361 -0.82956 1.22052 -0.54996 -0.66684 -0.60090 -0.69716 0.39706 0.05671 1.00000 11641
-0.88361 1.10873 0.26702 0.56897 0.35396 0.19120 0.38570 0.09145 -0.67297 1.00000 66
0.99312 -0.69847 -1.71943 4.20902 2.86561 3.59714 2.87837 0.78806 0.21530 1.00000 17477
0.71361 -0.67974 1.69727 -0.52383 -0.50304 -0.37572 -0.46176 -0.29681 -0.45458 1.00000 8147
-0.60909 0.84186 -0.92485 -0.04665 -0.04961 0.29893 0.00644 -0.53626 -1.09327 1.00000 935
1.08297 -0.74529 -0.92485 -0.33451 -0.48405 0.10996 -0.42252 -0.44514 -1.08374 1.00000 3264
-1.45262 1.07596 -1.00431 0.14267 0.62697 -0.03574 0.63680 -0.10400 0.96318 1.00000 19554
0.60879 -0.73124 1.85618 -0.06361 -0.31312 -0.34923 -0.22897 0.53655 2.54041 1.00000 16075
-0.95349 1.37092 1.37943 -0.53162 -0.46031 -0.65123 -0.38329 -0.59958 -0.62531 1.00000 2006
1.30757 -0.86702 -0.36864 0.35444 0.63171 0.45347 0.62633 -1.12664 -1.15134 1.00000 15684
-1.16811 0.86059 -1.24268 1.25655 0.48928 1.17757 0.68126 1.57773 1.13044 1.00000 18215
0.12963 -0.43629 -0.76594 -0.76769 -0.75942 -0.83579 -0.94565 -0.27733 -0.43812 1.00000 9104
0.75354 -0.85297 -0.28919 0.39478 -0.05911 0.36516 0.11629 0.81637 0.48655 1.00000 11664
-1.52250 1.53946 -1.24268 -0.96984 -1.00394 -1.03889 -1.02150 -1.06801 -1.05861 1.00000 12170
-1.44763 1.34751 -0.84539 -0.06819 -0.05198 -0.39338 0.00905 -0.16848 -0.16774 1.00000 16893
-0.26968 1.67524 -0.84539 -0.17912 -0.34636 -0.88701 -0.88287 0.37311 -0.42079 1.00000 16833
0.62876 -0.64229 0.98214 -0.61367 -0.50066 -0.61149 -0.48268 -0.42761 -0.40346 1.00000 8419
-1.19307 0.80441 0.66431 -0.40373 -0.50541 -0.64152 -0.46699 0.02860 0.38516 1.00000 17938
-1.27293 0.83718 0.50539 -0.08744 -0.01163 -0.21059 0.05090 0.74200 1.34535 1.00000 16639
-1.26794 1.11341 0.82323 -0.60634 -0.55052 -0.75102 -0.70239 -0.36824 -0.78649 1.00000 19199
0.62377 -0.77338 1.45889 -0.50778 -0.49117 -0.49581 -0.50099 -0.99879 -0.91735 1.00000 19884
1.22771 -1.34925 -0.60702 -0.23321 0.28512 0.34132 0.27061 -1.14807 -0.92602 1.00000 13736
0.94321 -0.69379 -1.95781 0.66294 0.09520 0.50380 0.21045 1.53209 0.68847 1.00000 13084
-1.39272 1.12278 0.26702 -0.21854 -0.34398 -0.39250 -0.34144 0.23510 -0.27260 1.00000 15374
-0.80874 1.44114 -1.40160 0.81558 0.43942 0.08347 0.33339 -0.33613 1.59407 1.00000 8686
-0.88860 1.36623 -0.84539 0.84583 0.57474 0.69366 0.72050 0.06460 -0.72410 1.00000 6641
0.90328 -0.97938 -0.05081 -0.17683 -0.49591 -0.52937 -0.46176 1.60810 2.24922 1.00000 685
-1.19806 1.26791 -1.40160 -0.52062 -0.51965 -0.46491 -0.51145 0.36116 -0.69030 1.00000 17999
-1.18808 0.45327 0.26702 0.23664 -0.08047 -0.55851 -0.19235 1.71027 2.27955 1.00000 3806
0.61877 -0.82020 0.10810 -0.35743 -0.22291 -0.46491 -0.16881 -0.37908 0.54721 1.00000 704
0.71860 -0.84361 1.29997 0.20684 0.08570 0.04285 0.17645 0.86796 0.17977 1.00000 4993
1.26764 -1.35393 0.66431 -0.83186 -0.92085 -0.90202 -0.95349 -0.45172 -0.66257 1.00000 6097
-1.16312 0.45327 1.29997 -0.17729 -0.29888 -0.42517 -0.18450 -0.42540 0.46315 1.00000 17622
0.64373 -0.76402 1.53835 -0.51420 -0.38434 -0.06400 -0.40683 -0.90009 -0.95982 1.00000 10714
-1.75210 2.23238 -1.48106 -1.04089 -1.03480 -1.13514 -1.17843 -1.09159 -1.46765 1.00000 11671
0.68366 -0.70315 1.85618 -0.27538 -0.18730 1.02745 -0.16096 -0.17674 -0.11488 1.00000 8077
-1.20305 1.24450 -1.95781 2.81552 1.78783 2.28227 1.80074 0.82601 -0.17120 1.00000 15445
1.19777 -1.33989 -1.79889 0.55934 0.80027 0.10731 0.82774 0.35658 -0.36446 1.00000 17330
-1.12818 0.81845 -1.08377 0.82246 1.07802 1.63588 1.35609 0.35932 0.02638 1.00000 19185
-0.89858 1.42242 0.58485 -0.58754 -0.66447 -0.57794 -0.60823 -0.84135 -1.10974 1.00000 1233
-0.41443 0.78100 -0.05081 -0.56600 -0.58375 -0.40486 -0.63439 -1.19960 -1.01788 1.00000 2532
0.66869 -0.80147 0.26702 -0.41290 -0.25615 0.24154 -0.29698 -1.41668 -0.89309 1.00000 10955
-0.68895 0.94487 0.66431 -1.14586 -1.22947 -1.19519 -1.24906 -0.86472 0.15724 1.00000 7631
-1.32284 1.01509 1.85618 -0.16033 -0.17543 -0.31126 -0.15312 -0.44262 -0.06288 1.00000 14343
-1.34281 1.02914 1.85618 -0.44499 -0.28226 -0.42340 -0.27343 -0.93320 -0.44592 1.00000 4066
0.76851 -0.89979 -0.20973 -0.52841 -0.68108 -0.60708 -0.69193 1.12083 0.55934 1.00000 15593
0.55389 -0.63292 -0.44810 -0.44590 -0.56001 -0.16202 -0.56638 0.90665 0.09311 1.00000 15518
-1.27792 0.97764 -0.28919 -0.68839 -0.91373 -0.95853 -0.85933 1.38902 1.42421 1.00000 19804
1.15284 -0.85297 -0.52756 0.73949 0.91184 0.86497 0.90620 -0.90314 -0.52305 1.00000 1691
0.74356 -0.79679 0.42594 -0.49403 -0.38671 -0.21765 -0.42514 -0.34313 -0.36186 1.00000 1622
-0.99342 1.82037 -0.20973 -0.31114 -0.25852 -0.42429 -0.26820 -1.12638 -1.32812 1.00000 2692
1.16283 -1.34925 0.58485 -0.35743 -0.14932 -0.53290 -0.21851 -0.82456 0.11911 1.00000 702
-1.24797 0.88400 -2.03726 5.21564 5.51494 5.10363 5.89417 1.16421 0.57754 1.00000 9044
-2.31611 2.86443 -0.68648 0.53826 0.59136 0.50115 0.57925 -0.98078 -1.21286 1.00000 11943
-1.17310 0.76227 0.34648 -0.60955 -0.66209 -0.58589 -0.68670 0.34221 0.20663 1.00000 6821
-0.73886 1.53946 0.42594 -0.22542 -0.39383 -0.46491 -0.31790 -0.29928 -0.41645 1.00000 10979
1.18778 -1.14793 -1.71943 0.42412 0.43705 0.43757 0.41185 0.12745 0.02465 1.00000 14810
0.81843 -0.82020 1.85618 -0.21946 -0.41757 -0.37484 -0.33098 0.65957 0.28723 1.00000 13088
0.92824 -1.01215 -1.16323 0.57676 0.31835 0.05698 0.33862 1.39486 1.40082 1.00000 16130
-0.24971 0.62182 1.06160 -0.76677 -0.76417 -0.84285 -0.75471 -0.83214 -1.21980 1.00000 1641
-1.45761 1.00573 0.26702 0.17980 0.65783 0.24595 0.57141 -0.35155 1.00564 1.00000 2322
1.18778 -1.29775 -0.84539 0.73124 0.45129 0.53383 0.57664 1.21584 0.56801 1.00000 19657
0.82342 -0.76402 0.58485 -1.15503 -1.20573 -1.08834 -1.21505 -0.03062 -0.61144 1.00000 7529
1.14286 -0.68911 0.50539 -0.27859 -0.19442 -0.40044 -0.26559 -0.78581 -1.00661 1.00000 907
-0.63903 1.00105 1.85618 -1.00834 -1.08466 -1.08481 -1.12874 -1.05706 -1.05254 1.00000 10371
-1.18808 0.80909 -0.28919 0.38332 0.99256 0.74311 1.16253 -0.57795 0.24910 1.00000 2554
-1.34281 1.24450 -1.48106 -0.76402 -0.89711 -0.83314 -0.83579 1.42608 0.09744 1.00000 1648
-0.69893 0.95891 -1.00431 -0.13145 -0.21816 -0.10904 -0.28128 -0.37277 -0.66344 1.00000 18371
-0.07003 0.55627 -1.32214 -0.22542 0.07146 -0.09314 0.17383 -0.80671 -0.81769 1.00000 19650
0.53392 -0.68442 0.66431 -0.80482 -0.91136 -0.93293 -0.90118 0.14330 0.83839 1.00000 12568
-1.44763 0.97764 1.14106 -0.76448 -0.80453 -0.87553 -0.88287 -0.70396 0.28116 1.00000 18856
-2.21629 2.49924 -0.60702 -0.51466 -0.51965 -0.42605 -0.51930 -0.17511 -0.90262 1.00000 2482
-1.15314 0.79505 1.29997 -0.66180 -0.39621 -0.30154 -0.40422 -0.53231 -0.00828 1.00000 4641
1.25766 -1.20879 -1.79889 2.42039 1.79258 1.16168 1.84259 0.93323 0.62174 1.00000 2296
2.02133 -1.35861 -0.92485 -0.66272 -0.62411 -0.27593 -0.63177 -0.79671 -1.24580 1.00000 3303
0.56886 -0.67038 -0.68648 0.66660 1.74035 1.23497 1.44763 -0.57779 -0.57504 1.00000 4475
0.74356 -0.69847 1.85618 -0.62055 -0.82827 -0.87818 -0.81748 1.18184 2.28735 1.00000 14930
0.55389 -0.68442 -0.36864 0.08170 0.32547 0.03314 0.31508 0.16677 0.88779 1.00000 18351
-1.39771 0.91677 0.82323 0.92101 1.56231 0.64509 1.60457 -0.22606 1.27343 1.00000 19673
0.57884 -0.74997 0.34648 -0.41519 -0.36060 -0.38102 -0.35713 -0.07526 2.54041 1.00000 3502
0.82342 -0.77338 -1.48106 6.31577 5.65263 6.60658 5.79216 1.20253 1.34882 1.00000 10509
-0.28465 -0.48310 -0.52756 -0.22908 -0.17306 -0.24944 -0.23682 -0.48573 0.31409 1.00000 9655
1.22272 -1.37266 -1.16323 -0.83278 -0.71432 -0.52849 -0.68670 -1.34293 -1.00835 1.00000 4376
0.63375 -0.64229 0.66431 0.08629 0.22577 0.17089 0.19214 -0.16521 -0.19374 1.00000 8784
1.16283 -1.30243 -0.84539 0.22059 -0.14932 -0.46049 -0.34406 1.52019 1.57414 1.00000 7041
-1.34281 1.03382 1.06160 -0.03702 0.30173 -0.19381 0.24969 -0.94236 0.17197 1.00000 9314
1.14286 -1.33989 0.74377 -0.62742 -0.46980 -0.86846 -0.65270 0.24720 2.54040 1.00000 5309
0.93822 -0.95597 -1.24268 0.31365 -0.26564 0.00576 -0.17927 2.13585 1.22403 1.00000 5968
-1.43265 1.00105 1.85618 -0.04527 0.05010 -0.50906 0.07967 0.68857 2.34022 1.00000 3784
0.85836 -0.80147 -1.40160 0.31869 -0.30362 0.03049 -0.21851 2.18869 1.42941 1.00000 7990
1.16283 -0.74529 -0.92485 0.33290 -0.07335 0.08347 -0.00926 1.22537 0.06624 1.00000 19776
1.25267 -0.34265 0.58485 0.08812 0.89760 0.29717 0.61849 -1.28377 -1.27613 1.00000 11268
-2.25622 2.48988 -0.84539 -0.17683 -0.12795 -0.15672 -0.07203 -0.67449 -0.92948 1.00000 11479
0.73857 -0.73124 0.18756 -0.72506 -0.67871 -0.34746 -0.63177 -0.80445 -0.15907 1.00000 8499
0.79347 -0.74997 -0.60702 -0.84287 -0.89237 -0.83137 -0.87241 -0.65569 -0.13654 1.00000 16228
0.19451 -0.66570 1.37943 -0.26301 -0.12795 0.08524 -0.07988 -0.41251 0.06105 1.00000 10033
-0.94850 1.37560 1.69727 0.27377 1.02104 -0.17880 0.88266 -1.40362 -0.33586 1.00000 20015
-0.84368 1.41773 -1.63997 -0.68335 -0.70482 -0.86405 -0.74163 0.10919 -0.71543 1.00000 8605
-1.41768 0.98700 1.45889 -0.41611 -0.33211 -0.21854 -0.48268 -0.31023 0.19710 1.00000 5248
-1.56243 1.27260 -1.16323 -0.14795 -0.30125 -0.41634 -0.26820 -0.04704 -0.52305 1.00000 12328
-1.63730 1.39901 -1.00431 0.81695 0.39432 0.42609 0.51648 0.37932 0.32709 1.00000 8447
0.85836 -0.81552 -0.36864 0.31640 -0.08285 0.16824 -0.01449 0.98697 0.29243 1.00000 13834
1.24768 -1.40075 0.74377 -0.52704 -0.63835 -0.60090 -0.53500 0.40901 -0.48925 1.00000 18978
0.85836 -0.94193 -0.84539 -0.87404 -1.02768 -0.97973 -1.02411 3.43126 2.54041 1.00000 18487
-2.10648 1.78292 -1.00431 -0.28363 -0.27276 -0.21942 -0.22374 -0.34403 -0.78563 1.00000 1797
0.82841 -0.93256 0.66431 -0.29234 -0.15644 -0.34923 -0.16619 0.03155 0.53334 1.00000 9817
-0.22476 1.53478 -0.52756 -0.22817 -0.10659 -0.52672 -0.44345 -0.87646 -0.86362 1.00000 6869
0.61877 -0.76870 1.22052 -0.32901 -0.35823 -0.33951 -0.35452 -0.53505 -0.69637 1.00000 12684
0.60879 -0.76402 0.10810 -0.34689 -0.74043 -0.60531 -0.61085 1.34770 2.47541 1.00000 12632
-1.24797 0.93550 -0.36864 -0.14062 -0.17306 -0.02161 -0.12173 0.37932 -0.25353 1.00000 10815
-1.40770 0.97764 -0.05081 -0.47065 -0.46980 -0.31920 -0.54807 -1.45184 -0.00482 1.00000 3068
-1.06829 1.37092 -0.68648 2.74631 2.32197 2.33614 2.52788 0.18377 -0.37052 1.00000 5802
0.64872 -0.74061 -0.28919 -0.60496 0.70768 1.21024 0.74404 -1.09701 1.02384 1.00000 9057
-1.43265 1.01041 1.85618 -0.41702 -0.36535 -0.71658 -0.37544 -0.09973 2.54040 1.00000 13808
-1.43265 0.97764 1.85618 0.11654 0.07858 0.30335 0.10844 -0.02278 0.39122 1.00000 1948
-0.92354 0.57500 0.98214 -1.00651 -1.02531 -0.91526 -1.06073 -0.62580 0.15724 1.00000 15132
0.71361 -0.67974 1.85618 -0.42894 -0.52440 -0.37925 -0.44606 0.05165 -0.27606 1.00000 6383
-1.48756 1.10873 -0.84539 0.22151 0.62934 -0.02691 0.58187 0.02939 0.81672 1.00000 14259
0.57385 -0.76402 0.34648 -0.68610 -0.56713 -0.61061 -0.63439 -0.31576 1.02384 1.00000 4166
-0.09997 0.54691 0.26702 0.37828 0.30173 0.07199 0.39093 -0.49810 -1.05948 1.00000 4500
0.61378 -0.74529 0.66431 -0.53620 -0.02112 0.36163 0.00120 -1.14186 -0.72497 1.00000 13116
-1.16811 1.11809 -1.08377 0.15138 0.04772 0.23094 0.07183 -0.20475 -0.66777 1.00000 3452
-1.26295 0.96359 0.10810 0.21968 0.20678 0.01636 0.17907 -0.07815 -0.09581 1.00000 2124
-1.60236 1.28196 -0.60702 -0.84378 -0.88999 -0.89319 -0.88287 -0.03767 -0.27606 1.00000 9640
-1.24797 0.94018 -0.28919 0.86554 0.76466 0.88352 0.94805 0.44091 -0.13827 1.00000 4127
-1.37276 1.09469 0.34648 -0.47707 -0.58375 -0.38367 -0.52192 0.43322 -0.63051 1.00000 4408
0.80844 -0.79679 0.66431 -0.00127 0.21865 0.42256 0.34123 -0.66238 -0.39479 1.00000 12687
-1.35279 1.01509 1.85618 -1.10965 -1.07041 -0.46049 -1.07643 -1.58117 -0.60104 1.00000 338
0.84338 -0.83893 0.34648 -0.50870 -0.71432 -0.45873 -0.66578 0.68825 0.15724 1.00000 13847
0.83340 -0.86702 -0.28919 3.52969 4.88584 5.02062 5.02055 -0.26738 -0.07761 1.00000 10976
0.13462 0.31750 -1.00431 -0.18416 -0.42944 -0.24326 -0.36237 0.21430 -0.94942 1.00000 7462
1.15284 -1.19007 -1.24268 0.50158 0.52963 -0.07990 0.27061 0.15582 0.17544 1.00000 1337
2.02632 -1.38202 -1.40160 0.10829 0.17117 1.07602 0.21307 -0.65569 -1.16260 1.00000 322
0.68366 -0.74061 0.90268 -0.68289 -0.51016 -0.06312 -0.46699 -1.02653 -0.73623 1.00000 1987
