Sex Length Diameter Height Whole_weight Shucked_weight Viscera_weight Shell_weight Y outlier number
0.05380 -1.65718 -1.49032 -1.18398 -1.29962 -1.23624 -1.31927 -1.27046 -0.91001 1.00000 2440
-1.15435 -0.07489 0.12213 0.01156 -0.12184 -0.49053 -0.24264 0.36763 0.95115 1.00000 28
1.26194 -0.40800 -0.53293 -0.82532 -0.73571 -0.71357 -0.63041 -0.85376 -0.59982 1.00000 979
0.05380 0.54971 0.32369 0.01156 0.36355 0.53228 0.27287 0.38559 -0.28962 1.00000 2932
0.05380 -0.07489 0.17252 0.01156 -0.12796 -0.24947 -0.07385 0.11617 1.26135 1.00000 1440
0.05380 -1.36571 -1.43993 -1.18398 -1.24863 -1.18668 -1.31015 -1.18784 0.02057 1.00000 674
0.05380 0.59135 0.72680 0.48978 0.77653 0.73504 1.05297 0.58317 -0.59982 1.00000 1682
0.05380 1.25758 1.48263 1.56577 2.23575 1.59340 1.61865 1.54232 0.95115 1.00000 2327
-1.15435 0.25823 0.02135 -0.34710 -0.46855 -0.56263 -0.31107 -0.32209 -0.59982 1.00000 1730
1.26194 -2.44833 -2.34693 -1.78175 -1.55863 -1.50209 -1.55193 -1.57222 -1.53040 1.00000 3643
0.05380 -1.28243 -1.33915 -1.30353 -1.19969 -1.15063 -1.15960 -1.21299 -1.53040 1.00000 826
0.05380 -1.49063 -1.49032 -1.18398 -1.26801 -1.27004 -1.25084 -1.16629 0.02057 1.00000 112
1.26194 -0.44964 -0.53293 -0.46665 -0.93864 -1.05151 -0.88588 -0.73521 -1.22021 1.00000 3267
1.26194 -0.03325 -0.28098 0.01156 -0.61946 -0.81946 -0.59848 -0.38675 0.33077 1.00000 1345
-1.15435 -1.99030 -1.94382 -1.54264 -1.47399 -1.43225 -1.43788 -1.46445 -1.53040 1.00000 1368
1.26194 0.29987 0.32369 -0.22755 -0.21464 -0.04671 -0.28826 -0.27899 -0.59982 1.00000 3619
0.05380 -0.15816 -0.23059 -0.58621 -0.43388 -0.52433 -0.66691 -0.20714 0.33077 1.00000 3896
1.26194 -1.44899 -1.28876 -1.54264 -1.29044 -1.24976 -1.28278 -1.25610 -0.59982 1.00000 1347
1.26194 -1.36571 -1.43993 -1.54264 -1.32613 -1.26553 -1.32840 -1.32794 -1.22021 1.00000 800
1.26194 -1.07423 -1.08721 -0.46665 -1.07936 -1.04925 -1.02730 -1.07289 -0.59982 1.00000 1691
-1.15435 0.09167 -0.02904 0.01156 -0.19832 -0.10529 -0.22439 -0.35083 -0.91001 1.00000 4172
0.05380 -0.03325 0.02135 0.72889 0.08516 0.06368 0.35042 0.08025 1.26135 1.00000 660
0.05380 0.05003 0.17252 0.25067 0.04233 -0.14134 0.46903 -0.26462 -0.59982 1.00000 2861
0.05380 -0.49128 -0.58332 -0.22755 -0.68269 -0.74286 -0.70796 -0.60229 2.50213 1.00000 1090
1.26194 -0.49128 -0.68409 -0.70576 -0.98452 -0.97716 -0.98168 -0.90405 0.33077 1.00000 180
1.26194 -0.53292 -0.63370 -0.46665 -0.84278 -0.72709 -0.84026 -0.94716 -0.91001 1.00000 2603
0.05380 -0.69948 -0.68409 -0.10799 -0.87949 -0.94111 -0.78552 -0.74599 -0.59982 1.00000 3174
-1.15435 0.21659 0.32369 0.37023 0.17694 0.02313 0.13144 0.08025 -0.59982 1.00000 2786
-1.15435 0.50807 0.47485 0.25067 0.32276 0.34304 0.24549 0.51132 0.33077 1.00000 1258
1.26194 -2.11522 -2.19576 -1.90130 -1.48827 -1.41873 -1.49263 -1.50037 -1.53040 1.00000 2169
1.26194 -0.65784 -0.63370 -0.22755 -0.85910 -1.00420 -1.05924 -0.42268 0.33077 1.00000 2542
0.05380 0.29987 0.22291 0.25067 0.10964 -0.05798 -0.07841 0.51132 -0.28962 1.00000 297
0.05380 0.84118 0.72680 1.44621 1.00903 1.11803 1.13965 0.83463 -0.28962 1.00000 4034
1.26194 -0.86603 -1.08721 -0.82532 -1.04571 -1.05376 -1.00906 -0.97230 -0.91001 1.00000 3481
0.05380 0.34151 0.42446 0.84844 0.83160 0.77109 0.59221 0.49695 0.02057 1.00000 15
0.05380 -0.32472 -0.28098 0.25067 -0.45631 -0.64824 -0.37038 -0.42268 1.57154 1.00000 463
0.05380 0.71626 0.87797 0.60933 0.51956 0.41964 0.84312 0.56162 -0.28962 1.00000 3984
0.05380 0.75790 0.47485 -0.10799 0.46960 0.51426 0.75188 0.25268 -0.28962 1.00000 2287
-1.15435 0.79954 0.77719 0.37023 0.40943 0.29573 0.46447 0.69094 0.64096 1.00000 703
-1.15435 0.09167 0.12213 -0.34710 -0.18506 -0.01968 0.08126 -0.42627 -0.59982 1.00000 1234
-1.15435 0.84118 0.82758 1.08755 0.69394 0.75757 0.66520 0.75560 0.33077 1.00000 1222
0.05380 0.05003 0.07174 0.48978 -0.09329 -0.29679 -0.20614 0.04432 1.57154 1.00000 1259
1.26194 0.17495 0.27330 -0.10799 -0.11674 0.05692 -0.29738 -0.08500 -0.59982 1.00000 1586
0.05380 0.38315 0.42446 -0.10799 -0.09839 -0.11205 0.04020 -0.20714 -0.59982 1.00000 3938
0.05380 0.34151 0.32369 0.25067 0.31460 0.39711 0.50097 0.06947 -0.28962 1.00000 678
1.26194 -0.36636 -0.38176 -0.46665 -0.64190 -0.68428 -0.45249 -0.60229 0.95115 1.00000 1023
0.05380 0.42479 0.42446 0.72889 0.44614 0.08170 -0.09209 1.05017 2.50213 1.00000 3268
-1.15435 -2.86473 -2.85082 -2.14041 -1.64326 -1.58094 -1.59755 -1.64407 -2.15079 1.00000 888
-1.15435 -0.53292 -0.33137 -0.10799 -0.68371 -0.78116 -0.87676 -0.49452 0.64096 1.00000 3045
0.05380 1.21594 1.12991 0.25067 1.17728 0.71927 1.52741 0.94240 0.95115 1.00000 2553
0.05380 0.05003 0.07174 0.25067 -0.10451 -0.55136 -0.35669 0.65502 3.12252 1.00000 1378
1.26194 0.42479 0.42446 0.25067 0.05967 0.40387 -0.13315 -0.17122 0.02057 1.00000 3795
-1.15435 -0.90767 -0.63370 -0.10799 -0.90193 -1.04249 -1.00906 -0.65259 0.95115 1.00000 481
1.26194 -1.07423 -1.08721 -1.18398 -1.17419 -1.09882 -1.19154 -1.17706 -1.22021 1.00000 88
-1.15435 0.54971 0.57563 0.37023 0.62663 0.74405 0.73819 0.25986 0.33077 1.00000 2183
1.26194 0.00839 -0.07943 -0.22755 -0.37575 -0.06474 -0.47530 -0.27899 -0.59982 1.00000 3002
-1.15435 1.34085 0.97874 1.20710 1.43629 1.38613 2.05204 1.22979 0.02057 1.00000 2723
-1.15435 0.38315 0.72680 0.84844 0.72657 0.51651 0.73363 1.01425 0.33077 1.00000 895
0.05380 -0.36636 -0.28098 0.13112 -0.48690 -0.57389 -0.36125 -0.06345 0.64096 1.00000 942
-1.15435 0.96610 0.97874 0.37023 1.17015 1.55735 0.77469 0.69094 0.02057 1.00000 3943
-1.15435 0.42479 0.42446 -0.10799 0.18917 -0.02418 0.25918 -0.01675 -0.28962 1.00000 3709
1.26194 -1.11587 -0.98643 -0.82532 -1.14666 -1.08530 -1.16873 -1.13396 -0.59982 1.00000 853
0.05380 0.29987 0.47485 1.20710 -0.23401 -0.34410 -0.47074 0.25986 -0.28962 1.00000 1134
-1.15435 0.75790 0.62602 0.25067 0.52772 0.62240 0.93436 0.21316 -0.28962 1.00000 737
1.26194 -0.69948 -0.68409 -0.34710 -0.69186 -0.83748 -0.84939 -0.27899 0.95115 1.00000 1471
-1.15435 -0.65784 -0.38176 -0.34710 -0.63986 -0.49504 -0.85395 -0.57356 -0.28962 1.00000 1381
1.26194 -2.48997 -2.39732 -2.14041 -1.58514 -1.53363 -1.53825 -1.59377 -1.84060 1.00000 4125
-1.15435 0.50807 0.42446 0.84844 0.60930 0.59987 0.74275 0.69094 0.33077 1.00000 1588
1.26194 -2.19850 -2.04460 -1.66219 -1.49235 -1.43225 -1.47438 -1.49678 -1.84060 1.00000 3025
0.05380 -0.90767 -1.03682 -0.22755 -1.03755 -1.03123 -0.95887 -0.96153 -0.59982 1.00000 22
0.05380 -0.94931 -0.93604 -0.70576 -1.03551 -1.05376 -1.05011 -1.03337 0.02057 1.00000 510
0.05380 0.50807 0.27330 0.84844 0.31256 0.20786 0.62870 0.22394 0.02057 1.00000 4050
-1.15435 0.21659 0.32369 0.48978 0.31868 0.47371 0.18619 0.22394 -0.59982 1.00000 2996
1.26194 0.29987 0.17252 0.01156 0.18102 0.18533 0.15425 0.15209 0.02057 1.00000 3682
0.05380 0.59135 0.67641 0.48978 0.63581 0.84543 0.45991 0.23112 -1.22021 1.00000 2103
-1.15435 2.09036 1.63380 1.92443 2.45397 1.69252 2.69072 3.01517 2.19193 1.00000 1806
0.05380 -0.19980 -0.07943 0.60933 -0.24115 -0.40267 -0.32019 -0.09937 3.12252 1.00000 616
1.26194 0.42479 0.42446 -0.10799 0.08720 0.40837 -0.16965 -0.09937 0.02057 1.00000 3384
-1.15435 1.04938 0.77719 0.01156 0.70617 0.52102 0.57396 -0.17122 -0.59982 1.00000 2409
1.26194 -1.90702 -1.99421 -1.42309 -1.48623 -1.44802 -1.41051 -1.49319 -0.59982 1.00000 274
-1.15435 0.88282 0.77719 0.37023 0.91624 1.25096 0.86136 0.51132 -0.59982 1.00000 327
0.05380 -0.28308 -0.38176 0.01156 -0.49710 -0.52433 -0.59848 -0.31491 0.02057 1.00000 536
0.05380 -0.44964 -0.53293 -0.22755 -0.57562 -0.71582 -0.49811 -0.38675 1.26135 1.00000 3026
1.26194 -2.28177 -2.24615 -1.78175 -1.54537 -1.49758 -1.47894 -1.55426 -1.53040 1.00000 1893
0.05380 1.42413 1.18030 1.56577 2.01855 2.07101 2.02467 1.53513 0.95115 1.00000 1145
1.26194 -0.69948 -0.68409 -0.94487 -0.86012 -0.67753 -0.97712 -0.97589 -0.91001 1.00000 170
1.26194 -2.69817 -2.59888 -2.37952 -1.59636 -1.52461 -1.58387 -1.66921 -1.84060 1.00000 2135
1.26194 -0.74112 -0.78487 -0.34710 -0.86216 -0.86001 -0.68515 -1.02619 0.64096 1.00000 151
0.05380 -0.49128 -0.18020 0.01156 -0.55726 -0.65950 -0.66691 -0.17122 1.57154 1.00000 1574
1.26194 -0.86603 -1.03682 -1.18398 -1.02123 -0.86226 -1.08661 -1.12677 -1.22021 1.00000 2697
1.26194 -0.19980 -0.38176 -0.58621 -0.51851 -0.24046 -0.62585 -0.70288 -0.91001 1.00000 19
-1.15435 -1.78210 -1.84304 -1.42309 -1.41587 -1.37592 -1.42876 -1.35668 -0.91001 1.00000 2854
-1.15435 -0.07489 0.27330 0.13112 0.10760 -0.30354 0.23181 0.11617 0.02057 1.00000 3847
0.05380 0.17495 0.02135 -0.58621 -0.31049 -0.31256 -0.20614 -0.13529 -0.28962 1.00000 3703
1.26194 -1.86538 -1.84304 -1.54264 -1.41587 -1.36241 -1.39226 -1.39979 -1.53040 1.00000 1633
0.05380 0.42479 0.42446 -0.46665 0.26463 0.39485 -0.10578 0.25986 0.64096 1.00000 66
-1.15435 -0.03325 -0.23059 0.01156 -0.34516 -0.49955 0.20900 -0.56637 -0.28962 1.00000 1673
-1.15435 1.54905 1.53302 1.92443 2.41930 2.53285 2.49456 2.35059 0.33077 1.00000 1137
-1.15435 2.04873 1.93613 1.80488 2.78538 3.11861 2.75003 2.47991 0.02057 1.00000 2850
-1.15435 -0.82439 -0.83526 -0.94487 -1.01818 -1.00420 -0.98625 -0.92560 -0.91001 1.00000 2076
1.26194 0.00839 -0.23059 -0.22755 -0.45223 -0.55812 -0.50724 -0.31491 -0.59982 1.00000 3997
0.05380 1.21594 1.38186 0.84844 1.79116 1.53257 1.88325 2.41525 0.95115 1.00000 3798
0.05380 -1.15751 -1.03682 -0.34710 -1.04979 -0.96139 -1.14135 -1.14114 0.02057 1.00000 3637
1.26194 -2.61489 -2.59888 -2.25997 -1.60859 -1.55841 -1.57474 -1.64047 -1.84060 1.00000 3986
0.05380 0.05003 0.12213 0.01156 -0.41144 -0.31030 -0.58479 -0.40112 -0.59982 1.00000 2865
-1.15435 1.21594 1.18030 1.44621 1.85948 1.17661 1.06209 3.00439 0.33077 1.00000 2160
0.05380 1.09102 0.97874 0.60933 1.09775 1.00990 1.55935 1.12920 0.02057 1.00000 3504
0.05380 1.04938 1.58341 1.44621 1.70448 1.77363 1.70077 1.37348 0.64096 1.00000 2264
1.26194 -1.44899 -1.59110 -1.66219 -1.36284 -1.29707 -1.34208 -1.38542 -1.22021 1.00000 1624
1.26194 0.29987 0.22291 -0.22755 -0.20546 -0.10754 -0.33844 -0.15325 -0.59982 1.00000 1086
-1.15435 -0.99095 -1.03682 -0.46665 -1.04061 -1.06277 -0.82201 -1.03337 -0.91001 1.00000 1054
-1.15435 0.42479 0.62602 0.60933 0.04947 -0.30354 -0.01454 0.79871 1.88174 1.00000 2193
-1.15435 1.21594 0.92835 1.20710 1.40774 1.15633 1.89237 1.26571 0.02057 1.00000 29
1.26194 -0.19980 -0.18020 -0.34710 -0.50118 -0.29453 -0.44337 -0.56278 -0.59982 1.00000 1173
0.05380 0.46643 0.27330 0.37023 0.10148 0.29573 -0.11034 0.02636 0.02057 1.00000 2794
0.05380 0.09167 0.27330 0.48978 -0.03720 -0.19766 -0.00998 0.00840 0.02057 1.00000 720
0.05380 1.13266 1.18030 1.20710 1.71570 1.32080 2.80021 1.80456 0.33077 1.00000 862
-1.15435 -0.07489 -0.07943 0.01156 -0.18812 -0.28777 0.03108 -0.38675 1.88174 1.00000 3532
-1.15435 -0.03325 -0.18020 -0.46665 -0.37779 -0.31931 -0.21527 -0.55919 -0.91001 1.00000 2960
1.26194 -0.61620 -0.73448 -0.70576 -0.83463 -0.80369 -0.87220 -0.74958 -0.91001 1.00000 1280
-1.15435 1.13266 1.07952 1.32666 1.50257 1.69027 1.57303 1.05736 -0.28962 1.00000 1174
0.05380 1.17430 0.97874 0.60933 1.06104 1.07748 1.24913 0.87056 -0.28962 1.00000 174
1.26194 -0.53292 -0.63370 -0.82532 -0.77446 -0.73610 -0.78552 -0.80706 -0.91001 1.00000 551
0.05380 0.63298 0.72680 0.96800 0.48081 0.40612 0.59221 0.61909 0.02057 1.00000 1711
0.05380 0.42479 0.37408 0.01156 0.22894 0.11324 0.65151 0.33171 -0.28962 1.00000 1600
0.05380 -0.44964 -0.48254 -0.94487 -0.73061 -0.88254 -0.83570 -0.72084 -0.59982 1.00000 2428
0.05380 -0.78276 -0.58332 -1.18398 -0.88051 -0.90957 -0.83570 -0.85376 -0.28962 1.00000 2111
0.05380 0.79954 1.33147 0.60933 0.63275 0.63141 0.57396 0.84900 0.33077 1.00000 915
1.26194 -2.03194 -2.04460 -2.02086 -1.45869 -1.41648 -1.39683 -1.47523 -0.91001 1.00000 3535
-1.15435 0.88282 1.02913 0.72889 0.73371 0.59536 1.14877 0.78434 -0.91001 1.00000 2742
1.26194 -0.90767 -0.88565 -0.70576 -0.92844 -0.83072 -0.95887 -0.93279 -0.91001 1.00000 2457
1.26194 -2.24013 -2.19576 -2.14041 -1.52090 -1.48632 -1.45157 -1.52193 -1.22021 1.00000 2807
-1.15435 -0.36636 -0.43215 -0.22755 -0.60825 -0.53559 -0.48899 -0.71725 -0.59982 1.00000 30
0.05380 -0.69948 -0.68409 -0.82532 -0.94781 -0.95238 -0.91325 -0.87172 -0.59982 1.00000 1074
1.26194 -0.57456 -0.33137 -0.34710 -0.60315 -0.56939 -0.68059 -0.38675 -0.59982 1.00000 3109
-1.15435 -1.61554 -1.64149 -1.30353 -1.34143 -1.32411 -1.31471 -1.32076 0.33077 1.00000 1800
0.05380 1.17430 1.12991 0.60933 1.75343 1.66774 2.06573 1.34833 0.33077 1.00000 1655
-1.15435 0.92446 1.18030 0.48978 0.74696 0.82966 0.59677 0.69094 0.64096 1.00000 2651
-1.15435 0.79954 1.02913 0.84844 1.60353 0.68097 0.10407 3.13371 0.64096 1.00000 3069
0.05380 -0.32472 -0.43215 0.01156 -0.42674 -0.44998 -0.32932 -0.44423 1.26135 1.00000 3056
0.05380 0.09167 -0.07943 0.25067 -0.04944 -0.11205 0.29111 -0.20714 0.95115 1.00000 1215
-1.15435 1.00774 0.72680 0.25067 0.74084 1.10902 0.71994 0.33171 -0.28962 1.00000 466
1.26194 -0.78276 -0.83526 -0.82532 -1.05998 -1.08305 -0.91782 -1.01182 -1.22021 1.00000 3944
0.05380 1.42413 1.28108 1.44621 1.54336 1.38613 1.39968 1.66805 0.33077 1.00000 677
-1.15435 1.54905 1.33147 0.60933 2.30509 1.83446 0.73363 3.88810 2.50213 1.00000 2375
0.05380 1.21594 1.07952 0.72889 1.21909 1.35684 1.44986 0.94240 0.33077 1.00000 2707
-1.15435 0.59135 0.42446 0.01156 0.01888 0.16731 0.12232 -0.15685 0.02057 1.00000 3331
1.26194 -0.40800 0.12213 0.48978 -0.24319 -0.04221 -0.27457 -0.39035 -0.59982 1.00000 3747
0.05380 -0.28308 -0.53293 0.48978 0.10352 -0.04897 0.31392 0.31375 -0.59982 1.00000 352
0.05380 -0.11652 -0.07943 -0.34710 -0.57868 -0.44322 -0.59848 -0.72084 -1.22021 1.00000 3662
0.05380 -0.82439 -0.58332 -0.94487 -0.78772 -0.83072 -0.95887 -0.45860 -0.91001 1.00000 2803
-1.15435 1.00774 0.92835 1.20710 1.49034 1.71956 1.74183 1.04658 1.26135 1.00000 82
-1.15435 0.54971 0.92835 0.60933 0.56239 0.43766 0.56483 0.72686 1.57154 1.00000 138
1.26194 0.54971 0.57563 1.32666 0.52976 0.04115 0.05845 0.97832 2.19193 1.00000 670
-1.15435 0.96610 1.12991 1.44621 1.17932 0.93104 1.12596 1.55310 2.19193 1.00000 2608
1.26194 -0.19980 -0.28098 -0.10799 -0.61233 -0.60093 -0.52548 -0.21432 -0.59982 1.00000 711
-1.15435 -0.19980 -0.18020 -0.10799 -0.09635 0.00736 -0.21071 -0.00238 -0.28962 1.00000 2231
1.26194 -0.86603 -0.98643 -0.94487 -1.10587 -1.10107 -0.97712 -1.10522 -0.59982 1.00000 3502
0.05380 0.92446 0.97874 0.72889 1.19564 1.10677 1.06209 0.90648 1.57154 1.00000 545
1.26194 -0.74112 -0.83526 -0.82532 -1.00696 -1.00645 -1.05468 -0.88968 -0.59982 1.00000 3656
1.26194 0.00839 -0.07943 0.01156 -0.45529 -0.44548 -0.66234 -0.20714 -0.28962 1.00000 3696
-1.15435 -1.07423 -1.03682 -0.82532 -1.11505 -1.17992 -1.05468 -1.02619 -0.28962 1.00000 693
0.05380 -1.03259 -0.83526 -0.46665 -1.04061 -1.01546 -1.13223 -1.03337 -0.59982 1.00000 1658
0.05380 0.88282 0.77719 0.72889 1.00291 1.05946 1.50004 0.76279 -0.28962 1.00000 2832
-1.15435 0.21659 0.27330 -0.70576 -0.04638 -0.08051 0.20444 -0.17122 -0.28962 1.00000 855
-1.15435 1.75725 1.83536 1.80488 1.87273 1.65873 2.02923 2.28593 0.33077 1.00000 1214
1.26194 0.13331 0.17252 -0.10799 -0.29111 -0.05347 -0.23808 -0.18559 -0.59982 1.00000 1645
-1.15435 -0.15816 -0.23059 0.25067 -0.38187 -0.51081 -0.26089 -0.17122 0.64096 1.00000 1147
-1.15435 0.63298 0.67641 0.37023 0.63173 0.64267 0.44622 0.51132 -0.28962 1.00000 2859
1.26194 -1.03259 -0.88565 -1.06442 -0.98045 -0.74511 -1.16416 -1.09085 -1.22021 1.00000 3553
-1.15435 0.79954 0.77719 0.37023 0.44920 0.46244 0.45991 0.08025 0.02057 1.00000 765
0.05380 0.75790 0.57563 0.25067 0.19223 0.46019 0.01739 0.01918 -0.28962 1.00000 3370
-1.15435 0.38315 0.62602 0.37023 0.72861 1.24420 0.46447 0.27423 0.02057 1.00000 3653
0.05380 0.17495 0.07174 0.25067 -0.19424 -0.35987 -0.16052 -0.14607 0.33077 1.00000 460
-1.15435 0.38315 0.37408 0.25067 0.32378 0.65168 0.24093 0.07306 -0.59982 1.00000 2934
0.05380 -1.94866 -1.84304 -1.54264 -1.40465 -1.38719 -1.43332 -1.42853 -1.53040 1.00000 3623
-1.15435 1.29922 1.33147 1.20710 1.61984 1.60917 1.58216 1.67164 0.64096 1.00000 3173
-1.15435 -0.07489 -0.28098 -0.10799 -0.34108 -0.32382 0.26374 -0.60229 0.02057 1.00000 1573
-1.15435 0.34151 0.62602 1.32666 0.63887 0.12451 0.70626 0.79871 2.19193 1.00000 2513
0.05380 1.29922 1.43224 1.68532 1.86763 1.07298 1.13508 2.77448 2.19193 1.00000 934
1.26194 -0.90767 -0.98643 -0.70576 -1.08548 -1.06502 -1.12767 -1.00104 0.02057 1.00000 462
0.05380 0.05003 -0.12981 -0.58621 -0.53075 -0.49729 -0.39319 -0.55919 -0.28962 1.00000 1453
1.26194 -0.03325 -0.28098 -0.10799 -0.58989 -0.58516 -0.43424 -0.58792 -0.59982 1.00000 3160
0.05380 -1.07423 -0.93604 -0.82532 -0.97331 -1.08530 -0.81745 -0.85735 1.88174 1.00000 2967
1.26194 -1.11587 -1.23837 -0.94487 -1.11709 -1.04475 -1.08205 -1.16269 -0.91001 1.00000 3399
-1.15435 0.59135 0.92835 0.60933 0.47164 0.19209 0.90698 0.25986 0.33077 1.00000 2301
1.26194 -0.53292 -0.58332 -0.94487 -0.72959 -0.48378 -0.94519 -0.83220 -0.59982 1.00000 585
0.05380 1.67397 1.73458 1.08755 1.41590 2.00568 1.63234 1.42736 -0.28962 1.00000 2089
1.26194 -0.99095 -1.08721 -1.18398 -1.14156 -1.15514 -1.03643 -0.92560 -1.22021 1.00000 1898
0.05380 0.84118 0.92835 0.60933 0.93663 0.96258 1.12140 0.54725 -0.28962 1.00000 3673
-1.15435 1.00774 0.97874 0.25067 0.67660 0.71927 0.73819 0.69094 0.02057 1.00000 3167
1.26194 -1.11587 -1.18798 -1.18398 -1.15482 -1.09206 -1.15504 -1.16269 -0.91001 1.00000 1334
-1.15435 -0.32472 -0.23059 -0.82532 -0.55624 -0.28552 -0.69884 -0.76036 -0.91001 1.00000 1675
1.26194 -0.11652 -0.12981 0.37023 -0.58989 -0.50856 -0.65778 -0.51608 -0.59982 1.00000 2500
-1.15435 -0.19980 0.12213 -0.10799 -0.31049 -0.25849 -0.35669 -0.23229 -0.28962 1.00000 3043
0.05380 -0.74112 -0.73448 -0.70576 -0.91518 -0.85550 -0.86307 -0.92560 -0.28962 1.00000 1787
-1.15435 0.42479 0.27330 -0.10799 0.33295 0.32727 0.38235 0.00122 0.02057 1.00000 1164
-1.15435 0.75790 0.67641 1.56577 1.03656 1.08199 0.92067 0.94240 0.33077 1.00000 484
0.05380 0.50807 0.52524 0.60933 0.46756 0.57058 0.63326 0.39637 -0.28962 1.00000 2124
-1.15435 1.63233 1.58341 1.20710 2.55391 3.25378 2.28014 1.89796 0.33077 1.00000 2356
0.05380 -0.61620 -0.63370 -0.58621 -0.67861 -0.76088 -0.58023 -0.71006 0.64096 1.00000 1813
-1.15435 0.96610 0.92835 0.72889 1.27620 1.27348 1.61409 0.82745 -0.28962 1.00000 1197
-1.15435 -0.32472 -0.43215 0.37023 0.40841 0.28897 0.43710 0.53288 -0.59982 1.00000 486
0.05380 0.96610 0.67641 1.20710 0.65723 0.34754 0.91611 1.01784 0.95115 1.00000 2877
-1.15435 0.79954 0.67641 1.08755 1.01209 1.10452 1.31756 0.65502 0.95115 1.00000 1178
-1.15435 1.13266 1.12991 1.20710 1.48728 1.78264 1.07122 1.15794 0.02057 1.00000 2230
1.26194 0.00839 -0.07943 0.01156 -0.35638 -0.24497 -0.18790 -0.50171 -0.91001 1.00000 505
1.26194 -1.24079 -1.33915 -1.06442 -1.22212 -1.19119 -1.15048 -1.24173 -0.91001 1.00000 1924
-1.15435 0.75790 0.72680 1.08755 0.79897 0.62690 1.22632 0.65502 0.02057 1.00000 4068
1.26194 0.21659 0.12213 -0.58621 -0.32782 -0.30129 -0.39775 -0.21432 0.33077 1.00000 326
-1.15435 1.00774 0.97874 1.08755 1.29353 1.04819 1.91518 1.27289 0.02057 1.00000 1070
-1.15435 0.59135 0.62602 0.25067 0.12799 -0.00166 0.27287 0.04432 0.64096 1.00000 2547
0.05380 1.50741 1.48263 1.32666 1.88395 1.58213 2.19803 1.99136 0.64096 1.00000 1037
0.05380 1.04938 1.28108 0.84844 0.93969 1.12705 0.87505 0.75560 0.02057 1.00000 1226
-1.15435 0.00839 -0.23059 -0.94487 -0.64700 -0.51081 -0.73077 -0.67055 -0.59982 1.00000 2591
1.26194 -1.74046 -1.74226 -1.42309 -1.32307 -1.25877 -1.23716 -1.37823 -1.53040 1.00000 3136
-1.15435 0.75790 0.67641 0.37023 0.49917 0.35205 0.71082 0.51132 0.33077 1.00000 3522
-1.15435 0.42479 0.42446 0.37023 0.30134 0.61113 0.30936 -0.02752 -0.28962 1.00000 3123
-1.15435 1.71561 1.68419 1.68532 2.52943 2.56439 2.08398 2.90381 0.33077 1.00000 1012
1.26194 -0.99095 -1.59110 -1.18398 -1.10383 -1.04249 -1.07292 -1.13755 -0.91001 1.00000 480
-1.15435 1.46577 1.43224 1.32666 1.62290 1.42218 1.51829 2.12787 0.95115 1.00000 2275
-1.15435 -1.28243 -1.28876 -0.94487 -1.17623 -1.13937 -1.10486 -1.18425 -0.59982 1.00000 1613
0.05380 0.46643 0.47485 0.72889 0.16062 0.06593 0.30024 0.33171 0.95115 1.00000 1803
-1.15435 0.05003 0.22291 -0.10799 0.10250 -0.35761 0.32761 0.08025 0.02057 1.00000 2744
1.26194 -0.61620 -0.63370 -0.10799 -0.78670 -0.72934 -0.84939 -0.87172 1.26135 1.00000 49
0.05380 0.38315 0.42446 0.84844 0.25852 0.09297 -0.12859 0.40355 2.50213 1.00000 4122
1.26194 0.05003 -0.02904 -0.46665 -0.40124 -0.39591 -0.29738 -0.36879 -0.28962 1.00000 2949
-1.15435 -0.40800 -0.48254 -0.46665 -0.51137 -0.34635 -0.55286 -0.49452 -0.59982 1.00000 893
1.26194 -0.03325 -0.07943 0.13112 -0.34414 -0.41619 -0.68515 -0.13529 0.95115 1.00000 1412
-1.15435 0.34151 0.47485 0.37023 0.21773 0.27770 0.02196 0.15209 0.33077 1.00000 797
0.05380 1.38249 1.28108 1.08755 2.03385 1.97188 2.08398 1.86922 0.33077 1.00000 3537
-1.15435 -0.19980 -0.38176 0.25067 0.47470 0.60663 0.38692 0.41074 -0.28962 1.00000 2109
0.05380 0.96610 1.12991 0.84844 0.85505 0.29347 0.71994 1.73271 0.64096 1.00000 1243
-1.15435 0.42479 0.67641 0.48978 0.58177 0.61339 0.85680 0.36763 -0.28962 1.00000 1097
-1.15435 0.54971 0.67641 0.01156 0.30236 0.46469 0.19987 0.25986 0.02057 1.00000 1008
-1.15435 0.42479 0.47485 0.13112 0.68578 0.99863 0.42797 0.43948 1.26135 1.00000 3082
-1.15435 0.29987 0.42446 0.48978 0.19019 0.32727 -0.02366 0.15209 1.57154 1.00000 1431
0.05380 -0.53292 -0.58332 -0.58621 -0.75203 -0.70681 -0.63041 -0.87890 -1.22021 1.00000 751
1.26194 0.13331 0.17252 -0.22755 -0.22075 -0.28777 -0.10578 -0.09937 0.02057 1.00000 4115
0.05380 1.21594 1.43224 1.20710 1.14567 0.82516 1.12140 1.15794 0.64096 1.00000 3077
0.05380 0.46643 0.52524 0.84844 0.68578 1.30953 0.36411 0.47899 -0.28962 1.00000 3165
1.26194 -0.57456 -0.33137 -0.46665 -0.67657 -0.55812 -0.68515 -0.78550 -1.22021 1.00000 2866
-1.15435 -0.53292 -0.53293 0.01156 -0.68881 -0.68654 -0.59848 -0.46579 0.02057 1.00000 3651
