Strength Temperature Y outlier number
-1.55658 -1.26491 1.46385 1.00000 1267
1.86789 1.26491 -0.87831 1.00000 640
-1.12344 -1.26491 -0.29277 1.00000 1038
0.74445 0.63246 -0.29277 1.00000 353
-1.06930 -1.26491 0.29277 1.00000 1419
0.02707 0.31623 0.29277 1.00000 151
0.50081 1.26491 0.87831 1.00000 523
0.10828 0.94868 1.46385 1.00000 279
0.97455 0.63246 -1.46385 1.00000 563
1.71900 1.58114 0.29277 1.00000 1018
1.15051 0.31623 -0.87831 1.00000 1536
-0.55495 -0.31623 0.87831 1.00000 1376
-0.17596 0.00000 -0.29277 1.00000 321
0.29778 0.94868 0.87831 1.00000 48
-0.55495 -0.94868 -0.29277 1.00000 662
-0.37899 -0.94868 -1.46385 1.00000 624
-1.32647 -0.94868 1.46385 1.00000 297
0.63617 0.94868 0.29277 1.00000 980
1.12344 1.26491 -0.29277 1.00000 1596
-1.25880 -1.26491 1.46385 1.00000 889
-0.09475 -0.31623 -0.29277 1.00000 665
-0.71738 -1.58114 -1.46385 1.00000 251
-1.25880 -1.26491 0.29277 1.00000 281
0.63617 -0.63246 -1.46385 1.00000 145
1.55658 1.26491 -0.87831 1.00000 56
0.70384 0.31623 -1.46385 1.00000 1421
-0.44667 -0.31623 0.29277 1.00000 1181
1.44829 1.26491 -1.46385 1.00000 1287
-0.29778 -1.26491 -0.87831 1.00000 854
0.79859 0.00000 -1.46385 1.00000 899
-0.24364 -0.94868 -1.46385 1.00000 825
0.09475 -0.31623 -1.46385 1.00000 1122
-1.12344 -0.31623 1.46385 1.00000 1288
0.36546 0.00000 -1.46385 1.00000 695
0.05414 0.31623 -0.29277 1.00000 1046
-0.47374 -1.58114 -0.87831 1.00000 1301
0.16243 0.94868 0.87831 1.00000 975
0.47374 0.00000 -0.87831 1.00000 1346
-0.33839 0.31623 0.87831 1.00000 1454
-1.15051 -0.94868 0.29277 1.00000 989
-1.51597 -1.26491 0.87831 1.00000 16
0.74445 0.63246 -0.87831 1.00000 781
0.36546 0.31623 -0.87831 1.00000 832
-1.01516 -1.26491 0.29277 1.00000 1023
-0.25717 -0.31623 0.29277 1.00000 912
-0.78506 -1.58114 -0.87831 1.00000 312
-0.17596 0.00000 1.46385 1.00000 1392
-0.33839 -0.63246 -0.29277 1.00000 1321
0.83920 0.31623 -0.87831 1.00000 549
-0.17596 -1.26491 -0.87831 1.00000 1042
-1.25880 -0.94868 0.29277 1.00000 900
1.38062 0.94868 -1.46385 1.00000 792
0.71738 0.00000 -1.46385 1.00000 1342
-2.05739 -1.58114 1.46385 1.00000 901
2.26042 1.26491 -1.46385 1.00000 1492
0.56849 0.63246 -0.29277 1.00000 1013
0.36546 -0.63246 -0.87831 1.00000 442
-1.59718 -1.26491 0.87831 1.00000 976
0.35192 1.26491 1.46385 1.00000 555
1.09637 0.31623 -1.46385 1.00000 155
-0.17596 0.63246 1.46385 1.00000 717
-0.37899 -0.63246 -0.87831 1.00000 1405
1.17758 0.63246 -1.46385 1.00000 400
0.63617 1.26491 0.29277 1.00000 455
0.01354 0.31623 0.87831 1.00000 1481
1.59718 1.26491 -0.29277 1.00000 358
-1.25880 -0.63246 0.87831 1.00000 314
-0.44667 0.00000 0.29277 1.00000 674
0.24364 -0.94868 -1.46385 1.00000 804
0.20303 0.00000 -0.29277 1.00000 384
2.53113 1.58114 -1.46385 1.00000 1546
-0.60910 -0.94868 -0.29277 1.00000 498
1.01516 1.58114 0.87831 1.00000 1320
-1.04223 -1.26491 -0.29277 1.00000 565
-1.39415 -0.63246 1.46385 1.00000 679
-0.64970 -0.63246 -0.29277 1.00000 1185
-0.87980 -1.26491 -0.29277 1.00000 1535
0.20303 0.31623 0.29277 1.00000 1411
1.69193 0.63246 -1.46385 1.00000 1638
0.87980 0.00000 -1.46385 1.00000 572
-2.08446 -1.58114 1.46385 1.00000 1069
-0.31132 0.31623 0.87831 1.00000 496
-0.85273 -0.31623 0.87831 1.00000 71
-0.71738 -0.31623 0.87831 1.00000 1406
0.43313 0.63246 -0.29277 1.00000 1052
-0.87980 -1.58114 -0.87831 1.00000 793
0.63617 0.94868 1.46385 1.00000 1231
-1.32647 -0.94868 0.87831 1.00000 26
1.96264 1.58114 -0.87831 1.00000 1509
-1.80021 -1.26491 0.87831 1.00000 790
-0.78506 -0.94868 -0.29277 1.00000 1230
0.83920 1.58114 1.46385 1.00000 1446
1.31294 0.94868 -1.46385 1.00000 1527
-1.15051 -1.58114 -0.87831 1.00000 995
0.36546 0.63246 -0.29277 1.00000 1019
0.67677 0.00000 -0.87831 1.00000 1072
0.79859 0.31623 -0.87831 1.00000 1436
0.36546 0.31623 -0.29277 1.00000 831
0.62263 1.26491 0.87831 1.00000 1643
-1.75961 -1.58114 1.46385 1.00000 448
0.09475 -0.31623 -1.46385 1.00000 210
-0.79859 -0.31623 1.46385 1.00000 304
0.25717 0.94868 1.46385 1.00000 1451
-0.06768 0.31623 0.87831 1.00000 494
0.60910 0.31623 -0.29277 1.00000 420
0.09475 -1.26491 -1.46385 1.00000 89
-0.58202 -0.63246 -0.29277 1.00000 609
-0.60910 -0.63246 -0.29277 1.00000 654
1.05576 0.63246 -0.29277 1.00000 156
1.98971 1.58114 -0.29277 1.00000 50
1.05576 1.26491 0.87831 1.00000 746
-2.08446 -1.58114 1.46385 1.00000 1649
-2.12507 -1.58114 1.46385 1.00000 1217
0.67677 0.31623 -0.29277 1.00000 694
1.05576 1.58114 1.46385 1.00000 803
-0.46021 0.00000 0.87831 1.00000 194
0.63617 0.63246 0.87831 1.00000 73
0.02707 -0.31623 -0.29277 1.00000 388
1.46183 0.94868 -1.46385 1.00000 1161
-1.01516 -1.58114 0.29277 1.00000 1265
-2.34163 -1.58114 1.46385 1.00000 799
1.06930 1.26491 0.29277 1.00000 1525
1.16405 0.63246 -1.46385 1.00000 821
-1.57011 -0.63246 1.46385 1.00000 964
-1.05576 -0.94868 0.29277 1.00000 592
-0.47374 -1.26491 -0.29277 1.00000 639
-1.00162 -0.94868 0.29277 1.00000 952
1.86789 0.94868 -1.46385 1.00000 1107
1.21819 1.58114 0.87831 1.00000 1290
0.58202 0.63246 -0.29277 1.00000 1254
-0.16243 -0.31623 -0.29277 1.00000 918
0.32485 0.00000 -1.46385 1.00000 1294
0.33839 0.94868 1.46385 1.00000 864
0.85273 0.94868 -0.29277 1.00000 880
2.09799 1.58114 -1.46385 1.00000 266
0.56849 1.58114 1.46385 1.00000 232
-1.73254 -0.94868 1.46385 1.00000 648
-0.87980 -1.58114 -1.46385 1.00000 1101
0.02707 -0.63246 -1.46385 1.00000 985
0.24364 0.31623 0.87831 1.00000 1380
-0.71738 -0.63246 0.29277 1.00000 199
-0.31132 -0.63246 -0.87831 1.00000 904
0.58202 1.58114 1.46385 1.00000 1058
-1.80021 -0.94868 1.46385 1.00000 1237
1.10991 1.26491 -0.29277 1.00000 434
0.97455 1.58114 0.29277 1.00000 1198
0.51435 0.94868 1.46385 1.00000 926
-1.01516 -0.63246 1.46385 1.00000 139
-0.71738 -0.31623 0.29277 1.00000 524
-0.94748 -1.26491 0.29277 1.00000 1336
-0.36546 0.31623 1.46385 1.00000 408
0.25717 -0.31623 -0.87831 1.00000 278
1.69193 0.94868 -1.46385 1.00000 1259
-0.20303 -0.31623 0.29277 1.00000 1306
1.09637 0.63246 -0.87831 1.00000 531
0.85273 0.31623 -1.46385 1.00000 1582
1.10991 1.58114 0.87831 1.00000 1466
1.19112 1.58114 0.29277 1.00000 516
0.83920 0.63246 -0.87831 1.00000 1528
0.09475 0.00000 0.87831 1.00000 719
1.71900 1.26491 -0.29277 1.00000 1011
0.09475 0.63246 0.29277 1.00000 558
-0.21657 0.00000 -0.29277 1.00000 1004
0.43313 0.94868 0.29277 1.00000 303
-0.98809 0.00000 1.46385 1.00000 1333
0.35192 0.31623 -0.29277 1.00000 431
1.38062 0.63246 -1.46385 1.00000 195
0.90687 0.31623 -1.46385 1.00000 774
0.29778 0.31623 0.29277 1.00000 1453
-0.70384 -0.31623 0.87831 1.00000 1135
-1.32647 -0.94868 0.87831 1.00000 355
-1.51597 -0.94868 1.46385 1.00000 961
0.36546 0.63246 0.29277 1.00000 1218
-0.71738 -0.94868 -0.87831 1.00000 824
-1.21819 -0.94868 1.46385 1.00000 1169
-0.97455 -0.31623 1.46385 1.00000 1329
0.63617 0.94868 -0.29277 1.00000 1351
-0.23010 0.63246 1.46385 1.00000 1125
0.74445 0.31623 -0.87831 1.00000 229
1.34001 0.94868 -0.87831 1.00000 509
0.09475 1.26491 1.46385 1.00000 863
1.10991 1.26491 -0.29277 1.00000 1562
0.90687 1.26491 0.29277 1.00000 1295
0.02707 0.94868 1.46385 1.00000 1070
1.17758 0.94868 -1.46385 1.00000 1163
-1.32647 -0.94868 0.87831 1.00000 1449
-0.06768 0.31623 0.29277 1.00000 1624
-0.67677 -1.58114 -0.87831 1.00000 1575
0.10828 0.31623 0.29277 1.00000 1378
-1.27233 -1.58114 -0.29277 1.00000 101
-0.01354 -0.31623 -0.29277 1.00000 1027
1.10991 0.94868 -0.87831 1.00000 1368
-0.06768 0.63246 0.87831 1.00000 1148
0.43313 1.58114 1.46385 1.00000 1473
0.85273 1.26491 0.29277 1.00000 642
-0.33839 -0.94868 -0.87831 1.00000 997
0.55495 0.31623 -0.29277 1.00000 946
0.92041 1.58114 0.87831 1.00000 852
0.29778 1.26491 1.46385 1.00000 187
0.62263 0.63246 -0.29277 1.00000 800
-0.44667 0.63246 1.46385 1.00000 732
0.28424 -0.63246 -1.46385 1.00000 1314
-1.05576 -0.31623 1.46385 1.00000 1540
0.74445 0.31623 -1.46385 1.00000 1490
1.38062 1.26491 -0.29277 1.00000 850
-0.04061 -0.63246 -1.46385 1.00000 1243
-1.32647 -1.26491 0.29277 1.00000 1600
0.23010 0.63246 0.29277 1.00000 1626
-1.25880 -1.58114 -0.87831 1.00000 967
1.61072 1.58114 -0.29277 1.00000 678
-0.71738 0.31623 1.46385 1.00000 1280
-1.24526 -1.58114 -0.29277 1.00000 468
-0.82566 -1.26491 -0.29277 1.00000 566
0.52788 0.94868 0.87831 1.00000 1095
1.51597 1.58114 -0.87831 1.00000 1262
-0.58202 0.31623 1.46385 1.00000 80
-1.06930 -0.63246 1.46385 1.00000 1175
-1.17758 -0.94868 0.87831 1.00000 1550
-1.02869 -0.94868 -0.29277 1.00000 1002
1.44829 1.26491 0.29277 1.00000 607
0.09475 -0.63246 -0.29277 1.00000 377
1.92203 1.26491 -1.46385 1.00000 1442
1.15051 1.58114 1.46385 1.00000 1403
-0.63617 -0.63246 0.29277 1.00000 249
1.28587 1.26491 -0.87831 1.00000 1273
-0.33839 -0.63246 -0.87831 1.00000 1032
-0.75799 0.00000 0.87831 1.00000 45
-0.98809 -1.58114 0.29277 1.00000 847
0.63617 1.58114 0.87831 1.00000 395
-0.25717 0.31623 1.46385 1.00000 1549
0.82566 0.00000 -1.46385 1.00000 949
0.51435 -0.63246 -1.46385 1.00000 493
-0.40606 -0.94868 -0.29277 1.00000 1615
0.40606 -0.31623 -0.87831 1.00000 675
1.17758 1.58114 -0.29277 1.00000 812
1.15051 0.00000 -1.46385 1.00000 846
0.29778 -0.31623 -1.46385 1.00000 241
-1.63779 -1.58114 0.87831 1.00000 1505
-0.71738 -1.26491 0.29277 1.00000 467
-0.18950 -0.31623 -0.29277 1.00000 1645
-1.86789 -1.26491 1.46385 1.00000 87
-1.52951 -1.26491 0.29277 1.00000 877
1.42122 1.58114 0.29277 1.00000 969
-0.51435 0.31623 1.46385 1.00000 984
1.25880 0.63246 -1.46385 1.00000 293
1.17758 1.26491 0.87831 1.00000 1131
-0.98809 -0.94868 -0.29277 1.00000 748
-0.56849 -1.58114 -0.87831 1.00000 172
1.17758 1.26491 -0.29277 1.00000 163
-0.44667 0.31623 0.87831 1.00000 106
-1.59718 -0.94868 1.46385 1.00000 1257
0.56849 0.00000 -0.87831 1.00000 1094
1.17758 0.94868 0.29277 1.00000 1426
0.36546 0.00000 0.29277 1.00000 1613
1.43476 1.26491 -0.87831 1.00000 1487
-0.85273 -1.26491 -0.87831 1.00000 631
0.32485 0.31623 -0.87831 1.00000 704
0.29778 0.00000 -0.29277 1.00000 52
-1.05576 -1.58114 -0.87831 1.00000 240
-0.51435 -0.63246 0.29277 1.00000 1551
0.82566 0.63246 -0.29277 1.00000 1619
-0.29778 0.00000 1.46385 1.00000 760
-1.46183 -1.58114 -0.29277 1.00000 1195
0.01354 -0.31623 -0.29277 1.00000 374
0.29778 0.63246 0.29277 1.00000 1183
1.15051 0.94868 0.29277 1.00000 1369
-0.25717 -0.63246 -0.29277 1.00000 837
0.52788 0.63246 0.29277 1.00000 664
0.33839 -0.31623 -0.87831 1.00000 406
0.29778 0.00000 -0.87831 1.00000 1239
0.77152 0.31623 -1.46385 1.00000 826
1.16405 0.63246 -1.46385 1.00000 1049
1.01516 1.26491 -0.29277 1.00000 1134
1.17758 1.58114 -0.29277 1.00000 914
0.23010 0.94868 0.87831 1.00000 354
-1.42122 -0.63246 1.46385 1.00000 1238
0.62263 0.00000 -1.46385 1.00000 920
0.02707 -0.63246 -1.46385 1.00000 1152
0.83920 1.26491 0.87831 1.00000 610
-0.18950 0.31623 0.87831 1.00000 1640
-1.59718 -1.26491 1.46385 1.00000 1229
-0.58202 -0.31623 0.29277 1.00000 574
0.89334 0.63246 -0.87831 1.00000 1034
0.79859 0.63246 -0.29277 1.00000 1386
-0.97455 -0.63246 0.87831 1.00000 63
-1.15051 -0.63246 1.46385 1.00000 720
0.56849 1.58114 1.46385 1.00000 480
0.60910 0.94868 0.87831 1.00000 430
0.74445 0.94868 -0.29277 1.00000 119
-1.86789 -1.58114 0.87831 1.00000 1296
0.13535 -0.31623 -0.29277 1.00000 1617
0.77152 1.26491 0.29277 1.00000 485
0.01354 0.63246 1.46385 1.00000 705
1.12344 1.58114 0.29277 1.00000 759
1.71900 0.94868 -0.87831 1.00000 160
0.35192 0.94868 0.87831 1.00000 1084
0.64970 0.00000 -1.46385 1.00000 322
-1.46183 -1.26491 0.29277 1.00000 1503
0.63617 1.58114 1.46385 1.00000 330
1.39415 1.26491 -0.87831 1.00000 1055
0.29778 0.63246 0.29277 1.00000 1433
-0.31132 -0.94868 -1.46385 1.00000 590
0.20303 -0.63246 -1.46385 1.00000 1264
0.78506 0.94868 0.87831 1.00000 215
-0.17596 -0.94868 -0.29277 1.00000 1437
1.39415 1.58114 -0.29277 1.00000 1009
-1.80021 -1.26491 0.87831 1.00000 1284
0.86627 1.26491 -0.29277 1.00000 963
0.58202 0.94868 0.29277 1.00000 1464
-0.71738 -0.94868 -0.29277 1.00000 115
1.73254 1.58114 -0.87831 1.00000 301
0.50081 1.58114 1.46385 1.00000 453
0.35192 0.31623 -0.29277 1.00000 1413
-0.24364 -1.26491 -1.46385 1.00000 221
0.47374 0.63246 -0.29277 1.00000 201
-0.77152 0.00000 1.46385 1.00000 1160
1.69193 1.26491 -0.29277 1.00000 853
-1.28587 -1.58114 0.29277 1.00000 514
-0.67677 -1.26491 -0.29277 1.00000 634
1.01516 0.94868 -0.87831 1.00000 546
-0.40606 -1.26491 -0.87831 1.00000 560
0.44667 0.00000 -0.87831 1.00000 958
-0.04061 -0.63246 -1.46385 1.00000 1489
-1.66486 -0.94868 1.46385 1.00000 553
-1.25880 -0.31623 1.46385 1.00000 5
-0.04061 0.63246 0.87831 1.00000 262
-0.24364 0.31623 0.87831 1.00000 586
1.34001 1.58114 0.29277 1.00000 237
-1.09637 -0.63246 1.46385 1.00000 405
0.04061 0.00000 -0.29277 1.00000 79
-1.29940 -1.26491 -0.29277 1.00000 1136
0.90687 1.58114 0.29277 1.00000 1483
-0.67677 -0.31623 1.46385 1.00000 701
1.44829 1.26491 -0.87831 1.00000 375
-0.51435 0.00000 0.87831 1.00000 739
-0.87980 -0.63246 0.29277 1.00000 1120
-0.18950 -0.63246 -0.87831 1.00000 708
-1.01516 -0.94868 1.46385 1.00000 851
0.16243 0.31623 -0.29277 1.00000 401
1.06930 1.58114 0.87831 1.00000 477
0.83920 0.00000 -1.46385 1.00000 528
-0.51435 -0.94868 -0.87831 1.00000 715
1.92203 1.58114 -0.87831 1.00000 504
0.02707 0.00000 -0.29277 1.00000 1088
-0.16243 -0.94868 -1.46385 1.00000 1332
-0.50081 0.31623 1.46385 1.00000 1121
-1.55658 -1.58114 1.46385 1.00000 1389
-0.20303 -0.63246 0.29277 1.00000 288
-0.40606 -1.58114 -1.46385 1.00000 135
-0.73091 -0.31623 0.87831 1.00000 218
0.85273 1.58114 0.87831 1.00000 1279
-0.60910 -0.63246 0.29277 1.00000 1112
-0.44667 -0.63246 -0.29277 1.00000 1113
0.06768 -0.94868 -1.46385 1.00000 1598
0.60910 0.00000 -0.29277 1.00000 1410
1.59718 0.63246 -1.46385 1.00000 32
1.38062 1.26491 -0.87831 1.00000 1001
0.79859 1.26491 0.87831 1.00000 805
-2.34163 -1.58114 1.46385 1.00000 979
-0.51435 -1.26491 -1.46385 1.00000 424
-0.92041 -0.63246 0.29277 1.00000 1156
-1.54304 -1.26491 0.87831 1.00000 33
0.44667 0.94868 0.87831 1.00000 1025
-1.02869 -1.26491 -0.87831 1.00000 594
0.90687 -0.31623 -1.46385 1.00000 1035
-1.86789 -1.58114 1.46385 1.00000 1051
0.89334 1.58114 0.87831 1.00000 1106
-0.77152 -0.94868 -0.29277 1.00000 977
-0.71738 -0.63246 -0.29277 1.00000 1235
-0.25717 0.00000 0.87831 1.00000 1312
-0.44667 -0.31623 1.46385 1.00000 734
-1.52951 -0.63246 1.46385 1.00000 544
-0.51435 -0.63246 -0.29277 1.00000 425
1.48890 0.94868 -0.87831 1.00000 556
-0.78506 -0.31623 0.87831 1.00000 44
-2.20628 -1.58114 1.46385 1.00000 317
-0.17596 0.94868 1.46385 1.00000 1224
-0.24364 -0.63246 -0.87831 1.00000 437
0.08121 0.63246 0.87831 1.00000 226
0.35192 0.00000 -0.87831 1.00000 40
0.56849 0.31623 -0.87831 1.00000 1213
-1.00162 -0.94868 0.29277 1.00000 978
-2.38224 -1.58114 1.46385 1.00000 404
-1.28587 -0.94868 1.46385 1.00000 893
-1.69193 -1.58114 0.87831 1.00000 620
-0.17596 -1.58114 -1.46385 1.00000 1401
2.03032 1.58114 -0.87831 1.00000 898
0.63617 1.26491 0.87831 1.00000 647
0.29778 -0.31623 -0.87831 1.00000 1556
0.50081 1.26491 0.87831 1.00000 1100
0.90687 0.63246 -1.46385 1.00000 1338
0.63617 0.00000 -0.29277 1.00000 1477
0.79859 0.94868 0.29277 1.00000 670
0.79859 1.58114 1.46385 1.00000 752
-0.17596 0.31623 0.29277 1.00000 49
0.83920 1.26491 0.29277 1.00000 507
0.33839 -0.63246 -0.87831 1.00000 940
-0.97455 -0.94868 0.29277 1.00000 76
-0.01354 -0.94868 -1.46385 1.00000 1495
1.31294 1.58114 -0.29277 1.00000 1434
1.63779 1.58114 -0.29277 1.00000 839
-1.12344 -0.31623 1.46385 1.00000 327
-0.20303 -0.63246 -0.29277 1.00000 397
1.70547 1.58114 -0.87831 1.00000 567
0.74445 1.26491 0.29277 1.00000 383
-0.46021 -1.26491 -1.46385 1.00000 721
0.29778 0.00000 -0.87831 1.00000 769
-0.18950 0.00000 0.29277 1.00000 1309
1.36708 0.94868 -0.87831 1.00000 530
-1.71900 -1.58114 0.87831 1.00000 1283
-1.52951 -1.58114 -0.29277 1.00000 859
-1.17758 -1.26491 0.29277 1.00000 255
-0.67677 -0.63246 0.87831 1.00000 723
-0.71738 -1.26491 -1.46385 1.00000 1194
2.26042 1.58114 -0.87831 1.00000 154
0.89334 0.31623 -1.46385 1.00000 1150
1.65132 1.58114 -0.87831 1.00000 273
1.21819 1.26491 0.29277 1.00000 726
-0.33839 0.00000 0.29277 1.00000 641
-1.05576 -0.31623 1.46385 1.00000 1630
0.33839 0.31623 0.29277 1.00000 1311
0.09475 0.31623 0.29277 1.00000 890
0.09475 0.63246 0.29277 1.00000 924
-0.21657 -0.63246 -1.46385 1.00000 1569
1.10991 0.63246 -1.46385 1.00000 1618
0.87980 0.00000 -0.87831 1.00000 1452
0.56849 0.63246 -0.29277 1.00000 986
0.36546 -0.31623 -0.29277 1.00000 132
0.58202 1.26491 0.87831 1.00000 1010
2.50406 1.58114 -1.46385 1.00000 381
-0.75799 -0.31623 0.29277 1.00000 428
-1.96264 -1.26491 1.46385 1.00000 1361
-0.56849 -1.26491 -0.29277 1.00000 1574
-0.63617 0.00000 1.46385 1.00000 130
0.08121 0.31623 0.29277 1.00000 22
0.20303 -0.31623 -0.87831 1.00000 294
1.61072 1.26491 -0.87831 1.00000 7
-0.24364 -0.31623 -0.29277 1.00000 1124
-0.02707 -0.94868 -0.87831 1.00000 762
1.36708 1.58114 0.29277 1.00000 1532
-0.60910 -1.58114 -1.46385 1.00000 743
-0.50081 -1.26491 -1.46385 1.00000 913
-0.46021 -0.31623 0.29277 1.00000 227
-1.15051 -1.58114 -0.29277 1.00000 686
0.33839 -0.63246 -1.46385 1.00000 1212
-1.59718 -1.58114 0.87831 1.00000 680
-0.17596 -0.63246 -1.46385 1.00000 1561
-0.44667 -1.26491 -0.29277 1.00000 1370
-0.44667 0.00000 0.87831 1.00000 1220
1.31294 0.94868 -1.46385 1.00000 655
0.63617 0.31623 -0.87831 1.00000 1202
-0.70384 -0.94868 -0.29277 1.00000 568
-1.28587 -1.26491 0.87831 1.00000 13
-1.15051 -0.63246 0.87831 1.00000 1563
-0.58202 -0.94868 -0.87831 1.00000 495
1.16405 0.94868 -0.87831 1.00000 1082
-0.40606 -0.31623 0.87831 1.00000 953
0.63617 1.26491 0.29277 1.00000 109
0.52788 0.31623 -0.29277 1.00000 744
0.32485 1.26491 0.87831 1.00000 1592
1.82729 1.58114 -0.87831 1.00000 149
0.31132 1.26491 1.46385 1.00000 1482
1.17758 0.63246 -0.29277 1.00000 770
0.17596 -0.63246 -1.46385 1.00000 1553
-0.16243 0.63246 1.46385 1.00000 111
-0.58202 0.31623 1.46385 1.00000 1349
0.08121 -0.31623 -0.87831 1.00000 222
-1.32647 -1.58114 -0.29277 1.00000 1192
0.55495 0.00000 -0.87831 1.00000 878
1.66486 1.26491 -1.46385 1.00000 346
-0.52788 -0.94868 -0.29277 1.00000 120
0.87980 0.63246 -0.29277 1.00000 1299
0.92041 1.26491 0.29277 1.00000 1377
1.17758 0.00000 -1.46385 1.00000 1500
-1.80021 -0.94868 1.46385 1.00000 1234
-1.52951 -0.63246 1.46385 1.00000 636
-1.54304 -0.94868 1.46385 1.00000 669
-0.87980 -0.31623 0.87831 1.00000 1447
-0.44667 -0.94868 0.29277 1.00000 951
0.09475 0.31623 -0.29277 1.00000 110
1.17758 0.31623 -0.87831 1.00000 1341
-1.12344 -0.63246 0.87831 1.00000 741
-1.02869 0.00000 1.46385 1.00000 1539
0.04061 -0.63246 -1.46385 1.00000 1092
1.17758 0.94868 -0.87831 1.00000 1363
0.35192 0.00000 -0.87831 1.00000 157
-0.70384 -1.26491 -0.87831 1.00000 500
-1.88143 -1.58114 1.46385 1.00000 941
0.87980 0.63246 0.29277 1.00000 1138
-1.28587 -1.58114 0.87831 1.00000 1568
0.63617 0.31623 -1.46385 1.00000 380
1.25880 1.58114 0.29277 1.00000 1026
1.44829 1.58114 -0.87831 1.00000 1293
1.44829 0.63246 -0.87831 1.00000 1142
0.98809 0.94868 -0.29277 1.00000 53
1.21819 0.63246 -0.87831 1.00000 632
1.38062 1.58114 -0.29277 1.00000 593
0.20303 0.94868 0.87831 1.00000 1607
-0.10828 0.63246 0.87831 1.00000 570
-0.90687 -0.31623 1.46385 1.00000 730
-0.92041 -1.26491 -0.87831 1.00000 242
-0.20303 -1.26491 -0.87831 1.00000 409
0.90687 1.26491 1.46385 1.00000 885
0.44667 0.31623 -0.29277 1.00000 1303
1.28587 1.58114 -0.29277 1.00000 1445
0.63617 0.31623 -1.46385 1.00000 1470
-0.92041 -0.94868 -0.29277 1.00000 1552
-0.63617 -0.31623 0.87831 1.00000 962
0.24364 0.63246 1.46385 1.00000 750
-1.27233 -1.26491 0.29277 1.00000 542
-1.52951 -1.58114 0.29277 1.00000 1233
0.36546 0.94868 0.29277 1.00000 68
-0.36546 0.00000 0.87831 1.00000 1090
-0.85273 -0.63246 0.29277 1.00000 134
-0.13535 0.31623 1.46385 1.00000 362
-1.39415 -1.26491 0.29277 1.00000 1270
1.44829 1.58114 -0.29277 1.00000 1005
0.20303 0.94868 1.46385 1.00000 947
-0.98809 -1.58114 -0.87831 1.00000 773
-1.85436 -1.58114 0.87831 1.00000 1581
1.38062 1.58114 -0.29277 1.00000 848
-0.46021 0.00000 0.87831 1.00000 1599
0.09475 0.94868 1.46385 1.00000 1197
-1.81375 -1.58114 0.87831 1.00000 1244
0.02707 0.00000 -0.29277 1.00000 323
-0.85273 -0.94868 -0.29277 1.00000 1079
-1.46183 -0.94868 0.87831 1.00000 213
0.82566 1.26491 0.87831 1.00000 1402
-1.32647 -1.58114 -0.29277 1.00000 462
-0.06768 0.00000 0.29277 1.00000 1604
1.43476 0.94868 -1.46385 1.00000 12
-0.97455 -1.26491 -0.29277 1.00000 1431
-0.82566 -0.63246 0.87831 1.00000 1205
-1.52951 -0.94868 0.87831 1.00000 396
1.44829 1.58114 -0.87831 1.00000 208
-1.42122 -0.94868 1.46385 1.00000 1008
-0.73091 -0.31623 0.87831 1.00000 19
-1.36708 -0.94868 1.46385 1.00000 1141
1.05576 0.31623 -0.87831 1.00000 587
-1.93557 -1.26491 1.46385 1.00000 930
0.36546 0.63246 -0.29277 1.00000 747
-0.77152 -1.58114 -1.46385 1.00000 582
0.83920 0.31623 -1.46385 1.00000 1517
-0.71738 0.00000 0.87831 1.00000 2
-1.21819 -1.26491 0.87831 1.00000 1468
-0.74445 -0.94868 0.29277 1.00000 551
0.63617 -0.31623 -0.87831 1.00000 402
0.08121 0.00000 -0.29277 1.00000 342
0.59556 0.63246 -0.87831 1.00000 970
-2.11153 -1.26491 1.46385 1.00000 270
-1.86789 -1.26491 1.46385 1.00000 1360
0.60910 -0.31623 -0.87831 1.00000 857
1.71900 0.63246 -1.46385 1.00000 776
-0.90687 -0.94868 0.29277 1.00000 623
1.96264 1.26491 -1.46385 1.00000 1629
0.29778 0.94868 1.46385 1.00000 534
-1.80021 -1.58114 0.29277 1.00000 921
-0.17596 -0.63246 -0.87831 1.00000 543
0.29778 0.31623 -0.29277 1.00000 39
-0.01354 0.31623 0.87831 1.00000 170
0.43313 0.31623 -0.87831 1.00000 34
0.02707 0.31623 0.87831 1.00000 64
-0.71738 -0.94868 -0.87831 1.00000 1310
-0.50081 -0.31623 0.29277 1.00000 841
-0.77152 -0.31623 0.87831 1.00000 175
0.82566 0.94868 0.29277 1.00000 971
-0.31132 0.63246 1.46385 1.00000 1317
-0.85273 -0.63246 0.29277 1.00000 1435
-0.01354 0.63246 1.46385 1.00000 1337
0.56849 0.00000 -1.46385 1.00000 729
-1.36708 -1.26491 0.87831 1.00000 1083
0.47374 1.26491 1.46385 1.00000 450
0.02707 -0.63246 -1.46385 1.00000 874
1.01516 0.63246 -0.87831 1.00000 771
1.85436 1.58114 -1.46385 1.00000 502
-1.44829 -1.26491 0.87831 1.00000 1266
2.00325 1.58114 -1.46385 1.00000 492
0.08121 0.94868 1.46385 1.00000 133
-1.04223 -1.58114 -0.87831 1.00000 219
-1.58365 -1.58114 0.29277 1.00000 1565
-2.13860 -1.58114 1.46385 1.00000 1375
1.71900 1.26491 -1.46385 1.00000 768
-1.59718 -1.58114 0.29277 1.00000 476
-0.70384 0.00000 1.46385 1.00000 1104
-1.84082 -1.58114 0.29277 1.00000 1305
-1.57011 -1.26491 0.29277 1.00000 207
